"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","database","background","foreground_genes_tested","background_genes_tested","expression_cluster","n_cluster_genes","pathway_theme","pathway_scope"
"ko04750","Inflammatory mediator regulation of TRP channels","2/229","6/698",0.333333333333333,1.01601164483261,0.027504657096482,0.639300946253625,1,1,"LOC126268133/LOC126284350",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05145","Toxoplasmosis","2/229","6/698",0.333333333333333,1.01601164483261,0.027504657096482,0.639300946253625,1,1,"LOC126282030/LOC126354914",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05414","Dilated cardiomyopathy","2/229","6/698",0.333333333333333,1.01601164483261,0.027504657096482,0.639300946253625,1,1,"LOC126272139/LOC126356154",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04014","Ras signaling pathway","5/229","16/698",0.3125,0.952510917030568,-0.134186645482772,0.646445960734944,1,1,"LOC126268133/LOC126282030/LOC126284350/LOC126282035/LOC126276001",5,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04934","Cushing syndrome","5/229","16/698",0.3125,0.952510917030568,-0.134186645482772,0.646445960734944,1,1,"LOC126311851/LOC126283409/LOC126336038/LOC126279309/LOC126299030",5,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04970","Salivary secretion","5/229","16/698",0.3125,0.952510917030568,-0.134186645482772,0.646445960734944,1,1,"LOC126284350/LOC126271975/LOC126339265/LOC126322572/LOC126272361",5,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko00520","Amino sugar and nucleotide sugar metabolism","4/229","13/698",0.307692307692308,0.937856902922405,-0.157930857356384,0.66484610237082,1,1,"LOC126299185/LOC126272801/LOC126365957/LOC126356176",4,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Other KEGG pathway","Core metabolism or cross-domain"
"ko01212","Fatty acid metabolism","4/229","13/698",0.307692307692308,0.937856902922405,-0.157930857356384,0.66484610237082,1,1,"LOC126272096/LOC126356152/LOC126267980/LOC126284872",4,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Lipid and membrane metabolism","Broad KEGG reference map"
"ko04713","Circadian entrainment","4/229","13/698",0.307692307692308,0.937856902922405,-0.157930857356384,0.66484610237082,1,1,"LOC126284350/LOC126334818/LOC126339265/LOC126336038",4,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00052","Galactose metabolism","3/229","10/698",0.3,0.914410480349345,-0.190359291077085,0.690064504847117,1,1,"LOC126299185/LOC126272801/LOC126365957",3,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko04728","Dopaminergic synapse","3/229","10/698",0.3,0.914410480349345,-0.190359291077085,0.690064504847117,1,1,"LOC126284350/LOC126365745/LOC126271955",3,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04919","Thyroid hormone signaling pathway","3/229","10/698",0.3,0.914410480349345,-0.190359291077085,0.690064504847117,1,1,"LOC126268133/LOC126322572/LOC126354871",3,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko05034","Alcoholism","3/229","10/698",0.3,0.914410480349345,-0.190359291077085,0.690064504847117,1,1,"LOC126284350/LOC126365745/LOC126271955",3,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Reference disease pathway","Reference disease pathway"
"ko05203","Viral carcinogenesis","3/229","10/698",0.3,0.914410480349345,-0.190359291077085,0.690064504847117,1,1,"LOC126282030/LOC126272038/LOC126267038",3,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Reference disease pathway","Reference disease pathway"
"ko04015","Rap1 signaling pathway","4/229","14/698",0.285714285714286,0.870867124142233,-0.340816411146568,0.727515791728601,1,1,"LOC126268133/LOC126284350/LOC126282035/LOC126276001",4,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04972","Pancreatic secretion","4/229","14/698",0.285714285714286,0.870867124142233,-0.340816411146568,0.727515791728601,1,1,"LOC126329331/LOC126297752/LOC126322572/LOC126299510",4,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko00511","Other glycan degradation","2/229","7/698",0.285714285714286,0.870867124142233,-0.239769826095443,0.728142261868451,1,1,"LOC126335557/LOC126334543",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Other KEGG pathway","Core metabolism or cross-domain"
"ko01040","Biosynthesis of unsaturated fatty acids","2/229","7/698",0.285714285714286,0.870867124142233,-0.239769826095443,0.728142261868451,1,1,"LOC126356152/LOC126267980",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko04215","Apoptosis - multiple species","2/229","7/698",0.285714285714286,0.870867124142233,-0.239769826095443,0.728142261868451,1,1,"LOC126336702/LOC126354914",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04350","TGF-beta signaling pathway","2/229","7/698",0.285714285714286,0.870867124142233,-0.239769826095443,0.728142261868451,1,1,"LOC126355055/LOC126355051",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Cellular process","Eukaryote/metazoan-compatible"
"ko04514","Cell adhesion molecule (CAM) interaction","2/229","7/698",0.285714285714286,0.870867124142233,-0.239769826095443,0.728142261868451,1,1,"LOC126345497/LOC126356154",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Cellular process","Eukaryote/metazoan-compatible"
"ko04612","Antigen processing and presentation","2/229","7/698",0.285714285714286,0.870867124142233,-0.239769826095443,0.728142261868451,1,1,"LOC126335596/LOC126346021",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04721","Synaptic vesicle cycle","2/229","7/698",0.285714285714286,0.870867124142233,-0.239769826095443,0.728142261868451,1,1,"LOC126354583/LOC126272722",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04810","Regulation of actin cytoskeleton","2/229","7/698",0.285714285714286,0.870867124142233,-0.239769826095443,0.728142261868451,1,1,"LOC126276001/LOC126356154",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04916","Melanogenesis","2/229","7/698",0.285714285714286,0.870867124142233,-0.239769826095443,0.728142261868451,1,1,"LOC126284350/LOC126299030",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko05161","Hepatitis B","2/229","7/698",0.285714285714286,0.870867124142233,-0.239769826095443,0.728142261868451,1,1,"LOC126282030/LOC126267038",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00053","Ascorbate and aldarate metabolism","6/229","21/698",0.285714285714286,0.870867124142233,-0.419565572584412,0.738583898595504,1,1,"LOC126277896/LOC126354649/LOC126277895/LOC126298935/LOC126282179/LOC126277897",6,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko04024","cAMP signaling pathway","8/229","28/698",0.285714285714286,0.870867124142233,-0.48699684346358,0.751733144309394,1,1,"LOC126282030/LOC126284350/LOC126335579/LOC126356152/LOC126335166/LOC126284371/LOC126322572/LOC126279309",8,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko00310","Lysine degradation","3/229","11/698",0.272727272727273,0.831282254863041,-0.393846005840443,0.756485939328142,1,1,"LOC126335656/LOC126295284/LOC126335679",3,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04138","Autophagy - yeast","3/229","11/698",0.272727272727273,0.831282254863041,-0.393846005840443,0.756485939328142,1,1,"LOC126266685/LOC126355939/LOC126278061",3,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Cellular process","Eukaryote/metazoan-compatible"
"ko04911","Insulin secretion","3/229","11/698",0.272727272727273,0.831282254863041,-0.393846005840443,0.756485939328142,1,1,"LOC126354583/LOC126322572/LOC126354871",3,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko00330","Arginine and proline metabolism","5/229","18/698",0.277777777777778,0.846676370693838,-0.460191503348116,0.757607669016293,1,1,"LOC126335036/LOC126267473/LOC126337850/LOC126339265/LOC126284548",5,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00561","Glycerolipid metabolism","4/229","15/698",0.266666666666667,0.812809315866084,-0.511761037400687,0.781039904409769,1,1,"LOC126297752/LOC126266824/LOC126355485/LOC126282167",4,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko00860","Porphyrin metabolism","4/229","15/698",0.266666666666667,0.812809315866084,-0.511761037400687,0.781039904409769,1,1,"LOC126297581/LOC126354649/LOC126283383/LOC126282179",4,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04151","PI3K-Akt signaling pathway","4/229","15/698",0.266666666666667,0.812809315866084,-0.511761037400687,0.781039904409769,1,1,"LOC126282030/LOC126282035/LOC126276001/LOC126356154",4,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Cellular process","Eukaryote/metazoan-compatible"
"ko04115","p53 signaling pathway","2/229","8/698",0.25,0.762008733624454,-0.472747430391868,0.797741054226616,1,1,"LOC126272858/LOC126267226",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Cellular process","Eukaryote/metazoan-compatible"
"ko04371","Apelin signaling pathway","2/229","8/698",0.25,0.762008733624454,-0.472747430391868,0.797741054226616,1,1,"LOC126284350/LOC126339265",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Cellular process","Eukaryote/metazoan-compatible"
"ko04726","Serotonergic synapse","2/229","8/698",0.25,0.762008733624454,-0.472747430391868,0.797741054226616,1,1,"LOC126271955/LOC126284371",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04921","Oxytocin signaling pathway","2/229","8/698",0.25,0.762008733624454,-0.472747430391868,0.797741054226616,1,1,"LOC126272139/LOC126284350",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04922","Glucagon signaling pathway","2/229","8/698",0.25,0.762008733624454,-0.472747430391868,0.797741054226616,1,1,"LOC126284350/LOC126354871",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04975","Fat digestion and absorption","2/229","8/698",0.25,0.762008733624454,-0.472747430391868,0.797741054226616,1,1,"LOC126297752/LOC126266824",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko05110","Vibrio cholerae infection","2/229","8/698",0.25,0.762008733624454,-0.472747430391868,0.797741054226616,1,1,"LOC126268133/LOC126272722",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05169","Epstein-Barr virus infection","2/229","8/698",0.25,0.762008733624454,-0.472747430391868,0.797741054226616,1,1,"LOC126268133/LOC126282030",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00983","Drug metabolism - other enzymes","7/229","26/698",0.269230769230769,0.820624790057104,-0.650896848370413,0.80444099545119,1,1,"LOC126354649/LOC126282100/LOC126293741/LOC126272716/LOC126272724/LOC126281410/LOC126282179",7,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00140","Steroid hormone biosynthesis","3/229","12/698",0.25,0.762008733624454,-0.580680569339116,0.81096161363726,1,1,"LOC126354649/LOC126283409/LOC126282179",3,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Storage, lipid transport, and endocrine nutrition","Core metabolism or cross-domain"
"ko00410","beta-Alanine metabolism","3/229","12/698",0.25,0.762008733624454,-0.580680569339116,0.81096161363726,1,1,"LOC126337850/LOC126354995/LOC126284548",3,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00790","Folate biosynthesis","3/229","12/698",0.25,0.762008733624454,-0.580680569339116,0.81096161363726,1,1,"LOC126365745/LOC126272716/LOC126272724",3,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Other KEGG pathway","Core metabolism or cross-domain"
"ko01523","Antifolate resistance","3/229","12/698",0.25,0.762008733624454,-0.580680569339116,0.81096161363726,1,1,"LOC126282030/LOC126335579/LOC126335166",3,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00480","Glutathione metabolism","6/229","23/698",0.260869565217391,0.795139548129865,-0.697618303607087,0.821164844863049,1,1,"LOC126336730/LOC126283788/LOC126272716/LOC126272724/LOC126281410/LOC126284548",6,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Detoxification and secondary metabolism","Core metabolism or cross-domain"
"ko00240","Pyrimidine metabolism","4/229","16/698",0.25,0.762008733624454,-0.672475602649293,0.825904552301377,1,1,"LOC126354813/LOC126282100/LOC126293741/LOC126335184",4,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko04068","FoxO signaling pathway","2/229","9/698",0.222222222222222,0.67734109655507,-0.680303971257426,0.851114538055735,1,1,"LOC126272858/LOC126354672",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04915","Estrogen signaling pathway","2/229","9/698",0.222222222222222,0.67734109655507,-0.680303971257426,0.851114538055735,1,1,"LOC126297444/LOC126284350",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko05166","Human T-cell leukemia virus 1 infection","6/229","24/698",0.25,0.762008733624454,-0.828484526152688,0.853982042291435,1,1,"LOC126282030/LOC126272038/LOC126267038/LOC126267226/LOC126354871/LOC126299030",6,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00564","Glycerophospholipid metabolism","3/229","13/698",0.230769230769231,0.703392677191804,-0.753799713760473,0.854796267017193,1,1,"LOC126271919/LOC126284880/LOC126355485",3,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko00531","Glycosaminoglycan degradation","1/229","5/698",0.2,0.609606986899563,-0.611741762744394,0.864001934577673,1,1,"LOC126298389",1,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00640","Propanoate metabolism","1/229","5/698",0.2,0.609606986899563,-0.611741762744394,0.864001934577673,1,1,"LOC126278196",1,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko04670","Leukocyte transendothelial migration","1/229","5/698",0.2,0.609606986899563,-0.611741762744394,0.864001934577673,1,1,"LOC126268133",1,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04923","Regulation of lipolysis in adipocytes","1/229","5/698",0.2,0.609606986899563,-0.611741762744394,0.864001934577673,1,1,"LOC126282167",1,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04961","Endocrine and other factor-regulated calcium reabsorption","1/229","5/698",0.2,0.609606986899563,-0.611741762744394,0.864001934577673,1,1,"LOC126322572",1,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko05130","Pathogenic Escherichia coli infection","1/229","5/698",0.2,0.609606986899563,-0.611741762744394,0.864001934577673,1,1,"LOC126279090",1,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04341","Hedgehog signaling pathway - fly","5/229","21/698",0.238095238095238,0.725722603451861,-0.891154573653525,0.872251723690912,1,1,"LOC126295425/LOC126293373/LOC126294955/LOC126281663/LOC126278128",5,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Cellular process","Eukaryote/metazoan-compatible"
"ko00030","Pentose phosphate pathway","2/229","10/698",0.2,0.609606986899563,-0.868271460320991,0.89137704635789,1,1,"LOC126298935/LOC126361126",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko04141","Protein processing in endoplasmic reticulum","2/229","10/698",0.2,0.609606986899563,-0.868271460320991,0.89137704635789,1,1,"LOC126284753/LOC126281481",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Cellular process","Eukaryote/metazoan-compatible"
"ko04360","Axon guidance","2/229","10/698",0.2,0.609606986899563,-0.868271460320991,0.89137704635789,1,1,"LOC126268133/LOC126299506",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Cellular process","Eukaryote/metazoan-compatible"
"ko04971","Gastric acid secretion","2/229","10/698",0.2,0.609606986899563,-0.868271460320991,0.89137704635789,1,1,"LOC126284350/LOC126322572",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko05165","Human papillomavirus infection","4/229","18/698",0.222222222222222,0.67734109655507,-0.968440980147143,0.892990580512876,1,1,"LOC126282030/LOC126272722/LOC126356154/LOC126299030",4,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00360","Phenylalanine metabolism","1/229","6/698",0.166666666666667,0.508005822416303,-0.845143099873722,0.908942132242482,1,1,"LOC126271955",1,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00513","Various types of N-glycan biosynthesis","1/229","6/698",0.166666666666667,0.508005822416303,-0.845143099873722,0.908942132242482,1,1,"LOC126281481",1,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00565","Ether lipid metabolism","1/229","6/698",0.166666666666667,0.508005822416303,-0.845143099873722,0.908942132242482,1,1,"LOC126336379",1,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko00650","Butanoate metabolism","1/229","6/698",0.166666666666667,0.508005822416303,-0.845143099873722,0.908942132242482,1,1,"LOC126354995",1,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko04144","Endocytosis","1/229","6/698",0.166666666666667,0.508005822416303,-0.845143099873722,0.908942132242482,1,1,"LOC126334953",1,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Cellular process","Eukaryote/metazoan-compatible"
"ko04550","Signaling pathways regulating pluripotency of stem cells","1/229","6/698",0.166666666666667,0.508005822416303,-0.845143099873722,0.908942132242482,1,1,"LOC126299030",1,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Cellular process","Eukaryote/metazoan-compatible"
"ko04720","Long-term potentiation","1/229","6/698",0.166666666666667,0.508005822416303,-0.845143099873722,0.908942132242482,1,1,"LOC126284350",1,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04340","Hedgehog signaling pathway","4/229","19/698",0.210526315789474,0.641691565157435,-1.10572379105994,0.917147139230894,1,1,"LOC126295425/LOC126294955/LOC126281663/LOC126278128",4,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Cellular process","Eukaryote/metazoan-compatible"
"ko00010","Glycolysis / Gluconeogenesis","2/229","11/698",0.181818181818182,0.554188169908694,-1.0406801519031,0.921352847920056,1,1,"LOC126354590/LOC126365957",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00380","Tryptophan metabolism","2/229","11/698",0.181818181818182,0.554188169908694,-1.0406801519031,0.921352847920056,1,1,"LOC126271955/LOC126282517",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko04072","Phospholipase D signaling pathway","1/229","7/698",0.142857142857143,0.435433562071117,-1.04826904645592,0.939075443971487,1,1,"LOC126268133",1,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04390","Hippo signaling pathway","1/229","7/698",0.142857142857143,0.435433562071117,-1.04826904645592,0.939075443971487,1,1,"LOC126299030",1,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Cellular process","Eukaryote/metazoan-compatible"
"ko04724","Glutamatergic synapse","1/229","7/698",0.142857142857143,0.435433562071117,-1.04826904645592,0.939075443971487,1,1,"LOC126268518",1,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04730","Long-term depression","1/229","7/698",0.142857142857143,0.435433562071117,-1.04826904645592,0.939075443971487,1,1,"LOC126339265",1,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04918","Thyroid hormone synthesis","1/229","7/698",0.142857142857143,0.435433562071117,-1.04826904645592,0.939075443971487,1,1,"LOC126322572",1,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko05168","Herpes simplex virus 1 infection","1/229","7/698",0.142857142857143,0.435433562071117,-1.04826904645592,0.939075443971487,1,1,"LOC126282030",1,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00590","Arachidonic acid metabolism","2/229","12/698",0.166666666666667,0.508005822416303,-1.20042833294569,0.943431094776615,1,1,"LOC126336730/LOC126283788",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko00830","Retinol metabolism","2/229","12/698",0.166666666666667,0.508005822416303,-1.20042833294569,0.943431094776615,1,1,"LOC126354649/LOC126282179",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04022","cGMP-PKG signaling pathway","2/229","12/698",0.166666666666667,0.508005822416303,-1.20042833294569,0.943431094776615,1,1,"LOC126284350/LOC126322572",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04270","Vascular smooth muscle contraction","2/229","12/698",0.166666666666667,0.508005822416303,-1.20042833294569,0.943431094776615,1,1,"LOC126311851/LOC126284350",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04510","Focal adhesion","2/229","12/698",0.166666666666667,0.508005822416303,-1.20042833294569,0.943431094776615,1,1,"LOC126282035/LOC126356154",2,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Cellular process","Eukaryote/metazoan-compatible"
"ko00982","Drug metabolism - cytochrome P450","6/229","29/698",0.206896551724138,0.630627917482307,-1.41872335092353,0.952560791402867,1,1,"LOC126354649/LOC126336730/LOC126272716/LOC126272724/LOC126281410/LOC126282179",6,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Detoxification and secondary metabolism","Core metabolism or cross-domain"
"ko05204","Chemical carcinogenesis - DNA adducts","6/229","29/698",0.206896551724138,0.630627917482307,-1.41872335092353,0.952560791402867,1,1,"LOC126354649/LOC126336730/LOC126272716/LOC126272724/LOC126281410/LOC126282179",6,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Genetic information processing","Reference disease pathway"
"ko00592","alpha-Linolenic acid metabolism","1/229","8/698",0.125,0.381004366812227,-1.22957703225775,0.959266071077897,1,1,"LOC126356152",1,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko00680","Methane metabolism","1/229","8/698",0.125,0.381004366812227,-1.22957703225775,0.959266071077897,1,1,"LOC126354590",1,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"DEG cluster 2",975,"Other KEGG pathway","Core metabolism or cross-domain"
