"comparison_type","comparison","gene_id","scenarios_detected","n_scenarios","directions","min_padj","max_abs_lfc"
"Infection within diet","Diet 50: infected vs control","LOC126355939","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.79798930612691e-18,6.53566986732542
"Infection within diet","Diet 50: infected vs control","LOC126293286","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",4.26072713679147e-18,2.36798914893283
"Infection within diet","Diet 50: infected vs control","LOC126325232","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",7.93200348851111e-18,4.88276573787286
"Infection within diet","Diet 50: infected vs control","LOC126299447","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",9.41663986411274e-18,1.38399492740501
"Infection within diet","Diet 50: infected vs control","LOC126336414","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.01723148478947e-17,6.78388478174748
"Infection within diet","Diet 50: infected vs control","LOC126266759","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.53144913052683e-17,4.11317603230888
"Infection within diet","Diet 50: infected vs control","LOC126272336","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",6.13146659602575e-17,2.19358807628494
"Infection within diet","Diet 50: infected vs control","LOC126278707","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",8.19612333068617e-17,3.83979914819997
"Infection within diet","Diet 50: infected vs control","LOC126299559","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",8.76372956149559e-17,2.92275188380191
"Infection within diet","Diet 50: infected vs control","LOC126337850","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.23571222423576e-16,2.76840664269242
"Infection within diet","Diet 50: infected vs control","LOC126276148","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.46338284860087e-16,2.11829613119668
"Infection within diet","Diet 50: infected vs control","LOC126291582","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.14235124195772e-16,2.56449477811321
"Infection within diet","Diet 50: infected vs control","LOC126285457","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.16024768764495e-16,3.5783634941381
"Infection within diet","Diet 50: infected vs control","LOC126284548","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.32902471662789e-16,4.09750151270057
"Infection within diet","Diet 50: infected vs control","LOC126355684","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.27364678007491e-16,2.54131964925491
"Infection within diet","Diet 50: infected vs control","LOC126267038","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.31667299577634e-16,1.19863917351442
"Infection within diet","Diet 50: infected vs control","LOC126278127","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",6.52472033886115e-16,6.68386232126195
"Infection within diet","Diet 50: infected vs control","LOC126335468","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.09024973366198e-15,4.99132300648467
"Infection within diet","Diet 50: infected vs control","LOC126284033","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.44002801710051e-15,4.4218660029081
"Infection within diet","Diet 50: infected vs control","LOC126283989","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.28270200774166e-15,5.30975862590795
"Infection within diet","Diet 50: infected vs control","LOC126284651","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.72172874882101e-15,4.74791188522129
"Infection within diet","Diet 50: infected vs control","LOC126365849","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.67363110751019e-15,2.805573802011
"Infection within diet","Diet 50: infected vs control","LOC126299221","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.19817913070314e-15,2.97846613664454
"Infection within diet","Diet 50: infected vs control","LOC126354923","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",7.848576732275e-15,4.4518083499231
"Infection within diet","Diet 50: infected vs control","LOC126266728","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",9.23479790979568e-15,2.0698625038225
"Infection within diet","Diet 50: infected vs control","LOC126292011","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.05586010212796e-14,5.02837485700024
"Infection within diet","Diet 50: infected vs control","LOC126278259","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.94486569193236e-14,2.9265360966034
"Infection within diet","Diet 50: infected vs control","LOC126278436","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.18713134559963e-14,9.21775442653153
"Infection within diet","Diet 50: infected vs control","LOC126271975","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.58395874608312e-14,7.4991952443199
"Infection within diet","Diet 50: infected vs control","LOC126293287","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",6.27684260821669e-14,3.19433230861592
"Infection within diet","Diet 50: infected vs control","LOC126275497","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",7.93970459099794e-14,2.70036445738514
"Infection within diet","Diet 50: infected vs control","LOC126334947","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",7.93970459099794e-14,1.86036096312879
"Infection within diet","Diet 50: infected vs control","LOC126335348","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",8.93676124603653e-14,3.04015653491642
"Infection within diet","Diet 50: infected vs control","LOC126281481","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",9.01602796423115e-14,2.40052498212408
"Infection within diet","Diet 50: infected vs control","LOC126335565","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.0058434763413e-13,4.73180277551896
"Infection within diet","Diet 50: infected vs control","LOC126336583","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.20880130064269e-13,4.46785899345288
"Infection within diet","Diet 50: infected vs control","LOC126299510","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.28231970642746e-13,5.52082235934154
"Infection within diet","Diet 50: infected vs control","LOC126335166","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.28231970642746e-13,3.06116518505718
"Infection within diet","Diet 50: infected vs control","LOC126349825","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.66690935578355e-13,2.96225913849327
"Infection within diet","Diet 50: infected vs control","LOC126282073","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.80167754248955e-13,2.17099260072327
"Infection within diet","Diet 50: infected vs control","LOC126325205","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.82925025483529e-13,3.08675149262845
"Infection within diet","Diet 50: infected vs control","LOC126284305","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.01397401051977e-13,6.24163436901217
"Infection within diet","Diet 50: infected vs control","LOC126293269","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.14017067847349e-13,1.39394132277774
"Infection within diet","Diet 50: infected vs control","LOC126335547","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.50680880651974e-13,2.6701179593388
"Infection within diet","Diet 50: infected vs control","LOC126281410","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.62377611063022e-13,4.67392880251151
"Infection within diet","Diet 50: infected vs control","LOC126336416","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.62377611063022e-13,2.10311261136104
"Infection within diet","Diet 50: infected vs control","LOC126267162","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.66298296018595e-13,2.15549469759665
"Infection within diet","Diet 50: infected vs control","LOC126297421","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.88286843465595e-13,4.89635960500441
"Infection within diet","Diet 50: infected vs control","LOC126281499","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.36780284428163e-13,4.77628071383108
"Infection within diet","Diet 50: infected vs control","LOC126294949","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.93944312557184e-13,4.0071237721054
"Infection within diet","Diet 50: infected vs control","LOC126285340","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",5.03498799800269e-13,3.03847937645392
"Infection within diet","Diet 50: infected vs control","LOC126354146","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",5.27457886150623e-13,1.98064781876287
"Infection within diet","Diet 50: infected vs control","LOC126299332","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",5.6810959770852e-13,2.10623606034734
"Infection within diet","Diet 50: infected vs control","LOC126335114","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",5.6810959770852e-13,3.78226022527874
"Infection within diet","Diet 50: infected vs control","LOC126294950","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",6.01391984696414e-13,5.08940199566716
"Infection within diet","Diet 50: infected vs control","LOC126267545","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",6.545496871157e-13,7.77341935245232
"Infection within diet","Diet 50: infected vs control","LOC126356204","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",9.46017400717844e-13,3.56065580283359
"Infection within diet","Diet 50: infected vs control","LOC126337056","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",9.85683856159017e-13,3.53134806661396
"Infection within diet","Diet 50: infected vs control","LOC126278308","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.05137268401193e-12,2.83670722134219
"Infection within diet","Diet 50: infected vs control","LOC126336375","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.44897875148122e-12,2.79693907672636
"Infection within diet","Diet 50: infected vs control","LOC126336593","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.52255710119566e-12,4.47149868206391
"Infection within diet","Diet 50: infected vs control","LOC126355203","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.52255710119566e-12,2.63154876956289
"Infection within diet","Diet 50: infected vs control","LOC126343175","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.57981074545438e-12,3.39610019506737
"Infection within diet","Diet 50: infected vs control","LOC126293178","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.7304194309595e-12,4.21398181329472
"Infection within diet","Diet 50: infected vs control","LOC126349011","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.7304194309595e-12,2.19504109480169
"Infection within diet","Diet 50: infected vs control","LOC126267215","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.10098686675823e-12,5.53506673495794
"Infection within diet","Diet 50: infected vs control","LOC126266760","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.1872365943574e-12,3.19823580204247
"Infection within diet","Diet 50: infected vs control","LOC126354995","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.42683062795116e-12,6.2174853976981
"Infection within diet","Diet 50: infected vs control","LOC126354704","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.80122644349521e-12,2.20718776955195
"Infection within diet","Diet 50: infected vs control","LOC126356362","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",3.0379465564962e-12,3.84676360548673
"Infection within diet","Diet 50: infected vs control","LOC126297581","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.80720301037743e-12,3.32846162584869
"Infection within diet","Diet 50: infected vs control","LOC126336499","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.15748648433522e-12,3.48194893983945
"Infection within diet","Diet 50: infected vs control","LOC126334835","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",6.99415668767075e-12,1.87596830480091
"Infection within diet","Diet 50: infected vs control","LOC126329358","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",8.51129265822468e-12,2.97949655485534
"Infection within diet","Diet 50: infected vs control","LOC126284640","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.09595129083483e-11,3.27350633328346
"Infection within diet","Diet 50: infected vs control","LOC126365959","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.16069117384789e-11,1.39348332339206
"Infection within diet","Diet 50: infected vs control","LOC126360693","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.20104472431974e-11,2.54861119080384
"Infection within diet","Diet 50: infected vs control","LOC126336554","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.38789086439799e-11,6.05313608726235
"Infection within diet","Diet 50: infected vs control","LOC126268068","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.46118459323763e-11,2.42944740109156
"Infection within diet","Diet 50: infected vs control","LOC126335579","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.46118459323763e-11,2.27710493000752
"Infection within diet","Diet 50: infected vs control","LOC126334818","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.52978172243067e-11,2.09409709010449
"Infection within diet","Diet 50: infected vs control","LOC126299206","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.55677188978845e-11,3.41116545588912
"Infection within diet","Diet 50: infected vs control","LOC126292248","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.63639610342029e-11,2.61622279772278
"Infection within diet","Diet 50: infected vs control","LOC126354256","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.72816430197986e-11,5.57065738533904
"Infection within diet","Diet 50: infected vs control","LOC126356066","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.2088038526393e-11,1.15926350258879
"Infection within diet","Diet 50: infected vs control","LOC126282077","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.2341995819009e-11,2.1179805911509
"Infection within diet","Diet 50: infected vs control","LOC126278849","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.50466768024732e-11,1.68568442290439
"Infection within diet","Diet 50: infected vs control","LOC126362397","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.50466768024732e-11,1.15117730720882
"Infection within diet","Diet 50: infected vs control","LOC126282528","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.51814525276135e-11,2.45183490124829
"Infection within diet","Diet 50: infected vs control","LOC126282181","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.01783157346755e-11,6.1758109100956
"Infection within diet","Diet 50: infected vs control","LOC126291884","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.41379515636806e-11,1.43880019962619
"Infection within diet","Diet 50: infected vs control","LOC126336578","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.53053427897395e-11,4.86108221634087
"Infection within diet","Diet 50: infected vs control","LOC126281245","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.5334493575921e-11,1.11885508930046
"Infection within diet","Diet 50: infected vs control","LOC126297444","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.5334493575921e-11,1.55262292992491
"Infection within diet","Diet 50: infected vs control","LOC126335229","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",5.73336384272368e-11,1.70679533668617
"Infection within diet","Diet 50: infected vs control","LOC126278049","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",7.14002361408717e-11,3.04848399537628
"Infection within diet","Diet 50: infected vs control","LOC126335382","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",9.06922526488888e-11,2.28691455411209
"Infection within diet","Diet 50: infected vs control","LOC126266596","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",9.1636225810478e-11,1.97463244751345
"Infection within diet","Diet 50: infected vs control","LOC126272353","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.00959250203599e-10,2.67697086582706
"Infection within diet","Diet 50: infected vs control","LOC126273130","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.01851951837674e-10,4.62711793631138
"Infection within diet","Diet 50: infected vs control","LOC126336546","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.04897665614738e-10,5.37098458618795
"Infection within diet","Diet 50: infected vs control","LOC126354579","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.11843202851424e-10,3.55481555044309
"Infection within diet","Diet 50: infected vs control","LOC126360117","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.16212119673953e-10,1.48325419752624
"Infection within diet","Diet 50: infected vs control","LOC126284817","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.22613252273652e-10,5.17716068348832
"Infection within diet","Diet 50: infected vs control","LOC126354914","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.23380358766319e-10,1.88131251064273
"Infection within diet","Diet 50: infected vs control","LOC126267154","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.39642750427877e-10,1.81495189065955
"Infection within diet","Diet 50: infected vs control","LOC126272860","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",1.5872593810914e-10,4.20813792015494
"Infection within diet","Diet 50: infected vs control","LOC126365759","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.62615511431967e-10,4.67029626655307
"Infection within diet","Diet 50: infected vs control","LOC126354547","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",2.15428663126111e-10,3.87933803621435
"Infection within diet","Diet 50: infected vs control","LOC126334976","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.1640420983687e-10,4.65513997890127
"Infection within diet","Diet 50: infected vs control","LOC126284043","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.75686960163208e-10,2.92445479906357
"Infection within diet","Diet 50: infected vs control","LOC126299506","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.83390278562344e-10,1.17057840696546
"Infection within diet","Diet 50: infected vs control","LOC126272507","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.88519405838845e-10,2.53640879358355
"Infection within diet","Diet 50: infected vs control","LOC126361845","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.8891546065798e-10,4.2681167858568
"Infection within diet","Diet 50: infected vs control","LOC126269384","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.07072695642332e-10,3.82463684933192
"Infection within diet","Diet 50: infected vs control","LOC126297555","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.20255763735481e-10,2.36755007410817
"Infection within diet","Diet 50: infected vs control","LOC126336866","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",3.20255763735481e-10,3.29855544239807
"Infection within diet","Diet 50: infected vs control","LOC126277903","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.61977834272156e-10,3.06145363807779
"Infection within diet","Diet 50: infected vs control","LOC126268164","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",5.26577201027904e-10,2.05344109456998
"Infection within diet","Diet 50: infected vs control","LOC126356221","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",5.3120111275428e-10,2.06816759344416
"Infection within diet","Diet 50: infected vs control","LOC126292039","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",5.75632195930031e-10,3.43246786200161
"Infection within diet","Diet 50: infected vs control","LOC126332162","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",6.1707612484695e-10,3.68195464161591
"Infection within diet","Diet 50: infected vs control","LOC126267343","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",6.5546763897119e-10,2.3479469485579
"Infection within diet","Diet 50: infected vs control","LOC126354017","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",6.73026455396848e-10,3.9691661436498
"Infection within diet","Diet 50: infected vs control","LOC126293526","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",7.14920708174026e-10,3.10595134128745
"Infection within diet","Diet 50: infected vs control","LOC126281878","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",7.38299304426155e-10,2.6397758825464
"Infection within diet","Diet 50: infected vs control","LOC126266982","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",8.03602710240458e-10,3.07763778879124
"Infection within diet","Diet 50: infected vs control","LOC126292237","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",8.51933419077908e-10,1.81235770040704
"Infection within diet","Diet 50: infected vs control","LOC126293297","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",9.24350137017293e-10,1.78559296319349
"Infection within diet","Diet 50: infected vs control","LOC126272290","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.03525399158293e-09,3.90714867119163
"Infection within diet","Diet 50: infected vs control","LOC126335490","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.0926186809039e-09,3.45763064288032
"Infection within diet","Diet 50: infected vs control","LOC126356122","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.14110348383255e-09,2.0943330886542
"Infection within diet","Diet 50: infected vs control","LOC126354018","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.16139802126291e-09,4.8094387671655
"Infection within diet","Diet 50: infected vs control","LOC126336500","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.24489280350623e-09,1.32890719643304
"Infection within diet","Diet 50: infected vs control","LOC126293741","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.27208952733312e-09,1.98182260674246
"Infection within diet","Diet 50: infected vs control","LOC126344004","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",1.38633623411659e-09,2.68441006403255
"Infection within diet","Diet 50: infected vs control","LOC126278232","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.42396082335693e-09,2.12709030418221
"Infection within diet","Diet 50: infected vs control","LOC126282035","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.7203457132318e-09,1.85001789111807
"Infection within diet","Diet 50: infected vs control","LOC126293188","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.7203457132318e-09,1.78531821291718
"Infection within diet","Diet 50: infected vs control","LOC126297567","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.74596624622157e-09,1.44643834934389
"Infection within diet","Diet 50: infected vs control","LOC126365918","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.74972106295359e-09,1.69937999848552
"Infection within diet","Diet 50: infected vs control","LOC126334702","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.11735092561109e-09,4.35589348989735
"Infection within diet","Diet 50: infected vs control","LOC126267226","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.30034597171128e-09,4.35557285338636
"Infection within diet","Diet 50: infected vs control","LOC126271634","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.67824722216981e-09,7.9426030435353
"Infection within diet","Diet 50: infected vs control","LOC126335115","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.7507641754916e-09,5.33709049928231
"Infection within diet","Diet 50: infected vs control","LOC126335467","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.85161569225132e-09,2.73561979553284
"Infection within diet","Diet 50: infected vs control","LOC126356050","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.25458888514849e-09,4.96009948092106
"Infection within diet","Diet 50: infected vs control","LOC126298233","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.45344483542158e-09,6.65273666645444
"Infection within diet","Diet 50: infected vs control","LOC126355702","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",3.45344483542158e-09,3.67760717471005
"Infection within diet","Diet 50: infected vs control","LOC126278128","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.94932728029273e-09,2.46906352882501
"Infection within diet","Diet 50: infected vs control","LOC126278010","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.11748669283111e-09,2.90961202589914
"Infection within diet","Diet 50: infected vs control","LOC126339612","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.14460002480951e-09,3.74823197601065
"Infection within diet","Diet 50: infected vs control","LOC126354788","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.16141298219081e-09,6.19439030827948
"Infection within diet","Diet 50: infected vs control","LOC126332261","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.630102337887e-09,5.43817790812796
"Infection within diet","Diet 50: infected vs control","LOC126355055","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.63631210647456e-09,2.86489531809847
"Infection within diet","Diet 50: infected vs control","LOC126272858","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.72827457373764e-09,2.40680433696662
"Infection within diet","Diet 50: infected vs control","LOC126284936","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",4.99077617121608e-09,4.42005065854442
"Infection within diet","Diet 50: infected vs control","LOC126356065","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",5.6894486149679e-09,1.85950972604903
"Infection within diet","Diet 50: infected vs control","LOC126355798","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",6.74717825509524e-09,2.19650555095935
"Infection within diet","Diet 50: infected vs control","LOC126336244","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",7.47618326633084e-09,1.75936262125166
"Infection within diet","Diet 50: infected vs control","LOC126281729","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",8.4829617705381e-09,2.34955706372996
"Infection within diet","Diet 50: infected vs control","LOC126355933","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",8.84707835477177e-09,1.61008972621528
"Infection within diet","Diet 50: infected vs control","LOC126282100","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",9.07795858749408e-09,2.79697212665138
"Infection within diet","Diet 50: infected vs control","LOC126336534","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",9.08332502922907e-09,5.49342360453686
"Infection within diet","Diet 50: infected vs control","LOC126291606","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",9.18682186241803e-09,2.16081660462266
"Infection within diet","Diet 50: infected vs control","LOC126271480","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",9.65670979429194e-09,3.87724397519496
"Infection within diet","Diet 50: infected vs control","LOC126273222","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.02359258206801e-08,4.39014048772481
"Infection within diet","Diet 50: infected vs control","LOC126358740","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.03073983540662e-08,4.24301650282283
"Infection within diet","Diet 50: infected vs control","LOC126292024","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",1.09777664820117e-08,2.80018158282085
"Infection within diet","Diet 50: infected vs control","LOC126346362","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.12462138987051e-08,6.1786617087083
"Infection within diet","Diet 50: infected vs control","LOC126281818","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.1947513452965e-08,3.28850671187362
"Infection within diet","Diet 50: infected vs control","LOC126322572","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.75225349757199e-08,3.1219348248223
"Infection within diet","Diet 50: infected vs control","LOC126353952","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.871974906285e-08,2.37631774715501
"Infection within diet","Diet 50: infected vs control","LOC126292038","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.05006622708366e-08,2.33508318472044
"Infection within diet","Diet 50: infected vs control","LOC126282679","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.09625557571968e-08,2.41059246909498
"Infection within diet","Diet 50: infected vs control","LOC126272746","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.11823784188058e-08,1.11949495325222
"Infection within diet","Diet 50: infected vs control","LOC126334771","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.14841737486964e-08,1.95097419460359
"Infection within diet","Diet 50: infected vs control","LOC126331691","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.15397067562607e-08,3.47853652774161
"Infection within diet","Diet 50: infected vs control","LOC126291639","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.64347255090361e-08,2.75928712058996
"Infection within diet","Diet 50: infected vs control","LOC126278673","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.8125144444438e-08,4.63294890702879
"Infection within diet","Diet 50: infected vs control","LOC126336236","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.8125144444438e-08,5.11366084095336
"Infection within diet","Diet 50: infected vs control","LOC126267629","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.93980830445843e-08,5.74803452377054
"Infection within diet","Diet 50: infected vs control","LOC126272321","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.96427709764149e-08,2.164665529637
