"comparison_type","comparison","gene_id","scenarios_detected","n_scenarios","directions","min_padj","max_abs_lfc"
"Infection within diet","Diet 50: infected vs control","LOC126266714","All samples",1,"Downregulated",0.00113018146047434,5.99215574440784
"Infection within diet","Diet 50: infected vs control","LOC126298758","All samples",1,"Downregulated",0.00118943231942757,1.16983518508252
"Infection within diet","Diet 50: infected vs control","LOC126353887","All samples",1,"Upregulated",0.00144845506447919,1.14405701504285
"Infection within diet","Diet 50: infected vs control","LOC126278567","All samples",1,"Downregulated",0.00160792991464566,1.0595246430674
"Infection within diet","Diet 50: infected vs control","LOC126335600","All samples",1,"Downregulated",0.00173355844587753,2.9458454576754
"Infection within diet","Diet 50: infected vs control","LOC126354521","All samples",1,"Downregulated",0.00216535060757135,3.66306833245554
"Infection within diet","Diet 50: infected vs control","LOC126284845","All samples",1,"Downregulated",0.00255568004274631,4.9811462571473
"Infection within diet","Diet 50: infected vs control","LOC126282119","All samples",1,"Downregulated",0.00294562765444002,3.94764432834575
"Infection within diet","Diet 50: infected vs control","LOC126291912","All samples",1,"Downregulated",0.00297269954531598,2.86471677676077
"Infection within diet","Diet 50: infected vs control","LOC126354927","All samples",1,"Downregulated",0.003012567368105,3.80458684228092
"Infection within diet","Diet 50: infected vs control","LOC126322757","All samples",1,"Downregulated",0.00310441680676952,1.0669364201613
"Infection within diet","Diet 50: infected vs control","LOC126335593","All samples",1,"Downregulated",0.0033631124984604,1.54971052261005
"Infection within diet","Diet 50: infected vs control","LOC126278345","All samples",1,"Downregulated",0.00339077299421969,1.06238050127439
"Infection within diet","Diet 50: infected vs control","LOC126281396","All samples",1,"Downregulated",0.00346815502621732,1.02891740635063
"Infection within diet","Diet 50: infected vs control","LOC126298275","All samples",1,"Downregulated",0.00366357393822561,1.50293976878674
"Infection within diet","Diet 50: infected vs control","LOC126292145","All samples",1,"Upregulated",0.00376556705186562,2.85862450790455
"Infection within diet","Diet 50: infected vs control","LOC126355724","All samples",1,"Downregulated",0.00440021561631751,1.10301501362725
"Infection within diet","Diet 50: infected vs control","LOC126354887","All samples",1,"Downregulated",0.0044113679430338,1.01341381621241
"Infection within diet","Diet 50: infected vs control","LOC126354929","All samples",1,"Downregulated",0.00449044645473379,3.98376259906563
"Infection within diet","Diet 50: infected vs control","LOC126297976","All samples",1,"Downregulated",0.00458314945488074,2.04079487181035
"Infection within diet","Diet 50: infected vs control","LOC126284106","All samples",1,"Downregulated",0.00464526454071179,3.5532530484412
"Infection within diet","Diet 50: infected vs control","LOC126282115","All samples",1,"Downregulated",0.00467299673231712,1.87952711841282
"Infection within diet","Diet 50: infected vs control","LOC126355180","All samples",1,"Upregulated",0.00498314873534597,1.01552292012298
"Infection within diet","Diet 50: infected vs control","LOC126281936","All samples",1,"Upregulated",0.0051322021540369,1.02445907708328
"Infection within diet","Diet 50: infected vs control","LOC126295000","All samples",1,"Downregulated",0.00539721638605861,1.23312775327215
"Infection within diet","Diet 50: infected vs control","LOC126283954","All samples",1,"Downregulated",0.00545815355660877,1.02663863019705
"Infection within diet","Diet 50: infected vs control","LOC126334561","All samples",1,"Downregulated",0.00563788174561087,1.06342026328299
"Infection within diet","Diet 50: infected vs control","LOC126336425","All samples",1,"Downregulated",0.00572197618976042,1.18157100039626
"Infection within diet","Diet 50: infected vs control","LOC126270553","All samples",1,"Upregulated",0.00581759805621046,1.12918010287146
"Infection within diet","Diet 50: infected vs control","LOC126295405","All samples",1,"Downregulated",0.00603960848950689,1.02270579346693
"Infection within diet","Diet 50: infected vs control","LOC126335080","All samples",1,"Downregulated",0.00607313024721978,2.07338535496003
"Infection within diet","Diet 50: infected vs control","LOC126323251","All samples",1,"Downregulated",0.00619974414996214,1.75453358830819
"Infection within diet","Diet 50: infected vs control","LOC126275923","All samples",1,"Downregulated",0.00624229689265194,1.34838093345207
"Infection within diet","Diet 50: infected vs control","LOC126335450","All samples",1,"Downregulated",0.00633238756620308,1.46561581768621
"Infection within diet","Diet 50: infected vs control","LOC126281404","All samples",1,"Downregulated",0.00637141959365737,2.28294483666038
"Infection within diet","Diet 50: infected vs control","LOC126273035","All samples",1,"Upregulated",0.00649152650659928,3.78928888929588
"Infection within diet","Diet 50: infected vs control","LOC126299533","All samples",1,"Downregulated",0.00677205992751267,2.82241252780418
"Infection within diet","Diet 50: infected vs control","LOC126355887","All samples",1,"Downregulated",0.00694237087366303,1.06143012618198
"Infection within diet","Diet 50: infected vs control","LOC126281486","All samples",1,"Downregulated",0.00710168928957718,1.99767812722037
"Infection within diet","Diet 50: infected vs control","LOC126349587","All samples",1,"Upregulated",0.00739840030639719,3.81424834837183
"Infection within diet","Diet 50: infected vs control","LOC126284296","All samples",1,"Downregulated",0.00759381936244466,1.30108967144465
"Infection within diet","Diet 50: infected vs control","LOC126282456","All samples",1,"Downregulated",0.00779778505108184,2.69951557634006
"Infection within diet","Diet 50: infected vs control","LOC126336735","All samples",1,"Downregulated",0.00789710497624705,2.15737237286403
"Infection within diet","Diet 50: infected vs control","LOC126336722","All samples",1,"Downregulated",0.00818957305846405,2.10099127889957
"Infection within diet","Diet 50: infected vs control","LOC126314471","All samples",1,"Upregulated",0.00843865057242659,1.31806316477837
"Infection within diet","Diet 50: infected vs control","LOC126295101","All samples",1,"Upregulated",0.00852065526341776,1.04702239543287
"Infection within diet","Diet 50: infected vs control","LOC126335505","All samples",1,"Downregulated",0.00859255722984837,1.02325664588989
"Infection within diet","Diet 50: infected vs control","LOC126292301","All samples",1,"Upregulated",0.00885201032977052,1.62220230890639
"Infection within diet","Diet 50: infected vs control","LOC126281737","All samples",1,"Downregulated",0.00896426171824476,1.11881520542828
"Infection within diet","Diet 50: infected vs control","LOC126292259","All samples",1,"Upregulated",0.00915632458874063,1.26830489089303
"Infection within diet","Diet 50: infected vs control","LOC126267554","All samples",1,"Downregulated",0.00918021821779239,1.91230455945025
"Infection within diet","Diet 50: infected vs control","LOC126343702","All samples",1,"Downregulated",0.00929276566852532,1.52094621099625
"Infection within diet","Diet 50: infected vs control","LOC126358212","All samples",1,"Downregulated",0.0095720458350044,1.88067320627091
"Infection within diet","Diet 50: infected vs control","LOC126335182","All samples",1,"Downregulated",0.00970118104862232,1.20853102891242
"Infection within diet","Diet 50: infected vs control","LOC126298212","All samples",1,"Downregulated",0.00978804211373579,1.35253618654842
"Infection within diet","Diet 50: infected vs control","LOC126305058","All samples",1,"Upregulated",0.0099594304811632,1.32116690073742
"Infection within diet","Diet 50: infected vs control","LOC126309709","All samples",1,"Upregulated",0.0101576992659143,2.3143294407814
"Infection within diet","Diet 50: infected vs control","LOC126291743","All samples",1,"Downregulated",0.0101885699795222,2.76498618453048
"Infection within diet","Diet 50: infected vs control","LOC126292302","All samples",1,"Upregulated",0.0103921723841367,1.72983295270173
"Infection within diet","Diet 50: infected vs control","LOC126277907","All samples",1,"Downregulated",0.0111524842798482,1.22898394728814
"Infection within diet","Diet 50: infected vs control","LOC126336901","All samples",1,"Downregulated",0.0111524842798482,1.68355998009737
"Infection within diet","Diet 50: infected vs control","LOC126284452","All samples",1,"Downregulated",0.0120601317228722,1.58482531319681
"Infection within diet","Diet 50: infected vs control","LOC126293679","All samples",1,"Downregulated",0.0120935706464193,2.71138273062677
"Infection within diet","Diet 50: infected vs control","LOC126282099","All samples",1,"Upregulated",0.0133066442124853,1.00032000313472
"Infection within diet","Diet 50: infected vs control","LOC126267588","All samples",1,"Upregulated",0.0135647721826375,1.77306448867797
"Infection within diet","Diet 50: infected vs control","LOC126305117","All samples",1,"Upregulated",0.0135647721826375,1.64249322598142
"Infection within diet","Diet 50: infected vs control","LOC126267477","All samples",1,"Upregulated",0.0135775659922472,1.10069509506705
"Infection within diet","Diet 50: infected vs control","LOC126336563","All samples",1,"Downregulated",0.0138124595265272,1.10854754875178
"Infection within diet","Diet 50: infected vs control","LOC126267437","All samples",1,"Downregulated",0.0138218817338335,1.19407054436799
"Infection within diet","Diet 50: infected vs control","LOC126267253","All samples",1,"Downregulated",0.0138916023021025,1.42829596170661
"Infection within diet","Diet 50: infected vs control","LOC126278185","All samples",1,"Downregulated",0.0140062538959044,1.7121241293967
"Infection within diet","Diet 50: infected vs control","LOC126267575","All samples",1,"Upregulated",0.0141381628493177,1.65315813495837
"Infection within diet","Diet 50: infected vs control","LOC126355041","All samples",1,"Upregulated",0.0142592687402597,2.34645143774427
"Infection within diet","Diet 50: infected vs control","LOC126284570","All samples",1,"Upregulated",0.0147091549578982,1.69794570739968
"Infection within diet","Diet 50: infected vs control","LOC126281204","All samples",1,"Downregulated",0.0148894498369699,2.05497092689634
"Infection within diet","Diet 50: infected vs control","LOC126279835","All samples",1,"Upregulated",0.0151640110848227,1.40783991921891
"Infection within diet","Diet 50: infected vs control","LOC126324985","All samples",1,"Upregulated",0.0151935841818753,1.52616516077098
"Infection within diet","Diet 50: infected vs control","LOC126291805","All samples",1,"Downregulated",0.0152108457397187,2.12854690123346
"Infection within diet","Diet 50: infected vs control","LOC126266751","All samples",1,"Downregulated",0.0152861800285839,2.13345777169048
"Infection within diet","Diet 50: infected vs control","LOC126278265","All samples",1,"Upregulated",0.0153227741106152,1.54927449763505
"Infection within diet","Diet 50: infected vs control","LOC126353839","All samples",1,"Upregulated",0.0155287772030334,3.70655103274568
