"gene_id","log2FoldChange","padj","source","direction","source_direction","gene_biotype","gene_description","Gene_class","Direction","signed_direction","source_label","Preferred_name","Description","GOs","KEGG_ko","KEGG_Pathway"
"LOC126332140",8.24786826361315,6.34977137178021e-13,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126332140","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126333408",4.30639562602604,0.0108850845515719,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126333408","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126335700",11.0492101013866,7.18930530317153e-13,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126335700","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126336554",6.03562755433971,1.73116478682769e-07,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126336554","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126340111",2.59903620341337,0.00123350847256306,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126340111","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126340122",2.63398130834489,0.00282122493091173,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126340122","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126353839",3.70713169559257,0.0147914677301229,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126353839","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126354299",3.79299640205713,0.00291681955186743,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126354299","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126354418",2.83647209032888,0.000108876803471358,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126354418","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126354509",1.43099962942118,0.0309838957040909,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126354509","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126354934",3.55361384567866,0.035160963211162,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126354934","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126355108",2.5900905970807,0.00646165361240619,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126355108","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126355826",1.67608089695182,0.00393965796283803,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126355826","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126358175",1.39887008359023,0.0356802205310204,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126358175","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126365913",1.66381035562616,0.00661017297505834,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126365913","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126281341",-4.99388586030487,0.0315947500407985,"interaction_coefficients","DOWN","interaction_coefficients__DOWN","lncRNA","uncharacterized LOC126281341","Long non-coding RNA","Higher in denominator/control",-1,"interaction coefficients",NA,NA,NA,NA,NA
