Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
mehreen_1049_MERGE_1_val_1	(1, 0.16021613802952805)	(2, 0.0009076528990336054)	(3, 0.04872987170603496)	(4, 0.1052723349378015)	(5, 0.0003265086220505503)	(6, 0.034206398564824166)	(7, 0.0)	(8, 0.08113841933623488)	(9, 5.133783365574691e-06)	(10, 0.12379153434810639)	(15, 0.048492485563210785)	(20, 0.037895323611139876)	(25, 0.0740501439872929)	(30, 0.08277429942712455)	(35, 0.04541417527694682)	(40, 0.03534245053605544)	(45, 0.053003499861082055)	(50, 0.07804204047432316)	(55, 0.05727079818046872)	(60, 0.003666415760362695)	(65, 0.0018337605149877027)	(70, 0.018490098377474642)	(75, 0.009390994475499159)	(80, 0.001036984923355628)	(85, 0.035700929142318545)	(90, 0.02166049482131386)	(95, 0.02433521994437312)	(100, 0.0006202103608828364)	(105, 0.03477625327744427)	(110, 0.019051907593015314)	(115, 0.05223047327224783)	(120, 0.017616859075877313)	(125, 0.00026439246988982444)	(130, 0.008305870877520882)	(135, 0.04725766495859025)	(140, 0.009855512326257424)	(145, 0.05725078193062258)
mehreen_1049_MERGE_2_val_2	(1, 0.0009312683025152489)	(2, 0.00011088972069641333)	(3, 0.00010986296402329838)	(4, 0.001962132002322647)	(5, 0.16009908776879295)	(6, 0.0007906026382985023)	(7, 0.0031624105531940093)	(8, 0.0004199434793040097)	(9, 9.240810058034443e-05)	(10, 0.04329648074324533)	(15, 0.005014268888824112)	(20, 0.031040375335663804)	(25, 0.030031562060541802)	(30, 0.00910247262606817)	(35, 0.049357265030419026)	(40, 0.002532441183344425)	(45, 0.02758768808239711)	(50, 0.0027840451899018744)	(55, 0.014516842496918737)	(60, 0.002380562112832071)	(65, 0.018178023343976907)	(70, 0.009841928522615156)	(75, 0.0005997901804722967)	(80, 0.004046705381849099)	(85, 0.0025458680924747706)	(90, 0.018288135382040313)	(95, 0.01882328419952575)	(100, 0.02261148173437862)	(105, 0.0698169130359265)	(110, 0.010813202962685219)	(115, 0.048790553479749185)	(120, 0.0005952832342160155)	(125, 0.014782888091191273)	(130, 0.018406140674531956)	(135, 0.02125678912069317)	(140, 0.026558433271537268)	(145, 0.012540889995547307)
mehreen_1050_MERGE_1_val_1	(1, 0.16461602029847128)	(2, 0.0011244333743672449)	(3, 0.05192266631898554)	(4, 0.109357235803769)	(5, 0.00044874764085351846)	(6, 0.03530618224623811)	(7, 0.0)	(8, 0.0831644770752075)	(9, 3.846408350173016e-06)	(10, 0.12865133294268355)	(15, 0.050611041071576546)	(20, 0.039028898554044844)	(25, 0.07477881095117737)	(30, 0.08430851511709059)	(35, 0.04591890710484308)	(40, 0.03561901291565459)	(45, 0.053646783100105074)	(50, 0.0795498229576304)	(55, 0.05785293798826829)	(60, 0.003786880956643152)	(65, 0.0018768034718849792)	(70, 0.01833919532786305)	(75, 0.009338155350763551)	(80, 0.0010385780464112848)	(85, 0.035450031255726294)	(90, 0.021488800777328555)	(95, 0.02448115565498225)	(100, 0.0006431930032348847)	(105, 0.03473679781611176)	(110, 0.01890612503851174)	(115, 0.052872419601096406)	(120, 0.017602727566725245)	(125, 0.00024841739497693887)	(130, 0.0084013811594649)	(135, 0.048076588334505566)	(140, 0.009641141660345983)	(145, 0.05518892449321672)
mehreen_1050_MERGE_2_val_2	(1, 0.0009718591764770487)	(2, 0.00012180293108881217)	(3, 0.0001333421561393312)	(4, 0.0019667968030551357)	(5, 0.1620876478762909)	(6, 0.0009205737318080751)	(7, 0.0033617608980512155)	(8, 0.0003692552016166095)	(9, 0.00011154584215501746)	(10, 0.04314259819165727)	(15, 0.0050887982472789)	(20, 0.030810697494688392)	(25, 0.03009256204678303)	(30, 0.009120936543103631)	(35, 0.04994972794168737)	(40, 0.002460845515955876)	(45, 0.027562948600247737)	(50, 0.002855091297603963)	(55, 0.014508476450636167)	(60, 0.0025297585438188394)	(65, 0.018023516394063355)	(70, 0.01022270184103389)	(75, 0.0006006035551844209)	(80, 0.004161126197429262)	(85, 0.002547573113735368)	(90, 0.01828408059124068)	(95, 0.018698332354137738)	(100, 0.022587463827920453)	(105, 0.07117450857238022)	(110, 0.010423227927081495)	(115, 0.049314909145344595)	(120, 0.0005914598974931864)	(125, 0.014711354266824295)	(130, 0.01803476819560002)	(135, 0.02097371932975851)	(140, 0.026318819325912558)	(145, 0.011974084456286012)
mehreen_1051_MERGE_1_val_1	(1, 0.15971840598688647)	(2, 0.0008694442275004418)	(3, 0.04934403094599053)	(4, 0.10479191524422905)	(5, 0.0003958223327710017)	(6, 0.03445565161541782)	(7, 0.0)	(8, 0.08177962375968048)	(9, 2.72980919152415e-06)	(10, 0.12422761072604271)	(15, 0.04868041433153101)	(20, 0.03773973144741256)	(25, 0.0744525949775992)	(30, 0.08265310797681902)	(35, 0.04530364763027782)	(40, 0.03566174964241152)	(45, 0.05330442061742072)	(50, 0.07827082581370517)	(55, 0.05756637935266953)	(60, 0.0036035584430527032)	(65, 0.001804176795022731)	(70, 0.01885211740667141)	(75, 0.009421314113029232)	(80, 0.0010325450109927381)	(85, 0.03548876533521531)	(90, 0.02153729189336351)	(95, 0.02451172397151722)	(100, 0.000619843265865439)	(105, 0.03453302433051859)	(110, 0.018780487271642807)	(115, 0.05230531121131831)	(120, 0.01763542793323412)	(125, 0.0002461961398023154)	(130, 0.008365894352781376)	(135, 0.0473009763023761)	(140, 0.009523219502827638)	(145, 0.05461260350311534)
mehreen_1051_MERGE_2_val_2	(1, 0.0009608928354165008)	(2, 0.00011055727225672806)	(3, 0.00012147650902282468)	(4, 0.002037802561472778)	(5, 0.1580190997651627)	(6, 0.0008476057539682486)	(7, 0.0031215368105078655)	(8, 0.00040401176034557417)	(9, 9.281351251182109e-05)	(10, 0.043609520777355755)	(15, 0.004972620423280392)	(20, 0.03083030642576616)	(25, 0.030183302297833916)	(30, 0.009047317470370035)	(35, 0.04970813999645872)	(40, 0.0024566765083968967)	(45, 0.02749875555879777)	(50, 0.0027824216534384064)	(55, 0.014532510137826523)	(60, 0.002400921763896009)	(65, 0.018042907215366267)	(70, 0.010020480147988241)	(75, 0.0005953114320318803)	(80, 0.004062183000097309)	(85, 0.0025011565148636405)	(90, 0.01808055388298368)	(95, 0.01895038237918333)	(100, 0.02242744097844853)	(105, 0.06929118200008526)	(110, 0.010374598109349162)	(115, 0.048687401567780904)	(120, 0.0005650016124392683)	(125, 0.014785244355543884)	(130, 0.018089023311672094)	(135, 0.02105445242933667)	(140, 0.025999968536338694)	(145, 0.012231245241728228)
mehreen_1052_MERGE_1_val_1	(1, 0.16260705237445475)	(2, 0.0008991379202531805)	(3, 0.05029906538365083)	(4, 0.10766353811429846)	(5, 0.0003501767010063631)	(6, 0.03463589850931358)	(7, 0.0)	(8, 0.08378175039641714)	(9, 3.949361289545448e-06)	(10, 0.1260454453003588)	(15, 0.049583704408737835)	(20, 0.038379091575623255)	(25, 0.07460055453660304)	(30, 0.08308960013421372)	(35, 0.045579822384681105)	(40, 0.03558026704524639)	(45, 0.05306772628273996)	(50, 0.07835024472203175)	(55, 0.05749063966359685)	(60, 0.0037460438219189657)	(65, 0.0018630529614838923)	(70, 0.01840799955885675)	(75, 0.009330254194920983)	(80, 0.0010362570518950619)	(85, 0.03552860927965032)	(90, 0.021867568008784984)	(95, 0.0243646969352317)	(100, 0.0006484414896117785)	(105, 0.03457215378684789)	(110, 0.01893444253503795)	(115, 0.052453368973033)	(120, 0.017536476151988122)	(125, 0.00023866069947270396)	(130, 0.008405587946318571)	(135, 0.04731174682286401)	(140, 0.009476181108875926)	(145, 0.05526903888812624)
mehreen_1052_MERGE_2_val_2	(1, 0.0009939225912022711)	(2, 0.00011848083868636346)	(3, 0.00013691119137090887)	(4, 0.0019509844770354515)	(5, 0.15896310835796748)	(6, 0.0008359481396204531)	(7, 0.003405665885351358)	(8, 0.00042916392679727205)	(9, 0.00010926566234409074)	(10, 0.043534599366917386)	(15, 0.004916954805484083)	(20, 0.030785690738685565)	(25, 0.030084861521755185)	(30, 0.00917347042074833)	(35, 0.049598801629724174)	(40, 0.0026261845978360287)	(45, 0.02736008947131428)	(50, 0.002889320088742981)	(55, 0.014530852455663911)	(60, 0.002434158546063627)	(65, 0.018118657797480932)	(70, 0.009980896001006195)	(75, 0.0006227268991947063)	(80, 0.004078652400865884)	(85, 0.0025103123399388247)	(90, 0.018088367575892036)	(95, 0.018929471570660807)	(100, 0.022539526923110464)	(105, 0.07049342803263711)	(110, 0.010573573013439473)	(115, 0.048805784973908424)	(120, 0.0005865724977270891)	(125, 0.014467975745142005)	(130, 0.01809155987324488)	(135, 0.021284612560699936)	(140, 0.026303520677737387)	(145, 0.011995762336621058)
mehreen_1054_MERGE_1_val_1	(1, 0.15365526321281991)	(2, 0.0008811157978685671)	(3, 0.04704025167072333)	(4, 0.09965280915500128)	(5, 0.00036655342247288153)	(6, 0.032293703415844276)	(7, 0.0)	(8, 0.07646512530374357)	(9, 1.1563199447094055e-06)	(10, 0.11732554066196195)	(15, 0.04586566187088752)	(20, 0.03618921560449892)	(25, 0.0726069403012355)	(30, 0.08157539317719595)	(35, 0.04451909572700317)	(40, 0.0349533353484377)	(45, 0.052080910299172695)	(50, 0.07760438593741356)	(55, 0.05627230474299446)	(60, 0.0035103229634578788)	(65, 0.001750022503833804)	(70, 0.018536052741503703)	(75, 0.009191056746706413)	(80, 0.0009836522926260736)	(85, 0.03485105193660434)	(90, 0.021728184420567245)	(95, 0.02436478247945731)	(100, 0.0005881879381920546)	(105, 0.03435609214907418)	(110, 0.01835245873531083)	(115, 0.051382508514468545)	(120, 0.01776759218173504)	(125, 0.00023893926632564673)	(130, 0.008163553273854053)	(135, 0.04740174924599016)	(140, 0.009493888612157915)	(145, 0.05577318030573592)
mehreen_1054_MERGE_2_val_2	(1, 0.0008961479571497892)	(2, 0.00011563199447094055)	(3, 0.00010638143491326531)	(4, 0.001935679587443545)	(5, 0.15616794645267346)	(6, 0.0008001734017389086)	(7, 0.003127845450438942)	(8, 0.00036655342247288153)	(9, 9.366191552146185e-05)	(10, 0.04270451440604094)	(15, 0.0050274478556075535)	(20, 0.031068306248961106)	(25, 0.02931277913204484)	(30, 0.008848223421736598)	(35, 0.04862252314658358)	(40, 0.0024038058677642617)	(45, 0.02729703969659814)	(50, 0.0026616252810235806)	(55, 0.014368363211383196)	(60, 0.002356922835790474)	(65, 0.018101988096899627)	(70, 0.00993628697071119)	(75, 0.0005753769210916041)	(80, 0.003914741230969937)	(85, 0.002419086563448532)	(90, 0.01820794058834449)	(95, 0.01878755109807036)	(100, 0.0222426130036938)	(105, 0.06743575028039141)	(110, 0.010414692400890393)	(115, 0.04774067701632893)	(120, 0.0005496178834513178)	(125, 0.014591167346528728)	(130, 0.018438951761756656)	(135, 0.02105922406100939)	(140, 0.026097647897183687)	(145, 0.012215942959739571)
mehreen_1055_MERGE_1_val_1	(1, 0.1615496061552815)	(2, 0.0008704957843074621)	(3, 0.05177997153304454)	(4, 0.10811580885311878)	(5, 0.00037888067514583795)	(6, 0.03548461586979363)	(7, 0.0)	(8, 0.08236703168178124)	(9, 0.0)	(10, 0.12744430189672432)	(15, 0.050015038424834506)	(20, 0.038768587123496595)	(25, 0.07476222102023863)	(30, 0.08481659727152283)	(35, 0.04584162737938079)	(40, 0.03573921607890109)	(45, 0.05377379812285516)	(50, 0.07908647035817845)	(55, 0.058332347012886324)	(60, 0.0037652531247208184)	(65, 0.0017586071618573983)	(70, 0.018624009800034966)	(75, 0.009438356220559014)	(80, 0.0010046172505382778)	(85, 0.0355851494973738)	(90, 0.02186154302770584)	(95, 0.02453022799043726)	(100, 0.0006314914407570686)	(105, 0.034668889219499885)	(110, 0.018991620640996198)	(115, 0.052252335658100044)	(120, 0.017819715969349656)	(125, 0.0002393245384671526)	(130, 0.008279832286541331)	(135, 0.047857994446124624)	(140, 0.00959656656626603)	(145, 0.05582377713296892)
mehreen_1055_MERGE_2_val_2	(1, 0.0008844423122269408)	(2, 0.00012900538325517796)	(3, 0.00015108738579435257)	(4, 0.001844428317351058)	(5, 0.1605164008785801)	(6, 0.00082052072592933)	(7, 0.003290218378337016)	(8, 0.00042304468022418717)	(9, 0.00010227453807617712)	(10, 0.043060834719918444)	(15, 0.005012382134260644)	(20, 0.03084109319397101)	(25, 0.02976499060195247)	(30, 0.009136813179176464)	(35, 0.0493777115396251)	(40, 0.002431744912089536)	(45, 0.027157292371410194)	(50, 0.0028348441952097373)	(55, 0.01461382730553385)	(60, 0.002386627702290302)	(65, 0.018049266870499132)	(70, 0.010073982015725912)	(75, 0.0005895639608797737)	(80, 0.003966695480660212)	(85, 0.0024200288770549897)	(90, 0.018376046585927702)	(95, 0.018931377028505465)	(100, 0.022721598787697757)	(105, 0.07051068910245376)	(110, 0.010497461725876595)	(115, 0.04904368535536681)	(120, 0.0005488131520175367)	(125, 0.014711933392076729)	(130, 0.017824165792402213)	(135, 0.020999979261260113)	(140, 0.026281011860493593)	(145, 0.012139595308649765)
mehreen_1057_MERGE_1_val_1	(1, 0.15649711961231386)	(2, 0.0007861208797685491)	(3, 0.048269790835734676)	(4, 0.1026640117812941)	(5, 0.0003304801551799804)	(6, 0.03323083432724654)	(7, 0.0)	(8, 0.07894678702763294)	(9, 2.8125970653615355e-06)	(10, 0.12170276257643285)	(15, 0.04731744546940326)	(20, 0.03744584750790314)	(25, 0.07341896870192662)	(30, 0.08218807497706902)	(35, 0.04455121460892297)	(40, 0.03509388553871415)	(45, 0.05254944896338538)	(50, 0.07768140860907778)	(55, 0.05683599741273875)	(60, 0.003527029066349086)	(65, 0.0017817743354058442)	(70, 0.018410486978559296)	(75, 0.009216731705486713)	(80, 0.001026653924086688)	(85, 0.03495292093824258)	(90, 0.021971916243447073)	(95, 0.02451287730061409)	(100, 0.0005985189436362032)	(105, 0.03422765290257911)	(110, 0.01851771751161362)	(115, 0.05167786647001726)	(120, 0.0177783335413391)	(125, 0.000228631438117652)	(130, 0.008196628336057317)	(135, 0.04779495685346204)	(140, 0.009662227387358705)	(145, 0.05502811956918182)
mehreen_1057_MERGE_2_val_2	(1, 0.0009408137183634336)	(2, 9.984719582033451e-05)	(3, 0.00012516056940858834)	(4, 0.0020067880061354552)	(5, 0.15827046206202433)	(6, 0.0007776830885724645)	(7, 0.0030727622939074775)	(8, 0.00040220138034669954)	(9, 0.00010406609141837682)	(10, 0.04304454800770601)	(15, 0.004866355442488529)	(20, 0.031304055482710334)	(25, 0.029673555503476567)	(30, 0.008977180178405353)	(35, 0.04888320837944418)	(40, 0.002543272857023301)	(45, 0.027312161018685697)	(50, 0.002749812298218548)	(55, 0.014421328949772846)	(60, 0.0023473029648839357)	(65, 0.01821683151667631)	(70, 0.009913196199912338)	(75, 0.000591451164284959)	(80, 0.0038763238052045112)	(85, 0.002313478861704973)	(90, 0.01791230969640108)	(95, 0.018763356350867618)	(100, 0.022409996192444808)	(105, 0.0688964547200461)	(110, 0.010529610066437073)	(115, 0.04805939741955008)	(120, 0.0005661300442486558)	(125, 0.014852161015472225)	(130, 0.01829814195241623)	(135, 0.021014209714177928)	(140, 0.025758695080828533)	(145, 0.012208649250567465)
mehreen_1058_MERGE_1_val_1	(1, 0.16805055053792275)	(2, 0.0011684047964548737)	(3, 0.05283202099548329)	(4, 0.11295831203772921)	(5, 0.0004114947483658553)	(6, 0.03647885926206797)	(7, 0.0)	(8, 0.0850847991557209)	(9, 3.003611301940549e-06)	(10, 0.13234031540802138)	(15, 0.05155007969181506)	(20, 0.03978412073413551)	(25, 0.07481905722921159)	(30, 0.08552961044788647)	(35, 0.045436690498265916)	(40, 0.03569888223777425)	(45, 0.05431110937740522)	(50, 0.07770765894596664)	(55, 0.05838823351119325)	(60, 0.0038736757155203717)	(65, 0.0018399665633984784)	(70, 0.018781029527044683)	(75, 0.009270206692395692)	(80, 0.001019562101566373)	(85, 0.035997352863313695)	(90, 0.02206946278301708)	(95, 0.025134614196047955)	(100, 0.000638677030305507)	(105, 0.03514885213110342)	(110, 0.019368303928327373)	(115, 0.05222660345296712)	(120, 0.01796111094726056)	(125, 0.0002642241383711132)	(130, 0.008536675167758483)	(135, 0.04703422631167844)	(140, 0.009890219090625771)	(145, 0.05673695681879577)
mehreen_1058_MERGE_2_val_2	(1, 0.0009641592279229162)	(2, 0.00011413722947374088)	(3, 0.00012014445207762197)	(4, 0.0020769972152918895)	(5, 0.16274467117304478)	(6, 0.0009145996414408973)	(7, 0.003430124106816107)	(8, 0.0004054875257619741)	(9, 9.311195036015702e-05)	(10, 0.043267921887844195)	(15, 0.0050709969610662296)	(20, 0.031285326182255144)	(25, 0.030204411168492783)	(30, 0.009319104290278308)	(35, 0.04990176821089309)	(40, 0.0025004148808463)	(45, 0.02758022654069137)	(50, 0.002910386545774641)	(55, 0.014550214610667073)	(60, 0.002498468983757241)	(65, 0.01823114081769909)	(70, 0.009944491701194989)	(75, 0.0006233049854735541)	(80, 0.004147925483953294)	(85, 0.0025700102708294584)	(90, 0.018122920194442664)	(95, 0.0189833106207914)	(100, 0.023140392843596584)	(105, 0.07187131969575297)	(110, 0.011052965437876662)	(115, 0.050105166820890536)	(120, 0.0006427776448482552)	(125, 0.014902597963747979)	(130, 0.018500212822999594)	(135, 0.021281541573977603)	(140, 0.027227904870150935)	(145, 0.01269189774083428)
