Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
mehreen_1018_MERGE_1_val_1	(1, 0.1655400876167438)	(2, 0.0011719226648965234)	(3, 0.051750683102326216)	(4, 0.11114238561386626)	(5, 0.00047357802604649867)	(6, 0.035376174003062845)	(7, 0.0)	(8, 0.08395817057791238)	(9, 4.181704424251644e-06)	(10, 0.12944821490147027)	(15, 0.05098313125525484)	(20, 0.039288517875133926)	(25, 0.07499902354450502)	(30, 0.0847208062546229)	(35, 0.046144668408218674)	(40, 0.03597571291864753)	(45, 0.0539352700084847)	(50, 0.07941646395194646)	(55, 0.05866825551159605)	(60, 0.003792726905326703)	(65, 0.001906599408350409)	(70, 0.01873366737044955)	(75, 0.009459025637310084)	(80, 0.0010433136712446678)	(85, 0.035790519748295835)	(90, 0.0218646249341402)	(95, 0.02481783931491086)	(100, 0.0006544412733714034)	(105, 0.03468138247253101)	(110, 0.01905997435244953)	(115, 0.05245245072293657)	(120, 0.017644628041409434)	(125, 0.0002554393871952337)	(130, 0.008484314513477732)	(135, 0.048037278648157156)	(140, 0.009591791494744486)	(145, 0.054775388450543416)
mehreen_1018_MERGE_2_val_2	(1, 0.0009482014781990604)	(2, 0.0001306782632578639)	(3, 0.0001515867853791221)	(4, 0.0019873550276255938)	(5, 0.16234735628882765)	(6, 0.0009210203994414246)	(7, 0.0035544487606138974)	(8, 0.000469396321622247)	(9, 0.0001034971845002282)	(10, 0.04350038935849894)	(15, 0.0050588169272384265)	(20, 0.031087122482603848)	(25, 0.030064466687103893)	(30, 0.009309234074523475)	(35, 0.05015425074621204)	(40, 0.002578543743878339)	(45, 0.027356868553419778)	(50, 0.0030132797146323206)	(55, 0.014706181190078929)	(60, 0.0025285576987895157)	(65, 0.01807746214985667)	(70, 0.010240100685155946)	(75, 0.0006141964003827459)	(80, 0.0043537053681356325)	(85, 0.002647545254811408)	(90, 0.018288405780276247)	(95, 0.019065678867364877)	(100, 0.022734292769479334)	(105, 0.07162392655877566)	(110, 0.010426851153315866)	(115, 0.049518417821972735)	(120, 0.0005856352729303087)	(125, 0.014777941592636231)	(130, 0.01778363902887341)	(135, 0.021090007636822193)	(140, 0.026544895627408503)	(145, 0.011828504931193161)
mehreen_1020_MERGE_1_val_1	(1, 0.16646210179401816)	(2, 0.0010672366820624031)	(3, 0.05201856866663952)	(4, 0.10984491642927728)	(5, 0.00044477507796946233)	(6, 0.03540990733804116)	(7, 0.0)	(8, 0.0830243087125258)	(9, 2.2350506430626247e-06)	(10, 0.12945614479176598)	(15, 0.05020281352421545)	(20, 0.03935092090574427)	(25, 0.07439080694153372)	(30, 0.08454025774967729)	(35, 0.04467340283039234)	(40, 0.035618204682393004)	(45, 0.05392677996134386)	(50, 0.07742616339451756)	(55, 0.05779297998130996)	(60, 0.003804193646636936)	(65, 0.001888189774301413)	(70, 0.018323556113225475)	(75, 0.009260335548867345)	(80, 0.0010426704581168338)	(85, 0.035704449894359586)	(90, 0.02222639781577219)	(95, 0.025322003070569827)	(100, 0.0006427153163578518)	(105, 0.03470076198284552)	(110, 0.019121273757253997)	(115, 0.051380260404926964)	(120, 0.01805237658366141)	(125, 0.0002447433888834164)	(130, 0.008542128377188948)	(135, 0.046894704544309045)	(140, 0.009912077749112251)	(145, 0.05682223931377042)
mehreen_1020_MERGE_2_val_2	(1, 0.0009610717765169285)	(2, 8.716697507944236e-05)	(3, 0.00011398758279619386)	(4, 0.0019836074457180793)	(5, 0.16251388483304802)	(6, 0.0008616120229006418)	(7, 0.0032989347491604337)	(8, 0.00044924517925558756)	(9, 8.381439911484842e-05)	(10, 0.04332556269551176)	(15, 0.004993103136601904)	(20, 0.03163612159587766)	(25, 0.030091863352027688)	(30, 0.009243345115578646)	(35, 0.04947751129361949)	(40, 0.002526580731810733)	(45, 0.027777870466979805)	(50, 0.0028847449855851494)	(55, 0.014541504816689777)	(60, 0.002513931212202249)	(65, 0.018340417332576367)	(70, 0.009693329205220048)	(75, 0.0006062717327166948)	(80, 0.004150217702552886)	(85, 0.0025654813124993594)	(90, 0.018158006903200973)	(95, 0.019029483183464875)	(100, 0.023070650220439637)	(105, 0.07083398082966524)	(110, 0.010934414420797161)	(115, 0.04974460496056444)	(120, 0.0006031517946956599)	(125, 0.015053912877562053)	(130, 0.019029484539981857)	(135, 0.021168982634442498)	(140, 0.027043154444204104)	(145, 0.012800457003376436)
mehreen_1021_MERGE_1_val_1	(1, 0.16389876913348386)	(2, 0.0009935761971635168)	(3, 0.0510831254070536)	(4, 0.10882986577152717)	(5, 0.0004118866683391483)	(6, 0.03550371295753467)	(7, 0.0)	(8, 0.0851366301507145)	(9, 0.0)	(10, 0.1285361761208119)	(15, 0.05053677323027616)	(20, 0.038892399410684564)	(25, 0.07505758982406156)	(30, 0.08397847689442402)	(35, 0.04579171170248716)	(40, 0.03553156321072624)	(45, 0.053544781295219925)	(50, 0.07886775501113086)	(55, 0.05776458505240583)	(60, 0.0038510883283590382)	(65, 0.001889001128618277)	(70, 0.018550684269368626)	(75, 0.009327949776013833)	(80, 0.0010553722785730986)	(85, 0.035645239372388296)	(90, 0.02182887093442854)	(95, 0.024515999026795066)	(100, 0.0006525163461743229)	(105, 0.03458225769777478)	(110, 0.01889586015443487)	(115, 0.05258466554549842)	(120, 0.017760770486684306)	(125, 0.000261225064434943)	(130, 0.00854531343670028)	(135, 0.04754325193452809)	(140, 0.00955785701260749)	(145, 0.05524538321110973)
mehreen_1021_MERGE_2_val_2	(1, 0.0009121167167956071)	(2, 0.00010670044611571253)	(3, 0.00013423604511331576)	(4, 0.0019274919298322263)	(5, 0.16039027489453925)	(6, 0.0008754025847988028)	(7, 0.003328365528835291)	(8, 0.0004382749507118515)	(9, 9.752191311651146e-05)	(10, 0.04365838060067486)	(15, 0.004983943418566185)	(20, 0.03081996909548386)	(25, 0.03028173564969073)	(30, 0.00920909210508287)	(35, 0.05000513062953638)	(40, 0.0025613776413311623)	(45, 0.027387508597057162)	(50, 0.0028704325339262305)	(55, 0.014417875868050505)	(60, 0.00242694982736855)	(65, 0.018058863528206126)	(70, 0.01010166682418712)	(75, 0.0006286443624710075)	(80, 0.004166473057919388)	(85, 0.002544917768181359)	(90, 0.018184597065493382)	(95, 0.018748088018462453)	(100, 0.022856708039525487)	(105, 0.07061347963802789)	(110, 0.0105629191555301)	(115, 0.04917746404150188)	(120, 0.0005651713687797012)	(125, 0.014704192017018286)	(130, 0.01812211926408509)	(135, 0.021161460831684905)	(140, 0.02647564418918371)	(145, 0.012150763861668435)
mehreen_1023_MERGE_1_val_1	(1, 0.16028570671990805)	(2, 0.0008049625153743546)	(3, 0.050555572611925934)	(4, 0.1078060773639166)	(5, 0.0003362190994094103)	(6, 0.03543675683154876)	(7, 0.0)	(8, 0.08342160311769836)	(9, 6.1353850257191665e-06)	(10, 0.1275875403484393)	(15, 0.04952580958920923)	(20, 0.03813480456688885)	(25, 0.07435436087836332)	(30, 0.08358083718038076)	(35, 0.04497285319883991)	(40, 0.03517164497955549)	(45, 0.05347582470008324)	(50, 0.07816652685326356)	(55, 0.05738901184586401)	(60, 0.0038144080467141387)	(65, 0.0017971582423801581)	(70, 0.018936054632791258)	(75, 0.009308015079523634)	(80, 0.0010468894336998844)	(85, 0.0351953811036991)	(90, 0.021951968936920377)	(95, 0.02465087651002536)	(100, 0.0006092525743016729)	(105, 0.034407089975941746)	(110, 0.018701635331136876)	(115, 0.051863344254117094)	(120, 0.01802417884190427)	(125, 0.0002534031557867716)	(130, 0.00849834272696486)	(135, 0.04747970827978602)	(140, 0.009571325402860053)	(145, 0.05584066495094856)
mehreen_1023_MERGE_2_val_2	(1, 0.0009301243698990256)	(2, 0.00010062031442179433)	(3, 0.00011166400746808882)	(4, 0.0019081047429986607)	(5, 0.16113729816147787)	(6, 0.0007387003570965876)	(7, 0.0032345749855591443)	(8, 0.00038284802560487594)	(9, 0.00010307446843208199)	(10, 0.04327115267859008)	(15, 0.004963771901207834)	(20, 0.03129037125029231)	(25, 0.030085759962533508)	(30, 0.009029970503912918)	(35, 0.04901867964645696)	(40, 0.002512625701353458)	(45, 0.02738858655532503)	(50, 0.002763381471512177)	(55, 0.01443168023552591)	(60, 0.0023773130790791077)	(65, 0.01801981853074108)	(70, 0.010000921436101958)	(75, 0.000590287328270283)	(80, 0.003939689722945154)	(85, 0.002383978036632825)	(90, 0.018107958633884414)	(95, 0.0189107183066408)	(100, 0.022774685234692848)	(105, 0.06957044838414626)	(110, 0.010514217331786197)	(115, 0.048889772811674795)	(120, 0.0005317585568154628)	(125, 0.014751168475327694)	(130, 0.018241905399949927)	(135, 0.021052284309127284)	(140, 0.02624363403059959)	(145, 0.012462414674669166)
mehreen_1024_MERGE_1_val_1	(1, 0.16559612488375633)	(2, 0.0009500569264489499)	(3, 0.05272094379569053)	(4, 0.11086923810918373)	(5, 0.0004521789928415255)	(6, 0.03555497851957368)	(7, 0.0)	(8, 0.08413896557224598)	(9, 1.2026037043657594e-06)	(10, 0.13096378392617206)	(15, 0.05101709486734511)	(20, 0.03920714533512076)	(25, 0.07487901562047901)	(30, 0.08561569425378507)	(35, 0.045399888344127365)	(40, 0.03591297325261274)	(45, 0.05403212124667736)	(50, 0.07872027435741392)	(55, 0.05881302479863302)	(60, 0.003849216563545854)	(65, 0.001845546228641996)	(70, 0.018465336620895473)	(75, 0.0093764760299875)	(80, 0.0010568774054479566)	(85, 0.0359175657282856)	(90, 0.021920450910557603)	(95, 0.024922159711489936)	(100, 0.000615811779624385)	(105, 0.03462636275814903)	(110, 0.019108388696536506)	(115, 0.052077460599321404)	(120, 0.017721641488330775)	(125, 0.00023358378509732972)	(130, 0.008463795154981572)	(135, 0.04758704986484257)	(140, 0.009592077549759322)	(145, 0.056651372380576236)
mehreen_1024_MERGE_2_val_2	(1, 0.0009223970412485374)	(2, 0.00010703172968855257)	(3, 0.00014310984081952538)	(4, 0.0019313815492114092)	(5, 0.16367316156047546)	(6, 0.0008490382152822261)	(7, 0.00331798362034513)	(8, 0.00043293733357167337)	(9, 8.899267412306618e-05)	(10, 0.04300438690589693)	(15, 0.004999464119789335)	(20, 0.03135653326906505)	(25, 0.030034147592231754)	(30, 0.009296230904481168)	(35, 0.049998179223300764)	(40, 0.0025455220919525902)	(45, 0.027369454927509935)	(50, 0.0029037337311724437)	(55, 0.014474079458138061)	(60, 0.002493582659629653)	(65, 0.018252206097459308)	(70, 0.009932875539490524)	(75, 0.0005818986695390487)	(80, 0.00410778457770761)	(85, 0.0025094846111064118)	(90, 0.018243438940628062)	(95, 0.018848908588869357)	(100, 0.022855269367500097)	(105, 0.07161182964850692)	(110, 0.01056589344198234)	(115, 0.04982898388431764)	(120, 0.0005738981590011424)	(125, 0.014858181467356332)	(130, 0.018109073379043567)	(135, 0.021226396355953466)	(140, 0.026660329711130144)	(145, 0.012244936436921238)
mehreen_1025_MERGE_1_val_1	(1, 0.1611125737293204)	(2, 0.0010032628811861705)	(3, 0.04942287241882163)	(4, 0.10615105707929014)	(5, 0.000343349675357403)	(6, 0.0342631319653641)	(7, 0.0)	(8, 0.08213849574099688)	(9, 3.6526561208234357e-06)	(10, 0.1249997367043713)	(15, 0.04885744125131817)	(20, 0.038104824594472904)	(25, 0.07414510916969966)	(30, 0.08287137215983033)	(35, 0.04514711926394406)	(40, 0.03515562498075294)	(45, 0.05304538423988561)	(50, 0.07780086986682254)	(55, 0.057067813454582034)	(60, 0.0037002763287546955)	(65, 0.0018241501822694182)	(70, 0.018527411718176387)	(75, 0.00926521283989493)	(80, 0.0010343661201988859)	(85, 0.03554185330006433)	(90, 0.02186277666589686)	(95, 0.024729529868417567)	(100, 0.0006090223161845318)	(105, 0.03437080446345364)	(110, 0.01859718128357491)	(115, 0.05212527703399165)	(120, 0.017834574242240588)	(125, 0.00024822790300230445)	(130, 0.008330128204247046)	(135, 0.047404271647099996)	(140, 0.0096952106906782)	(145, 0.055390799464800695)
mehreen_1025_MERGE_2_val_2	(1, 0.0008875954373600949)	(2, 9.009885098031141e-05)	(3, 0.00011444989178580098)	(4, 0.0018762476940629715)	(5, 0.15974161013197133)	(6, 0.0008169774190241751)	(7, 0.0033080888934257585)	(8, 0.0004066623814516758)	(9, 9.131640302058589e-05)	(10, 0.04337626547641052)	(15, 0.004978326782274288)	(20, 0.031132812510464732)	(25, 0.02991558228916125)	(30, 0.008973067602581599)	(35, 0.0493675685769387)	(40, 0.002534747237799463)	(45, 0.0278754039861611)	(50, 0.002809790685742564)	(55, 0.014270196824974489)	(60, 0.002390283592090314)	(65, 0.01812654377433587)	(70, 0.009945388163970772)	(75, 0.0006025356940433112)	(80, 0.004050116548082538)	(85, 0.0024544727218762585)	(90, 0.01817917289448186)	(95, 0.01879927179539851)	(100, 0.022636671971456756)	(105, 0.06976934404157131)	(110, 0.010552537549723835)	(115, 0.04874632743521655)	(120, 0.000565907492972496)	(125, 0.01475242821612635)	(130, 0.018343509783390426)	(135, 0.02109782273858447)	(140, 0.026246505401331447)	(145, 0.012524160579969258)
mehreen_1027_MERGE_1_val_1	(1, 0.16471406844047565)	(2, 0.0010625568956053745)	(3, 0.05174579469509635)	(4, 0.10895524565218177)	(5, 0.0004518085509028168)	(6, 0.035128114832694006)	(7, 0.0)	(8, 0.08214524896200212)	(9, 2.42040295126509e-06)	(10, 0.12857115933041455)	(15, 0.049873693692391176)	(20, 0.038767121213288944)	(25, 0.0735743161282882)	(30, 0.08437865548011875)	(35, 0.0445505391474631)	(40, 0.03542359886663033)	(45, 0.05365884671376725)	(50, 0.07764488300584738)	(55, 0.057448567098926144)	(60, 0.003765790739772254)	(65, 0.0018493805626599582)	(70, 0.018626636608996834)	(75, 0.009200637281250836)	(80, 0.0010445911126920218)	(85, 0.03561342025648863)	(90, 0.021964983704460338)	(95, 0.025230969975301668)	(100, 0.0006173043246748903)	(105, 0.034332193232407895)	(110, 0.01876421691256303)	(115, 0.051274830083481555)	(120, 0.017823204387072463)	(125, 0.00023541367575473046)	(130, 0.008595554569113702)	(135, 0.0472355828385751)	(140, 0.009746094328460329)	(145, 0.056595831551528857)
mehreen_1027_MERGE_2_val_2	(1, 0.0010197964434663577)	(2, 0.00012182694854700953)	(3, 0.00013392896330333495)	(4, 0.0020161956584038195)	(5, 0.1615288181566108)	(6, 0.0008406866250727412)	(7, 0.003340156072745824)	(8, 0.0004639105656591422)	(9, 7.987329739174797e-05)	(10, 0.04307607268386155)	(15, 0.00502039980151405)	(20, 0.03131680884051498)	(25, 0.029702879790726763)	(30, 0.009208145368350691)	(35, 0.049399806050736655)	(40, 0.002495156541260979)	(45, 0.027601822794140196)	(50, 0.002868989044692798)	(55, 0.014304452727901207)	(60, 0.002490379943965955)	(65, 0.018104261436682176)	(70, 0.009979726276099247)	(75, 0.0005847713272283241)	(80, 0.004185756063792353)	(85, 0.002534441654153248)	(90, 0.018106173899728323)	(95, 0.01871408140127018)	(100, 0.022887936264740463)	(105, 0.07039152429321978)	(110, 0.01050245840594862)	(115, 0.04940082035830251)	(120, 0.0005752881501176179)	(125, 0.014912677732091794)	(130, 0.018605532447161306)	(135, 0.021320828630632522)	(140, 0.02690222871995599)	(145, 0.012797491060455003)
mehreen_1028_MERGE_1_val_1	(1, 0.15046286997011307)	(2, 0.0007803371229779515)	(3, 0.050193595859935845)	(4, 0.10545880499172988)	(5, 0.00033872411412228117)	(6, 0.03447818423065841)	(7, 0.0)	(8, 0.08208915322728648)	(9, 1.1560549970043723e-06)	(10, 0.12458897187115883)	(15, 0.04840494756857068)	(20, 0.03782896350096729)	(25, 0.07437852004753379)	(30, 0.08258798729108005)	(35, 0.045618480969053854)	(40, 0.03535511926044204)	(45, 0.05335172261008243)	(50, 0.07862228819410384)	(55, 0.05600714585467258)	(60, 0.0034660305731907745)	(65, 0.0016464442639397558)	(70, 0.0181497559138962)	(75, 0.009301403092145074)	(80, 0.0009109561591585189)	(85, 0.035375639259681006)	(90, 0.021669862192833546)	(95, 0.024349927411207128)	(100, 0.0005342347141014925)	(105, 0.03415315307979383)	(110, 0.01802828588391698)	(115, 0.05218412694210006)	(120, 0.01774399984239698)	(125, 0.00021268591126947497)	(130, 0.008274199181093216)	(135, 0.047995857706827454)	(140, 0.009550602163921883)	(145, 0.05535867091834482)
mehreen_1028_MERGE_2_val_2	(1, 0.0008566367527802401)	(2, 0.00010288889473338915)	(3, 0.00010751311472140665)	(4, 0.0017132735055604802)	(5, 0.16034367202950947)	(6, 0.0006369863033494093)	(7, 0.0028358029076517256)	(8, 0.0003595331040683598)	(9, 8.439201478131918e-05)	(10, 0.04295507310169267)	(15, 0.004931036984222451)	(20, 0.030398446773949917)	(25, 0.02975144304378658)	(30, 0.008508745085596564)	(35, 0.049275152537341896)	(40, 0.0022736637738355677)	(45, 0.026901960541996166)	(50, 0.0025039618335525814)	(55, 0.014348825141653117)	(60, 0.002199419573481114)	(65, 0.017953590207362417)	(70, 0.010030254304583576)	(75, 0.0005065978373857602)	(80, 0.003606721331361357)	(85, 0.002272679763249196)	(90, 0.01807432124664824)	(95, 0.018627303291242413)	(100, 0.022348927677460398)	(105, 0.06840170492575327)	(110, 0.010270171939863926)	(115, 0.04838420919472319)	(120, 0.0004819814558318207)	(125, 0.014515498802857553)	(130, 0.01760333635945419)	(135, 0.02082088544690794)	(140, 0.02539987696139931)	(145, 0.011892589073081)
mehreen_1029_MERGE_1_val_1	(1, 0.16363107745860683)	(2, 0.001131850913674255)	(3, 0.051637333548503056)	(4, 0.11000485945103161)	(5, 0.0004023099618066188)	(6, 0.035085961739529346)	(7, 0.0)	(8, 0.08403036839579867)	(9, 2.8331687451170335e-06)	(10, 0.12823318384024013)	(15, 0.05089334343603532)	(20, 0.03865264802386722)	(25, 0.07574409155622305)	(30, 0.08550616812518555)	(35, 0.046853535285914946)	(40, 0.035896208818158304)	(45, 0.05384964877778324)	(50, 0.08138707219338792)	(55, 0.05884022483774296)	(60, 0.003847949649660015)	(65, 0.0018569334242871179)	(70, 0.018543283992641352)	(75, 0.009391811118413853)	(80, 0.001048266465623199)	(85, 0.03591284233166576)	(90, 0.02143829909327274)	(95, 0.024318212498849218)	(100, 0.0006384134630774021)	(105, 0.034518718538787116)	(110, 0.018776202135163577)	(115, 0.05332999157212138)	(120, 0.017652499804973725)	(125, 0.00024570326802537853)	(130, 0.00835243811200718)	(135, 0.0487577841304827)	(140, 0.009305591064156246)	(145, 0.05456012578831554)
mehreen_1029_MERGE_2_val_2	(1, 0.0009122803359276848)	(2, 0.000126076009157708)	(3, 0.00014024185288329317)	(4, 0.0019591361872484288)	(5, 0.16202750394887058)	(6, 0.0009774432170653767)	(7, 0.0033983859097678815)	(8, 0.0004589733367089595)	(9, 0.00010199407482421322)	(10, 0.04346024191634627)	(15, 0.005009325658241428)	(20, 0.03062478523221047)	(25, 0.03016890438582563)	(30, 0.009229943281992854)	(35, 0.05035191824873402)	(40, 0.002495869126654461)	(45, 0.026973766227296355)	(50, 0.002892097763756607)	(55, 0.014750075352076664)	(60, 0.002502729272672392)	(65, 0.018028491297222365)	(70, 0.01057631941234149)	(75, 0.0006147819234080242)	(80, 0.004192376893391105)	(85, 0.0025733456546198513)	(90, 0.018457554995835974)	(95, 0.01885689283756322)	(100, 0.022673707550409705)	(105, 0.07119533628815859)	(110, 0.010231856549052338)	(115, 0.04920699958651948)	(120, 0.000550696041019689)	(125, 0.014523438380495727)	(130, 0.017178198225562494)	(135, 0.0210371992910535)	(140, 0.026080200405915587)	(145, 0.011316027946911148)
mehreen_1030_MERGE_1_val_1	(1, 0.1536800782526657)	(2, 0.0008908309921510022)	(3, 0.04788641365982281)	(4, 0.10087265269977984)	(5, 0.00037380919016690556)	(6, 0.03273500479604473)	(7, 0.0)	(8, 0.07916016434885147)	(9, 4.85466480736241e-06)	(10, 0.11911195202536089)	(15, 0.0475250647759948)	(20, 0.03648387618372926)	(25, 0.07462888337373912)	(30, 0.08232076222568621)	(35, 0.046221794678257024)	(40, 0.035338555959899376)	(45, 0.052716570369730195)	(50, 0.08036271263214606)	(55, 0.05728238730529855)	(60, 0.0036246402295666558)	(65, 0.00180091596724788)	(70, 0.0188977700846065)	(75, 0.00933139924334222)	(80, 0.001002356346878193)	(85, 0.035222051038308805)	(90, 0.021178148815623177)	(95, 0.023714148849769495)	(100, 0.0006082831393513553)	(105, 0.034196220386928294)	(110, 0.01816884339821647)	(115, 0.05264375095827041)	(120, 0.01750432380585991)	(125, 0.00022572123594350864)	(130, 0.00802888243890402)	(135, 0.0490230620832712)	(140, 0.009296649191360959)	(145, 0.05418263590770882)
mehreen_1030_MERGE_2_val_2	(1, 0.000876266997728915)	(2, 0.00011165729056933542)	(3, 0.00013593061460614748)	(4, 0.001897364828877475)	(5, 0.15729680353415068)	(6, 0.000829338571257745)	(7, 0.003175759894816243)	(8, 0.00040293717901107996)	(9, 0.00010356618255706474)	(10, 0.04322480268963318)	(15, 0.00494884530462524)	(20, 0.030475379059700734)	(25, 0.029711324289029725)	(30, 0.008802572713858713)	(35, 0.049299625765987246)	(40, 0.002449408810616875)	(45, 0.026807948698435266)	(50, 0.0027530494594771417)	(55, 0.014574937016260066)	(60, 0.0023976591012301704)	(65, 0.01779133163371208)	(70, 0.010532773892204002)	(75, 0.0005842526283232787)	(80, 0.003871175802439454)	(85, 0.0023650476484800708)	(90, 0.01840132298089715)	(95, 0.018653613011595592)	(100, 0.022274540006547855)	(105, 0.0682822622924382)	(110, 0.01014935373543434)	(115, 0.04757178336959257)	(120, 0.0005352634406971308)	(125, 0.014417669215457783)	(130, 0.01737643237540294)	(135, 0.020796865391121577)	(140, 0.025585882228532773)	(145, 0.011615784322411499)
mehreen_1031_MERGE_1_val_1	(1, 0.15476651180437212)	(2, 0.0008670638856560818)	(3, 0.048332223947468826)	(4, 0.1008153123432015)	(5, 0.0003425592486021857)	(6, 0.03283675083029523)	(7, 0.0)	(8, 0.07849500496541513)	(9, 0.0)	(10, 0.11932179341988354)	(15, 0.04666710994419007)	(20, 0.036678156204131125)	(25, 0.07328779475780905)	(30, 0.08190104741676757)	(35, 0.04456063916858687)	(40, 0.0351116682091892)	(45, 0.05262944603659644)	(50, 0.07780472616472794)	(55, 0.05647245634818319)	(60, 0.003576879853521546)	(65, 0.0017664546678966655)	(70, 0.018711193975839764)	(75, 0.009294134215210652)	(80, 0.0009881403071660651)	(85, 0.03494045969599782)	(90, 0.02187198503180046)	(95, 0.02430577919024308)	(100, 0.0006144444733419192)	(105, 0.033986233631497303)	(110, 0.018405445169403935)	(115, 0.05150863936712288)	(120, 0.01793514479337256)	(125, 0.00022701547168782902)	(130, 0.008192025182631296)	(135, 0.0473959092954858)	(140, 0.00967918245222026)	(145, 0.05588117513671996)
mehreen_1031_MERGE_2_val_2	(1, 0.0009160009211706798)	(2, 0.00010414804994132386)	(3, 0.00012046039511285652)	(4, 0.0019160731597638741)	(5, 0.15800639451459497)	(6, 0.0007742089977565883)	(7, 0.0030014715115620084)	(8, 0.0003927510798992093)	(9, 7.77973385103865e-05)	(10, 0.042785524670834754)	(15, 0.004957949095519987)	(20, 0.031162503156968592)	(25, 0.029610136832422845)	(30, 0.008827240633983489)	(35, 0.048504697206655775)	(40, 0.0024780983908285655)	(45, 0.027583072645800392)	(50, 0.0027288603581402645)	(55, 0.014453792817955337)	(60, 0.0023528093326153814)	(65, 0.01819192587075194)	(70, 0.00985564856223486)	(75, 0.0005749110881223716)	(80, 0.003928620922501465)	(85, 0.0023924878649651303)	(90, 0.018041538486500988)	(95, 0.01888118082389649)	(100, 0.022492777975835234)	(105, 0.06784872258764273)	(110, 0.010582615729683872)	(115, 0.04778014385608485)	(120, 0.0005675594894568981)	(125, 0.014587579880301902)	(130, 0.018290085035052268)	(135, 0.02115126844867381)	(140, 0.026061855085387418)	(145, 0.012454200894243005)
mehreen_1032_MERGE_1_val_1	(1, 0.1654068126098023)	(2, 0.000984476596099127)	(3, 0.05221015109243217)	(4, 0.10933247745871838)	(5, 0.0004661519366321904)	(6, 0.0354014608226291)	(7, 0.0)	(8, 0.08261777498807456)	(9, 4.5367585073692495e-06)	(10, 0.12880810121707847)	(15, 0.04997965377228408)	(20, 0.039131225498620394)	(25, 0.07376625867116701)	(30, 0.08450108086110511)	(35, 0.045169185684116174)	(40, 0.03547398265095581)	(45, 0.053487784537778006)	(50, 0.07843215313838622)	(55, 0.05776716653637494)	(60, 0.0038331131753054732)	(65, 0.0018781709987114726)	(70, 0.01854325444519939)	(75, 0.009296539153327923)	(80, 0.0010396346505371008)	(85, 0.03555115416653485)	(90, 0.02183776708683069)	(95, 0.02519557905215372)	(100, 0.0006351965890848308)	(105, 0.03444246833784637)	(110, 0.018844370895239274)	(115, 0.051133521845557355)	(120, 0.017918172460175238)	(125, 0.0002422028718336529)	(130, 0.008404701860852582)	(135, 0.048144131161745485)	(140, 0.00957376797955301)	(145, 0.055687571179747736)
mehreen_1032_MERGE_2_val_2	(1, 0.0008903388570712153)	(2, 0.00013043180708686593)	(3, 0.0001372369448479198)	(4, 0.001989368605481416)	(5, 0.1616537791345811)	(6, 0.0008926072363249)	(7, 0.0034263868626906255)	(8, 0.0004525416611100827)	(9, 0.0001100163938037043)	(10, 0.0433004110598097)	(15, 0.005034667753553024)	(20, 0.031212052277921155)	(25, 0.02986049934674241)	(30, 0.009211036569624834)	(35, 0.049374123156939224)	(40, 0.0025480033082817917)	(45, 0.0277547959427782)	(50, 0.0029466501162309427)	(55, 0.014351531807985752)	(60, 0.002574305993709275)	(65, 0.018252958442344445)	(70, 0.010135183866556539)	(75, 0.0006249276783559046)	(80, 0.0042375644791556935)	(85, 0.0026003354147630005)	(90, 0.01814653074051616)	(95, 0.01883876486235179)	(100, 0.022958867123686697)	(105, 0.07064777139387537)	(110, 0.010651380128448858)	(115, 0.049523950816116456)	(120, 0.0005816969398881564)	(125, 0.014813846828470235)	(130, 0.018686027619384354)	(135, 0.021309814224116246)	(140, 0.026712846606113883)	(145, 0.01254041451393342)
mehreen_1033_MERGE_1_val_1	(1, 0.1561438188045432)	(2, 0.0007832190770293675)	(3, 0.048844983885948316)	(4, 0.10296770967482749)	(5, 0.00034531355691002713)	(6, 0.03337994739556454)	(7, 0.0)	(8, 0.07953213912794319)	(9, 4.357268856908859e-06)	(10, 0.12188697105152575)	(15, 0.04767091779245422)	(20, 0.03737036557310593)	(25, 0.07413043627215543)	(30, 0.0823998930054264)	(35, 0.04481795765912576)	(40, 0.035402327698431345)	(45, 0.05317748356258181)	(50, 0.0775967701008355)	(55, 0.05705558144894834)	(60, 0.0036359867029964956)	(65, 0.0017711465240477552)	(70, 0.018504371757930477)	(75, 0.00937714449962538)	(80, 0.0010218558872165644)	(85, 0.03535723521079159)	(90, 0.02199492639925212)	(95, 0.02427970419142561)	(100, 0.0005729869198176275)	(105, 0.034282529056534394)	(110, 0.018459468164050072)	(115, 0.051880049224355115)	(120, 0.017876677439121667)	(125, 0.00024124240883103114)	(130, 0.008159009779559792)	(135, 0.047452101348327065)	(140, 0.0095696225856727)	(145, 0.054454706005916176)
