"foreground_set","pathway_theme","pathway_scope","term_id","term_name","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","Count","gene_id","Description","gene_biotype","DEG_context","comparisons","directions","max_abs_log2FC","min_padj"
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00980","Metabolism of xenobiotics by cytochrome P450","22/260","63/3456",2.57185637666292e-10,4.22070049524851e-08,4.22070049524851e-08,22,"LOC126266939","UDP-glycosyltransferase UGT5-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.96172010083739,0.0318642825516157
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00980","Metabolism of xenobiotics by cytochrome P450","22/260","63/3456",2.57185637666292e-10,4.22070049524851e-08,4.22070049524851e-08,22,"LOC126272831","UDP-glycosyltransferase UGT5-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",3.03834218381793,9.34556240088431e-06
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00980","Metabolism of xenobiotics by cytochrome P450","22/260","63/3456",2.57185637666292e-10,4.22070049524851e-08,4.22070049524851e-08,22,"LOC126272926","UDP-glucosyltransferase 2-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.4863053203802,0.00295989405924728
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00980","Metabolism of xenobiotics by cytochrome P450","22/260","63/3456",2.57185637666292e-10,4.22070049524851e-08,4.22070049524851e-08,22,"LOC126272928","UDP-glucosyltransferase 2-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.25705843217751,0.0122121280453716
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00980","Metabolism of xenobiotics by cytochrome P450","22/260","63/3456",2.57185637666292e-10,4.22070049524851e-08,4.22070049524851e-08,22,"LOC126281404","glutathione S-transferase D7-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.1416165008825,0.000415861251378175
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00980","Metabolism of xenobiotics by cytochrome P450","22/260","63/3456",2.57185637666292e-10,4.22070049524851e-08,4.22070049524851e-08,22,"LOC126281562","UDP-glucosyltransferase 2-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.38782890369349,3.78583820764714e-09
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00980","Metabolism of xenobiotics by cytochrome P450","22/260","63/3456",2.57185637666292e-10,4.22070049524851e-08,4.22070049524851e-08,22,"LOC126281694","trans-1,2-dihydrobenzene-1,2-diol dehydrogenase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.84841150588984,2.4795050759783e-05
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00980","Metabolism of xenobiotics by cytochrome P450","22/260","63/3456",2.57185637666292e-10,4.22070049524851e-08,4.22070049524851e-08,22,"LOC126281954","alcohol dehydrogenase class-3","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.3647247464475,2.79215933844294e-08
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00980","Metabolism of xenobiotics by cytochrome P450","22/260","63/3456",2.57185637666292e-10,4.22070049524851e-08,4.22070049524851e-08,22,"LOC126282396","uncharacterized LOC126282396","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.70186497186621,0.0117577243178486
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00980","Metabolism of xenobiotics by cytochrome P450","22/260","63/3456",2.57185637666292e-10,4.22070049524851e-08,4.22070049524851e-08,22,"LOC126293679","juvenile hormone epoxide hydrolase 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.74546001416418,1.87408534579398e-05
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00980","Metabolism of xenobiotics by cytochrome P450","22/260","63/3456",2.57185637666292e-10,4.22070049524851e-08,4.22070049524851e-08,22,"LOC126331335","microsomal glutathione S-transferase 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",2.43964828930487,1.47294560817109e-07
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00980","Metabolism of xenobiotics by cytochrome P450","22/260","63/3456",2.57185637666292e-10,4.22070049524851e-08,4.22070049524851e-08,22,"LOC126336625","UDP-glucosyltransferase 2-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",4.11319359875358,2.62134798120712e-07
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00980","Metabolism of xenobiotics by cytochrome P450","22/260","63/3456",2.57185637666292e-10,4.22070049524851e-08,4.22070049524851e-08,22,"LOC126336627","UDP-glucosyltransferase 2-like","protein_coding","Infection within diet","infection_average_all_diets","Average infected",2.0686583912327,0.00691426834221871
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00980","Metabolism of xenobiotics by cytochrome P450","22/260","63/3456",2.57185637666292e-10,4.22070049524851e-08,4.22070049524851e-08,22,"LOC126336628","UDP-glycosyltransferase UGT5-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.52770989936731,0.0116996631994891
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00980","Metabolism of xenobiotics by cytochrome P450","22/260","63/3456",2.57185637666292e-10,4.22070049524851e-08,4.22070049524851e-08,22,"LOC126336692","glutathione S-transferase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.29084742475274,0.000187888352276763
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00980","Metabolism of xenobiotics by cytochrome P450","22/260","63/3456",2.57185637666292e-10,4.22070049524851e-08,4.22070049524851e-08,22,"LOC126336695","glutathione S-transferase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.5744018540379,1.60111953504433e-09
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00980","Metabolism of xenobiotics by cytochrome P450","22/260","63/3456",2.57185637666292e-10,4.22070049524851e-08,4.22070049524851e-08,22,"LOC126336713","glutathione S-transferase 1-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.38648498580568,0.0321237694573588
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00980","Metabolism of xenobiotics by cytochrome P450","22/260","63/3456",2.57185637666292e-10,4.22070049524851e-08,4.22070049524851e-08,22,"LOC126336724","glutathione S-transferase 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.46225258436274,0.0142453289475936
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00980","Metabolism of xenobiotics by cytochrome P450","22/260","63/3456",2.57185637666292e-10,4.22070049524851e-08,4.22070049524851e-08,22,"LOC126336888","glutathione S-transferase 1-1-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.11572359561155,0.00291462589470582
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00980","Metabolism of xenobiotics by cytochrome P450","22/260","63/3456",2.57185637666292e-10,4.22070049524851e-08,4.22070049524851e-08,22,"LOC126341237","UDP-glycosyltransferase UGT5-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.96787523034327,0.00134241665768644
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00980","Metabolism of xenobiotics by cytochrome P450","22/260","63/3456",2.57185637666292e-10,4.22070049524851e-08,4.22070049524851e-08,22,"LOC126343702","juvenile hormone epoxide hydrolase 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.72971733005645,0.000436563025524851
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00980","Metabolism of xenobiotics by cytochrome P450","22/260","63/3456",2.57185637666292e-10,4.22070049524851e-08,4.22070049524851e-08,22,"LOC126343748","juvenile hormone epoxide hydrolase 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.62176754256424,3.82943529968347e-06
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00982","Drug metabolism - cytochrome P450","21/260","57/3456",2.10155662204148e-10,4.22070049524851e-08,4.22070049524851e-08,21,"LOC126266827","senecionine N-oxygenase-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.36588703687231,0.0284320839091959
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00982","Drug metabolism - cytochrome P450","21/260","57/3456",2.10155662204148e-10,4.22070049524851e-08,4.22070049524851e-08,21,"LOC126266828","senecionine N-oxygenase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.19583702086913,0.00116262206404869
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00982","Drug metabolism - cytochrome P450","21/260","57/3456",2.10155662204148e-10,4.22070049524851e-08,4.22070049524851e-08,21,"LOC126266939","UDP-glycosyltransferase UGT5-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.96172010083739,0.0318642825516157
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00982","Drug metabolism - cytochrome P450","21/260","57/3456",2.10155662204148e-10,4.22070049524851e-08,4.22070049524851e-08,21,"LOC126272831","UDP-glycosyltransferase UGT5-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",3.03834218381793,9.34556240088431e-06
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00982","Drug metabolism - cytochrome P450","21/260","57/3456",2.10155662204148e-10,4.22070049524851e-08,4.22070049524851e-08,21,"LOC126272888","uncharacterized LOC126272888","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",2.95609356197114,6.18403192552411e-06
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00982","Drug metabolism - cytochrome P450","21/260","57/3456",2.10155662204148e-10,4.22070049524851e-08,4.22070049524851e-08,21,"LOC126272926","UDP-glucosyltransferase 2-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.4863053203802,0.00295989405924728
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00982","Drug metabolism - cytochrome P450","21/260","57/3456",2.10155662204148e-10,4.22070049524851e-08,4.22070049524851e-08,21,"LOC126272928","UDP-glucosyltransferase 2-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.25705843217751,0.0122121280453716
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00982","Drug metabolism - cytochrome P450","21/260","57/3456",2.10155662204148e-10,4.22070049524851e-08,4.22070049524851e-08,21,"LOC126281404","glutathione S-transferase D7-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.1416165008825,0.000415861251378175
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00982","Drug metabolism - cytochrome P450","21/260","57/3456",2.10155662204148e-10,4.22070049524851e-08,4.22070049524851e-08,21,"LOC126281562","UDP-glucosyltransferase 2-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.38782890369349,3.78583820764714e-09
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00982","Drug metabolism - cytochrome P450","21/260","57/3456",2.10155662204148e-10,4.22070049524851e-08,4.22070049524851e-08,21,"LOC126281954","alcohol dehydrogenase class-3","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.3647247464475,2.79215933844294e-08
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00982","Drug metabolism - cytochrome P450","21/260","57/3456",2.10155662204148e-10,4.22070049524851e-08,4.22070049524851e-08,21,"LOC126282396","uncharacterized LOC126282396","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.70186497186621,0.0117577243178486
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00982","Drug metabolism - cytochrome P450","21/260","57/3456",2.10155662204148e-10,4.22070049524851e-08,4.22070049524851e-08,21,"LOC126331335","microsomal glutathione S-transferase 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",2.43964828930487,1.47294560817109e-07
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00982","Drug metabolism - cytochrome P450","21/260","57/3456",2.10155662204148e-10,4.22070049524851e-08,4.22070049524851e-08,21,"LOC126336625","UDP-glucosyltransferase 2-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",4.11319359875358,2.62134798120712e-07
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00982","Drug metabolism - cytochrome P450","21/260","57/3456",2.10155662204148e-10,4.22070049524851e-08,4.22070049524851e-08,21,"LOC126336627","UDP-glucosyltransferase 2-like","protein_coding","Infection within diet","infection_average_all_diets","Average infected",2.0686583912327,0.00691426834221871
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00982","Drug metabolism - cytochrome P450","21/260","57/3456",2.10155662204148e-10,4.22070049524851e-08,4.22070049524851e-08,21,"LOC126336628","UDP-glycosyltransferase UGT5-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.52770989936731,0.0116996631994891
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00982","Drug metabolism - cytochrome P450","21/260","57/3456",2.10155662204148e-10,4.22070049524851e-08,4.22070049524851e-08,21,"LOC126336692","glutathione S-transferase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.29084742475274,0.000187888352276763
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00982","Drug metabolism - cytochrome P450","21/260","57/3456",2.10155662204148e-10,4.22070049524851e-08,4.22070049524851e-08,21,"LOC126336695","glutathione S-transferase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.5744018540379,1.60111953504433e-09
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00982","Drug metabolism - cytochrome P450","21/260","57/3456",2.10155662204148e-10,4.22070049524851e-08,4.22070049524851e-08,21,"LOC126336713","glutathione S-transferase 1-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.38648498580568,0.0321237694573588
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00982","Drug metabolism - cytochrome P450","21/260","57/3456",2.10155662204148e-10,4.22070049524851e-08,4.22070049524851e-08,21,"LOC126336724","glutathione S-transferase 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.46225258436274,0.0142453289475936
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00982","Drug metabolism - cytochrome P450","21/260","57/3456",2.10155662204148e-10,4.22070049524851e-08,4.22070049524851e-08,21,"LOC126336888","glutathione S-transferase 1-1-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.11572359561155,0.00291462589470582
"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain","ko00982","Drug metabolism - cytochrome P450","21/260","57/3456",2.10155662204148e-10,4.22070049524851e-08,4.22070049524851e-08,21,"LOC126341237","UDP-glycosyltransferase UGT5-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.96787523034327,0.00134241665768644
"Expression cluster 1","Genetic information processing","Reference disease pathway","ko05204","Chemical carcinogenesis - DNA adducts","21/260","62/3456",1.28504205324519e-09,1.10192356065775e-07,1.10192356065775e-07,21,"LOC126266939","UDP-glycosyltransferase UGT5-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.96172010083739,0.0318642825516157
"Expression cluster 1","Genetic information processing","Reference disease pathway","ko05204","Chemical carcinogenesis - DNA adducts","21/260","62/3456",1.28504205324519e-09,1.10192356065775e-07,1.10192356065775e-07,21,"LOC126272831","UDP-glycosyltransferase UGT5-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",3.03834218381793,9.34556240088431e-06
"Expression cluster 1","Genetic information processing","Reference disease pathway","ko05204","Chemical carcinogenesis - DNA adducts","21/260","62/3456",1.28504205324519e-09,1.10192356065775e-07,1.10192356065775e-07,21,"LOC126272926","UDP-glucosyltransferase 2-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.4863053203802,0.00295989405924728
"Expression cluster 1","Genetic information processing","Reference disease pathway","ko05204","Chemical carcinogenesis - DNA adducts","21/260","62/3456",1.28504205324519e-09,1.10192356065775e-07,1.10192356065775e-07,21,"LOC126272928","UDP-glucosyltransferase 2-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.25705843217751,0.0122121280453716
"Expression cluster 1","Genetic information processing","Reference disease pathway","ko05204","Chemical carcinogenesis - DNA adducts","21/260","62/3456",1.28504205324519e-09,1.10192356065775e-07,1.10192356065775e-07,21,"LOC126281404","glutathione S-transferase D7-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.1416165008825,0.000415861251378175
"Expression cluster 1","Genetic information processing","Reference disease pathway","ko05204","Chemical carcinogenesis - DNA adducts","21/260","62/3456",1.28504205324519e-09,1.10192356065775e-07,1.10192356065775e-07,21,"LOC126281562","UDP-glucosyltransferase 2-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.38782890369349,3.78583820764714e-09
"Expression cluster 1","Genetic information processing","Reference disease pathway","ko05204","Chemical carcinogenesis - DNA adducts","21/260","62/3456",1.28504205324519e-09,1.10192356065775e-07,1.10192356065775e-07,21,"LOC126281954","alcohol dehydrogenase class-3","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.3647247464475,2.79215933844294e-08
"Expression cluster 1","Genetic information processing","Reference disease pathway","ko05204","Chemical carcinogenesis - DNA adducts","21/260","62/3456",1.28504205324519e-09,1.10192356065775e-07,1.10192356065775e-07,21,"LOC126282396","uncharacterized LOC126282396","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.70186497186621,0.0117577243178486
"Expression cluster 1","Genetic information processing","Reference disease pathway","ko05204","Chemical carcinogenesis - DNA adducts","21/260","62/3456",1.28504205324519e-09,1.10192356065775e-07,1.10192356065775e-07,21,"LOC126293679","juvenile hormone epoxide hydrolase 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.74546001416418,1.87408534579398e-05
"Expression cluster 1","Genetic information processing","Reference disease pathway","ko05204","Chemical carcinogenesis - DNA adducts","21/260","62/3456",1.28504205324519e-09,1.10192356065775e-07,1.10192356065775e-07,21,"LOC126331335","microsomal glutathione S-transferase 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",2.43964828930487,1.47294560817109e-07
