"expression_cluster","database","background","pathway_theme","pathway_scope","term_id","term_name","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","Count","gene_id","DEG_context","phase_class","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","Description","gene_biotype"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01130","Biosynthesis of antibiotics","43/275","56/560",8.17662844740529e-06,0.00157808929034922,0.00157808929034922,43,"LOC126295405","Infection + diet","Not evaluated in this chromosome-only figure",5,"control_diet83_vs33; control_diet83_vs50; infected_diet83_vs33; infection_average_all_diets; infection_diet83","Average control; Control diet 83; Infected diet 83",2.56258218101752,2.93168124443354e-05,"D-3-phosphoglycerate dehydrogenase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01130","Biosynthesis of antibiotics","43/275","56/560",8.17662844740529e-06,0.00157808929034922,0.00157808929034922,43,"LOC126297494","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.38413773041172,3.00305620589176e-08,"glucose-6-phosphate 1-dehydrogenase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01130","Biosynthesis of antibiotics","43/275","56/560",8.17662844740529e-06,0.00157808929034922,0.00157808929034922,43,"LOC126297871","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.08632285731617,0.000148908456350271,"pyruvate dehydrogenase E1 component subunit beta, mitochondrial","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01130","Biosynthesis of antibiotics","43/275","56/560",8.17662844740529e-06,0.00157808929034922,0.00157808929034922,43,"LOC126298104","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.06226329551259,0.0180617015262272,"aminoacylase-1A-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01130","Biosynthesis of antibiotics","43/275","56/560",8.17662844740529e-06,0.00157808929034922,0.00157808929034922,43,"LOC126298865","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.92408109041134,2.97942930171062e-05,"GTP:AMP phosphotransferase AK3, mitochondrial","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01130","Biosynthesis of antibiotics","43/275","56/560",8.17662844740529e-06,0.00157808929034922,0.00157808929034922,43,"LOC126299078","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.2428017416964,0.00010335867658241,"UDP-N-acetylhexosamine pyrophosphorylase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01130","Biosynthesis of antibiotics","43/275","56/560",8.17662844740529e-06,0.00157808929034922,0.00157808929034922,43,"LOC126299364","Diet in infected","Not evaluated in this chromosome-only figure",1,"infected_diet83_vs33","Infected diet 83",1.83989614728152,0.0386132264477403,"amidophosphoribosyltransferase-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01130","Biosynthesis of antibiotics","43/275","56/560",8.17662844740529e-06,0.00157808929034922,0.00157808929034922,43,"LOC126299365","Infection + diet","Not evaluated in this chromosome-only figure",2,"control_diet83_vs33; infected_diet83_vs33","Control diet 83; Infected diet 83",1.65834028605028,0.00496298307711623,"bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01130","Biosynthesis of antibiotics","43/275","56/560",8.17662844740529e-06,0.00157808929034922,0.00157808929034922,43,"LOC126299542","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.0242420106253,0.000752362470489799,"transketolase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01130","Biosynthesis of antibiotics","43/275","56/560",8.17662844740529e-06,0.00157808929034922,0.00157808929034922,43,"LOC126324953","Infection + diet","Not evaluated in this chromosome-only figure",5,"control_diet83_vs33; infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.71050410724422,6.56571560261296e-09,"adenylosuccinate lyase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01130","Biosynthesis of antibiotics","43/275","56/560",8.17662844740529e-06,0.00157808929034922,0.00157808929034922,43,"LOC126325353","Infection + diet","Not evaluated in this chromosome-only figure",2,"infected_diet83_vs33; infection_diet33","Control diet 33; Infected diet 83",2.32608132877246,0.0016483815956814,"serine hydroxymethyltransferase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01130","Biosynthesis of antibiotics","43/275","56/560",8.17662844740529e-06,0.00157808929034922,0.00157808929034922,43,"LOC126329483","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.76609608461524,0.00121375242980436,"glucose dehydrogenase [FAD, quinone]-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01130","Biosynthesis of antibiotics","43/275","56/560",8.17662844740529e-06,0.00157808929034922,0.00157808929034922,43,"LOC126334596","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",2.12578961193669,0.0135632998535692,"probable aconitate hydratase, mitochondrial","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01130","Biosynthesis of antibiotics","43/275","56/560",8.17662844740529e-06,0.00157808929034922,0.00157808929034922,43,"LOC126335505","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.35748613988231,2.60443555613489e-09,"isocitrate dehydrogenase [NADP] cytoplasmic","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01130","Biosynthesis of antibiotics","43/275","56/560",8.17662844740529e-06,0.00157808929034922,0.00157808929034922,43,"LOC126336244","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.70587238674963,1.45258367656863e-17,"acetyl-CoA acetyltransferase, mitochondrial","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01130","Biosynthesis of antibiotics","43/275","56/560",8.17662844740529e-06,0.00157808929034922,0.00157808929034922,43,"LOC126336251","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.68270517033863,3.74621147984462e-07,"enoyl-CoA hydratase, mitochondrial-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01130","Biosynthesis of antibiotics","43/275","56/560",8.17662844740529e-06,0.00157808929034922,0.00157808929034922,43,"LOC126349195","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.09885259010062,0.0349122863528309,"dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01130","Biosynthesis of antibiotics","43/275","56/560",8.17662844740529e-06,0.00157808929034922,0.00157808929034922,43,"LOC126350022","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.0760283036318,0.000525784070834309,"alpha-aminoadipic semialdehyde dehydrogenase-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01130","Biosynthesis of antibiotics","43/275","56/560",8.17662844740529e-06,0.00157808929034922,0.00157808929034922,43,"LOC126352958","Infection + diet","Not evaluated in this chromosome-only figure",4,"control_diet83_vs33; control_diet83_vs50; infected_diet83_vs33; infected_diet83_vs50","Control diet 83; Infected diet 83",3.3031178516406,1.68158644234721e-06,"ornithine aminotransferase, mitochondrial","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01130","Biosynthesis of antibiotics","43/275","56/560",8.17662844740529e-06,0.00157808929034922,0.00157808929034922,43,"LOC126354574","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.22669560626491,0.00658012475897547,"phosphoenolpyruvate phosphomutase-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01130","Biosynthesis of antibiotics","43/275","56/560",8.17662844740529e-06,0.00157808929034922,0.00157808929034922,43,"LOC126354610","Infection + diet","Not evaluated in this chromosome-only figure",2,"control_diet83_vs33; infected_diet83_vs33","Control diet 83; Infected diet 83",2.19304695204927,0.000603365613007829,"trifunctional purine biosynthetic protein adenosine-3","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01130","Biosynthesis of antibiotics","43/275","56/560",8.17662844740529e-06,0.00157808929034922,0.00157808929034922,43,"LOC126365941","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.43560342927448,2.65321979835367e-14,"cytoplasmic aconitate hydratase-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01120","Microbial metabolism in diverse environments","33/275","42/560",4.86184637146661e-05,0.00469168174846528,0.00469168174846528,33,"LOC126266827","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.36588703687231,0.0284320839091959,"senecionine N-oxygenase-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01120","Microbial metabolism in diverse environments","33/275","42/560",4.86184637146661e-05,0.00469168174846528,0.00469168174846528,33,"LOC126266828","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.19583702086913,0.00116262206404869,"senecionine N-oxygenase-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01120","Microbial metabolism in diverse environments","33/275","42/560",4.86184637146661e-05,0.00469168174846528,0.00469168174846528,33,"LOC126266840","Infection + diet","Not evaluated in this chromosome-only figure",3,"infected_diet33_vs50; infection_average_all_diets; infection_diet33","Average control; Control diet 33; Infected diet 50",4.98329605267363,0.00605159809351458,"alpha-aminoadipic semialdehyde dehydrogenase-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01120","Microbial metabolism in diverse environments","33/275","42/560",4.86184637146661e-05,0.00469168174846528,0.00469168174846528,33,"LOC126268126","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.49636375259765,0.00866512498671721,"acidic amino acid decarboxylase GADL1","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01120","Microbial metabolism in diverse environments","33/275","42/560",4.86184637146661e-05,0.00469168174846528,0.00469168174846528,33,"LOC126272037","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.02749778313012,8.75446855424673e-05,"aspartate aminotransferase, mitochondrial","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01120","Microbial metabolism in diverse environments","33/275","42/560",4.86184637146661e-05,0.00469168174846528,0.00469168174846528,33,"LOC126272511","Diet in controls","Not evaluated in this chromosome-only figure",2,"control_diet83_vs33; control_diet83_vs50","Control diet 83",3.52520128258112,3.41479254719787e-06,"uricase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01120","Microbial metabolism in diverse environments","33/275","42/560",4.86184637146661e-05,0.00469168174846528,0.00469168174846528,33,"LOC126272888","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",2.95609356197114,6.18403192552411e-06,"uncharacterized LOC126272888","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01120","Microbial metabolism in diverse environments","33/275","42/560",4.86184637146661e-05,0.00469168174846528,0.00469168174846528,33,"LOC126278052","Infection + diet","Not evaluated in this chromosome-only figure",4,"control_diet83_vs33; control_diet83_vs50; infected_diet83_vs33; infected_diet83_vs50","Control diet 83; Infected diet 83",6.90573030420674,1.11837551463672e-20,"phosphoenolpyruvate carboxykinase [GTP]-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01120","Microbial metabolism in diverse environments","33/275","42/560",4.86184637146661e-05,0.00469168174846528,0.00469168174846528,33,"LOC126281446","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.49819110159171,1.30251900098959e-06,"aldehyde dehydrogenase, mitochondrial","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01120","Microbial metabolism in diverse environments","33/275","42/560",4.86184637146661e-05,0.00469168174846528,0.00469168174846528,33,"LOC126281532","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.77179390695898,3.54336447477083e-15,"transaldolase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01120","Microbial metabolism in diverse environments","33/275","42/560",4.86184637146661e-05,0.00469168174846528,0.00469168174846528,33,"LOC126281954","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.3647247464475,2.79215933844294e-08,"alcohol dehydrogenase class-3","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01120","Microbial metabolism in diverse environments","33/275","42/560",4.86184637146661e-05,0.00469168174846528,0.00469168174846528,33,"LOC126281958","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.37081141966285,5.31175965474024e-08,"fructose-1,6-bisphosphatase 1","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01120","Microbial metabolism in diverse environments","33/275","42/560",4.86184637146661e-05,0.00469168174846528,0.00469168174846528,33,"LOC126284898","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.66352709028333,1.17303274043337e-05,"fructose-bisphosphate aldolase-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01120","Microbial metabolism in diverse environments","33/275","42/560",4.86184637146661e-05,0.00469168174846528,0.00469168174846528,33,"LOC126293368","Infection + diet","Not evaluated in this chromosome-only figure",6,"control_diet83_vs33; infected_diet83_vs33; infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83; Infected diet 83",1.74697070714962,1.44834041646204e-07,"phosphoserine aminotransferase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01120","Microbial metabolism in diverse environments","33/275","42/560",4.86184637146661e-05,0.00469168174846528,0.00469168174846528,33,"LOC126295405","Infection + diet","Not evaluated in this chromosome-only figure",5,"control_diet83_vs33; control_diet83_vs50; infected_diet83_vs33; infection_average_all_diets; infection_diet83","Average control; Control diet 83; Infected diet 83",2.56258218101752,2.93168124443354e-05,"D-3-phosphoglycerate dehydrogenase","protein_coding"
