"expression_cluster","database","background","pathway_theme","pathway_scope","term_id","term_name","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","Count","gene_id","DEG_context","phase_class","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","Description","gene_biotype"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126336714","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",3.5739699254617,4.69951704653764e-07,"4-hydroxyphenylpyruvate dioxygenase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126336866","Infection + diet","Not evaluated in this chromosome-only figure",6,"control_diet83_vs33; control_diet83_vs50; infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",3.29949346344175,2.09258436775483e-21,"NADP-dependent malic enzyme-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126341237","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.96787523034327,0.00134241665768644,"UDP-glycosyltransferase UGT5-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126349195","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.09885259010062,0.0349122863528309,"dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126350022","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.0760283036318,0.000525784070834309,"alpha-aminoadipic semialdehyde dehydrogenase-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126352958","Infection + diet","Not evaluated in this chromosome-only figure",4,"control_diet83_vs33; control_diet83_vs50; infected_diet83_vs33; infected_diet83_vs50","Control diet 83; Infected diet 83",3.3031178516406,1.68158644234721e-06,"ornithine aminotransferase, mitochondrial","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126354225","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.26004719625552,0.0296486488470192,"ethanolamine-phosphate cytidylyltransferase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126354574","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.22669560626491,0.00658012475897547,"phosphoenolpyruvate phosphomutase-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126354610","Infection + diet","Not evaluated in this chromosome-only figure",2,"control_diet83_vs33; infected_diet83_vs33","Control diet 83; Infected diet 83",2.19304695204927,0.000603365613007829,"trifunctional purine biosynthetic protein adenosine-3","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126354727","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.62715954368852,5.30577079290177e-05,"alanine--glyoxylate aminotransferase 2, mitochondrial-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126355818","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.90303420176762,0.00455058340903636,"alpha-amylase 1-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126355885","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.99482209089926,0.008086730545911,"pyridoxine/pyridoxamine 5'-phosphate oxidase-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126356100","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.09771649289524,2.66791460778016e-06,"glycerol-3-phosphate acyltransferase 1, mitochondrial","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126356371","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.03885095179571,0.000179545929858519,"fatty acid synthase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126357545","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.14412579457218,0.00105197622655255,"aldo-keto reductase family 1 member B1-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126358586","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.11117762051914,0.0395942320836646,"multiple inositol polyphosphate phosphatase 1","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126359832","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.12180245650326,0.0127080803514349,"DNA polymerase epsilon subunit 2","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126365911","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.76162138168945,2.44040171760305e-06,"molybdopterin synthase catalytic subunit-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126365941","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.43560342927448,2.65321979835367e-14,"cytoplasmic aconitate hydratase-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126266788","Diet in controls","Not evaluated in this chromosome-only figure",1,"control_diet83_vs33","Control diet 83",2.68704161314133,0.0373030293662961,"trifunctional purine biosynthetic protein adenosine-3-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126266840","Infection + diet","Not evaluated in this chromosome-only figure",3,"infected_diet33_vs50; infection_average_all_diets; infection_diet33","Average control; Control diet 33; Infected diet 50",4.98329605267363,0.00605159809351458,"alpha-aminoadipic semialdehyde dehydrogenase-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126266939","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.96172010083739,0.0318642825516157,"UDP-glycosyltransferase UGT5-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126267350","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.06367326368541,0.0192423308843258,"glycine cleavage system H protein, mitochondrial","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126268126","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.49636375259765,0.00866512498671721,"acidic amino acid decarboxylase GADL1","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126268218","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.39923892708506,1.3940119845647e-08,"isopentenyl-diphosphate Delta-isomerase 1-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126271720","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.38294860615151,4.01145912180913e-08,"uncharacterized LOC126271720","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126272037","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.02749778313012,8.75446855424673e-05,"aspartate aminotransferase, mitochondrial","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126272584","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.21284636942628,0.0157477648460612,"putative phosphatidate phosphatase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126272831","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",3.03834218381793,9.34556240088431e-06,"UDP-glycosyltransferase UGT5-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126272926","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.4863053203802,0.00295989405924728,"UDP-glucosyltransferase 2-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126272928","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.25705843217751,0.0122121280453716,"UDP-glucosyltransferase 2-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126275659","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.02752240211718,0.0441415346865257,"short/branched chain specific acyl-CoA dehydrogenase, mitochondrial","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126278052","Infection + diet","Not evaluated in this chromosome-only figure",4,"control_diet83_vs33; control_diet83_vs50; infected_diet83_vs33; infected_diet83_vs50","Control diet 83; Infected diet 83",6.90573030420674,1.11837551463672e-20,"phosphoenolpyruvate carboxykinase [GTP]-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126278485","Infection + diet","Not evaluated in this chromosome-only figure",4,"infected_diet33_vs50; infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50; Infected diet 50",8.32593042897526,2.32113900728805e-13,"ornithine decarboxylase-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126278697","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.23167492746111,0.00105017761286138,"ornithine decarboxylase 1-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126281265","Infection + diet","Not evaluated in this chromosome-only figure",3,"control_diet83_vs33; control_diet83_vs50; infected_diet83_vs33","Control diet 83; Infected diet 83",1.56762853883165,0.00144356490364581,"phosphoribosylformylglycinamidine synthase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126281446","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.49819110159171,1.30251900098959e-06,"aldehyde dehydrogenase, mitochondrial","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126281532","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.77179390695898,3.54336447477083e-15,"transaldolase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126281562","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.38782890369349,3.78583820764714e-09,"UDP-glucosyltransferase 2-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126281954","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.3647247464475,2.79215933844294e-08,"alcohol dehydrogenase class-3","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126281958","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.37081141966285,5.31175965474024e-08,"fructose-1,6-bisphosphatase 1","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126284002","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.42345722447062,8.29036751879089e-10,"elongation of very long chain fatty acids protein 6","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126284811","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",2.39357497208033,7.95851805589176e-09,"glucose dehydrogenase [FAD, quinone]-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126284812","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",3.26987701625151,1.91449559037136e-11,"glucose dehydrogenase [FAD, quinone]-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126284898","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.66352709028333,1.17303274043337e-05,"fructose-bisphosphate aldolase-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126285378","Infection + diet","Not evaluated in this chromosome-only figure",3,"infected_diet83_vs33; infection_average_all_diets; infection_diet83","Average control; Control diet 83; Infected diet 33",1.8779464184944,1.54849532851146e-05,"acetyl-CoA carboxylase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126293404","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.28346254478214,0.00889411731114794,"aminomethyltransferase, mitochondrial","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126293737","Infection + diet","Not evaluated in this chromosome-only figure",3,"infected_diet83_vs33; infection_average_all_diets; infection_diet33","Average control; Control diet 33; Infected diet 83",2.38616070446513,0.0001436772129325,"bifunctional purine biosynthesis protein ATIC","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126297494","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.38413773041172,3.00305620589176e-08,"glucose-6-phosphate 1-dehydrogenase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126297871","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.08632285731617,0.000148908456350271,"pyruvate dehydrogenase E1 component subunit beta, mitochondrial","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126298104","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.06226329551259,0.0180617015262272,"aminoacylase-1A-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126298779","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.3609424983175,0.0215471654456057,"1-acyl-sn-glycerol-3-phosphate acyltransferase alpha-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126298865","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.92408109041134,2.97942930171062e-05,"GTP:AMP phosphotransferase AK3, mitochondrial","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126299364","Diet in infected","Not evaluated in this chromosome-only figure",1,"infected_diet83_vs33","Infected diet 83",1.83989614728152,0.0386132264477403,"amidophosphoribosyltransferase-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126299365","Infection + diet","Not evaluated in this chromosome-only figure",2,"control_diet83_vs33; infected_diet83_vs33","Control diet 83; Infected diet 83",1.65834028605028,0.00496298307711623,"bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126299493","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.01518786052976,0.005053848326685,"1,4-alpha-glucan-branching enzyme-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126299542","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.0242420106253,0.000752362470489799,"transketolase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126323251","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.74346605718364,0.000233386791664899,"bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126324953","Infection + diet","Not evaluated in this chromosome-only figure",5,"control_diet83_vs33; infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.71050410724422,6.56571560261296e-09,"adenylosuccinate lyase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126325353","Infection + diet","Not evaluated in this chromosome-only figure",2,"infected_diet83_vs33; infection_diet33","Control diet 33; Infected diet 83",2.32608132877246,0.0016483815956814,"serine hydroxymethyltransferase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Detoxification and secondary metabolism","Broad KEGG reference map","ko01110","Biosynthesis of secondary metabolites","60/275","93/560",0.000801689571955691,0.0221037267696355,0.0221037267696355,60,"LOC126329483","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.76609608461524,0.00121375242980436,"glucose dehydrogenase [FAD, quinone]-like","protein_coding"
