"GeneID","log2FoldChange_head","padj_head","log2FoldChange_thorax","padj_thorax"
"LOC126291949",-3.05488081382028,1.4336614932883e-07,-2.95667520005747,1.06091407588244e-06
"LOC126291786",3.37455697085075,1.7764722881411e-21,2.60372425851483,5.43642593472431e-10
"LOC126292144",-1.56338354414074,4.01602162438846e-06,-1.49487924983635,9.57843785426261e-06
"LOC126291849",-1.18708586248488,0.000595275685000853,-1.40540254309147,0.0111624091487575
"LOC126292108",1.2019990031046,6.63809122512516e-07,1.01028308822871,0.00192383292720236
"LOC126291503",-2.29000384534781,7.7780067738241e-06,-3.53798394683514,1.42596765594474e-12
"LOC126291991",-1.36794819433335,1.44582643872255e-05,-1.69420129220889,5.78035128951078e-06
"LOC126292013",-2.10276156782436,1.77274018888876e-28,-1.17039213949718,1.40160925845614e-07
"LOC126291799",-1.08988559563418,0.031619808385787,-1.63819411971111,0.0012846605231425
"LOC126291654",-1.16500155187707,1.31825827756554e-05,-1.52144628349455,2.85729947355056e-08
"LOC126293406",1.20923673608597,0.000422132016009987,1.16962968244626,4.88296261733469e-07
"LOC126293374",-1.1791716546272,2.40827771062455e-19,-1.48825212058807,1.71359797825818e-21
"LOC126293175",1.56996028953435,9.13510831777031e-09,1.29960301428675,0.000150935569567943
"LOC126293425",-1.00430083591702,0.0499386126902994,-1.57677000491998,3.6504593635496e-05
"LOC126293648",-1.41913586346847,1.74710765036205e-06,-1.30165766917555,0.00461223811414154
"LOC126293182",-1.74867549887867,0.00417873178001042,-1.61929403383071,0.000745610990620947
"LOC126293680",1.36240079497205,1.88692883331525e-08,1.16123685694676,2.5409745717481e-05
"LOC126293692",1.94328305185428,4.65324263699517e-16,2.10874286340433,7.8212369902237e-14
"LOC126293546",-1.00308192745162,0.000146943197845755,-1.21677404172826,4.6398612439116e-15
"LOC126293564",-1.15298886952533,3.89766667872208e-17,-1.43812243343532,1.23962782149683e-13
"LOC126295351",1.2484941548464,2.09327584943105e-06,1.21058727855098,0.00864885806967121
"LOC126295317",1.28232849266595,1.25118363648413e-07,1.41801785873947,3.51434234023083e-05
"LOC126295242",1.64086798043293,0.000136022543016657,2.19817521710486,8.47655231730294e-07
"LOC126295127",1.67596770205328,1.68367585550857e-06,2.04194257405806,1.63547779530103e-11
"LOC126295147",1.42132288361216,9.20719588019714e-11,1.33619629367299,1.02042332514327e-07
"LOC126295113",1.62252772747686,8.86521138335083e-09,1.01716496354932,0.0010710792286984
"LOC126295032",1.53335857378624,9.55592837934635e-18,1.55161755816842,2.58046537998868e-07
"LOC126294962",2.30840586285904,2.20361823113961e-10,2.18042157453036,0.00112770055978633
"LOC126295377",1.28541162088247,0.00127379277570312,1.06668273923199,0.00156593298908756
"LOC126294990",1.79098014541782,9.76967387298544e-37,1.15733298845843,1.33191993203257e-27
"LOC126295352",1.29734879656197,4.3347753964977e-05,1.06124326793228,0.0462975122695432
"LOC126298698",-2.16463341677699,0.019026696995812,2.6493014182801,0.00304168617166181
"LOC126299150",2.25724480673384,1.23695171511943e-18,2.96902281163624,1.55354780125552e-22
"LOC126299485",1.2819378298903,0.00850297086417477,1.99701621343635,4.53516886572749e-05
"LOC126297899",1.31674800654827,1.24012682221427e-14,1.1506607817984,6.6982365829921e-07
"LOC126298817",-1.72405207211896,0.00397216174456378,-1.00461732066612,0.0161320117005723
"LOC126298478",-2.98674061344572,0.00143991327836808,-3.36022845490485,3.96385874732262e-09
"LOC126298049",-1.15376625605406,4.72042131783326e-05,1.36302630373388,5.8436619823059e-05
"LOC126298545",1.069011679611,0.00429614983887639,2.14339273666409,7.27868636792444e-20
"LOC126298824",1.09007308333064,2.70508826614374e-05,1.18200768682756,1.88552056485317e-20
"LOC126298858",-1.02127531028342,3.82073638674609e-06,-1.45267134138179,6.83359575013802e-22
"LOC126298645",-1.20937062771559,3.81106650584591e-08,-1.35355050372261,2.34037746789695e-07
"LOC126298974",-1.04298648704005,0.000101642485822143,-1.93220855496004,1.49416543785774e-12
"LOC126297686",-1.08645313333069,6.83765521015382e-05,-1.51694064442491,2.29015169528803e-09
"LOC126298832",-1.1659815952673,0.0056543509340383,-1.08609494331926,0.00556655425504322
"LOC126299402",-1.04752839655543,1.14792993494525e-08,-1.23182774669967,4.39732197334714e-10
"LOC126299078",-2.33244778301243,7.14930878391273e-06,-2.69374375705607,1.52778315235697e-18
"LOC126299138",-1.84377195885365,0.0213109688436357,1.21792310996967,0.00894963790422963
"LOC126299143",1.68552900661867,0.00898658558439381,2.18135167854478,4.35311568174609e-07
"LOC126298944",1.12405050592678,8.88181850221677e-17,1.52125283295983,1.20385324179079e-12
"LOC126299510",1.15153244241187,0.0187359829127384,1.90667013779666,0.00259028624176625
"LOC126298297",-2.15934655611176,1.62935312309791e-16,-1.24911448010382,4.41310045885086e-05
"LOC126299020",-1.76433378913665,2.53732874727823e-17,-1.92963210341387,2.60137055578647e-19
"LOC126302904",1.44778482049477,6.99624900026545e-13,1.31387843569203,8.73842458441911e-07
