"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","set","database","pathway_theme","pathway_scope"
"ko00830","Retinol metabolism","9/477","24/3456",0.375,2.71698113207547,3.37711202917212,0.00321111074341255,0.0464846507617817,0.0464846507617817,"LOC126336628/LOC126281954/LOC126281562/LOC126272831/LOC126341237/LOC126272926/LOC126354649/LOC126272928/LOC126336625",9,"All infection DEGs","KEGG_pathway","Other KEGG pathway","Core metabolism or cross-domain"
"ko00790","Folate biosynthesis","10/477","29/3456",0.344827586206897,2.49837345478204,3.24197738457727,0.00390568517534545,0.0512041892206243,0.0512041892206243,"LOC126272724/LOC126283960/LOC126331446/LOC126297511/LOC126360985/LOC126284296/LOC126365745/LOC126365911/LOC126283957/LOC126266959",10,"All infection DEGs","KEGG_pathway","Other KEGG pathway","Core metabolism or cross-domain"
"ko04512","ECM-receptor interaction","10/477","29/3456",0.344827586206897,2.49837345478204,3.24197738457727,0.00390568517534545,0.0512041892206243,0.0512041892206243,"LOC126330717/LOC126293755/LOC126335142/LOC126272081/LOC126293286/LOC126281351/LOC126356154/LOC126272090/LOC126293693/LOC126293692",10,"All infection DEGs","KEGG_pathway","Cellular process","Eukaryote/metazoan-compatible"
"ko01230","Biosynthesis of amino acids","16/477","58/3456",0.275862068965517,1.99869876382563,3.06891447488523,0.00404243599110192,0.0512041892206243,0.0512041892206243,"LOC126293368/LOC126335505/LOC126299542/LOC126284898/LOC126335242/LOC126281532/LOC126295405/LOC126365941/LOC126272037/LOC126278447/LOC126267473/LOC126298221/LOC126282346/LOC126325353/LOC126334613/LOC126276148",16,"All infection DEGs","KEGG_pathway","Amino acid and nitrogen metabolism","Broad KEGG reference map"
"ko04080","Neuroactive ligand-receptor interaction","11/477","34/3456",0.323529411764706,2.34406215316315,3.15113327575003,0.0044020595274443,0.0532407656318108,0.0532407656318108,"LOC126366011/LOC126330497/LOC126284371/LOC126365747/LOC126277750/LOC126354714/LOC126354218/LOC126299510/LOC126281810/LOC126299155/LOC126277867",11,"All infection DEGs","KEGG_pathway","Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko00860","Porphyrin metabolism","12/477","39/3456",0.307692307692308,2.22931785195936,3.08902886343436,0.00472448290390253,0.0532407656318108,0.0532407656318108,"LOC126297581/LOC126336628/LOC126283383/LOC126281562/LOC126272831/LOC126334891/LOC126271720/LOC126341237/LOC126272926/LOC126354649/LOC126272928/LOC126336625",12,"All infection DEGs","KEGG_pathway","Other KEGG pathway","Core metabolism or cross-domain"
"ko00670","One carbon pool by folate","6/477","13/3456",0.461538461538462,3.34397677793904,3.38769601552383,0.00486631546580907,0.0532407656318108,0.0532407656318108,"LOC126293404/LOC126297511/LOC126323251/LOC126267222/LOC126293737/LOC126325353",6,"All infection DEGs","KEGG_pathway","Other KEGG pathway","Core metabolism or cross-domain"
"ko04976","Bile secretion","13/477","44/3456",0.295454545454545,2.14065180102916,3.04665221742474,0.00490375472924573,0.0532407656318108,0.0532407656318108,"LOC126335166/LOC126343702/LOC126281263/LOC126322572/LOC126354018/LOC126281499/LOC126322591/LOC126293679/LOC126354186/LOC126335579/LOC126343748/LOC126354017/LOC126354871",13,"All infection DEGs","KEGG_pathway","Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko00140","Steroid hormone biosynthesis","8/477","22/3456",0.363636363636364,2.63464837049743,3.07739684813294,0.00672398911616334,0.0704859548728847,0.0704859548728847,"LOC126336628/LOC126281562/LOC126272831/LOC126341237/LOC126272926/LOC126354649/LOC126272928/LOC126336625",8,"All infection DEGs","KEGG_pathway","Storage, lipid transport, and endocrine nutrition","Core metabolism or cross-domain"
"ko00270","Cysteine and methionine metabolism","11/477","36/3456",0.305555555555556,2.21383647798742,2.92918192650516,0.00714043488507774,0.0720129094098628,0.0720129094098628,"LOC126297835/LOC126284548/LOC126335036/LOC126334561/LOC126272037/LOC126278447/LOC126282346/LOC126298393/LOC126354727/LOC126271923/LOC126284808",11,"All infection DEGs","KEGG_pathway","Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
