"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","database","background","foreground_genes_tested","background_genes_tested","foreground_set","pathway_theme","pathway_scope"
"ko05204","Chemical carcinogenesis - DNA adducts","15/264","89/3900",0.168539325842697,2.48978549540347,3.83059215009642,0.000774063678465919,0.0242774517337038,0.0242774517337038,"LOC126336695/LOC126281954/LOC126331335/LOC126267788/LOC126343702/LOC126336713/LOC126343748/LOC126281562/LOC126341237/LOC126272831/LOC126272926/LOC126336692/LOC126282396/LOC126336888/LOC126272560",15,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Genetic information processing","Reference disease pathway"
"ko01130","Biosynthesis of antibiotics","25/264","192/3900",0.130208333333333,1.9235321969697,3.53589562034801,0.00097771049085726,0.0265070660339627,0.0265070660339627,"LOC126281954/LOC126298221/LOC126278697/LOC126281958/LOC126350022/LOC126281532/LOC126297494/LOC126284898/LOC126284756/LOC126293404/LOC126298865/LOC126354574/LOC126284812/LOC126299078/LOC126281446/LOC126291591/LOC126335505/LOC126336244/LOC126268218/LOC126299364/LOC126333363/LOC126336251/LOC126272256/LOC126281672/LOC126365941",25,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Detoxification and secondary metabolism","Broad KEGG reference map"
"ko00790","Folate biosynthesis","8/264","32/3900",0.25,3.69318181818182,4.12158322799952,0.0009988169809899,0.0265070660339627,0.0265070660339627,"LOC126297511/LOC126298944/LOC126331446/LOC126357545/LOC126283960/LOC126283957/LOC126284296/LOC126285375",8,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Other KEGG pathway","Core metabolism or cross-domain"
"ko00670","One carbon pool by folate","5/264","13/3900",0.384615384615385,5.68181818181818,4.55560009645886,0.0011216343071226,0.0276402739969498,0.0276402739969498,"LOC126297511/LOC126267222/LOC126293404/LOC126355148/LOC126323251",5,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Other KEGG pathway","Core metabolism or cross-domain"
"ko00030","Pentose phosphate pathway","7/264","27/3900",0.259259259259259,3.82996632996633,3.97563079350601,0.00164831060892802,0.0379111440053444,0.0379111440053444,"LOC126281958/LOC126281532/LOC126297494/LOC126284898/LOC126284756/LOC126284812/LOC126267019",7,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00051","Fructose and mannose metabolism","7/264","29/3900",0.241379310344828,3.56583072100314,3.73664687632564,0.00257760303728635,0.055579565491487,0.055579565491487,"LOC126357545/LOC126281958/LOC126355949/LOC126281399/LOC126284898/LOC126283960/LOC126283957",7,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00053","Ascorbate and aldarate metabolism","10/264","55/3900",0.181818181818182,2.68595041322314,3.39269339695169,0.00327964308274789,0.0628598257526679,0.0628598257526679,"LOC126266657/LOC126267788/LOC126350022/LOC126281562/LOC126341237/LOC126272831/LOC126281446/LOC126277893/LOC126272926/LOC126272560",10,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko04113","Meiosis - yeast","10/264","55/3900",0.181818181818182,2.68595041322314,3.39269339695169,0.00327964308274789,0.0628598257526679,0.0628598257526679,"LOC126355755/LOC126272178/LOC126336750/LOC126293483/LOC126354268/LOC126297585/LOC126272470/LOC126268148/LOC126272438/LOC126284276",10,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Cellular process","Eukaryote/metazoan-compatible"
"ko00620","Pyruvate metabolism","7/264","33/3900",0.212121212121212,3.133608815427,3.31628101526579,0.00558936399442676,0.101491083056696,0.101491083056696,"LOC126350022/LOC126336866/LOC126285378/LOC126281446/LOC126336244/LOC126336122/LOC126323251",7,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00520","Amino sugar and nucleotide sugar metabolism","8/264","43/3900",0.186046511627907,2.74841437632135,3.1061356698242,0.00719415543107255,0.114071329079719,0.114071329079719,"LOC126266657/LOC126267263/LOC126272931/LOC126297427/LOC126281506/LOC126299078/LOC126291591/LOC126271949",8,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Other KEGG pathway","Core metabolism or cross-domain"
"ko00561","Glycerolipid metabolism","8/264","43/3900",0.186046511627907,2.74841437632135,3.1061356698242,0.00719415543107255,0.114071329079719,0.114071329079719,"LOC126357545/LOC126323656/LOC126350022/LOC126283960/LOC126356100/LOC126281446/LOC126272584/LOC126283957",8,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko04914","Progesterone-mediated oocyte maturation","9/264","52/3900",0.173076923076923,2.55681818181818,3.04500968921073,0.00727411373841685,0.114071329079719,0.114071329079719,"LOC126279120/LOC126281636/LOC126272178/LOC126335501/LOC126272743/LOC126282371/LOC126297585/LOC126272470/LOC126284276",9,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko01200","Carbon metabolism","14/264","103/3900",0.135922330097087,2.00794351279788,2.7931943287285,0.00878077983750882,0.130094793218038,0.130094793218038,"LOC126281954/LOC126298221/LOC126335256/LOC126281958/LOC126281532/LOC126297494/LOC126284898/LOC126336866/LOC126293404/LOC126335505/LOC126336244/LOC126336251/LOC126336122/LOC126365941",14,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Carbohydrate and energy metabolism","Broad KEGG reference map"
"ko00983","Drug metabolism - other enzymes","13/264","93/3900",0.139784946236559,2.06500488758553,2.80071089277763,0.00905007257168962,0.130094793218038,0.130094793218038,"LOC126354588/LOC126331335/LOC126267788/LOC126284573/LOC126336713/LOC126281562/LOC126341237/LOC126272831/LOC126272926/LOC126282396/LOC126292317/LOC126336888/LOC126272560",13,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Other KEGG pathway","Core metabolism or cross-domain"
"ko00410","beta-Alanine metabolism","6/264","29/3900",0.206896551724138,3.0564263322884,2.99479578603497,0.0114901556831321,0.157353772804405,0.157353772804405,"LOC126335256/LOC126350022/LOC126281446/LOC126268126/LOC126336251/LOC126292317",6,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00340","Histidine metabolism","4/264","14/3900",0.285714285714286,4.22077922077922,3.25267161020486,0.0119539706528511,0.157353772804405,0.157353772804405,"LOC126350022/LOC126281446/LOC126298882/LOC126334905",4,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00480","Glutathione metabolism","11/264","76/3900",0.144736842105263,2.13815789473684,2.69970936635251,0.0123146430890404,0.157353772804405,0.157353772804405,"LOC126354588/LOC126336695/LOC126331335/LOC126278697/LOC126336713/LOC126297494/LOC126284198/LOC126335505/LOC126336692/LOC126282396/LOC126336888",11,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain"
"ko05166","Human T-cell leukemia virus 1 infection","15/264","122/3900",0.122950819672131,1.81631892697466,2.46817215446427,0.0165551847558822,0.203983526456406,0.203983526456406,"LOC126284030/LOC126359832/LOC126267081/LOC126272178/LOC126335021/LOC126278997/LOC126355752/LOC126272743/LOC126297585/LOC126354850/LOC126267118/LOC126326589/LOC126334974/LOC126272470/LOC126284276",15,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Other KEGG pathway","Core metabolism or cross-domain"
"ko05020","Prion disease","4/264","16/3900",0.25,3.69318181818182,2.90839037231968,0.01952849462471,0.227519611205649,0.22751961120565,"LOC126278997/LOC126266752/LOC126297585/LOC126267253",4,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Reference disease pathway","Reference disease pathway"
"ko04540","Gap junction","8/264","51/3900",0.156862745098039,2.31729055258467,2.55128721897711,0.0197843140178826,0.227519611205649,0.22751961120565,"LOC126279120/LOC126281570/LOC126267179/LOC126355586/LOC126267042/LOC126282371/LOC126297585/LOC126281608",8,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Cellular process","Eukaryote/metazoan-compatible"
"ko04115","p53 signaling pathway","6/264","33/3900",0.181818181818182,2.68595041322314,2.62048286809899,0.0213579109079262,0.237692879459179,0.237692879459179,"LOC126354588/LOC126279120/LOC126272743/LOC126282371/LOC126354850/LOC126326589",6,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Cellular process","Eukaryote/metazoan-compatible"
"ko00830","Retinol metabolism","7/264","43/3900",0.162790697674419,2.40486257928118,2.4958006681961,0.0236638164924039,0.25512552155873,0.25512552155873,"LOC126281954/LOC126267788/LOC126281562/LOC126341237/LOC126272831/LOC126272926/LOC126272560",7,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Other KEGG pathway","Core metabolism or cross-domain"
"ko00730","Thiamine metabolism","3/264","10/3900",0.3,4.43181818181818,2.92762949501091,0.025771907484009,0.269433578241912,0.269433578241912,"LOC126298944/LOC126331446/LOC126336316",3,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Other KEGG pathway","Core metabolism or cross-domain"
"ko00052","Galactose metabolism","6/264","35/3900",0.171428571428571,2.53246753246753,2.45367590928631,0.0279619548279525,0.283731600460106,0.283731600460106,"LOC126357545/LOC126283960/LOC126291591/LOC126281492/LOC126283957/LOC126281556",6,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00650","Butanoate metabolism","4/264","18/3900",0.222222222222222,3.28282828282828,2.61546176378424,0.0295176070751979,0.290959269741237,0.290959269741237,"LOC126299549/LOC126336244/LOC126268126/LOC126336251",4,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00260","Glycine, serine and threonine metabolism","6/264","36/3900",0.166666666666667,2.46212121212121,2.37455762337714,0.0317188288786119,0.295756647651922,0.295756647651922,"LOC126365930/LOC126298221/LOC126350022/LOC126293404/LOC126281672/LOC126323251",6,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko04512","ECM-receptor interaction","6/264","36/3900",0.166666666666667,2.46212121212121,2.37455762337714,0.0317188288786119,0.295756647651922,0.295756647651922,"LOC126293286/LOC126354120/LOC126354819/LOC126266752/LOC126293692/LOC126281351",6,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Cellular process","Eukaryote/metazoan-compatible"
"ko02020","Two-component system","3/264","11/3900",0.272727272727273,4.02892561983471,2.71039522425624,0.0336994260061404,0.304919963545538,0.304919963545538,"LOC126298944/LOC126331446/LOC126336244",3,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Transport and environmental response","Microbial/prokaryote-associated label"
"ko04114","Oocyte meiosis","9/264","67/3900",0.134328358208955,1.98439620081411,2.1898005695642,0.0349314600330091,0.304919963545538,0.304919963545538,"LOC126279120/LOC126272178/LOC126335501/LOC126272743/LOC126282371/LOC126354268/LOC126297585/LOC126272470/LOC126284276",9,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Cellular process","Eukaryote/metazoan-compatible"
"ko04727","GABAergic synapse","6/264","37/3900",0.162162162162162,2.3955773955774,2.29804790749535,0.0357903439537505,0.304919963545538,0.304919963545538,"LOC126281810/LOC126355973/LOC126297585/LOC126281608/LOC126268126/LOC126284296",6,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Other KEGG pathway","Core metabolism or cross-domain"
"ko00860","Porphyrin metabolism","8/264","57/3900",0.140350877192982,2.07336523125997,2.19946169440418,0.036236865232948,0.304919963545538,0.304919963545538,"LOC126267788/LOC126281562/LOC126341237/LOC126334891/LOC126272831/LOC126281391/LOC126272926/LOC126272560",8,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Other KEGG pathway","Core metabolism or cross-domain"
"ko00625","Chloroalkane and chloroalkene degradation","2/264","5/3900",0.4,5.90909090909091,2.95936811015094,0.0398253946275626,0.327137170154978,0.327137170154978,"LOC126281954/LOC126281446",2,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Other KEGG pathway","Core metabolism or cross-domain"
"ko00350","Tyrosine metabolism","5/264","29/3900",0.172413793103448,2.54702194357367,2.25294469574429,0.0425722528930168,0.333805164729336,0.333805164729336,"LOC126336714/LOC126283954/LOC126281954/LOC126272715/LOC126333363",5,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko01523","Antifolate resistance","5/264","29/3900",0.172413793103448,2.54702194357367,2.25294469574429,0.0425722528930168,0.333805164729336,0.333805164729336,"LOC126297511/LOC126284428/LOC126335577/LOC126298974/LOC126355148",5,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Other KEGG pathway","Core metabolism or cross-domain"
"ko00590","Arachidonic acid metabolism","5/264","30/3900",0.166666666666667,2.46212121212121,2.16598361205109,0.0483727455368868,0.366712581370012,0.366712581370012,"LOC126336695/LOC126295125/LOC126336773/LOC126336692/LOC126284686",5,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko03410","Base excision repair","4/264","21/3900",0.19047619047619,2.81385281385281,2.24552784305269,0.0492648255944174,0.366712581370012,0.366712581370012,"LOC126284030/LOC126359832/LOC126267081/LOC126355366",4,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Other KEGG pathway","Core metabolism or cross-domain"
"ko00280","Valine, leucine and isoleucine degradation","6/264","40/3900",0.15,2.21590909090909,2.08259150532797,0.0499579458677987,0.366712581370012,0.366712581370012,"LOC126335256/LOC126350022/LOC126299549/LOC126281446/LOC126336244/LOC126336251",6,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00240","Pyrimidine metabolism","10/264","84/3900",0.119047619047619,1.75865800865801,1.89386121689831,0.0553088957524326,0.37187453032234,0.37187453032234,"LOC126354588/LOC126359832/LOC126284573/LOC126335481/LOC126267081/LOC126291698/LOC126355148/LOC126292317/LOC126335359/LOC126335182",10,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00010","Glycolysis / Gluconeogenesis","6/264","41/3900",0.146341463414634,2.16186252771619,2.01500407114806,0.055347204483294,0.37187453032234,0.37187453032234,"LOC126281954/LOC126281958/LOC126350022/LOC126284898/LOC126281446/LOC126272256",6,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00071","Fatty acid degradation","6/264","41/3900",0.146341463414634,2.16186252771619,2.01500407114806,0.055347204483294,0.37187453032234,0.37187453032234,"LOC126345263/LOC126281954/LOC126350022/LOC126281446/LOC126336244/LOC126336251",6,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko00072","ko00072","2/264","6/3900",0.333333333333333,4.92424242424242,2.59179187398798,0.0571073069421935,0.37187453032234,0.37187453032234,"LOC126299549/LOC126336244",2,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Other KEGG pathway","Core metabolism or cross-domain"
"ko00440","Phosphonate and phosphinate metabolism","2/264","6/3900",0.333333333333333,4.92424242424242,2.59179187398798,0.0571073069421935,0.37187453032234,0.37187453032234,"LOC126354574/LOC126354225",2,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Other KEGG pathway","Core metabolism or cross-domain"
"ko04740","Olfactory transduction","4/264","22/3900",0.181818181818182,2.68595041322314,2.13657862323476,0.0571285510350262,0.37187453032234,0.37187453032234,"LOC126363150/LOC126355586/LOC126297585/LOC126334943",4,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Other KEGG pathway","Core metabolism or cross-domain"
"ko00720","Other carbon fixation pathways","3/264","14/3900",0.214285714285714,3.16558441558442,2.18702818952283,0.0640122763050781,0.408967320837999,0.408967320837999,"LOC126335505/LOC126336244/LOC126365941",3,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko04975","Fat digestion and absorption","4/264","23/3900",0.173913043478261,2.56916996047431,2.03353966002074,0.0656234492485749,0.41163799983197,0.41163799983197,"LOC126323656/LOC126272584/LOC126336773/LOC126284686",4,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko00140","Steroid hormone biosynthesis","6/264","43/3900",0.13953488372093,2.06131078224101,1.88546566656801,0.0671412372702743,0.413637979611512,0.413637979611512,"LOC126267788/LOC126281562/LOC126341237/LOC126272831/LOC126272926/LOC126272560",6,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Storage, lipid transport, and endocrine nutrition","Core metabolism or cross-domain"
"ko04971","Gastric acid secretion","5/264","33/3900",0.151515151515152,2.23829201101928,1.92468472093218,0.0684417656879755,0.414252792321957,0.414252792321957,"LOC126361668/LOC126353821/LOC126297585/LOC126281608/LOC126292020",5,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko00640","Propanoate metabolism","4/264","24/3900",0.166666666666667,2.46212121212121,1.9358145876051,0.0747374430231858,0.439589035496582,0.439589035496582,"LOC126335256/LOC126285378/LOC126336244/LOC126336251",4,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00130","Ubiquinone and other terpenoid-quinone biosynthesis","2/264","7/3900",0.285714285714286,4.22077922077922,2.2979174206085,0.0764502670428838,0.439589035496582,0.439589035496582,"LOC126336714/LOC126333363",2,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Other KEGG pathway","Core metabolism or cross-domain"
"ko04940","Type I diabetes mellitus","2/264","7/3900",0.285714285714286,4.22077922077922,2.2979174206085,0.0764502670428838,0.439589035496582,0.439589035496582,"LOC126295407/LOC126268126",2,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko00710","Carbon fixation by Calvin cycle","4/264","25/3900",0.16,2.36363636363636,1.84288980953595,0.0844547366953052,0.477653838686562,0.477653838686562,"LOC126281958/LOC126284898/LOC126336866/LOC126336122",4,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00592","alpha-Linolenic acid metabolism","3/264","16/3900",0.1875,2.76988636363636,1.91131561387675,0.0892198727813246,0.496465421121887,0.496465421121887,"LOC126345263/LOC126336773/LOC126284686",3,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",264,3900,"Expression cluster 1","Lipid and membrane metabolism","Core metabolism or cross-domain"
