"Gene","n_samples_ge_minCount","kept"
"LOC126278630",0,FALSE
"LOC126278628",0,FALSE
"LOC126278626",0,FALSE
"LOC126278636",0,FALSE
"LOC126278629",0,FALSE
"LOC126278633",0,FALSE
"LOC126278635",0,FALSE
"LOC126278632",0,FALSE
"LOC126278634",0,FALSE
"LOC126278640",0,FALSE
"LOC126278638",0,FALSE
"LOC126278627",0,FALSE
"LOC126278639",0,FALSE
"LOC126278643",0,FALSE
"LOC126278652",0,FALSE
"LOC126278651",0,FALSE
"LOC126278647",0,FALSE
"LOC126278642",0,FALSE
"LOC126278646",4,FALSE
"LOC126278648",0,FALSE
"LOC126278653",0,FALSE
"LOC126278649",0,FALSE
"LOC126278644",42,TRUE
"LOC126278641",0,FALSE
"LOC126278645",0,FALSE
"LOC126278650",0,FALSE
"LOC126278134",0,FALSE
"LOC126278112",0,FALSE
"LOC126278113",0,FALSE
"LOC126278311",0,FALSE
"LOC126279721",0,FALSE
"LOC126278425",1,FALSE
"LOC126278315",44,TRUE
"LOC126278208",44,TRUE
"LOC126278967",44,TRUE
"LOC126277950",44,TRUE
"LOC126278318",20,TRUE
"LOC126278037",44,TRUE
"LOC126279760",0,FALSE
"LOC126278690",44,TRUE
"LOC126278416",7,TRUE
"LOC126278589",30,TRUE
"LOC126278261",44,TRUE
"LOC126279121",29,TRUE
"LOC126279120",41,TRUE
"LOC126279124",44,TRUE
"LOC126279123",44,TRUE
"LOC126279126",44,TRUE
"LOC126279125",44,TRUE
"LOC126279130",44,TRUE
"LOC126279128",44,TRUE
"LOC126279129",44,TRUE
"LOC126279132",0,FALSE
"LOC126279131",44,TRUE
"LOC126278707",44,TRUE
"LOC126278708",0,FALSE
"LOC126278561",40,TRUE
"LOC126278709",0,FALSE
"LOC126278103",44,TRUE
"LOC126278104",6,TRUE
"LOC126278137",44,TRUE
"LOC126278710",1,FALSE
"LOC126278676",44,TRUE
"LOC126278460",44,TRUE
"LOC126278586",0,FALSE
"LOC126277920",44,TRUE
"LOC126278284",0,FALSE
"LOC126278711",0,FALSE
"LOC126278712",0,FALSE
"LOC126278713",0,FALSE
"LOC126278490",42,TRUE
"LOC126278714",44,TRUE
"LOC126278184",31,TRUE
"LOC126278185",25,TRUE
"LOC126278186",0,FALSE
"LOC126278371",2,FALSE
"LOC126278715",42,TRUE
"LOC126278461",0,FALSE
"LOC126279083",0,FALSE
"LOC126278616",2,FALSE
"LOC126278716",0,FALSE
"LOC126278717",0,FALSE
"LOC126278718",0,FALSE
"LOC126278614",0,FALSE
"LOC126278719",0,FALSE
"LOC126278579",0,FALSE
"LOC126278390",0,FALSE
"LOC126278389",0,FALSE
"LOC126278446",0,FALSE
"LOC126278448",24,TRUE
"LOC126278451",39,TRUE
"LOC126278452",44,TRUE
"LOC126278450",35,TRUE
"LOC126278449",44,TRUE
"LOC126278453",44,TRUE
"LOC126278720",0,FALSE
"LOC126278201",0,FALSE
"LOC126278947",1,FALSE
"LOC126278949",17,TRUE
"LOC126278950",39,TRUE
"LOC126278948",31,TRUE
"LOC126278951",38,TRUE
"LOC126278721",44,TRUE
"LOC126278722",44,TRUE
"LOC126278204",11,TRUE
"LOC126279119",0,FALSE
"LOC126278253",42,TRUE
"LOC126278724",44,TRUE
"LOC126277924",44,TRUE
"LOC126277925",38,TRUE
"LOC126277926",0,FALSE
"LOC126278547",2,FALSE
"LOC126278548",0,FALSE
"LOC126278542",3,FALSE
"LOC126278436",19,TRUE
"LOC126279743",0,FALSE
"LOC126278612",0,FALSE
"LOC126278521",41,TRUE
"LOC126278725",0,FALSE
"LOC126278105",0,FALSE
"LOC126278726",0,FALSE
"LOC126278727",0,FALSE
"LOC126278288",44,TRUE
"LOC126279045",44,TRUE
"LOC126279313",4,FALSE
"LOC126279047",44,TRUE
"LOC126279046",5,FALSE
"LOC126279048",0,FALSE
"LOC126278513",5,FALSE
"LOC126278512",12,TRUE
"LOC126278728",0,FALSE
"LOC126278049",44,TRUE
"LOC126277986",8,TRUE
"LOC126277985",44,TRUE
"LOC126278229",44,TRUE
"LOC126278729",1,FALSE
"LOC126278231",0,FALSE
"LOC126278040",44,TRUE
"LOC126278041",10,TRUE
"LOC126278730",0,FALSE
"LOC126278400",41,TRUE
"LOC126278396",44,TRUE
"LOC126278398",0,FALSE
"LOC126278397",5,FALSE
"LOC126278731",0,FALSE
"LOC126278732",0,FALSE
"LOC126278399",3,FALSE
"LOC126278289",39,TRUE
"LOC126278570",38,TRUE
"LOC126278089",44,TRUE
"LOC126278733",0,FALSE
"LOC126278109",17,TRUE
"LOC126278734",1,FALSE
"LOC126278735",44,TRUE
"LOC126279311",10,TRUE
"LOC126278356",44,TRUE
"LOC126277955",44,TRUE
"LOC126277956",33,TRUE
"LOC126277880",44,TRUE
"LOC126277881",44,TRUE
"LOC126278577",42,TRUE
"LOC126278367",3,FALSE
"LOC126278617",43,TRUE
"LOC126278701",0,FALSE
"LOC126278668",0,FALSE
"LOC126278470",0,FALSE
"LOC126278736",0,FALSE
"LOC126278469",0,FALSE
"LOC126278737",0,FALSE
"LOC126278739",0,FALSE
"LOC126278740",0,FALSE
"LOC126278502",0,FALSE
"LOC126278741",0,FALSE
"LOC126278032",34,TRUE
"LOC126278410",44,TRUE
"LOC126278545",34,TRUE
"LOC126278520",44,TRUE
"LOC126278375",44,TRUE
"LOC126278087",38,TRUE
"LOC126278088",0,FALSE
"LOC126278086",0,FALSE
"LOC126278154",0,FALSE
"LOC126278174",32,TRUE
"LOC126278538",2,FALSE
"LOC126279101",44,TRUE
"LOC126279099",43,TRUE
"LOC126279100",37,TRUE
"LOC126279102",0,FALSE
"LOC126279103",4,FALSE
"LOC126278613",0,FALSE
"LOC126278742",0,FALSE
"LOC126278743",0,FALSE
"LOC126278744",0,FALSE
"LOC126278745",0,FALSE
"LOC126278746",0,FALSE
"LOC126278960",43,TRUE
"LOC126278962",43,TRUE
"LOC126278963",44,TRUE
"LOC126278748",0,FALSE
"LOC126278749",0,FALSE
"LOC126278750",0,FALSE
"LOC126277873",44,TRUE
"LOC126277874",44,TRUE
"LOC126277875",44,TRUE
"LOC126277876",32,TRUE
"LOC126277877",39,TRUE
"LOC126277878",44,TRUE
"LOC126278609",8,TRUE
"LOC126278143",13,TRUE
"LOC126278011",0,FALSE
"LOC126278751",0,FALSE
"LOC126278752",0,FALSE
"LOC126278012",0,FALSE
"LOC126278013",0,FALSE
"LOC126278014",0,FALSE
"LOC126278753",0,FALSE
"LOC126278129",0,FALSE
"LOC126278754",0,FALSE
"LOC126278755",0,FALSE
"LOC126278756",0,FALSE
"LOC126278757",0,FALSE
"LOC126278759",0,FALSE
"LOC126278760",0,FALSE
"LOC126278761",0,FALSE
"LOC126278762",0,FALSE
"LOC126278763",0,FALSE
"LOC126278764",0,FALSE
"LOC126278765",0,FALSE
"LOC126278766",0,FALSE
"LOC126278767",0,FALSE
"LOC126278130",20,TRUE
"LOC126278133",6,TRUE
"LOC126278132",19,TRUE
"LOC126278499",15,TRUE
"LOC126278090",13,TRUE
"LOC126278582",9,TRUE
"LOC126278605",19,TRUE
"LOC126278573",0,FALSE
"LOC126278394",44,TRUE
"LOC126278768",44,TRUE
"LOC126278532",44,TRUE
"LOC126279088",44,TRUE
"LOC126278770",3,FALSE
"LOC126279090",0,FALSE
"LOC126279089",9,TRUE
"LOC126278372",6,TRUE
"LOC126278503",0,FALSE
"LOC126278618",0,FALSE
"LOC126278619",0,FALSE
"LOC126278620",0,FALSE
"LOC126278581",40,TRUE
"LOC126279142",0,FALSE
"LOC126278167",0,FALSE
"LOC126278060",44,TRUE
"LOC126278061",44,TRUE
"LOC126278550",44,TRUE
"LOC126278771",0,FALSE
"LOC126278180",44,TRUE
"LOC126278181",25,TRUE
"LOC126278772",0,FALSE
"LOC126278182",43,TRUE
"LOC126278183",37,TRUE
"LOC126278426",0,FALSE
"LOC126278667",0,FALSE
"LOC126278666",0,FALSE
"LOC126278665",0,FALSE
"LOC126278773",0,FALSE
"LOC126278774",0,FALSE
"LOC126278775",0,FALSE
"LOC126278471",3,FALSE
"LOC126278472",44,TRUE
"LOC126278473",43,TRUE
"LOC126278776",0,FALSE
"LOC126278777",0,FALSE
"LOC126278778",3,FALSE
"LOC126278226",0,FALSE
"LOC126278227",16,TRUE
"LOC126278418",2,FALSE
"LOC126278108",44,TRUE
"LOC126278191",44,TRUE
"LOC126278192",0,FALSE
"LOC126278197",0,FALSE
"LOC126278194",44,TRUE
"LOC126278196",38,TRUE
"LOC126278193",44,TRUE
"LOC126278195",43,TRUE
"LOC126278198",0,FALSE
"LOC126278424",0,FALSE
"LOC126278166",6,TRUE
"LOC126279756",0,FALSE
"LOC126278268",17,TRUE
"LOC126279748",0,FALSE
"LOC126278780",44,TRUE
"LOC126278781",0,FALSE
"LOC126278782",0,FALSE
"LOC126278783",0,FALSE
"LOC126278402",0,FALSE
"LOC126278403",35,TRUE
"LOC126278378",0,FALSE
"LOC126278405",44,TRUE
"LOC126278359",44,TRUE
"LOC126278784",0,FALSE
"LOC126279052",21,TRUE
"LOC126279049",44,TRUE
"LOC126279051",44,TRUE
"LOC126278785",33,TRUE
"LOC126278787",17,TRUE
"LOC126279133",44,TRUE
"LOC126278347",44,TRUE
"LOC126278680",43,TRUE
"LOC126278788",0,FALSE
"LOC126278789",0,FALSE
"LOC126279729",0,FALSE
"LOC126278683",4,FALSE
"LOC126278685",44,TRUE
"LOC126278684",0,FALSE
"LOC126278681",0,FALSE
"LOC126278686",0,FALSE
"LOC126278687",0,FALSE
"LOC126278689",28,TRUE
"LOC126278790",0,FALSE
"LOC126279738",0,FALSE
"LOC126279734",0,FALSE
"LOC126278791",0,FALSE
"LOC126279740",0,FALSE
"LOC126279314",0,FALSE
"LOC126279323",0,FALSE
"LOC126279731",0,FALSE
"LOC126279646",0,FALSE
"LOC126279657",0,FALSE
"LOC126279326",0,FALSE
"LOC126279635",0,FALSE
"LOC126279695",0,FALSE
"LOC126279327",0,FALSE
"LOC126279328",0,FALSE
"LOC126279329",0,FALSE
"LOC126279330",0,FALSE
"LOC126279331",0,FALSE
"LOC126279332",0,FALSE
"LOC126279333",0,FALSE
"LOC126279642",0,FALSE
"LOC126279317",0,FALSE
"LOC126279658",0,FALSE
"LOC126279702",0,FALSE
"LOC126279703",0,FALSE
"LOC126279659",0,FALSE
"LOC126279692",0,FALSE
"LOC126279693",0,FALSE
"LOC126279334",0,FALSE
"LOC126279335",0,FALSE
"LOC126279336",0,FALSE
"LOC126279337",0,FALSE
"LOC126279338",0,FALSE
"LOC126279339",0,FALSE
"LOC126279340",0,FALSE
"LOC126279341",0,FALSE
"LOC126279643",0,FALSE
"LOC126279342",0,FALSE
"LOC126279343",0,FALSE
"LOC126279644",0,FALSE
"LOC126279344",0,FALSE
"LOC126279345",0,FALSE
"LOC126279346",0,FALSE
"LOC126279347",0,FALSE
"LOC126279348",0,FALSE
"LOC126279349",0,FALSE
"LOC126279350",0,FALSE
"LOC126279647",0,FALSE
"LOC126279351",0,FALSE
"LOC126279352",0,FALSE
"LOC126279353",0,FALSE
"LOC126279354",0,FALSE
"LOC126279677",0,FALSE
"LOC126279355",0,FALSE
"LOC126279357",0,FALSE
"LOC126279358",0,FALSE
"LOC126279359",0,FALSE
"LOC126279360",0,FALSE
"LOC126279684",0,FALSE
"LOC126279361",0,FALSE
"LOC126279687",0,FALSE
"LOC126279362",0,FALSE
"LOC126279629",0,FALSE
"LOC126279363",0,FALSE
"LOC126279696",0,FALSE
"LOC126279630",0,FALSE
"LOC126279364",0,FALSE
"LOC126279365",0,FALSE
"LOC126279366",0,FALSE
"LOC126279367",0,FALSE
"LOC126279368",0,FALSE
"LOC126279369",0,FALSE
"LOC126279370",0,FALSE
"LOC126279675",0,FALSE
"LOC126279688",0,FALSE
"LOC126279371",0,FALSE
"LOC126279697",0,FALSE
"LOC126279372",0,FALSE
"LOC126279698",0,FALSE
"LOC126279373",0,FALSE
"LOC126279374",0,FALSE
"LOC126279627",0,FALSE
"LOC126279375",0,FALSE
"LOC126279704",0,FALSE
"LOC126279376",0,FALSE
"LOC126279667",0,FALSE
"LOC126279668",0,FALSE
"LOC126279377",0,FALSE
"LOC126279378",0,FALSE
"LOC126279379",0,FALSE
"LOC126279669",0,FALSE
"LOC126279670",0,FALSE
"LOC126279380",0,FALSE
"LOC126279715",0,FALSE
"LOC126279381",0,FALSE
"LOC126279382",0,FALSE
"LOC126279383",0,FALSE
"LOC126279384",0,FALSE
"LOC126279385",0,FALSE
"LOC126279386",0,FALSE
"LOC126279387",0,FALSE
"LOC126279388",0,FALSE
"LOC126279389",0,FALSE
"LOC126279390",0,FALSE
"LOC126279391",0,FALSE
"LOC126279634",0,FALSE
"LOC126279392",0,FALSE
"LOC126279393",0,FALSE
"LOC126279394",0,FALSE
"LOC126279395",0,FALSE
"LOC126279396",0,FALSE
"LOC126279397",0,FALSE
"LOC126279398",0,FALSE
"LOC126279399",0,FALSE
"LOC126279400",0,FALSE
"LOC126279401",0,FALSE
"LOC126279402",0,FALSE
"LOC126279403",0,FALSE
"LOC126279404",0,FALSE
"LOC126279405",0,FALSE
"LOC126279407",0,FALSE
"LOC126279408",0,FALSE
"LOC126279409",0,FALSE
"LOC126279631",0,FALSE
"LOC126279628",0,FALSE
"LOC126279410",0,FALSE
"LOC126279633",0,FALSE
"LOC126279411",0,FALSE
"LOC126279412",0,FALSE
"LOC126279413",0,FALSE
"LOC126279414",0,FALSE
"LOC126279415",0,FALSE
"LOC126279416",0,FALSE
"LOC126279417",0,FALSE
"LOC126279418",0,FALSE
"LOC126279419",0,FALSE
"LOC126279420",0,FALSE
"LOC126279421",0,FALSE
"LOC126279423",0,FALSE
"LOC126279424",0,FALSE
"LOC126279425",0,FALSE
"LOC126279426",0,FALSE
"LOC126279427",0,FALSE
"LOC126279428",0,FALSE
"LOC126279429",0,FALSE
"LOC126279430",0,FALSE
"LOC126279318",0,FALSE
"LOC126279431",0,FALSE
"LOC126279432",0,FALSE
"LOC126279433",0,FALSE
"LOC126279434",0,FALSE
"LOC126279435",0,FALSE
"LOC126279708",0,FALSE
"LOC126279436",0,FALSE
"LOC126279709",0,FALSE
"LOC126279437",0,FALSE
"LOC126279439",0,FALSE
"LOC126279440",0,FALSE
"LOC126279441",0,FALSE
"LOC126279442",0,FALSE
"LOC126279637",0,FALSE
"LOC126279322",0,FALSE
"LOC126279443",0,FALSE
"LOC126279444",0,FALSE
"LOC126279445",0,FALSE
"LOC126279446",0,FALSE
"LOC126279447",0,FALSE
"LOC126279448",0,FALSE
"LOC126279449",0,FALSE
"LOC126279450",0,FALSE
"LOC126279451",0,FALSE
"LOC126279452",0,FALSE
"LOC126279453",0,FALSE
"LOC126278463",0,FALSE
"LOC126278215",40,TRUE
"LOC126278792",0,FALSE
"LOC126278663",0,FALSE
"LOC126278795",0,FALSE
"LOC126278584",0,FALSE
"LOC126278621",0,FALSE
"LOC126278203",0,FALSE
"LOC126278655",0,FALSE
"LOC126279739",0,FALSE
"LOC126279735",0,FALSE
"LOC126279733",0,FALSE
"LOC126279728",0,FALSE
"LOC126279454",0,FALSE
"LOC126279455",0,FALSE
"LOC126279716",0,FALSE
"LOC126279661",0,FALSE
"LOC126279456",0,FALSE
"LOC126279678",0,FALSE
"LOC126279679",0,FALSE
"LOC126279457",0,FALSE
"LOC126279680",0,FALSE
"LOC126279681",0,FALSE
"LOC126279682",0,FALSE
"LOC126279458",0,FALSE
"LOC126279683",0,FALSE
"LOC126279459",0,FALSE
"LOC126279639",0,FALSE
"LOC126279718",0,FALSE
"LOC126279712",0,FALSE
"LOC126279650",0,FALSE
"LOC126279461",0,FALSE
"LOC126279462",0,FALSE
"LOC126279706",0,FALSE
"LOC126279707",0,FALSE
"LOC126279463",0,FALSE
"LOC126279717",0,FALSE
"LOC126279464",0,FALSE
"LOC126279705",0,FALSE
"LOC126279465",0,FALSE
"LOC126279466",0,FALSE
"LOC126279467",0,FALSE
"LOC126279663",0,FALSE
"LOC126279468",0,FALSE
"LOC126279685",0,FALSE
"LOC126279469",0,FALSE
"LOC126279470",0,FALSE
"LOC126279471",0,FALSE
"LOC126279472",0,FALSE
"LOC126279473",0,FALSE
"LOC126279691",0,FALSE
"LOC126279648",0,FALSE
"LOC126279649",0,FALSE
"LOC126279475",0,FALSE
"LOC126279476",0,FALSE
"LOC126279477",0,FALSE
"LOC126279478",0,FALSE
"LOC126279700",0,FALSE
"LOC126279665",0,FALSE
"LOC126279479",0,FALSE
"LOC126279480",0,FALSE
"LOC126279481",0,FALSE
"LOC126279482",0,FALSE
"LOC126279483",0,FALSE
"LOC126279484",0,FALSE
"LOC126279486",0,FALSE
"LOC126279487",0,FALSE
"LOC126279488",0,FALSE
"LOC126279489",0,FALSE
"LOC126279490",0,FALSE
"LOC126279491",0,FALSE
"LOC126279492",0,FALSE
"LOC126279493",0,FALSE
"LOC126279494",0,FALSE
"LOC126279495",0,FALSE
"LOC126279645",0,FALSE
"LOC126279321",0,FALSE
"LOC126279671",0,FALSE
"LOC126279496",0,FALSE
"LOC126279497",0,FALSE
"LOC126279498",0,FALSE
"LOC126279719",0,FALSE
"LOC126279499",0,FALSE
"LOC126279500",0,FALSE
"LOC126279501",0,FALSE
"LOC126279319",0,FALSE
"LOC126279502",0,FALSE
"LOC126279503",0,FALSE
"LOC126279504",0,FALSE
"LOC126279505",0,FALSE
"LOC126279506",0,FALSE
"LOC126279656",0,FALSE
"LOC126279507",0,FALSE
"LOC126279508",0,FALSE
"LOC126279509",0,FALSE
"LOC126279510",0,FALSE
"LOC126279511",0,FALSE
"LOC126279512",0,FALSE
"LOC126279514",0,FALSE
"LOC126279515",0,FALSE
"LOC126279516",0,FALSE
"LOC126279517",0,FALSE
"LOC126279518",0,FALSE
"LOC126279640",0,FALSE
"LOC126279519",0,FALSE
"LOC126279520",0,FALSE
"LOC126279522",0,FALSE
"LOC126279523",0,FALSE
"LOC126279655",0,FALSE
"LOC126279524",0,FALSE
"LOC126279525",0,FALSE
"LOC126279526",0,FALSE
"LOC126279527",0,FALSE
"LOC126279528",0,FALSE
"LOC126279666",0,FALSE
"LOC126279529",0,FALSE
"LOC126279530",0,FALSE
"LOC126279531",0,FALSE
"LOC126279532",0,FALSE
"LOC126279533",0,FALSE
"LOC126279534",0,FALSE
"LOC126279535",0,FALSE
"LOC126279536",0,FALSE
"LOC126279538",0,FALSE
"LOC126279539",0,FALSE
"LOC126279540",0,FALSE
"LOC126279541",0,FALSE
"LOC126279542",0,FALSE
"LOC126279710",0,FALSE
"LOC126279713",0,FALSE
"LOC126279660",0,FALSE
"LOC126279324",0,FALSE
"LOC126279720",0,FALSE
"LOC126279543",0,FALSE
"LOC126279544",0,FALSE
"LOC126279545",0,FALSE
"LOC126279546",0,FALSE
"LOC126279547",0,FALSE
"LOC126279711",0,FALSE
"LOC126279548",0,FALSE
"LOC126279549",0,FALSE
"LOC126279672",0,FALSE
"LOC126279714",0,FALSE
"LOC126279686",0,FALSE
"LOC126279550",0,FALSE
"LOC126279673",0,FALSE
"LOC126279551",0,FALSE
"LOC126279552",0,FALSE
"LOC126279554",0,FALSE
"LOC126279555",0,FALSE
"LOC126279727",0,FALSE
"LOC126279556",0,FALSE
"LOC126279730",0,FALSE
"LOC126279722",0,FALSE
"LOC126279651",0,FALSE
"LOC126279652",0,FALSE
"LOC126279557",0,FALSE
"LOC126279558",0,FALSE
"LOC126279559",0,FALSE
"LOC126279316",0,FALSE
"LOC126279560",0,FALSE
"LOC126279561",0,FALSE
"LOC126279325",0,FALSE
"LOC126279562",0,FALSE
"LOC126279563",0,FALSE
"LOC126279564",0,FALSE
"LOC126279565",0,FALSE
"LOC126279566",0,FALSE
"LOC126279568",0,FALSE
"LOC126279570",0,FALSE
"LOC126279571",0,FALSE
"LOC126279572",0,FALSE
"LOC126279573",0,FALSE
"LOC126279723",0,FALSE
"LOC126279724",0,FALSE
"LOC126279574",0,FALSE
"LOC126279575",0,FALSE
"LOC126279576",0,FALSE
"LOC126279725",0,FALSE
"LOC126279577",0,FALSE
"LOC126279578",0,FALSE
"LOC126279579",0,FALSE
"LOC126279676",0,FALSE
"LOC126279580",0,FALSE
"LOC126279581",0,FALSE
"LOC126279582",0,FALSE
"LOC126279653",0,FALSE
"LOC126279662",0,FALSE
"LOC126279689",0,FALSE
"LOC126279701",0,FALSE
"LOC126279654",0,FALSE
"LOC126279583",0,FALSE
"LOC126279584",0,FALSE
"LOC126279586",0,FALSE
"LOC126279587",0,FALSE
"LOC126279588",0,FALSE
"LOC126279589",0,FALSE
"LOC126279590",0,FALSE
"LOC126279591",0,FALSE
"LOC126279592",0,FALSE
"LOC126279593",0,FALSE
"LOC126279594",0,FALSE
"LOC126279595",0,FALSE
"LOC126279641",0,FALSE
"LOC126279596",0,FALSE
"LOC126279597",0,FALSE
"LOC126279598",0,FALSE
"LOC126279599",0,FALSE
"LOC126279600",0,FALSE
"LOC126279601",0,FALSE
"LOC126279626",0,FALSE
"LOC126279602",0,FALSE
"LOC126279603",0,FALSE
"LOC126279604",0,FALSE
"LOC126279605",0,FALSE
"LOC126279606",0,FALSE
"LOC126279607",0,FALSE
"LOC126279608",0,FALSE
"LOC126279609",0,FALSE
"LOC126279610",0,FALSE
"LOC126279612",0,FALSE
"LOC126279613",0,FALSE
"LOC126279614",0,FALSE
"LOC126279615",0,FALSE
"LOC126279616",0,FALSE
"LOC126279617",0,FALSE
"LOC126279618",0,FALSE
"LOC126279619",0,FALSE
"LOC126279620",0,FALSE
"LOC126279621",0,FALSE
"LOC126279622",0,FALSE
"LOC126279623",0,FALSE
"LOC126279624",0,FALSE
"LOC126279625",0,FALSE
"LOC126278578",0,FALSE
"LOC126278062",44,TRUE
"LOC126278063",22,TRUE
"LOC126278796",0,FALSE
"LOC126278799",1,FALSE
"LOC126278800",5,FALSE
"LOC126278176",44,TRUE
"LOC126277879",44,TRUE
"LOC126277948",44,TRUE
"LOC126278801",0,FALSE
"LOC126278802",0,FALSE
"LOC126278370",44,TRUE
"LOC126278549",44,TRUE
"LOC126277944",0,FALSE
"LOC126278957",44,TRUE
"LOC126278959",43,TRUE
"LOC126278958",42,TRUE
"LOC126278803",0,FALSE
"LOC126278990",0,FALSE
"LOC126278993",44,TRUE
"LOC126278991",44,TRUE
"LOC126278992",44,TRUE
"LOC126278442",44,TRUE
"LOC126277943",44,TRUE
"LOC126277942",44,TRUE
"LOC126278279",44,TRUE
"LOC126278427",43,TRUE
"LOC126278476",1,FALSE
"LOC126279758",0,FALSE
"LOC126278319",10,TRUE
"LOC126278320",5,FALSE
"LOC126278321",0,FALSE
"LOC126278009",44,TRUE
"LOC126278010",43,TRUE
"LOC126278373",26,TRUE
"LOC126277958",0,FALSE
"LOC126277959",37,TRUE
"LOC126277957",44,TRUE
"LOC126278481",0,FALSE
"LOC126278480",26,TRUE
"LOC126278247",44,TRUE
"LOC126277949",44,TRUE
"LOC126278805",0,FALSE
"LOC126278562",0,FALSE
"LOC126278806",0,FALSE
"LOC126278807",0,FALSE
"LOC126277891",42,TRUE
"LOC126277897",13,TRUE
"LOC126277896",8,TRUE
"LOC126277895",6,TRUE
"LOC126277898",1,FALSE
"LOC126277893",34,TRUE
"LOC126277894",36,TRUE
"LOC126277892",44,TRUE
"LOC126277899",44,TRUE
"LOC126277901",44,TRUE
"LOC126278808",2,FALSE
"LOC126277902",40,TRUE
"LOC126277903",44,TRUE
"LOC126277906",44,TRUE
"LOC126277910",0,FALSE
"LOC126277907",44,TRUE
"LOC126277908",44,TRUE
"LOC126277911",43,TRUE
"LOC126277912",44,TRUE
"LOC126277913",4,FALSE
"LOC126278809",13,TRUE
"LOC126278251",1,FALSE
"LOC126278340",0,FALSE
"LOC126278339",44,TRUE
"LOC126278810",0,FALSE
"LOC126278811",0,FALSE
"LOC126278812",0,FALSE
"LOC126278623",22,TRUE
"LOC126278228",35,TRUE
"LOC126278813",1,FALSE
"LOC126277870",0,FALSE
"LOC126277871",44,TRUE
"LOC126278971",43,TRUE
"LOC126278972",30,TRUE
"LOC126278973",44,TRUE
"LOC126278975",0,FALSE
"LOC126278974",7,TRUE
"LOC126278976",44,TRUE
"LOC126278977",44,TRUE
"LOC126278979",44,TRUE
"LOC126278980",44,TRUE
"LOC126278981",44,TRUE
"LOC126278982",0,FALSE
"LOC126278422",44,TRUE
"LOC126278138",44,TRUE
"LOC126278142",0,FALSE
"LOC126278140",0,FALSE
"LOC126278141",0,FALSE
"LOC126278474",0,FALSE
"LOC126278815",1,FALSE
"LOC126278486",0,FALSE
"LOC126278346",27,TRUE
"LOC126278345",44,TRUE
"LOC126278576",11,TRUE
"LOC126278511",13,TRUE
"LOC126277940",44,TRUE
"LOC126277941",44,TRUE
"LOC126278816",0,FALSE
"LOC126278124",44,TRUE
"LOC126278125",44,TRUE
"LOC126278126",44,TRUE
"LOC126278127",31,TRUE
"LOC126278128",44,TRUE
"LOC126277945",44,TRUE
"LOC126279022",0,FALSE
"LOC126277882",44,TRUE
"LOC126277883",44,TRUE
"LOC126277884",44,TRUE
"LOC126277962",44,TRUE
"LOC126277963",44,TRUE
"LOC126278102",36,TRUE
"LOC126278363",44,TRUE
"LOC126278563",44,TRUE
"LOC126278565",40,TRUE
"LOC126278564",33,TRUE
"LOC126278566",27,TRUE
"LOC126278567",44,TRUE
"LOC126278568",14,TRUE
"LOC126278544",1,FALSE
"LOC126278945",42,TRUE
"LOC126278946",44,TRUE
"LOC126278417",25,TRUE
"LOC126278135",44,TRUE
"LOC126278817",0,FALSE
"LOC126277885",44,TRUE
"LOC126278437",44,TRUE
"LOC126278170",44,TRUE
"LOC126278171",28,TRUE
"LOC126278543",35,TRUE
"LOC126278056",44,TRUE
"LOC126278057",44,TRUE
"LOC126278818",7,TRUE
"LOC126278157",0,FALSE
"LOC126278159",0,FALSE
"LOC126278158",2,FALSE
"LOC126278163",9,TRUE
"LOC126278165",0,FALSE
"LOC126278164",0,FALSE
"LOC126278162",26,TRUE
"LOC126278607",0,FALSE
"LOC126278819",1,FALSE
"LOC126278333",2,FALSE
"LOC126278334",44,TRUE
"LOC126278336",44,TRUE
"LOC126278337",43,TRUE
"LOC126278338",44,TRUE
"LOC126279004",44,TRUE
"LOC126279003",39,TRUE
"LOC126279006",0,FALSE
"LOC126279005",44,TRUE
"LOC126279007",44,TRUE
"LOC126279009",42,TRUE
"LOC126279008",35,TRUE
"LOC126279010",0,FALSE
"LOC126279011",44,TRUE
"LOC126279752",0,FALSE
"LOC126278038",44,TRUE
"LOC126278222",0,FALSE
"LOC126278820",0,FALSE
"LOC126278439",0,FALSE
"LOC126278438",44,TRUE
"LOC126279726",0,FALSE
"LOC126278042",29,TRUE
"LOC126278043",39,TRUE
"LOC126278329",43,TRUE
"LOC126278330",44,TRUE
"LOC126278331",44,TRUE
"LOC126278821",0,FALSE
"LOC126278822",0,FALSE
"LOC126278332",44,TRUE
"LOC126278823",0,FALSE
"LOC126278824",0,FALSE
"LOC126278575",0,FALSE
"LOC126278825",0,FALSE
"LOC126278706",0,FALSE
"LOC126278952",0,FALSE
"LOC126278223",0,FALSE
"LOC126278827",0,FALSE
"LOC126278828",0,FALSE
"LOC126278829",0,FALSE
"LOC126278830",0,FALSE
"LOC126278831",0,FALSE
"LOC126278832",0,FALSE
"LOC126278833",0,FALSE
"LOC126278834",0,FALSE
"LOC126278835",0,FALSE
"LOC126278837",0,FALSE
"LOC126278838",0,FALSE
"LOC126278839",0,FALSE
"LOC126278840",0,FALSE
"LOC126278369",0,FALSE
"LOC126278841",0,FALSE
"LOC126278842",0,FALSE
"LOC126278843",0,FALSE
"LOC126278844",0,FALSE
"LOC126278845",0,FALSE
"LOC126278846",0,FALSE
"LOC126278848",6,TRUE
