"heatmap_row_order","gene_id","GFF_Description","gene_biotype","DEG_context","phase_class","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","max_abs_sample_z","sample_with_max_abs_z","sample_deviation_direction"
364,"LOC126356140","proliferation marker protein Ki-67-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.00855146985339,0.0409065579079766,1.95536247412949,"1039","Higher than gene mean"
365,"LOC126272758","uncharacterized LOC126272758","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.13664748048562,0.00285206966820428,1.89615394149203,"1058","Lower than gene mean"
366,"LOC126273149","kinesin-like protein KIF22","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.30266990549474,0.00113029647273925,2.47759889260925,"1016","Lower than gene mean"
367,"LOC126266746","uncharacterized LOC126266746","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.05064515517822,0.000564491101029496,1.95860001902619,"1038","Higher than gene mean"
368,"LOC126334614","kinesin-like protein KIF20B","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.92164957038592,0.000223851586008,1.98989220567785,"1041","Higher than gene mean"
369,"LOC126284296","DNA replication ATP-dependent helicase/nuclease DNA2","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.29403290011228,0.000254034451903367,2.03138323752899,"1041","Higher than gene mean"
370,"LOC126354008","tonsoku-like protein","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.19088711355643,0.0280650897526671,2.77996055187419,"1058","Lower than gene mean"
371,"LOC126271923","DNA (cytosine-5)-methyltransferase 1-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.32495208755395,1.59783734686802e-05,2.27501912282004,"1058","Lower than gene mean"
372,"LOC126336566","uncharacterized LOC126336566","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.36400265295012,0.0214742670460171,2.25257191320707,"1058","Lower than gene mean"
373,"LOC126285437","uncharacterized LOC126285437","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.01455926991119,0.0137557214397719,2.30531406822909,"1057","Lower than gene mean"
374,"LOC126267464","ATP-dependent DNA helicase DDX11","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.28409022311717,0.00769707078336948,1.83261923226459,"1014","Higher than gene mean"
375,"LOC126278395","uncharacterized LOC126278395","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.00352423314204,0.00553274647152502,2.06043594873184,"1029","Lower than gene mean"
376,"LOC126266642","nuclear pore complex protein Nup155","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.0284917407699,0.0147567021689679,2.67134957438209,"1024","Lower than gene mean"
377,"LOC126335465","serpin B6-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.19143289850383,0.00192522957979768,1.9460156361182,"1051","Lower than gene mean"
378,"LOC126353873","uncharacterized LOC126353873","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.47753496592638,0.00425688788115411,2.25683265214168,"1009","Higher than gene mean"
379,"LOC126283952","uncharacterized LOC126283952","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.06242822342361,0.0251392325734675,1.53535576077563,"1002","Lower than gene mean"
380,"LOC126272743","G2/mitotic-specific cyclin-B-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.12947731076251,0.027238446587596,3.41056724512133,"1006","Lower than gene mean"
381,"LOC126320492","protein MCM10 homolog","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.29129326836433,0.000244013788450326,2.38935155611884,"1006","Lower than gene mean"
382,"LOC126284626","uncharacterized LOC126284626","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",4.00819245228282,9.16049248846136e-05,3.50176184943966,"1039","Higher than gene mean"
383,"LOC126277977","ubiquitin-conjugating enzyme E2 C-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.08102657556134,0.0435144803547537,2.58200670508829,"1002","Lower than gene mean"
384,"LOC126281310","uncharacterized LOC126281310","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.5145371534677,0.00412664831808212,2.12604054098938,"1009","Higher than gene mean"
385,"LOC126359832","DNA polymerase epsilon subunit 2","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.12180245650326,0.0127080803514349,3.47364422647915,"1024","Lower than gene mean"
386,"LOC126267471","PC-esterase domain-containing protein 1A-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.37847838214211,0.00263009184466852,2.12165694890918,"1039","Higher than gene mean"
387,"LOC126282371","cyclin-dependent kinase 1-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.33893994885074,0.00340394486085456,2.1115424425001,"1038","Higher than gene mean"
388,"LOC126299071","probable galactose-1-phosphate uridylyltransferase","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.01435495293276,0.0187657114237617,2.31777399112204,"1054","Lower than gene mean"
389,"LOC126322719","meiotic nuclear division protein 1 homolog","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.56366350191252,0.0265199611040875,2.23296172474044,"1043","Higher than gene mean"
390,"LOC126266967","mitotic checkpoint protein BUB3","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.02418793789012,0.0209621432369893,2.15468249661577,"1020","Lower than gene mean"
391,"LOC126272289","cyclin-dependent kinases regulatory subunit","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.5558340063155,0.000351766127685446,1.97442054613058,"1041","Higher than gene mean"
392,"LOC126334678","juvenile hormone esterase-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.04948023187266,0.0179660739245904,4.22436763787915,"1016","Lower than gene mean"
393,"LOC126284632","Fanconi anemia group D2 protein","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.30845592669688,0.00584688927448788,3.91377391908293,"1016","Lower than gene mean"
394,"LOC126362079","chromatin accessibility complex protein 1-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.06841955743043,0.0341933080387547,3.85402382798143,"1016","Lower than gene mean"
395,"LOC126278268","uncharacterized LOC126278268","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",3.75080269601142,0.00022224046245239,2.40134799227129,"1031","Higher than gene mean"
396,"LOC126297511","dihydrofolate reductase-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.30000710752263,0.0426032339775071,1.92461916926895,"1038","Higher than gene mean"
397,"LOC126355331","condensin complex subunit 2-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",2.25879214151388,0.0494200753597605,2.19858322977809,"1041","Higher than gene mean"
398,"LOC126268197","NTF2-related export protein","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.02705205228976,0.0397324696432787,2.3551096837649,"1052","Lower than gene mean"
399,"LOC126275923","uncharacterized LOC126275923","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.36371686115162,0.0332540167066038,2.88721015363922,"1052","Lower than gene mean"
400,"LOC126293382","39S ribosomal protein L32, mitochondrial","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.24865823781275,0.000587468950011878,2.4905583926622,"1024","Lower than gene mean"
401,"LOC126295407","heat shock protein 60A","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.25345508845329,0.0211958483757268,2.21001196209857,"1020","Lower than gene mean"
402,"LOC126349792","complement component 1 Q subcomponent-binding protein, mitochondrial","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.02383328668256,0.0265642313361394,2.66162075596757,"1027","Lower than gene mean"
403,"LOC126284758","uncharacterized LOC126284758","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.52166946880389,0.0362305265884473,3.24439680207267,"1040","Higher than gene mean"
404,"LOC126284736","protein TonB-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.52824644296633,0.00351276052288763,2.22810799800667,"1040","Higher than gene mean"
405,"LOC126279732","U6 spliceosomal RNA","snRNA","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.62910259486682,0.00959549271464535,2.10023702972725,"1040","Higher than gene mean"
406,"LOC126354720","protein Skeletor, isoforms B/C","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.94507196640801,0.0178166961561398,1.91498307252559,"1040","Higher than gene mean"
