"heatmap_row_order","gene_id","GFF_Description","gene_biotype","DEG_context","phase_class","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","max_abs_sample_z","sample_with_max_abs_z","sample_deviation_direction"
251,"LOC126365911","molybdopterin synthase catalytic subunit-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.76162138168945,2.44040171760305e-06,2.222101559669,"1015","Lower than gene mean"
252,"LOC126299533","vitellogenin-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.79378665990489,0.000917182016373428,2.72685642818736,"1006","Higher than gene mean"
253,"LOC126278068","lipase 3-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",3.87317096457304,6.90432499003214e-06,2.41112445999231,"1034","Higher than gene mean"
254,"LOC126354068","cholinesterase-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",3.07907813183501,0.000217388556324389,1.90100602111623,"1003","Lower than gene mean"
255,"LOC126295143","speckle-type POZ protein-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.09583313325651,0.0120734885588639,2.37631255203125,"1016","Lower than gene mean"
256,"LOC126271983","BLOC-1-related complex subunit 8 homolog","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.13066124661835,0.0446955638502963,3.22119691091636,"1016","Lower than gene mean"
257,"LOC126326152","probable N-acetyltransferase camello","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.03310088624786,0.044186967693145,3.38331894989098,"1016","Lower than gene mean"
258,"LOC126291782","putative inactive serine protease 43","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.16867513276904,0.00463526751530564,2.02637359421022,"1014","Lower than gene mean"
259,"LOC126352738","CLIP domain-containing serine protease HP8-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.09022337901852,0.00352271845209615,2.54988945302156,"1002","Higher than gene mean"
260,"LOC126272463","uncharacterized LOC126272463","lncRNA","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_diet33; infection_diet50","Control diet 33; Control diet 50",1.22959196498517,0.00282470310504259,2.44616925355891,"1016","Lower than gene mean"
261,"LOC126272919","WAS/WASL-interacting protein family member 3-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.06296971697348,0.00735394860374745,2.29281739038705,"1002","Higher than gene mean"
262,"LOC126353948","uncharacterized LOC126353948","lncRNA","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.42990853787755,0.00372411554548221,2.1952718561958,"1009","Higher than gene mean"
263,"LOC126281387","odorant receptor 43a-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",2.23829405468345,0.0399861780714049,1.79097650899416,"1006","Higher than gene mean"
264,"LOC126284556","uncharacterized LOC126284556","lncRNA","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.36984678744493,0.014471747652593,2.87061864864336,"1006","Higher than gene mean"
265,"LOC126291920","uncharacterized LOC126291920","lncRNA","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.87345919192973,0.0127111176106447,3.24610369849375,"1003","Higher than gene mean"
266,"LOC126335345","neuroligin-2-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.01104071923928,0.0422172865137782,2.61561324795297,"1029","Lower than gene mean"
267,"LOC126336041","uncharacterized LOC126336041","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.15818392962432,0.00201003366544888,2.96873646952574,"1029","Lower than gene mean"
268,"LOC126281296","rap guanine nucleotide exchange factor 6-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.2130869074069,0.0114744121525683,2.24245433900632,"1052","Lower than gene mean"
269,"LOC126330497","G-protein coupled receptor GRL101-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.49320346724941,0.000226093852624012,2.15998578115209,"1049","Lower than gene mean"
270,"LOC126282005","protein white-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.22938533057602,0.0460097705480411,3.07416903382492,"1058","Lower than gene mean"
271,"LOC126277871","ATP-binding cassette subfamily G member 4-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.03458740505438,0.0388428228397342,2.87010195713099,"1006","Higher than gene mean"
272,"LOC126266596","alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.34785782759917,1.23340361587677e-15,2.6340580112683,"1006","Higher than gene mean"
273,"LOC126270294","beta-1,3-glucan-binding protein-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.05514914524153,6.57166845388009e-06,2.28880386967064,"1057","Lower than gene mean"
274,"LOC126337076","pseudouridine-5'-phosphate glycosidase-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.05781627778102,0.00312350704112539,2.41688210373016,"1034","Higher than gene mean"
275,"LOC126353865","meiosis-specific with OB domain-containing protein","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.19519765979539,0.030942424599257,2.16326061912299,"1002","Higher than gene mean"
276,"LOC126336563","COMM domain-containing protein 10-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.1214858489674,0.0138216761620532,3.44156026931713,"1002","Higher than gene mean"
277,"LOC126272836","oligosaccharyltransferase complex subunit ostc-B","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.07966346372614,0.00384302964555917,2.16420070616592,"1016","Lower than gene mean"
278,"LOC126354887","translocon-associated protein subunit gamma","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.02283207683922,0.00816950126196946,2.03850958040007,"1058","Lower than gene mean"
279,"LOC126267315","protein patched","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.10267336662101,0.0108247393587308,2.90271215940971,"1002","Higher than gene mean"
280,"LOC126276967","innexin inx7","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.79201611951831,0.000738968473061201,2.54427073469186,"1007","Higher than gene mean"
281,"LOC126353777","lysyl oxidase homolog 3","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.42856156640187,5.35078056098402e-05,3.22516976659192,"1011","Higher than gene mean"
282,"LOC126352958","ornithine aminotransferase, mitochondrial","protein_coding","Infection + diet","Not evaluated in this chromosome-only figure",4,"control_diet83_vs33; control_diet83_vs50; infected_diet83_vs33; infected_diet83_vs50","Control diet 83; Infected diet 83",3.3031178516406,1.68158644234721e-06,2.73401439409294,"1050","Higher than gene mean"
283,"LOC126354907","fumarylacetoacetate hydrolase domain-containing protein 2","protein_coding","Infection + diet","Not evaluated in this chromosome-only figure",3,"control_diet83_vs33; control_diet83_vs50; infection_diet83","Control diet 83",2.09522824907963,2.36013768573458e-07,2.78430866381395,"1041","Higher than gene mean"
284,"LOC126268018","uncharacterized transporter slc-17.2-like","protein_coding","Infection + diet","Not evaluated in this chromosome-only figure",3,"control_diet83_vs33; control_diet83_vs50; infected_diet83_vs33","Control diet 83; Infected diet 83",2.81857263380092,6.12562912920192e-05,2.12050541560499,"1011","Higher than gene mean"
285,"LOC126295405","D-3-phosphoglycerate dehydrogenase","protein_coding","Infection + diet","Not evaluated in this chromosome-only figure",5,"control_diet83_vs33; control_diet83_vs50; infected_diet83_vs33; infection_average_all_diets; infection_diet83","Average control; Control diet 83; Infected diet 83",2.56258218101752,2.93168124443354e-05,2.26102200432025,"1023","Lower than gene mean"
286,"LOC126272511","uricase","protein_coding","Diet in controls","Not evaluated in this chromosome-only figure",2,"control_diet83_vs33; control_diet83_vs50","Control diet 83",3.52520128258112,3.41479254719787e-06,1.91220386363361,"1038","Higher than gene mean"
287,"LOC126278052","phosphoenolpyruvate carboxykinase [GTP]-like","protein_coding","Infection + diet","Not evaluated in this chromosome-only figure",4,"control_diet83_vs33; control_diet83_vs50; infected_diet83_vs33; infected_diet83_vs50","Control diet 83; Infected diet 83",6.90573030420674,1.11837551463672e-20,2.14172378659984,"1011","Higher than gene mean"
288,"LOC126277892","inositol oxygenase-like","protein_coding","Diet in infected","Not evaluated in this chromosome-only figure",2,"infected_diet83_vs33; infected_diet83_vs50","Infected diet 83",2.12405375910554,0.014115745510553,3.30202526066761,"1014","Higher than gene mean"
289,"LOC126266788","trifunctional purine biosynthetic protein adenosine-3-like","protein_coding","Diet in controls","Not evaluated in this chromosome-only figure",1,"control_diet83_vs33","Control diet 83",2.68704161314133,0.0373030293662961,2.36443658321185,"1011","Higher than gene mean"
290,"LOC126269845","protein henna","protein_coding","Diet in controls","Not evaluated in this chromosome-only figure",2,"control_diet83_vs33; control_diet83_vs50","Control diet 83",1.88138289016857,0.00175393913584209,2.0626921352375,"1038","Higher than gene mean"
291,"LOC126281933","xaa-Pro aminopeptidase 1-like","protein_coding","Diet in infected","Not evaluated in this chromosome-only figure",1,"infected_diet83_vs50","Infected diet 83",1.92627982765534,0.0129462852289585,3.47208869842845,"1050","Higher than gene mean"
292,"LOC126272273","probable cytochrome P450 304a1","protein_coding","Diet in infected","Not evaluated in this chromosome-only figure",1,"infected_diet83_vs50","Infected diet 83",4.13696736389037,0.0129462852289585,3.2309073617856,"1050","Higher than gene mean"
293,"LOC126281827","15-hydroxyprostaglandin dehydrogenase [NAD(+)]-like","protein_coding","Diet in infected","Not evaluated in this chromosome-only figure",1,"infected_diet83_vs50","Infected diet 83",5.96548037746752,0.00322376263186203,4.0964342576711,"1050","Higher than gene mean"
294,"LOC126298067","chloride channel protein 2","protein_coding","Diet in controls","Not evaluated in this chromosome-only figure",1,"control_diet83_vs33","Control diet 83",1.20196346724159,0.0136892812880677,3.10584221952585,"1011","Higher than gene mean"
295,"LOC126272899","cytochrome P450 6k1-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.47586619532913,0.00565566428402226,2.2100022276221,"1011","Higher than gene mean"
296,"LOC126267019","ribokinase-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.06424742218198,0.00954964824918699,2.31760985371291,"1011","Higher than gene mean"
297,"LOC126295156","facilitated trehalose transporter Tret1-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.0558417671534,0.000288697882217932,2.81310060199787,"1011","Higher than gene mean"
298,"LOC126281265","phosphoribosylformylglycinamidine synthase","protein_coding","Infection + diet","Not evaluated in this chromosome-only figure",3,"control_diet83_vs33; control_diet83_vs50; infected_diet83_vs33","Control diet 83; Infected diet 83",1.56762853883165,0.00144356490364581,2.45376023073469,"1038","Higher than gene mean"
299,"LOC126354610","trifunctional purine biosynthetic protein adenosine-3","protein_coding","Infection + diet","Not evaluated in this chromosome-only figure",2,"control_diet83_vs33; infected_diet83_vs33","Control diet 83; Infected diet 83",2.19304695204927,0.000603365613007829,2.30045117439985,"1038","Higher than gene mean"
300,"LOC126299364","amidophosphoribosyltransferase-like","protein_coding","Diet in infected","Not evaluated in this chromosome-only figure",1,"infected_diet83_vs33","Infected diet 83",1.83989614728152,0.0386132264477403,2.04992547737676,"1050","Higher than gene mean"
301,"LOC126299365","bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase","protein_coding","Infection + diet","Not evaluated in this chromosome-only figure",2,"control_diet83_vs33; infected_diet83_vs33","Control diet 83; Infected diet 83",1.65834028605028,0.00496298307711623,2.38348960741267,"1038","Higher than gene mean"
302,"LOC126293368","phosphoserine aminotransferase","protein_coding","Infection + diet","Not evaluated in this chromosome-only figure",6,"control_diet83_vs33; infected_diet83_vs33; infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83; Infected diet 83",1.74697070714962,1.44834041646204e-07,2.23790987541879,"1038","Higher than gene mean"
303,"LOC126293737","bifunctional purine biosynthesis protein ATIC","protein_coding","Infection + diet","Not evaluated in this chromosome-only figure",3,"infected_diet83_vs33; infection_average_all_diets; infection_diet33","Average control; Control diet 33; Infected diet 83",2.38616070446513,0.0001436772129325,1.87353295398443,"1050","Higher than gene mean"
304,"LOC126325353","serine hydroxymethyltransferase","protein_coding","Infection + diet","Not evaluated in this chromosome-only figure",2,"infected_diet83_vs33; infection_diet33","Control diet 33; Infected diet 83",2.32608132877246,0.0016483815956814,2.2871578425275,"1050","Higher than gene mean"
305,"LOC126336910","protein charybde-like","protein_coding","Infection + diet","Not evaluated in this chromosome-only figure",4,"control_diet83_vs33; infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",3.11250743361386,5.35005674741579e-07,2.48823220048702,"1041","Higher than gene mean"
306,"LOC126267711","hairy/enhancer-of-split related with YRPW motif protein","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.71204558041771,0.000112107698727957,2.77927761825374,"1041","Higher than gene mean"
307,"LOC126334600","mitochondrial glycine transporter-like","protein_coding","Infection + diet","Not evaluated in this chromosome-only figure",3,"control_diet83_vs33; infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.08094748553282,0.00080972111063036,2.58071966197039,"1041","Higher than gene mean"
308,"LOC126291838","connectin-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.67536205297478,0.0159165267051641,3.25826679488081,"1016","Higher than gene mean"
309,"LOC126319774","ras-like GTP-binding protein Rho1","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",2.37435968633018,0.00131749706135976,2.17121678693,"1040","Higher than gene mean"
310,"LOC126275296","discoidin domain-containing receptor tyrosine kinase B-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.50603014924907,0.0328428191400021,3.10221248186236,"1016","Higher than gene mean"
311,"LOC126355746","mpv17-like protein","protein_coding","Diet in infected","Not evaluated in this chromosome-only figure",1,"infected_diet33_vs50","Infected diet 50",4.19742827328021,0.0193967919550685,4.21911306791896,"1016","Higher than gene mean"
312,"LOC126335538","G protein-activated inward rectifier potassium channel 3-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.1187646946769,0.0162270231115536,2.32269006953375,"1011","Higher than gene mean"
313,"LOC126280942","acid sphingomyelinase-like phosphodiesterase 3a","protein_coding","Diet in infected","Not evaluated in this chromosome-only figure",1,"infected_diet33_vs50","Infected diet 50",3.4177525112039,0.0356104538300182,3.63389559754909,"1016","Higher than gene mean"
314,"LOC126335854","hemicentin-2-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.02921340658782,0.012004680824491,3.15549754442464,"1016","Higher than gene mean"
315,"LOC126278148","phospholipase A1 member A-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.765447688587,0.0216155686391807,2.18552799921686,"1016","Higher than gene mean"
316,"LOC126293357","homeobox protein abdominal-A homolog","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Infected diet 50",3.69040033314734,0.0170967911164922,3.98282374284613,"1016","Higher than gene mean"
317,"LOC126266665","uncharacterized LOC126266665","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Infected diet 50",1.67119919432225,0.0189878678414505,2.47627156463095,"1020","Lower than gene mean"
318,"LOC126285012","dehydrogenase/reductase SDR family member 11-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",3.31713571704308,0.0192552581688116,2.05384641756506,"1025","Higher than gene mean"
319,"LOC126355751","mitogen-activated protein kinase kinase kinase 11-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.12241329750055,0.0141071252567889,2.16760678103902,"1040","Higher than gene mean"
320,"LOC126284446","uncharacterized LOC126284446","lncRNA","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.11544889193338,0.024397690031494,2.42356468604139,"1006","Higher than gene mean"
321,"LOC126335620","hemolymph lipopolysaccharide-binding protein-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.14078180591188,0.0347490268179589,2.1455599034489,"1038","Higher than gene mean"
322,"LOC126299235","uncharacterized LOC126299235","lncRNA","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.21647620928495,0.0413552484958735,2.80770347208151,"1015","Lower than gene mean"
323,"LOC126354284","UDP-glucosyltransferase 2-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.04614688419401,0.0204611415060814,1.83404892023024,"1015","Lower than gene mean"
324,"LOC126292205","esterase FE4-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.11969149949891,0.0416583240801281,3.02081922464893,"1027","Lower than gene mean"
325,"LOC126267190","uncharacterized LOC126267190","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",2.97485498746068,2.49649707240483e-08,2.50038789919221,"1006","Higher than gene mean"
326,"LOC126281750","uncharacterized LOC126281750","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.60337770844066,6.82499062141512e-06,1.91972155103598,"1015","Lower than gene mean"
327,"LOC126297976","delta(24)-sterol reductase-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.6416789054196,4.18767688475781e-07,2.07256641030641,"1006","Higher than gene mean"
328,"LOC126291810","UDP-glucosyltransferase 2-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",3.15079360545436,0.00540132105118473,2.84589167795133,"1016","Higher than gene mean"
329,"LOC126362173","gamma-1-syntrophin","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.40407795116868,0.00121822478596923,2.03229463753823,"1016","Higher than gene mean"
330,"LOC126279111","S-phase kinase-associated protein 2","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.47808656306876,0.000181539916064202,2.66600823953898,"1014","Lower than gene mean"
331,"LOC126356103","E3 ubiquitin-protein ligase LRSAM1-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.07167492245535,0.00273640226118894,2.67346184410946,"1046","Lower than gene mean"
332,"LOC126267060","cadherin-23-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.64170781510094,0.00925271121817915,2.49865864761197,"1040","Higher than gene mean"
333,"LOC126266779","zwei Ig domain protein zig-8-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.37421135325395,0.00693134673741201,2.68168211563364,"1004","Higher than gene mean"
334,"LOC126334820","uncharacterized LOC126334820","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.07727805623464,0.0168614023278405,1.85215959695673,"1041","Higher than gene mean"
335,"LOC126267179","tubulin alpha-1 chain","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.41167878078398,5.56815770696746e-08,2.2871334212756,"1054","Lower than gene mean"
336,"LOC126268218","isopentenyl-diphosphate Delta-isomerase 1-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.39923892708506,1.3940119845647e-08,2.27279213191383,"1054","Lower than gene mean"
337,"LOC126285307","zinc finger SWIM domain-containing protein 7-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.11600700319121,0.0196137170773358,3.45423124303862,"1058","Lower than gene mean"
338,"LOC126298797","uncharacterized LOC126298797","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.67140185034653,6.72656342841293e-05,2.91696938294916,"1002","Lower than gene mean"
339,"LOC126299109","uncharacterized LOC126299109","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.40466358983593,0.000278039669167368,1.89308213494756,"1041","Higher than gene mean"
340,"LOC126298531","BTB/POZ domain-containing protein KCTD12","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.25829549001949,0.0013237264983283,1.9849262843528,"1054","Lower than gene mean"
341,"LOC126335453","chaoptin-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.68991057314302,0.00213975948357877,2.22276745247918,"1002","Lower than gene mean"
342,"LOC126291743","UDP-glucosyltransferase 2-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.76445736737745,0.000857787935986979,2.5309931021605,"1036","Higher than gene mean"
343,"LOC126339830","fatty-acid amide hydrolase 2-A-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.5363978263615,0.015436342679262,2.64223134212733,"1036","Higher than gene mean"
344,"LOC126282257","uncharacterized LOC126282257","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.75733737430751,0.00381033079326717,2.50541386631723,"1020","Lower than gene mean"
345,"LOC126336409","hexamerin-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",2.23923118855948,0.0180765398477357,1.98376781273976,"1014","Higher than gene mean"
346,"LOC126284584","optomotor-blind protein-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.71203347686009,0.0180395862968884,2.16214737262613,"1016","Lower than gene mean"
347,"LOC126356039","protein white-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.22838165743012,7.40434117212597e-05,3.34540731066503,"1024","Lower than gene mean"
348,"LOC126356371","fatty acid synthase","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.03885095179571,0.000179545929858519,2.03012151873042,"1049","Lower than gene mean"
349,"LOC126298496","N-glycosylase/DNA lyase-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.02689748410968,0.00560101415416024,2.11337637348439,"1002","Lower than gene mean"
350,"LOC126354225","ethanolamine-phosphate cytidylyltransferase","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.26004719625552,0.0296486488470192,3.11370827365102,"1002","Lower than gene mean"
351,"LOC126295444","uncharacterized LOC126295444","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.30225334091278,0.00222380167670447,2.83315674386672,"1036","Higher than gene mean"
352,"LOC126299493","1,4-alpha-glucan-branching enzyme-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.01518786052976,0.005053848326685,2.36945015556663,"1036","Higher than gene mean"
353,"LOC126278341","uncharacterized LOC126278341","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.22914607553627,0.0187802576177988,2.21118847742638,"1054","Lower than gene mean"
354,"LOC126293483","DNA replication licensing factor Mcm6","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.03858845310574,0.0106286572050221,2.17328416829424,"1049","Lower than gene mean"
355,"LOC126267979","centromere protein I-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.10503321518105,0.0325440969541671,2.23303398025101,"1002","Lower than gene mean"
356,"LOC126272754","uncharacterized LOC126272754","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.47481767620063,0.0341933080387547,2.11289183981482,"1041","Higher than gene mean"
357,"LOC126278403","protein Spindly-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.09244393486696,7.16384475965404e-05,2.26808528923128,"1041","Higher than gene mean"
358,"LOC126297467","condensin complex subunit 2-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.07852543031688,0.0433683063143437,3.01510846021972,"1058","Lower than gene mean"
359,"LOC126267242","chromosome-associated kinesin KIF4","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.0074475137939,0.00321161592820394,3.09837371587128,"1002","Lower than gene mean"
360,"LOC126281393","uncharacterized LOC126281393","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.56909802913285,0.000499862091092072,2.13053581577882,"1029","Lower than gene mean"
361,"LOC126347975","calponin homology domain-containing protein DDB_G0272472-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.17190115241239,0.0210490860216869,2.18772029720359,"1041","Higher than gene mean"
362,"LOC126284413","protein abnormal spindle-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.087051102417,0.00512115239339089,1.96954710277774,"1029","Lower than gene mean"
363,"LOC126266629","uncharacterized LOC126266629","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.39067104235045,0.00205057435686399,1.8685088886908,"1054","Lower than gene mean"
