"heatmap_row_order","gene_id","Description","DEG_scope","n_infection_diets","infection_diets","directions","comparisons","max_abs_log2FC","min_padj","max_abs_sample_z","sample_with_max_abs_z","sample_deviation_direction"
14,"LOC126282209","Prostaglandin reductase","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.15028106375421,0.00326190878356553,2.25432358219139,"1023","Lower than gene average"
15,"LOC126272126","activity. It is involved in the biological process described with oxidation-reduction process","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.85898144562199,0.000117884069117255,2.23768421187747,"1023","Lower than gene average"
16,"LOC126335352","Belongs to the TPP enzyme family","DEG in 2 diets",2,"33; 83","Higher in control","Diet 33; Diet 83: infected vs control",1.34726817810294,2.30393950090907e-05,2.96403942281855,"1002","Higher than gene average"
17,"LOC126278567","FGGY family of carbohydrate kinases, C-terminal domain","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.19329504106269,0.00695842282855625,2.24127539901385,"1002","Higher than gene average"
18,"LOC126284231","no description","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",3.08683297591717,5.68721628452418e-12,2.44135524557709,"1023","Lower than gene average"
19,"LOC126335182","Belongs to the 5'-nucleotidase family","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",1.68062159527072,3.29443299633775e-06,2.0813495597452,"1037","Higher than gene average"
20,"LOC126336695","Glutathione S-transferase, C-terminal domain","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",1.5744018540379,0.00129454894467523,2.30044791965161,"1038","Higher than gene average"
21,"LOC126336124","It is involved in the biological process described with Notch signaling pathway","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",2.08820950758484,0.019483999887555,1.9166678235044,"1002","Higher than gene average"
22,"LOC126352026","no description","DEG in 2 diets",2,"50; 83","Higher in control","Diet 50; Diet 83: infected vs control",2.28318948104389,0.00835593718503217,2.24961348620382,"1004","Higher than gene average"
23,"LOC126335106","Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",2.39159780754634,0.00855690382168896,2.96103251706793,"1023","Lower than gene average"
24,"LOC126298212","L-ascorbic acid metabolic process","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.34103697179639,0.0172479269371656,3.27330632966925,"1023","Lower than gene average"
25,"LOC126272589","Laminin G domain","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.54494540090826,0.0234348572686078,2.60860175439705,"1002","Higher than gene average"
26,"LOC126335854","Immunoglobulin like","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",2.02921340658782,0.034964678850268,3.15549754442465,"1016","Higher than gene average"
27,"LOC126284811","Belongs to the GMC oxidoreductase family","DEG in 2 diets",2,"33; 83","Higher in control","Diet 33; Diet 83: infected vs control",2.39357497208033,3.58421869851534e-05,2.07219651970105,"1042","Lower than gene average"
28,"LOC126268199","no description","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",3.67236435944611,8.93205370513643e-05,1.76529519711113,"1036","Higher than gene average"
29,"LOC126292163","-","DEG in 2 diets",2,"50; 83","Higher in control","Diet 50; Diet 83: infected vs control",2.40676779519586,0.00751621712483613,2.06716697486967,"1004","Higher than gene average"
30,"LOC126336752","Cell surface proteoglycan that bears heparan sulfate","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.06031793259197,0.000878221114450316,2.22156730028099,"1025","Lower than gene average"
31,"LOC126324835","UDP-sugar transporter","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.08594836955239,0.0143683178811103,2.48787820322907,"1030","Higher than gene average"
32,"LOC126336534","no description","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",5.26576589066373,8.1330009673908e-07,2.57802910944986,"1006","Higher than gene average"
33,"LOC126336535","no description","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",4.31969531296416,0.00246641733148233,2.48248345993345,"1006","Higher than gene average"
34,"LOC126336539","no description","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",4.6250379606876,1.18172781449851e-05,2.57364009319225,"1006","Higher than gene average"
35,"LOC126336537","no description","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",2.98118292041095,0.00222380167670447,2.66746541812303,"1006","Higher than gene average"
36,"LOC126336531","no description","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",3.19248492494226,0.00755101479844592,2.74324986217913,"1006","Higher than gene average"
37,"LOC126336529","no description","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",3.40760751694124,0.00315267215169121,2.22922982251921,"1023","Lower than gene average"
38,"LOC126336533","no description","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",3.91736607495162,1.38908347149391e-05,2.31666264651172,"1023","Lower than gene average"
39,"LOC126336532","no description","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",3.5825665482586,0.000295328845961857,2.4254546342291,"1023","Lower than gene average"
40,"LOC126336538","no description","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",4.32120041161196,9.20926419529652e-06,2.18851887679705,"1006","Higher than gene average"
41,"LOC126336541","no description","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",3.27099004385094,0.00403940477467375,2.2378927297352,"1030","Higher than gene average"
42,"LOC126297442","Glycosyl-transferase for dystroglycan","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.90450510893333,0.000922733049553442,2.12976621314326,"1030","Higher than gene average"
43,"LOC126266657","hyaluronan, chondroitin sulfate, and heparan sulfate","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.90797128679859,0.00248428835112438,2.53320762424557,"1030","Higher than gene average"
44,"LOC126284936","no description","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",4.40509497324963,0.00014450432890023,3.18351185441636,"1006","Higher than gene average"
45,"LOC126355724","UDP-galactosyltransferase activity","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",2.52229255846916,9.20926419529652e-06,3.01260500222458,"1006","Higher than gene average"
46,"LOC126299533","nutrient reservoir activity","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",2.79378665990489,0.0200282016190444,2.72685642818736,"1006","Higher than gene average"
47,"LOC126278068","Belongs to the AB hydrolase superfamily. Lipase family","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",3.87317096457304,0.000384527445355805,2.41112445999231,"1034","Higher than gene average"
48,"LOC126354068","Belongs to the type-B carboxylesterase lipase family","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",3.07907813183501,0.0460435208292644,1.90100602111622,"1016","Lower than gene average"
49,"LOC126297991","Sulfotransferase family","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",2.02382256085335,6.4636943874792e-06,2.09143421097498,"1034","Higher than gene average"
50,"LOC126336201","-","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",3.12436772149655,0.00265628857869213,1.72595523715047,"1030","Higher than gene average"
51,"LOC126281915","no description","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",3.68030643425263,0.0012907721240082,2.35094527975079,"1023","Lower than gene average"
52,"LOC126278456","-","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",2.89293629130977,0.000146994782815248,2.32853217205661,"1006","Higher than gene average"
53,"LOC126281914","no description","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",2.94456456683292,0.00157851258911509,2.46352147253653,"1042","Lower than gene average"
54,"LOC126306122","no description","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",2.4055023235377,0.0104975555742848,2.24535829515073,"1042","Lower than gene average"
55,"LOC126284914","no description","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",2.45196721333045,0.0122826427796171,3.0724166945754,"1023","Lower than gene average"
56,"LOC126336543","no description","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",2.0432405977319,0.0269184741679191,3.53550709119236,"1023","Lower than gene average"
57,"LOC126284812","Belongs to the GMC oxidoreductase family","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",3.26987701625151,5.64708969042341e-05,2.13525342661401,"1023","Lower than gene average"
58,"LOC126277383","no description","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",3.13450711139022,0.0012221679560291,2.60286784946934,"1023","Lower than gene average"
59,"LOC126272129","activity. It is involved in the biological process described with oxidation-reduction process","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.49294947906738,0.0184947768485133,2.86198600309758,"1006","Higher than gene average"
60,"LOC126267315","Hedgehog receptor activity","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.10267336662101,0.0108247393587308,2.90271215940972,"1002","Higher than gene average"
61,"LOC126273842","AAA domain","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.04373858355296,0.0109294478213736,2.62987845674111,"1027","Lower than gene average"
62,"LOC126267249","Oxidoreductase activity, acting on the CH-CH group of donors. It is involved in the biological process described with lipid metabolic process","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.1354705012691,0.0366120317753792,2.95430738491784,"1032","Higher than gene average"
63,"LOC126282005","ABC-2 type transporter","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.22938533057602,0.0460097705480411,3.07416903382492,"1058","Lower than gene average"
64,"LOC126277871","ATP binding","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.03458740505438,0.0388428228397342,2.87010195713099,"1006","Higher than gene average"
65,"LOC126266596","Transferase activity, transferring hexosyl groups. It is involved in the biological process described with carbohydrate metabolic process","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",2.34785782759917,4.49132446494274e-06,2.6340580112683,"1006","Higher than gene average"
66,"LOC126270294","no description","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",2.05514914524153,0.0132526504087277,2.28880386967064,"1057","Lower than gene average"
67,"LOC126322885","-","DEG in 2 diets",2,"33; 83","Higher in control","Diet 33; Diet 83: infected vs control",1.70466795802918,0.00111170931284403,3.24025699468958,"1006","Higher than gene average"
68,"LOC126266835","-","DEG in 2 diets",2,"33; 83","Higher in control","Diet 33; Diet 83: infected vs control",2.09910561705116,0.00203918338897432,2.29985194774167,"1054","Lower than gene average"
69,"LOC126334943","Ion channel activity. It is involved in the biological process described with ion transport","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.40241844647874,0.000805280916601623,2.82774413547851,"1049","Lower than gene average"
70,"LOC126345346","-","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.5111282575687,0.000492913394519813,2.70807678025223,"1006","Higher than gene average"
71,"LOC126353919","Lipase","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.70944663633126,0.0203237338426818,2.08625970747416,"1042","Lower than gene average"
72,"LOC126336041","Carboxylesterase family","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.15818392962432,0.00201003366544888,2.96873646952574,"1029","Lower than gene average"
73,"LOC126335345","Carboxylesterase family","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.01104071923928,0.0422172865137782,2.61561324795298,"1029","Lower than gene average"
74,"LOC126330497","G-protein coupled receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.49320346724941,0.0325905385096482,2.15998578115209,"1049","Lower than gene average"
75,"LOC126281296","Rap guanyl-nucleotide exchange factor activity","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.2130869074069,0.0114744121525683,2.24245433900632,"1052","Lower than gene average"
76,"LOC126284556","no description","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",2.36984678744493,0.014471747652593,2.87061864864336,"1006","Higher than gene average"
77,"LOC126281387","Odorant receptor","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",2.23829405468345,0.0399861780714049,1.79097650899415,"1006","Higher than gene average"
78,"LOC126272753","Domain present in PSD-95, Dlg, and ZO-1/2.","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.26167574129495,0.000369797499261495,2.26610514405387,"1002","Higher than gene average"
79,"LOC126267997","Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.43520843480415,0.000279053636251197,2.37341658442746,"1004","Higher than gene average"
80,"LOC126354218","Domain present in PSD-95, Dlg, and ZO-1/2.","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.01691832886899,0.0156507592837821,2.22759093345137,"1023","Lower than gene average"
81,"LOC126299550","ATP binding","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.11671700588663,0.00835593718503217,2.9306374671022,"1016","Lower than gene average"
82,"LOC126329244","Calcium ion binding","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.04753435855249,0.0218858125408175,2.06562037729751,"1049","Lower than gene average"
83,"LOC126278678","Headcase protein","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.04859795277609,0.0182767109267896,2.95277634149119,"1057","Lower than gene average"
84,"LOC126299541","Phosphatidylinositol 3-kinase regulatory subunit P85 inter-SH2 domain","DEG in 2 diets",2,"50; 83","Higher in control","Diet 50; Diet 83: infected vs control",1.26255493892398,1.75715431621868e-07,1.91960204860257,"1058","Lower than gene average"
85,"LOC126336337","It is involved in the biological process described with negative regulation of signal transduction","DEG in 2 diets",2,"50; 83","Higher in control","Diet 50; Diet 83: infected vs control",1.53680318892676,0.00212345918540932,1.956179832421,"1057","Lower than gene average"
86,"LOC126354904","Enoyl-(Acyl carrier protein) reductase","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.16035939487193,0.00680090530303589,1.99791394147284,"1016","Lower than gene average"
87,"LOC126291694","N-acetyltransferase activity","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.07110787366338,0.0482700232483936,2.17686176208338,"1027","Lower than gene average"
88,"LOC126335078","Zinc-binding domain present in Lin-11, Isl-1, Mec-3.","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.21764839973354,0.00962789965710996,2.21219118738548,"1050","Higher than gene average"
89,"LOC126266832","Notch ligand involved in the mediation of Notch signaling","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.42445718103756,0.00207758367747973,2.44050429718264,"1058","Lower than gene average"
90,"LOC126336809","Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.27362155039346,0.000524213601669873,2.11675135921085,"1054","Lower than gene average"
91,"LOC126267253","Belongs to the heat shock protein 70 family","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.4678064453413,0.0289176620096866,2.24277583423116,"1006","Higher than gene average"
92,"LOC126281857","Cytochrome P-450","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",2.81186370669284,0.000339653225374139,2.50299787068332,"1007","Higher than gene average"
93,"LOC126344004","no description","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",2.68605073776724,1.27499439467976e-06,2.1168705064985,"1009","Higher than gene average"
94,"LOC126336866","Malic enzyme, NAD binding domain","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",3.29949346344175,3.39825186941529e-11,2.34702699208548,"1037","Higher than gene average"
95,"LOC126336481","The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2)","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.04579757125786,0.00167722501314271,2.62318729319193,"1009","Higher than gene average"
96,"LOC126295000","no description","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.22928731499854,0.00182318741124922,2.34144418859897,"1037","Higher than gene average"
97,"LOC126335184","5NUC-like","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.21418279114143,0.0349122863528309,2.76035488745067,"1023","Lower than gene average"
98,"LOC126282115","no description","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.88331689926263,0.00113701902610547,2.89751670992492,"1037","Higher than gene average"
99,"LOC126335600","Enoyl-(Acyl carrier protein) reductase","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",3.16769266151481,0.00151313195530563,3.3317023832792,"1037","Higher than gene average"
100,"LOC126335593","Conserved hypothetical protein","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.54381576080393,0.00767748657973098,3.04369227627352,"1002","Higher than gene average"
101,"LOC126336563","COMM domain","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.1214858489674,0.0138216761620532,3.44156026931713,"1002","Higher than gene average"
102,"LOC126278019","39S ribosomal protein L14, mitochondrial","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.1424395805527,0.000878221114450316,1.80250768790884,"1023","Lower than gene average"
103,"LOC126334678","Belongs to the type-B carboxylesterase lipase family","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.04948023187266,0.0179660739245904,4.22436763787915,"1016","Lower than gene average"
104,"LOC126326152","N-acetyltransferase activity","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.03310088624786,0.044186967693145,3.38331894989098,"1016","Lower than gene average"
105,"LOC126271983","BLOC-1-related complex sub-unit 8","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.13066124661835,0.0446955638502963,3.22119691091636,"1016","Lower than gene average"
106,"LOC126336759","no description","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.1199791440216,0.00644836799288027,2.65367775749096,"1003","Higher than gene average"
107,"LOC126329483","GMC oxidoreductase","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.76609608461524,0.0200130225768034,2.19518272974372,"1016","Lower than gene average"
108,"LOC126272463","no description","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.22959196498517,0.00282470310504259,2.44616925355891,"1016","Lower than gene average"
109,"LOC126352738","Belongs to the peptidase S1 family","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.09022337901852,0.00352271845209615,2.54988945302156,"1002","Higher than gene average"
110,"LOC126271206","no description","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.59399649512825,0.0453531210911125,2.29626557004566,"1014","Lower than gene average"
111,"LOC126281302","no description","DEG in 2 diets",2,"50; 83","Higher in control","Diet 50; Diet 83: infected vs control",4.78222527401347,1.29776984084406e-05,2.01678700807274,"1004","Higher than gene average"
112,"LOC126297494","Catalyzes the rate-limiting step of the oxidative pentose-phosphate pathway, which represents a route for the dissimilation of carbohydrates besides glycolysis","DEG in 2 diets",2,"50; 83","Higher in control","Diet 50; Diet 83: infected vs control",1.38413773041172,0.00192749535428611,1.78645962961262,"1058","Lower than gene average"
113,"LOC126365941","Belongs to the aconitase IPM isomerase family","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",1.43560342927448,4.84267181758321e-05,2.25735979883981,"1034","Higher than gene average"
114,"LOC126335505","Belongs to the isocitrate and isopropylmalate dehydrogenases family","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",1.35748613988231,0.00159453925713646,2.31278541780133,"1002","Higher than gene average"
115,"LOC126337076","Hydrolase activity, acting on glycosyl bonds","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.05781627778102,0.00312350704112539,2.41688210373016,"1034","Higher than gene average"
116,"LOC126272836","OST3 / OST6 family, transporter family","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.07966346372614,0.00384302964555917,2.16420070616592,"1016","Lower than gene average"
117,"LOC126354887","It is involved in the biological process described with cotranslational protein targeting to membrane","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.02283207683922,0.00816950126196946,2.03850958040007,"1058","Lower than gene average"
118,"LOC126334561","S-adenosyl-L-homocysteine hydrolase, NAD binding domain","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.06219908372149,0.00367753294164474,2.29659116000362,"1007","Higher than gene average"
119,"LOC126335222","Folded gastrulation N-terminus","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",1.83458415965996,0.00239058424454164,2.28147944796179,"1027","Lower than gene average"
120,"LOC126276633","Calcium ion binding","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.1810793493038,0.000495835276823153,1.97691037620493,"1007","Higher than gene average"
121,"LOC126285032","-","DEG in 3 diets",3,"33; 50; 83","Higher in control","Diet 33; Diet 50; Diet 83: infected vs control",1.78268557073163,0.00522213010700603,2.21917120934289,"1016","Lower than gene average"
122,"LOC126336557","-","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.12304309791099,0.0269647793686343,3.48054521566711,"1023","Lower than gene average"
123,"LOC126299062","-","DEG in 2 diets",2,"50; 83","Higher in control","Diet 50; Diet 83: infected vs control",1.64010739198541,0.00225523303126263,3.40973247460894,"1023","Lower than gene average"
124,"LOC126272063","no description","DEG in 2 diets",2,"50; 83","Higher in control","Diet 50; Diet 83: infected vs control",1.11962464054138,0.00293459645436015,2.39700929816838,"1049","Lower than gene average"
125,"LOC126278345","-","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.04708577635873,0.00683011587785248,2.3150495679409,"1037","Higher than gene average"
126,"LOC126354602","-","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.31093031566693,0.0068899860554565,3.07299776362109,"1016","Lower than gene average"
127,"LOC126271900","-","DEG in 1 diet",1,"83","Higher in control","Diet 83: infected vs control",1.13111196463245,0.00424110410295142,2.22076337786588,"1027","Lower than gene average"
128,"LOC126354642","helix loop helix domain","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.36402498350215,0.00943015325988782,1.85763753328629,"1002","Higher than gene average"
129,"LOC126354478","activity. It is involved in the biological process described with carbohydrate transport","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.21199773740254,0.0329602685705485,2.53680122303759,"1016","Lower than gene average"
130,"LOC126272566","Di-glucose binding within endoplasmic reticulum","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.07242060666218,0.0265686872264891,2.08045091910128,"1003","Higher than gene average"
131,"LOC126277907","coenzyme binding. It is involved in the biological process described with galactose metabolic process","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.22889860621434,0.0330778557109033,1.78749225526051,"1023","Lower than gene average"
132,"LOC126365911","Catalytic subunit of the molybdopterin synthase complex, a complex that catalyzes the conversion of precursor Z into molybdopterin. Acts by mediating the incorporation of 2 sulfur atoms from thiocarboxylated MOCS2A into precursor Z to generate a dithiolene group","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.76162138168945,0.000789707912417691,2.222101559669,"1015","Lower than gene average"
133,"LOC126281164","Dolichol-phosphate mannosyltransferase subunit 3 (DPM3)","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.36989909182244,0.0101215360885619,3.40405217150798,"1014","Lower than gene average"
134,"LOC126336425","no description","DEG in 1 diet",1,"33","Higher in control","Diet 33: infected vs control",1.80588340799868,0.00775863556655015,3.28439938750772,"1006","Higher than gene average"
135,"LOC126334929","Eukaryotic translation Initiation Factor","DEG in 2 diets",2,"33; 50","Higher in control","Diet 33; Diet 50: infected vs control",1.17259199304172,0.0298050886292318,2.23685845804281,"1023","Lower than gene average"
136,"LOC126281949","Belongs to the ALG6 ALG8 glucosyltransferase family","DEG in 1 diet",1,"50","Higher in control","Diet 50: infected vs control",1.13067419314859,0.000142270367716713,2.15107683155002,"1002","Higher than gene average"
