gene_id,description,gene_biotype,sequence_class,seqid,contrast_family,contrast_id,numerator,denominator,log2FoldChange,padj,higher_in
LOC126272961,uncharacterized LOC126272961,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.756176038921696,0.0067422467942236716,Infected diet 83
LOC126298731,DEP domain-containing protein 1A-like,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.8464291492375595,0.0067422467942236716,Control diet 83
LOC126272864,venom dipeptidyl peptidase 4-like,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.9312438979847435,0.006831338953896954,Infected diet 83
LOC126336416,allergen Cr-PI-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.3491776761840812,0.006910509095143469,Infected diet 83
LOC126284577,endocuticle structural glycoprotein ABD-4-like,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-4.360766963641724,0.0069124924644688255,Control diet 83
LOC126268218,isopentenyl-diphosphate Delta-isomerase 1-like,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.340810946248877,0.0069180896815129456,Control diet 83
LOC126336500,prolyl 4-hydroxylase subunit alpha-1,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.0861222727210897,0.0072422124446478225,Infected diet 83
LOC126332740,juvenile hormone esterase-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-4.311016819189969,0.007312120293943118,Control diet 83
LOC126354547,cuticle protein 16.5-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-2.7213552471473093,0.007320756806356995,Control diet 83
LOC126334758,POC1 centriolar protein homolog A-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-3.2789723387845844,0.007361804636875791,Control diet 83
LOC126356328,uncharacterized LOC126356328,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,2.860756228296612,0.007361804636875791,Infected diet 83
LOC126278549,histone H2A-like,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.4145872503171926,0.0074377708530535555,Control diet 83
LOC126355358,collagen alpha-1(XVIII) chain-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.346371273310202,0.0074377708530535555,Infected diet 83
LOC126354460,15-hydroxyprostaglandin dehydrogenase [NAD(+)]-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.6285229287037741,0.007477909241024901,Control diet 83
LOC126365743,uncharacterized LOC126365743,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.2307816165470493,0.0074966232593124925,Infected diet 83
LOC126292045,uncharacterized LOC126292045,protein_coding,Nuclear chromosome,NC_064928.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.7720257659579228,0.007525540259912998,Infected diet 83
LOC126284373,uncharacterized LOC126284373,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-2.2041751112293357,0.007536647181403109,Control diet 83
LOC126281231,uncharacterized LOC126281231,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,3.353546900891884,0.007556713789337177,Infected diet 83
LOC126356182,probable small nuclear ribonucleoprotein G,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.0005839315161102,0.007556713789337177,Control diet 83
LOC126354926,uncharacterized LOC126354926,lncRNA,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-4.0147589065099805,0.007686254714854308,Control diet 83
LOC126267473,pyrroline-5-carboxylate reductase 3,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.9072713125492555,0.0077455041307188735,Infected diet 83
LOC126271741,ankyrin repeat domain-containing protein SOWAHA-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.1580814233038472,0.0077608596299405565,Infected diet 83
LOC126293302,uncharacterized LOC126293302,protein_coding,Nuclear chromosome,NC_064929.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.0055842578870875,0.0077608596299405565,Control diet 83
LOC126355041,"beta-1,3-glucan-binding protein-like",protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,2.583226970835052,0.0077608596299405565,Infected diet 83
LOC126267876,uncharacterized LOC126267876,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,2.1058429556507026,0.008051601020586432,Infected diet 83
LOC126335229,uncharacterized LOC126335229,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.2185637944852046,0.008072031931224374,Infected diet 83
LOC126336928,S-adenosylmethionine mitochondrial carrier protein homolog,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.376477935030069,0.00808382915218958,Control diet 83
LOC126295335,E3 ubiquitin-protein ligase MIB2,protein_coding,Nuclear chromosome,NC_064930.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.3914653474378103,0.00818291002038197,Infected diet 83
LOC126295125,prostamide/prostaglandin F synthase-like,protein_coding,Nuclear chromosome,NC_064930.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.2422315724461441,0.008198190634513396,Control diet 83
LOC126343175,transferrin,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,2.0537589504334495,0.008210781227192371,Infected diet 83
LOC126284812,"glucose dehydrogenase [FAD, quinone]-like",protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-2.5191023961812364,0.008351876878715771,Control diet 83
LOC126299374,uncharacterized LOC126299374,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,2.607591856568541,0.008351876878715771,Infected diet 83
LOC126272361,lysozyme-like,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,2.573122735118785,0.008398139465116658,Infected diet 83
LOC126356267,PHD finger protein 21A-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.3051425037168414,0.008429990551006732,Infected diet 83
LOC126272363,uncharacterized LOC126272363,lncRNA,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.8812157037365222,0.008493671773240894,Infected diet 83
LOC126295065,"POU domain, class 4, transcription factor 1-like",protein_coding,Nuclear chromosome,NC_064930.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.688284327487274,0.008544878442397947,Infected diet 83
LOC126299062,uncharacterized LOC126299062,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.610505213458851,0.00855690382168896,Control diet 83
LOC126335106,sodium-coupled monocarboxylate transporter 1-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-2.391597807546344,0.00855690382168896,Control diet 83
LOC126285340,"nascent polypeptide-associated complex subunit alpha, muscle-specific form-like",protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.8596628380784659,0.008596692314723991,Infected diet 83
LOC126284235,secreted protein C-like,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-4.1552046411255414,0.008645467405804217,Control diet 83
LOC126282100,thymidine phosphorylase-like,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.7331147354459284,0.008662778633999571,Infected diet 83
LOC126291639,mannose-binding protein C-like,protein_coding,Nuclear chromosome,NC_064928.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,2.478012187039115,0.00869473419194617,Infected diet 83
LOC126281330,phosphatidylinositol phosphatase PTPRQ-like,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,2.0103495571636305,0.008750117580288975,Infected diet 83
LOC126281914,uncharacterized LOC126281914,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-2.805900557895083,0.008750117580288975,Control diet 83
LOC126271938,cilia- and flagella-associated protein 251-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,2.075803338725514,0.008871752733437214,Infected diet 83
LOC126293404,"aminomethyltransferase, mitochondrial",protein_coding,Nuclear chromosome,NC_064929.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.2834625447821444,0.008894117311147944,Control diet 83
LOC126281598,ets DNA-binding protein pokkuri-like,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.163944524656691,0.009002324887221629,Infected diet 83
LOC126267575,uncharacterized LOC126267575,lncRNA,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.9248350544600545,0.00913948833665442,Infected diet 83
LOC126266649,uncharacterized LOC126266649,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.8695322341787364,0.00919567891974952,Infected diet 83
LOC126336948,lysosomal alpha-mannosidase-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-3.0532284692939373,0.00920750951847261,Control diet 83
LOC126281299,uncharacterized LOC126281299,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-3.8209763089299025,0.009446254578380808,Control diet 83
LOC126336737,uncharacterized LOC126336737,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,2.011206041930383,0.009457526382587556,Infected diet 83
LOC126267019,ribokinase-like,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.0642474221819764,0.009549648249186998,Control diet 83
LOC126293297,uncharacterized LOC126293297,protein_coding,Nuclear chromosome,NC_064929.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.175242246684714,0.009549648249186998,Infected diet 83
LOC126293180,mucin-5AC-like,protein_coding,Nuclear chromosome,NC_064929.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,2.009458180143884,0.0096294884777529,Infected diet 83
LOC126297555,protein Malvolio,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.570857422027053,0.009692487137645004,Infected diet 83
LOC126268138,mitogen-activated protein kinase kinase kinase 13-like,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.0843773762484998,0.0099596916574185,Infected diet 83
LOC126299530,uncharacterized LOC126299530,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.7860132978379248,0.01047854736462402,Control diet 83
LOC126334976,uncharacterized LOC126334976,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,3.0910627484861024,0.010497456492899088,Infected diet 83
LOC126295442,uncharacterized LOC126295442,protein_coding,Nuclear chromosome,NC_064930.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.4299948405887597,0.010615397034562003,Control diet 83
LOC126267315,protein patched,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.102673366621007,0.010824739358730828,Control diet 83
LOC126284573,deoxyuridine 5'-triphosphate nucleotidohydrolase-like,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-2.009037938493063,0.010824739358730828,Control diet 83
LOC126334526,uncharacterized LOC126334526,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.0547397565366279,0.010921511227408861,Infected diet 83
LOC126273842,TRPL translocation defect protein 14,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.0437385835529611,0.010929447821373608,Control diet 83
LOC126281302,uncharacterized LOC126281302,lncRNA,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-3.3349534581213836,0.011393345158082343,Control diet 83
LOC126335202,uncharacterized LOC126335202,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-3.286238401216926,0.011400587617469147,Control diet 83
LOC126357770,EH domain-containing protein 3-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.2732720226606913,0.011511001052348223,Infected diet 83
LOC126284629,uncharacterized LOC126284629,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.7723404316662483,0.01158662459879593,Control diet 83
LOC126353777,lysyl oxidase homolog 3,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.428561566401875,0.011681008245771838,Control diet 83
LOC126283957,aldo-keto reductase family 1 member B1-like,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.9225654601558513,0.01201943092451663,Control diet 83
LOC126293478,natterin-3-like,protein_coding,Nuclear chromosome,NC_064929.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.7932023508758739,0.012060326445283305,Infected diet 83
LOC126363354,proton-coupled amino acid transporter-like protein pathetic,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.1384761703086987,0.012210751709604447,Control diet 83
LOC126293296,uncharacterized LOC126293296,protein_coding,Nuclear chromosome,NC_064929.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.330827985036282,0.012327362514757589,Infected diet 83
LOC126284276,mitotic spindle assembly checkpoint protein MAD2A,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-2.6441413193900156,0.012352845147484876,Control diet 83
LOC126356252,shootin-1-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.1463848263562204,0.012603809410951149,Infected diet 83
LOC126334994,sodium-independent sulfate anion transporter-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,3.1855223480927806,0.01260931640836094,Infected diet 83
LOC126360693,legumain-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.588377699899961,0.012722619115094064,Infected diet 83
LOC126267179,tubulin alpha-1 chain,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.4116787807839781,0.012774663903880771,Control diet 83
LOC126281335,outer dense fiber protein 3,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-2.727279901625877,0.012774663903880771,Control diet 83
LOC126336656,"dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11-like",protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.0832782409595783,0.012774663903880771,Infected diet 83
LOC126354927,uncharacterized LOC126354927,lncRNA,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-3.321891042023152,0.012889587274917435,Control diet 83
LOC126356152,amphoterin-induced protein 3-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.0758072031302308,0.012891232650054447,Infected diet 83
LOC126268200,"arginine-hydroxylase NDUFAF5, mitochondrial",protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.2028565881412367,0.012929132898942175,Control diet 83
LOC126354282,UDP-glucosyltransferase 2-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-2.590640644189113,0.013105023566690034,Control diet 83
LOC126276533,catalase,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.248105112693879,0.013546325132241566,Control diet 83
LOC126336764,chromosome transmission fidelity protein 18 homolog,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.9322718202101703,0.013561322863755216,Infected diet 83
LOC126355051,dorsal-ventral patterning protein Sog-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.2535415163401844,0.013594312200177915,Infected diet 83
LOC126354562,uncharacterized LOC126354562,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.7745156243226101,0.013608813581527828,Infected diet 83
LOC126278382,GTP-binding protein Rit2,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,3.4781326500119594,0.01375763757532942,Infected diet 83
LOC126273558,uncharacterized LOC126273558,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,3.860056717430914,0.013828008372021075,Infected diet 83
LOC126281178,tumor necrosis factor alpha-induced protein 8-like protein,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.489717695924354,0.013860141664152226,Infected diet 83
LOC126284914,uncharacterized LOC126284914,lncRNA,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-2.451967213330448,0.013910970688866335,Control diet 83
LOC126336628,UDP-glycosyltransferase UGT5-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-2.527709899367312,0.013957213309694936,Control diet 83
LOC126284106,cuticle protein 9.5-like,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-4.698893713756732,0.013981322757533174,Control diet 83
LOC126271480,uncharacterized LOC126271480,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,2.6422877529056725,0.014336191122537685,Infected diet 83
LOC126354594,protein hairy,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.4378264009800914,0.014336191122537685,Control diet 83
LOC126324835,UDP-sugar transporter UST74c-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.0859483695523904,0.014368317881110287,Control diet 83
LOC126281300,uncharacterized LOC126281300,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-5.412170848002623,0.014562946189117876,Control diet 83
LOC126272801,UDP-glucose 4-epimerase-like,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.2548505991872814,0.014699334687619485,Infected diet 83
LOC126266642,nuclear pore complex protein Nup155,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.0284917407699001,0.014756702168967881,Control diet 83
LOC126273334,zinc finger protein ush,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.2874177159658098,0.014845787602113105,Infected diet 83
LOC126281562,UDP-glucosyltransferase 2-like,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.240183274748853,0.014845787602113105,Control diet 83
LOC126278410,astakine-like,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,3.1400759241884386,0.01516574893932843,Infected diet 83
LOC126354265,glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.1868436708723382,0.015430922099222838,Infected diet 83
LOC126272512,"probable 28S ribosomal protein S25, mitochondrial",protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.0944301572142745,0.01546740757147662,Control diet 83
LOC126272858,growth arrest and DNA damage-inducible protein GADD45 gamma,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.7300984681038245,0.01546740757147662,Infected diet 83
LOC126336538,proline-rich protein 2-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-2.939037568434843,0.015581643251270132,Control diet 83
LOC126272289,cyclin-dependent kinases regulatory subunit,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-2.5558340063154983,0.015669639674827686,Control diet 83
LOC126284041,bifunctional heparan sulfate N-deacetylase/N-sulfotransferase,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.001954381874616,0.01578668476733374,Infected diet 83
LOC126271895,uncharacterized LOC126271895,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,2.2665811502367634,0.01580252328753641,Infected diet 83
LOC126277867,parathyroid hormone/parathyroid hormone-related peptide receptor-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.6093656570521757,0.01580252328753641,Infected diet 83
LOC126267016,solute carrier family 66 member 3,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.330587582431533,0.015898235424491335,Control diet 83
LOC126273028,allergen Tha p 1-like,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,4.332885436917042,0.015898235424491335,Infected diet 83
LOC126354672,F-box only protein 32,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.6131158842688125,0.015898235424491335,Infected diet 83
LOC126291838,connectin-like,protein_coding,Nuclear chromosome,NC_064928.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.6753620529747828,0.015916526705164132,Control diet 83
LOC126332062,uncharacterized LOC126332062,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,8.893347452960867,0.01594754198554959,Infected diet 83
LOC126278268,uncharacterized LOC126278268,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-3.750802696011419,0.016001245400342656,Control diet 83
LOC126284086,endocuticle structural glycoprotein SgAbd-4,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-3.3497741528053644,0.016001245400342656,Control diet 83
LOC126336625,UDP-glucosyltransferase 2-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-4.113193598753576,0.016001245400342656,Control diet 83
LOC126281978,mast/stem cell growth factor receptor kita-like,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,2.0090555523856684,0.016083013332438334,Infected diet 83
LOC126285283,"glucose dehydrogenase [FAD, quinone]-like",protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.5766175554981205,0.016133286760135514,Infected diet 83
LOC126336958,uncharacterized LOC126336958,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-3.9366886167683326,0.016657002847706034,Control diet 83
LOC126354521,cuticle protein 18.6-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-3.767521777749988,0.016657002847706034,Control diet 83
LOC126287991,serine/arginine repetitive matrix protein 2-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.5934865005019632,0.016672967656451373,Infected diet 83
LOC126282271,histone H2A.V,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.2607410565960997,0.016835391723740222,Control diet 83
LOC126272336,uncharacterized LOC126272336,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.1472366411624624,0.01698809299561886,Infected diet 83
LOC126354871,"solute carrier family 2, facilitated glucose transporter member 1-like",protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.7006861114035248,0.017270977120187766,Infected diet 83
LOC126365983,lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.6758119065231698,0.017436456146614807,Infected diet 83
LOC126280394,alanine and glycine-rich protein-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,4.649657627259929,0.017441775400763106,Infected diet 83
LOC126334532,heparan sulfate glucosamine 3-O-sulfotransferase 1,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.4919921408554677,0.017629342645904055,Infected diet 83
LOC126347864,uncharacterized LOC126347864,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-2.22125322579393,0.017650639740073627,Control diet 83
LOC126297535,excitatory amino acid transporter 1,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,1.1250480553918896,0.017691139993414057,Infected diet 83
LOC126339755,inter-alpha-trypsin inhibitor heavy chain H4-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,2.2669507668546003,0.017726766788594958,Infected diet 83
LOC126278530,uncharacterized LOC126278530,lncRNA,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.053404198052177,0.017852271257497356,Control diet 83
LOC126336337,protein charybde-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-1.3598315525543638,0.017852271257497356,Control diet 83
LOC126355702,ice-structuring glycoprotein-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,-2.5916398482880845,0.0178621474732747,Control diet 83
LOC126273030,allergen Tha p 1-like,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet83,Infected diet 83,Control diet 83,5.192104441034665,0.017868439962703687,Infected diet 83
