"expression_cluster","database","background","term_id","term_name","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","Count","gene_id","DEG_context","phase_class","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","Description","gene_biotype"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0007049","cell cycle","38/334","44/885",1.20080927546755e-11,1.7185891356043e-08,1.7185891356043e-08,38,"LOC126279120","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.24963032361404,6.81240427576595e-06,"cyclin-dependent kinase 1-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0007049","cell cycle","38/334","44/885",1.20080927546755e-11,1.7185891356043e-08,1.7185891356043e-08,38,"LOC126282371","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.48770128926056,0.000199045717914092,"cyclin-dependent kinase 1-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0007049","cell cycle","38/334","44/885",1.20080927546755e-11,1.7185891356043e-08,1.7185891356043e-08,38,"LOC126284006","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.05166178020177,0.0333482236380914,"citron rho-interacting kinase","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0007049","cell cycle","38/334","44/885",1.20080927546755e-11,1.7185891356043e-08,1.7185891356043e-08,38,"LOC126284030","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.37894306875881,9.62654297982929e-10,"proliferating cell nuclear antigen","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0007049","cell cycle","38/334","44/885",1.20080927546755e-11,1.7185891356043e-08,1.7185891356043e-08,38,"LOC126284276","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.80462812607373,2.22136152349538e-08,"mitotic spindle assembly checkpoint protein MAD2A","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0007049","cell cycle","38/334","44/885",1.20080927546755e-11,1.7185891356043e-08,1.7185891356043e-08,38,"LOC126284310","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.26160016578104,0.00010975245102783,"wee1-like protein kinase","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0007049","cell cycle","38/334","44/885",1.20080927546755e-11,1.7185891356043e-08,1.7185891356043e-08,38,"LOC126284413","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.45420650498301,2.59326163728735e-05,"protein abnormal spindle-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0007049","cell cycle","38/334","44/885",1.20080927546755e-11,1.7185891356043e-08,1.7185891356043e-08,38,"LOC126284632","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.0393338978413,0.000363191284428743,"Fanconi anemia group D2 protein","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0007049","cell cycle","38/334","44/885",1.20080927546755e-11,1.7185891356043e-08,1.7185891356043e-08,38,"LOC126291792","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.09360641612913,0.0234213591123287,"cyclin-dependent kinases regulatory subunit-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0007049","cell cycle","38/334","44/885",1.20080927546755e-11,1.7185891356043e-08,1.7185891356043e-08,38,"LOC126320492","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.13235665119589,1.52791116050568e-06,"protein MCM10 homolog","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0007049","cell cycle","38/334","44/885",1.20080927546755e-11,1.7185891356043e-08,1.7185891356043e-08,38,"LOC126326589","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.15652404607307,5.96722101702558e-06,"ovarian-specific serine/threonine-protein kinase Lok-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0007049","cell cycle","38/334","44/885",1.20080927546755e-11,1.7185891356043e-08,1.7185891356043e-08,38,"LOC126334614","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.5596869341511,4.32771375002358e-05,"kinesin-like protein KIF20B","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0007049","cell cycle","38/334","44/885",1.20080927546755e-11,1.7185891356043e-08,1.7185891356043e-08,38,"LOC126334768","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.48419104522222,1.54445129305204e-05,"aurora kinase C-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0007049","cell cycle","38/334","44/885",1.20080927546755e-11,1.7185891356043e-08,1.7185891356043e-08,38,"LOC126334907","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.11399353457135,2.7674622205293e-05,"uncharacterized LOC126334907","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0007049","cell cycle","38/334","44/885",1.20080927546755e-11,1.7185891356043e-08,1.7185891356043e-08,38,"LOC126335346","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.2222672684345,2.1386816133765e-13,"structural maintenance of chromosomes protein 4-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0007049","cell cycle","38/334","44/885",1.20080927546755e-11,1.7185891356043e-08,1.7185891356043e-08,38,"LOC126335481","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.11554565997957,1.19383822873958e-07,"DNA primase large subunit","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0007049","cell cycle","38/334","44/885",1.20080927546755e-11,1.7185891356043e-08,1.7185891356043e-08,38,"LOC126335501","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.17892512588517,3.23578719368072e-06,"serine/threonine-protein kinase polo","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0007049","cell cycle","38/334","44/885",1.20080927546755e-11,1.7185891356043e-08,1.7185891356043e-08,38,"LOC126336858","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",3.2021584806435,1.13760930438681e-05,"protein atonal","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0007049","cell cycle","38/334","44/885",1.20080927546755e-11,1.7185891356043e-08,1.7185891356043e-08,38,"LOC126337018","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_diet33; infection_diet50","Control diet 33; Control diet 50",1.07367433554561,0.00776445455476549,"protein nessun dorma-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0007049","cell cycle","38/334","44/885",1.20080927546755e-11,1.7185891356043e-08,1.7185891356043e-08,38,"LOC126342297","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.00739504556449,0.0378571097832123,"septin-2","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0007049","cell cycle","38/334","44/885",1.20080927546755e-11,1.7185891356043e-08,1.7185891356043e-08,38,"LOC126347975","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.20820871628402,1.26716803068087e-06,"calponin homology domain-containing protein DDB_G0272472-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0007049","cell cycle","38/334","44/885",1.20080927546755e-11,1.7185891356043e-08,1.7185891356043e-08,38,"LOC126354218","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.23100984230409,0.000400167966695454,"partitioning defective 3 homolog","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0007049","cell cycle","38/334","44/885",1.20080927546755e-11,1.7185891356043e-08,1.7185891356043e-08,38,"LOC126354268","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.31745607345249,7.3911763036505e-05,"separin","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0007049","cell cycle","38/334","44/885",1.20080927546755e-11,1.7185891356043e-08,1.7185891356043e-08,38,"LOC126354501","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.36050084260217,9.376032544236e-08,"condensin complex subunit 1-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0007049","cell cycle","38/334","44/885",1.20080927546755e-11,1.7185891356043e-08,1.7185891356043e-08,38,"LOC126355755","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.12579715295762,0.00180211288788869,"origin recognition complex subunit 2","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126266657","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.60384344902197,0.000294437787544098,"UDP-glucose 6-dehydrogenase","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126266662","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.6592624793669,4.25013287858967e-06,"heat shock protein 68-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126266746","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.34118240574418,8.23825317556049e-06,"uncharacterized LOC126266746","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126266827","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.53838171149674,0.00176800532166261,"senecionine N-oxygenase-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126266828","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.8599222029282,0.000451404757603341,"senecionine N-oxygenase-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126267006","Infection + diet","Not evaluated in this chromosome-only figure",2,"infected_diet83_vs50; infection_diet83","Infected diet 83",2.42408920327033,0.0239161286546839,"zinc finger protein 629-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126267081","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.21327321460465,2.62076461135251e-11,"DNA polymerase epsilon catalytic subunit 1","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126267118","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.00066484570997,0.0322643286079039,"ADP,ATP carrier protein 2-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126267166","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.253265093143,0.0189882890948335,"peptidyl-prolyl cis-trans isomerase B-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126267222","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.52244807225106,1.90504611427735e-07,"C-1-tetrahydrofolate synthase, cytoplasmic","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126267242","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.31712244198984,9.30976688958937e-06,"chromosome-associated kinesin KIF4","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126267253","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.60565556482405,0.0027879248024667,"endoplasmic reticulum chaperone BiP-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126267315","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.11306993288239,3.30913269939544e-10,"protein patched","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126267456","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.55655475768081,1.59361536208853e-06,"LIM/homeobox protein Lhx9-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126267743","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.31429914600465,3.56962910902768e-06,"paired box protein Pax-1","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126267794","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.1052068590659,0.00775147425069407,"dopamine receptor 2-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126267795","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.01424282167722,0.0182462175666539,"dopamine receptor 2-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126267829","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.1799273519692,0.0294926767335975,"F-box/LRR-repeat protein 7-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126267952","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.20186741447735,0.0301801587635017,"serine/threonine-protein kinase Nek2-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126267953","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_diet50; infection_diet83","Control diet 50; Control diet 83",1.1684727719395,0.00163476620841667,"phytanoyl-CoA dioxygenase domain-containing protein 1 homolog","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126267997","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.57315570715167,0.000139521357059533,"myosin heavy chain 95F","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126268088","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.16463321742398,0.0163806689971327,"peptidyl-prolyl cis-trans isomerase 5-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126268114","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.51931980713611,8.36344328075778e-05,"dual specificity tyrosine-phosphorylation-regulated kinase 4-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126268148","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.15928406301494,0.00112220241475932,"cell division control protein 6 homolog","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126268219","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.37475803085524,0.000158355894133164,"putative protein tag-52","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126271871","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.24099749363852,0.0347966184719163,"ras-related protein Rab-23","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126271949","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.64900472755976,3.23578719368072e-06,"chitin synthase chs-2","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126272094","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.3076858806211,0.0300994967029829,"ribosome-binding protein 1","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126272178","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.57143159165446,8.15763543232621e-05,"uncharacterized LOC126272178","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126272312","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.01914154969847,0.0419354677180231,"myosin-11","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126272375","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.18601866361145,0.0131096712857854,"DNA repair protein XRCC2-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126272402","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.03635956148987,7.87532508070724e-05,"nuclear pore membrane glycoprotein 210-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126272470","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.29156870078669,2.06580777250547e-05,"mitotic checkpoint serine/threonine-protein kinase BUB1-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0005622","intracellular anatomical structure","186/334","369/885",4.07948546693076e-11,1.87346269111713e-08,1.87346269111713e-08,186,"LOC126272525","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.01549899655068,0.0396525117807394,"DNA replication complex GINS protein PSF3","protein_coding"
