"gene_id","timecourse_fatbody_gregarious_minus_solitarious","abs_timecourse_delta","tissue_matched_direction","exploratory_shift"
"LOC126267239",-0.424492964457744,0.424492964457744,"Higher in solitarious/isolated reference",FALSE
"LOC126267794",0.0480077426439189,0.0480077426439189,"Higher in gregarious/crowded reference",FALSE
"LOC126267974",0,0,"No difference in single-pair reference",FALSE
"LOC126267795",0.0993507034042063,0.0993507034042063,"Higher in gregarious/crowded reference",FALSE
"LOC126267676",0.174101300446435,0.174101300446435,"Higher in gregarious/crowded reference",FALSE
"LOC126266744",-0.226687808071694,0.226687808071694,"Higher in solitarious/isolated reference",FALSE
"LOC126267335",0.95077266772876,0.95077266772876,"Higher in gregarious/crowded reference",FALSE
"LOC126267471",-0.0121757303869732,0.0121757303869732,"Higher in solitarious/isolated reference",FALSE
"LOC126266628",0.338873610791991,0.338873610791991,"Higher in gregarious/crowded reference",FALSE
"LOC126266627",0.382823919414593,0.382823919414593,"Higher in gregarious/crowded reference",FALSE
"LOC126267358",0.120544385378174,0.120544385378174,"Higher in gregarious/crowded reference",FALSE
"LOC126267357",-0.245669235632607,0.245669235632607,"Higher in solitarious/isolated reference",FALSE
"LOC126365990",-0.307553942562855,0.307553942562855,"Higher in solitarious/isolated reference",FALSE
"LOC126267797",0.0966439014276288,0.0966439014276288,"Higher in gregarious/crowded reference",FALSE
"LOC126267799",0.0754523272688923,0.0754523272688923,"Higher in gregarious/crowded reference",FALSE
"LOC126267136",-0.0214069768649798,0.0214069768649798,"Higher in solitarious/isolated reference",FALSE
"LOC126366012",0.41430947947669,0.41430947947669,"Higher in gregarious/crowded reference",FALSE
"LOC126267802",0.0727075726799136,0.0727075726799136,"Higher in gregarious/crowded reference",FALSE
"LOC126268165",0.411186079840981,0.411186079840981,"Higher in gregarious/crowded reference",FALSE
"LOC126268167",-0.441577961469579,0.441577961469579,"Higher in solitarious/isolated reference",FALSE
"LOC126268168",-0.129165075494789,0.129165075494789,"Higher in solitarious/isolated reference",FALSE
"LOC126267803",0.397925536212974,0.397925536212974,"Higher in gregarious/crowded reference",FALSE
