"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","set","database","family","comparison","direction","plot_label","n_genes","source_file"
"GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","8/200","30/6095",0.266666666666667,8.12666666666667,7.20702434305004,3.67437517808214e-06,0.000223001169898876,0.000223001169898876,"LOC126298404/LOC126355545/LOC126266988/LOC126355373/LOC126267133/LOC126267774/LOC126355437/LOC126353956",8,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0006820","monoatomic anion transport","21/200","216/6095",0.0972222222222222,2.96284722222222,5.40985918975187,6.63543882950499e-06,0.000395519550230137,0.000395519550230137,"LOC126299180/LOC126269352/LOC126278890/LOC126366011/LOC126356631/LOC126336484/LOC126319952/LOC126354163/LOC126355898/LOC126354039/LOC126334955/LOC126334598/LOC126354582/LOC126354750/LOC126335261/LOC126336688/LOC126273067/LOC126278974/LOC126354241/LOC126269368/LOC126298679",21,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0004888","transmembrane signaling receptor activity","17/200","150/6095",0.113333333333333,3.45383333333333,5.60452847218213,6.92431032598308e-06,0.000405497331019851,0.000405497331019851,"LOC126298288/LOC126298404/LOC126366011/LOC126355883/LOC126267821/LOC126354348/LOC126355545/LOC126298972/LOC126273193/LOC126355582/LOC126266988/LOC126355373/LOC126267133/LOC126335918/LOC126267774/LOC126355437/LOC126353956",17,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0098660","GO:0098660","20/200","200/6095",0.1,3.0475,5.42277170862873,7.28139807000565e-06,0.000419057013063429,0.000419057013063429,"LOC126269352/LOC126366011/LOC126356631/LOC126336082/LOC126319952/LOC126354816/LOC126267939/LOC126355846/LOC126297542/LOC126336864/LOC126354034/LOC126336865/LOC126267806/LOC126298058/LOC126278432/LOC126281447/LOC126365875/LOC126269368/LOC126354785/LOC126266590",20,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0015077","GO:0015077","14/200","106/6095",0.132075471698113,4.025,5.78662678743305,7.8636782312184e-06,0.000444897592132322,0.000444897592132322,"LOC126356631/LOC126336082/LOC126354816/LOC126267939/LOC126355846/LOC126297542/LOC126336864/LOC126354034/LOC126336865/LOC126267806/LOC126278432/LOC126281447/LOC126354785/LOC126266590",14,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0046928","regulation of neurotransmitter secretion","6/200","17/6095",0.352941176470588,10.7558823529412,7.41882258400926,1.05959169257407e-05,0.000579822470461026,0.000579822470461026,"LOC126355430/LOC126277399/LOC126298404/LOC126281204/LOC126298058/LOC126356321",6,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0051588","regulation of neurotransmitter transport","6/200","17/6095",0.352941176470588,10.7558823529412,7.41882258400926,1.05959169257407e-05,0.000579822470461026,0.000579822470461026,"LOC126355430/LOC126277399/LOC126298404/LOC126281204/LOC126298058/LOC126356321",6,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0005244","voltage-gated monoatomic ion channel activity","8/200","35/6095",0.228571428571429,6.96571428571429,6.51905249348624,1.282748440479e-05,0.000669033483487329,0.000669033483487329,"LOC126336082/LOC126319952/LOC126336864/LOC126298972/LOC126355582/LOC126336865/LOC126298058/LOC126365875",8,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0022832","voltage-gated channel activity","8/200","35/6095",0.228571428571429,6.96571428571429,6.51905249348624,1.282748440479e-05,0.000669033483487329,0.000669033483487329,"LOC126336082/LOC126319952/LOC126336864/LOC126298972/LOC126355582/LOC126336865/LOC126298058/LOC126365875",8,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:1905114","GO:1905114","8/200","35/6095",0.228571428571429,6.96571428571429,6.51905249348624,1.282748440479e-05,0.000669033483487329,0.000669033483487329,"LOC126271869/LOC126269352/LOC126309758/LOC126272568/LOC126293524/LOC126269368/LOC126281676/LOC126293545",8,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0051046","regulation of secretion","11/200","72/6095",0.152777777777778,4.65590277777778,5.74749725625247,1.88649440099447e-05,0.000968787432387622,0.000968787432387622,"LOC126355430/LOC126277399/LOC126298404/LOC126336990/LOC126334957/LOC126281204/LOC126298058/LOC126281749/LOC126268161/LOC126356321/LOC126355445",11,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0098793","presynapse","15/200","130/6095",0.115384615384615,3.51634615384615,5.34147442770376,1.97442390653737e-05,0.000992990033361254,0.000992990033361254,"LOC126355430/LOC126291470/LOC126278890/LOC126366011/LOC126282191/LOC126336990/LOC126299278/LOC126338336/LOC126353909/LOC126281204/LOC126278893/LOC126298058/LOC126356321/LOC126278974/LOC126284265",15,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0098797","plasma membrane protein complex","13/200","100/6095",0.13,3.96175,5.50019543738486,1.99311959961666e-05,0.000992990033361254,0.000992990033361254,"LOC126271869/LOC126298404/LOC126309758/LOC126272568/LOC126336864/LOC126298972/LOC126355582/LOC126336865/LOC126298058/LOC126293524/LOC126356154/LOC126281676/LOC126293545",13,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0042048","olfactory behavior","9/200","48/6095",0.1875,5.7140625,6.0390731288559,2.03503414636132e-05,0.000998962350081481,0.000998962350081481,"LOC126298404/LOC126366011/LOC126355883/LOC126282191/LOC126354348/LOC126298972/LOC126298857/LOC126298632/LOC126291467",9,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0001505","GO:0001505","14/200","117/6095",0.11965811965812,3.6465811965812,5.32383413118899,2.48786481679837e-05,0.00120354967514101,0.00120354967514101,"LOC126355430/LOC126293695/LOC126277399/LOC126298404/LOC126366011/LOC126356631/LOC126282191/LOC126339265/LOC126353909/LOC126281204/LOC126298058/LOC126356321/LOC126355445/LOC126298632",14,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0006836","neurotransmitter transport","13/200","104/6095",0.125,3.809375,5.32232071983463,3.0547592601493e-05,0.00145668377291119,0.00145668377291119,"LOC126277399/LOC126278890/LOC126366011/LOC126356631/LOC126282191/LOC126354816/LOC126338336/LOC126353909/LOC126281204/LOC126298058/LOC126356321/LOC126355445/LOC126278974",13,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0022843","voltage-gated monoatomic cation channel activity","7/200","29/6095",0.241379310344828,7.35603448275862,6.31914555053973,3.11373724761427e-05,0.00146389506092063,0.00146389506092063,"LOC126336082/LOC126336864/LOC126298972/LOC126355582/LOC126336865/LOC126298058/LOC126365875",7,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0015672","GO:0015672","14/200","122/6095",0.114754098360656,3.49713114754098,5.13155901474047,4.00318943738361e-05,0.00185592310305368,0.00185592310305368,"LOC126356631/LOC126336082/LOC126354816/LOC126267939/LOC126355846/LOC126297542/LOC126336864/LOC126354034/LOC126336865/LOC126267806/LOC126278432/LOC126281447/LOC126354785/LOC126266590",14,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0005326","neurotransmitter transmembrane transporter activity","6/200","21/6095",0.285714285714286,8.70714285714286,6.51613360888079,4.16151097657838e-05,0.00190289364929022,0.00190289364929022,"LOC126278890/LOC126356631/LOC126354816/LOC126338336/LOC126356321/LOC126278974",6,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0007635","chemosensory behavior","9/200","54/6095",0.166666666666667,5.07916666666667,5.54546834027486,5.44063613025819e-05,0.00245416802740565,0.00245416802740565,"LOC126298404/LOC126366011/LOC126355883/LOC126282191/LOC126354348/LOC126298972/LOC126298857/LOC126298632/LOC126291467",9,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0046873","metal ion transmembrane transporter activity","14/200","126/6095",0.111111111111111,3.38611111111111,4.98481981082468,5.74634928632522e-05,0.00255750852236714,0.00255750852236714,"LOC126356631/LOC126336082/LOC126354816/LOC126267939/LOC126297542/LOC126336864/LOC126354034/LOC126336865/LOC126267806/LOC126298058/LOC126278432/LOC126281447/LOC126365875/LOC126266590",14,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:1903530","regulation of secretion by cell","10/200","68/6095",0.147058823529412,4.48161764705882,5.31752148915349,6.38377068638152e-05,0.00280381928304494,0.00280381928304494,"LOC126355430/LOC126277399/LOC126298404/LOC126336990/LOC126334957/LOC126281204/LOC126298058/LOC126268161/LOC126356321/LOC126355445",10,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0045471","response to ethanol","10/200","69/6095",0.144927536231884,4.41666666666667,5.25698708931598,7.25543598091911e-05,0.00314527861094909,0.00314527861094909,"LOC126282191/LOC126293326/LOC126298972/LOC126354115/LOC126266988/LOC126353933/LOC126267133/LOC126291849/LOC126267774/LOC126281704",10,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0009636","response to toxic substance","14/200","129/6095",0.108527131782946,3.30736434108527,4.87858330537456,7.45804549655535e-05,0.00319166100865407,0.00319166100865407,"LOC126271869/LOC126282191/LOC126293326/LOC126271921/LOC126298972/LOC126338336/LOC126354115/LOC126266988/LOC126353933/LOC126267133/LOC126291849/LOC126267774/LOC126281676/LOC126281704",14,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0007612","learning","9/200","57/6095",0.157894736842105,4.81184210526316,5.32537376548671,8.45206498478008e-05,0.00357126492648049,0.00357126492648049,"LOC126328217/LOC126282191/LOC126298972/LOC126266988/LOC126298632/LOC126267133/LOC126291467/LOC126267774/LOC126353956",9,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0004930","G protein-coupled receptor activity","11/200","85/6095",0.129411764705882,3.94382352941176,5.03394327188813,9.16816452460859e-05,0.00382541664789293,0.00382541664789293,"LOC126298404/LOC126355883/LOC126267821/LOC126354348/LOC126355545/LOC126266988/LOC126355373/LOC126267133/LOC126267774/LOC126355437/LOC126353956",11,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0050805","negative regulation of synaptic transmission","5/200","16/6095",0.3125,9.5234375,6.28757268577014,0.000117658981160946,0.00484871208784243,0.00484871208784243,"LOC126298404/LOC126366011/LOC126273249/LOC126272462/LOC126356321",5,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0098662","GO:0098662","16/200","170/6095",0.0941176470588235,2.86823529411765,4.55025959147714,0.000128911196365494,0.00522845135315514,0.00522845135315514,"LOC126356631/LOC126336082/LOC126354816/LOC126267939/LOC126355846/LOC126297542/LOC126336864/LOC126354034/LOC126336865/LOC126267806/LOC126298058/LOC126278432/LOC126281447/LOC126365875/LOC126354785/LOC126266590",16,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0007600","sensory perception","17/200","188/6095",0.0904255319148936,2.75571808510638,4.50375274628678,0.000130006429691994,0.00522845135315514,0.00522845135315514,"LOC126278781/LOC126366017/LOC126284350/LOC126319952/LOC126282474/LOC126272263/LOC126298972/LOC126356354/LOC126281509/LOC126355582/LOC126319852/LOC126298058/LOC126278743/LOC126356154/LOC126335918/LOC126354525/LOC126281704",17,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0046677","response to antibiotic","10/200","74/6095",0.135135135135135,4.11824324324324,4.97068056136279,0.000132890047626815,0.00528079736878938,0.00528079736878938,"LOC126282191/LOC126293326/LOC126298972/LOC126354115/LOC126266988/LOC126353933/LOC126267133/LOC126291849/LOC126267774/LOC126281704",10,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0030001","metal ion transport","14/200","138/6095",0.101449275362319,3.09166666666667,4.57764949951076,0.000155269542160545,0.00609752625566941,0.00609752625566941,"LOC126356631/LOC126336082/LOC126354816/LOC126267939/LOC126297542/LOC126336864/LOC126354034/LOC126336865/LOC126267806/LOC126298058/LOC126278432/LOC126281447/LOC126365875/LOC126266590",14,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway","5/200","17/6095",0.294117647058824,8.96323529411765,6.05561113843988,0.000162268591258948,0.00629828555374848,0.00629828555374848,"LOC126355545/LOC126266988/LOC126355373/LOC126267133/LOC126267774",5,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0048149","behavioral response to ethanol","8/200","49/6095",0.163265306122449,4.97551020408163,5.14613481247974,0.000165617832540695,0.00635439454046941,0.00635439454046941,"LOC126282191/LOC126298972/LOC126354115/LOC126266988/LOC126353933/LOC126267133/LOC126267774/LOC126281704",8,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0050804","modulation of chemical synaptic transmission","11/200","92/6095",0.119565217391304,3.64375,4.70602732766599,0.000188971775341928,0.00695514546058984,0.00695514546058984,"LOC126355430/LOC126277399/LOC126298404/LOC126366011/LOC126273249/LOC126336045/LOC126281204/LOC126272462/LOC126298058/LOC126356321/LOC126278974",11,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0099177","regulation of trans-synaptic signaling","11/200","92/6095",0.119565217391304,3.64375,4.70602732766599,0.000188971775341928,0.00695514546058984,0.00695514546058984,"LOC126355430/LOC126277399/LOC126298404/LOC126366011/LOC126273249/LOC126336045/LOC126281204/LOC126272462/LOC126298058/LOC126356321/LOC126278974",11,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0015079","potassium ion transmembrane transporter activity","8/200","50/6095",0.16,4.876,5.06868072534846,0.000191693643611224,0.00695514546058984,0.00695514546058984,"LOC126336082/LOC126267939/LOC126336864/LOC126354034/LOC126336865/LOC126267806/LOC126278432/LOC126266590",8,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0071804","GO:0071804","8/200","50/6095",0.16,4.876,5.06868072534846,0.000191693643611224,0.00695514546058984,0.00695514546058984,"LOC126336082/LOC126267939/LOC126336864/LOC126354034/LOC126336865/LOC126267806/LOC126278432/LOC126266590",8,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0071805","potassium ion transmembrane transport","8/200","50/6095",0.16,4.876,5.06868072534846,0.000191693643611224,0.00695514546058984,0.00695514546058984,"LOC126336082/LOC126267939/LOC126336864/LOC126354034/LOC126336865/LOC126267806/LOC126278432/LOC126266590",8,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0042562","hormone binding","4/200","10/6095",0.4,12.19,6.52265057131803,0.00020229061058449,0.00726071030248416,0.00726071030248416,"LOC126293620/LOC126266988/LOC126267133/LOC126267774",4,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0006813","potassium ion transport","8/200","51/6095",0.156862745098039,4.78039215686275,4.99325829037941,0.000221051314220376,0.00784967326454911,0.00784967326454911,"LOC126336082/LOC126267939/LOC126336864/LOC126354034/LOC126336865/LOC126267806/LOC126278432/LOC126266590",8,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0097305","response to alcohol","12/200","113/6095",0.106194690265487,3.23628318584071,4.41943889856006,0.000301148622427058,0.0105814115964371,0.0105814115964371,"LOC126328217/LOC126282191/LOC126293326/LOC126326595/LOC126298972/LOC126354115/LOC126266988/LOC126353933/LOC126267133/LOC126291849/LOC126267774/LOC126281704",12,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0046959","habituation","4/200","11/6095",0.363636363636364,11.0818181818182,6.16403248665113,0.000309750193765642,0.0107702723623928,0.0107702723623928,"LOC126328217/LOC126266988/LOC126267133/LOC126267774",4,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0008306","associative learning","7/200","41/6095",0.170731707317073,5.20304878048781,4.97346960991653,0.000321049203386459,0.0110480643392165,0.0110480643392165,"LOC126282191/LOC126298972/LOC126266988/LOC126298632/LOC126267133/LOC126291467/LOC126267774",7,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0005179","hormone activity","4/200","12/6095",0.333333333333333,10.1583333333333,5.8488768766608,0.000452747035553055,0.0152653495421828,0.0152653495421828,"LOC126304998/LOC126331832/LOC126354358/LOC126335335",4,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0051048","negative regulation of secretion","4/200","12/6095",0.333333333333333,10.1583333333333,5.8488768766608,0.000452747035553055,0.0152653495421828,0.0152653495421828,"LOC126298404/LOC126336990/LOC126281749/LOC126356321",4,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0030424","axon","13/200","137/6095",0.0948905109489051,2.89178832116788,4.12483795846879,0.000515093008273865,0.0171938046161816,0.0171938046161816,"LOC126298288/LOC126366011/LOC126282191/LOC126336990/LOC126299278/LOC126314411/LOC126334957/LOC126336423/LOC126278893/LOC126267308/LOC126356321/LOC126291467/LOC126335918",13,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"GO:0007606","sensory perception of chemical stimulus","9/200","72/6095",0.125,3.809375,4.41665878054314,0.000522640178151869,0.0172729991551578,0.0172729991551578,"LOC126278781/LOC126282474/LOC126272263/LOC126356354/LOC126281509/LOC126278743/LOC126356154/LOC126354525/LOC126281704",9,"infected_diet33_vs_50_down","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50",1580,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
