"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","set","database","pathway_theme","pathway_scope","family","comparison","direction","plot_label","n_genes","source_file"
"ko02010","ABC transporters","8/145","41/3983",0.195121951219512,5.35979814970564,5.45358573349975,8.763439940652e-05,0.0243050926496991,0.0243050926496991,"LOC126281499/LOC126335579/LOC126278191/LOC126354017/LOC126278946/LOC126357744/LOC126335166/LOC126354018",8,"infection_diet33_up","KEGG_pathway","Transport and environmental response","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko04624","Toll and Imd signaling pathway","9/145","56/3983",0.160714285714286,4.41465517241379,5.00141117112549,0.000153829700314552,0.0243050926496991,0.0243050926496991,"LOC126266641/LOC126267442/LOC126336325/LOC126293578/LOC126267545/LOC126282030/LOC126293579/LOC126282207/LOC126298648",9,"infection_diet33_up","KEGG_pathway","Immune and stress signaling","Eukaryote/metazoan-compatible","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",567,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko00040","Pentose and glucuronate interconversions","10/135","64/3983",0.15625,4.6099537037037,5.45260412699748,4.5534130807555e-05,0.0143887853351874,0.0143887853351874,"LOC126272831/LOC126283960/LOC126266657/LOC126283957/LOC126281694/LOC126336625/LOC126291591/LOC126341237/LOC126281562/LOC126281399",10,"infection_diet33_down","KEGG_pathway","Carbohydrate and energy metabolism","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",915,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko01130","Biosynthesis of antibiotics","17/135","198/3983",0.0858585858585859,2.53314627759072,4.14460576281466,0.000308259040161048,0.0356739348794341,0.0356739348794341,"LOC126281958/LOC126335505/LOC126268218/LOC126278697/LOC126299078/LOC126336251/LOC126333363/LOC126297494/LOC126278485/LOC126299364/LOC126284812/LOC126325353/LOC126291591/LOC126293368/LOC126284898/LOC126293737/LOC126281532",17,"infection_diet33_down","KEGG_pathway","Detoxification and secondary metabolism","Broad KEGG reference map","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",915,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko00051","Fructose and mannose metabolism","6/135","29/3983",0.206896551724138,6.10421455938697,5.16665626186679,0.000338676596956653,0.0356739348794341,0.0356739348794341,"LOC126281958/LOC126283960/LOC126355949/LOC126283957/LOC126284898/LOC126281399",6,"infection_diet33_down","KEGG_pathway","Carbohydrate and energy metabolism","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",915,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko00790","Folate biosynthesis","6/135","32/3983",0.1875,5.53194444444444,4.8206547853347,0.000594201807537393,0.0374617705962419,0.0374617705962419,"LOC126284296/LOC126285375/LOC126283960/LOC126298944/LOC126283957/LOC126331446",6,"infection_diet33_down","KEGG_pathway","Other KEGG pathway","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",915,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko01110","Biosynthesis of secondary metabolites","23/135","331/3983",0.0694864048338369,2.05010629965313,3.73664514675617,0.00060397152954393,0.0374617705962419,0.0374617705962419,"LOC126281958/LOC126335505/LOC126268218/LOC126284686/LOC126278697/LOC126336251/LOC126333363/LOC126268198/LOC126297494/LOC126284002/LOC126272831/LOC126278485/LOC126299546/LOC126299364/LOC126284812/LOC126325353/LOC126272584/LOC126336625/LOC126341237/LOC126281562/LOC126284898/LOC126293737/LOC126281532",23,"infection_diet33_down","KEGG_pathway","Detoxification and secondary metabolism","Broad KEGG reference map","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",915,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko00670","One carbon pool by folate","4/135","13/3983",0.307692307692308,9.07806267806268,5.46365944756795,0.000711299441700796,0.0374617705962419,0.0374617705962419,"LOC126355148/LOC126325353/LOC126267222/LOC126293737",4,"infection_diet33_down","KEGG_pathway","Other KEGG pathway","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",915,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko00480","Glutathione metabolism","9/135","76/3983",0.118421052631579,3.49385964912281,4.11109089768493,0.000935470418242064,0.0422298074520703,0.0422298074520703,"LOC126335505/LOC126284198/LOC126278697/LOC126297494/LOC126278485/LOC126336692/LOC126336695/LOC126354588/LOC126282396",9,"infection_diet33_down","KEGG_pathway","Detoxification and secondary metabolism","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",915,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko00030","Pentose phosphate pathway","5/135","27/3983",0.185185185185185,5.4636488340192,4.35856715005341,0.00183716613477574,0.0725680623236418,0.0725680623236418,"LOC126281958/LOC126297494/LOC126284812/LOC126284898/LOC126281532",5,"infection_diet33_down","KEGG_pathway","Carbohydrate and energy metabolism","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",915,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko01200","Carbon metabolism","10/135","104/3983",0.0961538461538462,2.83689458689459,3.55501137434583,0.00247231594484343,0.0868057598411692,0.0868057598411692,"LOC126335256/LOC126281958/LOC126335505/LOC126336251/LOC126297494/LOC126336866/LOC126325353/LOC126293368/LOC126284898/LOC126281532",10,"infection_diet33_down","KEGG_pathway","Carbohydrate and energy metabolism","Broad KEGG reference map","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",915,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko00520","Amino sugar and nucleotide sugar metabolism","6/135","43/3983",0.13953488372093,4.11679586563308,3.84852627893369,0.00294401869739468,0.0891907415519714,0.0891907415519714,"LOC126299078/LOC126271949/LOC126297427/LOC126266657/LOC126267263/LOC126291591",6,"infection_diet33_down","KEGG_pathway","Other KEGG pathway","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",915,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko00980","Metabolism of xenobiotics by cytochrome P450","9/135","90/3983",0.1,2.95037037037037,3.50506538489759,0.00310474100339141,0.0891907415519714,0.0891907415519714,"LOC126272831/LOC126336692/LOC126293679/LOC126281694/LOC126336625/LOC126341237/LOC126336695/LOC126281562/LOC126282396",9,"infection_diet33_down","KEGG_pathway","Detoxification and secondary metabolism","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",915,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko04080","Neuroactive ligand-receptor interaction","23/283","98/3983",0.23469387755102,3.30312973245835,6.38379469894688,1.8061273737315e-07,5.70736250099154e-05,5.70736250099154e-05,"LOC126298404/LOC126267861/LOC126354348/LOC126311851/LOC126298918/LOC126299510/LOC126355582/LOC126353956/LOC126267153/LOC126299097/LOC126329331/LOC126366011/LOC126298972/LOC126336238/LOC126299360/LOC126278537/LOC126355437/LOC126284371/LOC126355816/LOC126282477/LOC126278518/LOC126335869/LOC126277867",23,"infection_diet50_up","KEGG_pathway","Immune and stress signaling","Eukaryote/metazoan-compatible","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko04624","Toll and Imd signaling pathway","13/283","56/3983",0.232142857142857,3.26722614840989,4.72499537983879,0.00010468799508312,0.0165407032231329,0.0165407032231329,"LOC126266641/LOC126282207/LOC126355037/LOC126267442/LOC126336325/LOC126267545/LOC126293579/LOC126293578/LOC126281204/LOC126355748/LOC126298648/LOC126355041/LOC126282030",13,"infection_diet50_up","KEGG_pathway","Immune and stress signaling","Eukaryote/metazoan-compatible","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko04020","Calcium signaling pathway","14/283","72/3983",0.194444444444444,2.73665096191598,4.11223443101531,0.000422044714307001,0.0339842620222122,0.0339842620222122,"LOC126284222/LOC126298918/LOC126353956/LOC126353858/LOC126335781/LOC126279309/LOC126292260/LOC126336038/LOC126284350/LOC126298972/LOC126336238/LOC126284371/LOC126339265/LOC126268133",14,"infection_diet50_up","KEGG_pathway","Immune and stress signaling","Eukaryote/metazoan-compatible","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko05033","Nicotine addiction","5/283","11/3983",0.454545454545455,6.39736588499839,4.95697314343802,0.000565553531111208,0.0339842620222122,0.0339842620222122,"LOC126278890/LOC126355582/LOC126278974/LOC126366011/LOC126298972",5,"infection_diet50_up","KEGG_pathway","Reference disease pathway","Reference disease pathway","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko04341","Hedgehog signaling pathway - fly","13/283","68/3983",0.191176470588235,2.69065682810227,3.88854401865247,0.00080050731283969,0.0339842620222122,0.0339842620222122,"LOC126297745/LOC126294945/LOC126278128/LOC126284645/LOC126278442/LOC126295191/LOC126292145/LOC126291991/LOC126294949/LOC126294955/LOC126295040/LOC126295425/LOC126281663",13,"infection_diet50_up","KEGG_pathway","Cellular process","Eukaryote/metazoan-compatible","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko04970","Salivary secretion","11/283","52/3983",0.211538461538462,2.97723566186464,3.96873013080226,0.000835266374440125,0.0339842620222122,0.0339842620222122,"LOC126298918/LOC126353956/LOC126353858/LOC126335781/LOC126322572/LOC126272361/LOC126281618/LOC126284350/LOC126267876/LOC126271975/LOC126339265",11,"infection_diet50_up","KEGG_pathway","Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko04727","GABAergic synapse","9/283","37/3983",0.243243243243243,3.42345525737752,4.09543758105009,0.000858331009190186,0.0339842620222122,0.0339842620222122,"LOC126278890/LOC126298404/LOC126354995/LOC126335781/LOC126268518/LOC126366011/LOC126298632/LOC126354742/LOC126278518",9,"infection_diet50_up","KEGG_pathway","Other KEGG pathway","Core metabolism or cross-domain","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko04024","cAMP signaling pathway","18/283","113/3983",0.15929203539823,2.24190875261891,3.70353463678365,0.000860361063853474,0.0339842620222122,0.0339842620222122,"LOC126284222/LOC126298404/LOC126335579/LOC126355582/LOC126356152/LOC126353858/LOC126335781/LOC126267153/LOC126279309/LOC126322572/LOC126284350/LOC126298972/LOC126355437/LOC126284371/LOC126336082/LOC126282030/LOC126278518/LOC126335166",18,"infection_diet50_up","KEGG_pathway","Immune and stress signaling","Eukaryote/metazoan-compatible","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko05030","Cocaine addiction","7/283","25/3983",0.28,3.94077738515901,4.07884538417028,0.00133852681494568,0.0469971637247595,0.0469971637247595,"LOC126365745/LOC126355582/LOC126271955/LOC126298972/LOC126338336/LOC126282030/LOC126336423",7,"infection_diet50_up","KEGG_pathway","Reference disease pathway","Reference disease pathway","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko04340","Hedgehog signaling pathway","12/283","65/3983",0.184615384615385,2.5983147594455,3.59277281531317,0.00173978921446366,0.0539773312205678,0.0539773312205678,"LOC126297745/LOC126294945/LOC126278128/LOC126284645/LOC126295191/LOC126292145/LOC126291991/LOC126294949/LOC126294955/LOC126295040/LOC126295425/LOC126281663",12,"infection_diet50_up","KEGG_pathway","Cellular process","Eukaryote/metazoan-compatible","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko02010","ABC transporters","9/283","41/3983",0.219512195121951,3.08945962251142,3.71886647205194,0.00187895773236154,0.0539773312205678,0.0539773312205678,"LOC126278191/LOC126357744/LOC126335579/LOC126278946/LOC126354018/LOC126281499/LOC126354017/LOC126335166/LOC126284038",9,"infection_diet50_up","KEGG_pathway","Transport and environmental response","Core metabolism or cross-domain","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko04977","Vitamin digestion and absorption","6/283","21/3983",0.285714285714286,4.02120141342756,3.83861958287466,0.00265978004051134,0.0700408744001319,0.0700408744001319,"LOC126297752/LOC126284379/LOC126272738/LOC126272510/LOC126285316/LOC126272290",6,"infection_diet50_up","KEGG_pathway","Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko04713","Circadian entrainment","9/283","45/3983",0.2,2.81484098939929,3.38571162031142,0.00369712928603741,0.0898686811067555,0.0898686811067556,"LOC126355582/LOC126353858/LOC126335781/LOC126281618/LOC126336038/LOC126284350/LOC126298972/LOC126334818/LOC126339265",9,"infection_diet50_up","KEGG_pathway","Other KEGG pathway","Core metabolism or cross-domain","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",1218,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko00040","Pentose and glucuronate interconversions","16/194","64/3983",0.25,5.13273195876289,7.54099727923696,3.35999495414473e-08,1.06175840550973e-05,1.06175840550973e-05,"LOC126357545/LOC126267788/LOC126281562/LOC126281438/LOC126272928/LOC126272560/LOC126272831/LOC126266657/LOC126281694/LOC126336625/LOC126291591/LOC126341237/LOC126281399/LOC126283957/LOC126283960/LOC126272926",16,"infection_diet50_down","KEGG_pathway","Carbohydrate and energy metabolism","Core metabolism or cross-domain","Infected within diet","Diet 50 infected vs control","Downregulated","Diet 50",698,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko00053","Ascorbate and aldarate metabolism","12/194","55/3983",0.218181818181818,4.47947516401125,5.87893334584404,8.77850592848997e-06,0.00138700393670142,0.00138700393670142,"LOC126267788/LOC126281562/LOC126272928/LOC126272560/LOC126272831/LOC126266657/LOC126281446/LOC126336625/LOC126350022/LOC126341237/LOC126277893/LOC126272926",12,"infection_diet50_down","KEGG_pathway","Carbohydrate and energy metabolism","Core metabolism or cross-domain","Infected within diet","Diet 50 infected vs control","Downregulated","Diet 50",698,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko00980","Metabolism of xenobiotics by cytochrome P450","15/194","90/3983",0.166666666666667,3.42182130584192,5.25787598737539,2.16529947339697e-05,0.00228078211197814,0.00228078211197814,"LOC126267788/LOC126281562/LOC126272928/LOC126272560/LOC126272831/LOC126282396/LOC126281694/LOC126336625/LOC126341237/LOC126336695/LOC126293679/LOC126281404/LOC126336692/LOC126293680/LOC126272926",15,"infection_diet50_down","KEGG_pathway","Detoxification and secondary metabolism","Core metabolism or cross-domain","Infected within diet","Diet 50 infected vs control","Downregulated","Diet 50",698,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko01110","Biosynthesis of secondary metabolites","33/194","331/3983",0.0996978851963746,2.04689008627402,4.50027330718603,4.05078133479482e-05,0.00320011725448791,0.00320011725448791,"LOC126285378/LOC126267788/LOC126281958/LOC126281562/LOC126298221/LOC126334596/LOC126297494/LOC126284002/LOC126281532/LOC126272928/LOC126272560/LOC126268126/LOC126272831/LOC126325353/LOC126345263/LOC126336244/LOC126268218/LOC126281446/LOC126336625/LOC126350022/LOC126341237/LOC126284812/LOC126323251/LOC126336773/LOC126293737/LOC126284898/LOC126272256/LOC126278485/LOC126284756/LOC126335505/LOC126356100/LOC126272926/LOC126272584",33,"infection_diet50_down","KEGG_pathway","Detoxification and secondary metabolism","Broad KEGG reference map","Infected within diet","Diet 50 infected vs control","Downregulated","Diet 50",698,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko05204","Chemical carcinogenesis - DNA adducts","14/194","89/3983",0.157303370786517,3.22958415382833,4.81293602551129,7.96453894902262e-05,0.00455142042874673,0.00455142042874673,"LOC126267788/LOC126281562/LOC126272928/LOC126272560/LOC126272831/LOC126282396/LOC126336625/LOC126341237/LOC126336695/LOC126293679/LOC126281404/LOC126336692/LOC126293680/LOC126272926",14,"infection_diet50_down","KEGG_pathway","Genetic information processing","Reference disease pathway","Infected within diet","Diet 50 infected vs control","Downregulated","Diet 50",698,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
"ko01120","Microbial metabolism in diverse environments","19/194","149/3983",0.12751677852349,2.61803777762402,4.55454426545295,8.64193752293683e-05,0.00455142042874673,0.00455142042874673,"LOC126281958/LOC126355885/LOC126334596/LOC126297494/LOC126281532/LOC126268126/LOC126336866/LOC126325353/LOC126336244/LOC126293368/LOC126266827/LOC126281446/LOC126354574/LOC126350022/LOC126323251/LOC126284898/LOC126272256/LOC126336122/LOC126335505",19,"infection_diet50_down","KEGG_pathway","Detoxification and secondary metabolism","Broad KEGG reference map","Infected within diet","Diet 50 infected vs control","Downregulated","Diet 50",698,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/transcript-exon-primary-deseq2_20260806-004620/host_deseq2_all_contrasts.csv"
