"term","gene"
"ko04510","LOC126266971"
"ko05100","LOC126266971"
"ko05213","LOC126266971"
"ko04711","LOC126268064"
"ko04360","LOC126266830"
"ko03440","LOC126267011"
"ko03460","LOC126267011"
"ko05200","LOC126267011"
"ko05212","LOC126267011"
"ko05224","LOC126267011"
"ko00900","LOC126268218"
"ko01100","LOC126268218"
"ko01110","LOC126268218"
"ko01130","LOC126268218"
"ko04144","LOC126268216"
"ko04152","LOC126268216"
"ko04530","LOC126268216"
"ko04972","LOC126268216"
"ko01040","LOC126267980"
"ko01212","LOC126267980"
"ko03320","LOC126267980"
"ko04152","LOC126267980"
"ko04212","LOC126267980"
"ko00230","LOC126365774"
"ko04110","LOC126266966"
"ko04111","LOC126266966"
"ko04113","LOC126266966"
"ko04114","LOC126266966"
"ko04151","LOC126266966"
"ko04510","LOC126266966"
"ko04512","LOC126266966"
"ko04974","LOC126266966"
"ko05165","LOC126266966"
"ko04974","LOC126267084"
"ko04974","LOC126267660"
"ko04138","LOC126267088"
"ko04530","LOC126267088"
"ko03013","LOC126267097"
"ko04012","LOC126267099"
"ko04360","LOC126267099"
"ko04660","LOC126267099"
"ko05130","LOC126267099"
"ko00250","LOC126268126"
"ko00410","LOC126268126"
"ko00430","LOC126268126"
"ko00650","LOC126268126"
"ko00770","LOC126268126"
"ko01100","LOC126268126"
"ko01110","LOC126268126"
"ko01120","LOC126268126"
"ko02024","LOC126268126"
"ko04727","LOC126268126"
"ko04940","LOC126268126"
"ko04020","LOC126267118"
"ko04022","LOC126267118"
"ko04217","LOC126267118"
"ko04218","LOC126267118"
"ko05012","LOC126267118"
"ko05016","LOC126267118"
"ko05166","LOC126267118"
"ko04710","LOC126267123"
"ko04711","LOC126267123"
"ko04728","LOC126267123"
"ko05168","LOC126267123"
"ko04024","LOC126267153"
"ko04080","LOC126267153"
"ko04918","LOC126267153"
"ko04923","LOC126267153"
"ko05320","LOC126267153"
"ko03460","LOC126266615"
"ko00982","LOC126266828"
"ko01120","LOC126266828"
"ko00982","LOC126266827"
"ko01120","LOC126266827"
"ko03050","LOC126266948"
"ko03013","LOC126266951"
"ko00260","LOC126365930"
"ko04014","LOC126365975"
"ko04062","LOC126365975"
"ko04151","LOC126365975"
"ko04371","LOC126365975"
"ko04713","LOC126365975"
"ko04723","LOC126365975"
"ko04724","LOC126365975"
"ko04725","LOC126365975"
"ko04726","LOC126365975"
"ko04727","LOC126365975"
"ko04728","LOC126365975"
"ko04926","LOC126365975"
"ko05032","LOC126365975"
"ko05034","LOC126365975"
"ko05167","LOC126365975"
"ko05200","LOC126365975"
"ko01100","LOC126268053"
"ko04151","LOC126268053"
"ko04510","LOC126268053"
"ko04512","LOC126268053"
"ko05145","LOC126268053"
"ko05146","LOC126268053"
"ko05165","LOC126268053"
"ko05200","LOC126268053"
"ko05222","LOC126268053"
"ko03060","LOC126266947"
"ko05016","LOC126267677"
"ko05016","LOC126267106"
"ko04136","LOC126267033"
"ko04138","LOC126267033"
"ko04140","LOC126267033"
"ko04120","LOC126268094"
"ko04141","LOC126268094"
"ko00900","LOC126266676"
"ko01130","LOC126266676"
"ko03040","LOC126266986"
"ko00190","LOC126267378"
"ko01100","LOC126267378"
"ko04714","LOC126267378"
"ko03018","LOC126267374"
"ko00520","LOC126267263"
"ko00561","LOC126266824"
"ko04975","LOC126266824"
"ko03010","LOC126266852"
"ko03030","LOC126365949"
"ko03060","LOC126365950"
"ko04550","LOC126266968"
"ko04110","LOC126266967"
"ko04111","LOC126266967"
"ko05166","LOC126266967"
"ko04110","LOC126365996"
"ko04111","LOC126365996"
"ko04113","LOC126365996"
"ko04114","LOC126365996"
"ko04120","LOC126365996"
"ko04914","LOC126365996"
"ko05166","LOC126365996"
"ko00030","LOC126267286"
"ko00710","LOC126267286"
"ko01100","LOC126267286"
"ko01110","LOC126267286"
"ko01120","LOC126267286"
"ko01130","LOC126267286"
"ko01200","LOC126267286"
"ko01230","LOC126267286"
"ko04212","LOC126365732"
"ko04922","LOC126365732"
"ko04068","LOC126266944"
"ko04137","LOC126266944"
"ko04140","LOC126266944"
"ko05134","LOC126266944"
"ko04621","LOC126365851"
"ko04921","LOC126365851"
"ko04745","LOC126267943"
"ko04612","LOC126268069"
"ko04112","LOC126267482"
"ko04212","LOC126267482"
"ko04391","LOC126365980"
"ko03040","LOC126266690"
"ko00062","LOC126266863"
"ko01040","LOC126266863"
"ko01110","LOC126266863"
"ko01212","LOC126266863"
"ko04713","LOC126365874"
"ko03018","LOC126366010"
"ko04340","LOC126266614"
"ko04341","LOC126266614"
"ko00981","LOC126267218"
"ko05016","LOC126365881"
"ko04612","LOC126266699"
"ko05152","LOC126266699"
"ko05166","LOC126266699"
"ko01524","LOC126266698"
"ko03460","LOC126266698"
"ko00790","LOC126266959"
"ko01100","LOC126266959"
"ko03015","LOC126266961"
"ko05134","LOC126266961"
"ko00970","LOC126266962"
"ko04550","LOC126266996"
"ko04550","LOC126266998"
"ko00531","LOC126266871"
"ko01100","LOC126266871"
"ko04142","LOC126266871"
"ko00260","LOC126266872"
"ko04391","LOC126365733"
"ko04530","LOC126365733"
"ko00230","LOC126365742"
"ko00240","LOC126365742"
"ko01100","LOC126365742"
"ko03020","LOC126365742"
"ko04623","LOC126365742"
"ko05169","LOC126365742"
"ko04022","LOC126268007"
"ko04024","LOC126268007"
"ko04270","LOC126268007"
"ko04510","LOC126268007"
"ko04611","LOC126268007"
"ko04810","LOC126268007"
"ko04921","LOC126268007"
"ko05205","LOC126268007"
"ko04120","LOC126268012"
"ko04013","LOC126268006"
"ko00230","LOC126268013"
"ko04020","LOC126268013"
"ko04740","LOC126268013"
"ko04742","LOC126268013"
"ko04924","LOC126268013"
"ko04927","LOC126268013"
"ko04934","LOC126268013"
"ko05032","LOC126268013"
"ko00380","LOC126266708"
"ko00790","LOC126266708"
"ko01100","LOC126266708"
"ko04726","LOC126266708"
"ko04151","LOC126267370"
"ko05132","LOC126267370"
"ko03018","LOC126267383"
"ko00970","LOC126268081"
"ko01100","LOC126268081"
"ko04068","LOC126268083"
"ko04110","LOC126268083"
"ko04310","LOC126268083"
"ko04350","LOC126268083"
"ko04371","LOC126268083"
"ko04390","LOC126268083"
"ko04520","LOC126268083"
"ko04550","LOC126268083"
"ko04659","LOC126268083"
"ko04933","LOC126268083"
"ko05161","LOC126268083"
"ko05166","LOC126268083"
"ko05200","LOC126268083"
"ko05210","LOC126268083"
"ko05212","LOC126268083"
"ko05220","LOC126268083"
"ko05225","LOC126268083"
"ko05226","LOC126268083"
"ko00190","LOC126365757"
"ko01100","LOC126365757"
"ko02020","LOC126365757"
"ko04260","LOC126365757"
"ko04714","LOC126365757"
"ko04932","LOC126365757"
"ko05010","LOC126365757"
"ko05012","LOC126365757"
"ko05016","LOC126365757"
"ko04915","LOC126365776"
"ko04919","LOC126365776"
"ko04614","LOC126365777"
"ko04142","LOC126268018"
"ko00860","LOC126266624"
"ko01100","LOC126266624"
"ko01110","LOC126266624"
"ko00450","LOC126266625"
"ko00970","LOC126266625"
"ko00030","LOC126267019"
"ko04138","LOC126268101"
"ko04138","LOC126268194"
"ko04138","LOC126268195"
"ko04138","LOC126266875"
"ko04138","LOC126365925"
"ko00270","LOC126268235"
"ko01100","LOC126268235"
"ko00970","LOC126267296"
"ko01100","LOC126267296"
"ko04140","LOC126365869"
"ko05167","LOC126365869"
"ko04138","LOC126267076"
"ko01522","LOC126266832"
"ko04330","LOC126266832"
"ko04371","LOC126266832"
"ko04658","LOC126266832"
"ko04668","LOC126266832"
"ko05165","LOC126266832"
"ko05200","LOC126266832"
"ko05224","LOC126266832"
"ko04066","LOC126268161"
"ko04911","LOC126268161"
"ko04919","LOC126268161"
"ko04920","LOC126268161"
"ko04922","LOC126268161"
"ko04931","LOC126268161"
"ko04976","LOC126268161"
"ko05166","LOC126268161"
"ko05200","LOC126268161"
"ko05211","LOC126268161"
"ko05230","LOC126268161"
"ko04120","LOC126268112"
"ko00561","LOC126268113"
"ko01100","LOC126268113"
"ko03320","LOC126268113"
"ko04626","LOC126268113"
"ko03008","LOC126268197"
"ko03013","LOC126268197"
"ko03015","LOC126268197"
"ko05164","LOC126268197"
"ko00061","LOC126365753"
"ko00333","LOC126365753"
"ko01100","LOC126365753"
"ko01130","LOC126365753"
"ko01212","LOC126365753"
"ko00970","LOC126365965"
"ko03013","LOC126267193"
"ko03015","LOC126267193"
"ko00010","LOC126266840"
"ko00053","LOC126266840"
"ko00071","LOC126266840"
"ko00260","LOC126266840"
"ko00280","LOC126266840"
"ko00310","LOC126266840"
"ko00330","LOC126266840"
"ko00340","LOC126266840"
"ko00380","LOC126266840"
"ko00410","LOC126266840"
"ko00561","LOC126266840"
"ko00620","LOC126266840"
"ko01100","LOC126266840"
"ko01110","LOC126266840"
"ko01120","LOC126266840"
"ko01130","LOC126266840"
"ko03013","LOC126266843"
"ko03015","LOC126266843"
"ko03040","LOC126266843"
"ko05164","LOC126266843"
"ko00030","LOC126268037"
"ko00260","LOC126268037"
"ko01100","LOC126268037"
"ko01110","LOC126268037"
"ko01130","LOC126268037"
"ko04974","LOC126365904"
"ko04144","LOC126266644"
"ko00511","LOC126267505"
"ko00330","LOC126267504"
"ko00340","LOC126267504"
"ko00410","LOC126267504"
"ko01100","LOC126267504"
"ko00230","LOC126268164"
"ko02025","LOC126268164"
"ko04113","LOC126268164"
"ko04213","LOC126268164"
"ko04130","LOC126268121"
"ko04145","LOC126268121"
"ko04130","LOC126268119"
"ko04145","LOC126268119"
"ko00010","LOC126266619"
"ko00270","LOC126266619"
"ko00620","LOC126266619"
"ko00640","LOC126266619"
"ko01100","LOC126266619"
"ko01110","LOC126266619"
"ko01120","LOC126266619"
"ko01130","LOC126266619"
"ko04922","LOC126266619"
"ko00010","LOC126267077"
"ko00270","LOC126267077"
"ko00620","LOC126267077"
"ko00640","LOC126267077"
"ko01100","LOC126267077"
"ko01110","LOC126267077"
"ko01120","LOC126267077"
"ko01130","LOC126267077"
"ko04922","LOC126267077"
"ko04064","LOC126266859"
"ko04660","LOC126266859"
"ko04662","LOC126266859"
"ko05152","LOC126266859"
"ko05166","LOC126266861"
"ko00010","LOC126267035"
"ko00051","LOC126267035"
"ko00052","LOC126267035"
"ko00500","LOC126267035"
"ko00520","LOC126267035"
"ko00521","LOC126267035"
"ko00524","LOC126267035"
"ko01100","LOC126267035"
"ko01110","LOC126267035"
"ko01120","LOC126267035"
"ko01130","LOC126267035"
"ko01200","LOC126267035"
"ko04066","LOC126267035"
"ko04910","LOC126267035"
"ko04930","LOC126267035"
"ko04973","LOC126267035"
"ko05230","LOC126267035"
"ko00040","LOC126266657"
"ko00053","LOC126266657"
"ko00520","LOC126266657"
"ko01100","LOC126266657"
"ko04010","LOC126268105"
"ko04060","LOC126268105"
"ko04068","LOC126268105"
"ko04144","LOC126268105"
"ko04218","LOC126268105"
"ko04350","LOC126268105"
"ko04371","LOC126268105"
"ko04380","LOC126268105"
"ko04390","LOC126268105"
"ko04520","LOC126268105"
"ko04659","LOC126268105"
"ko04926","LOC126268105"
"ko04933","LOC126268105"
"ko05142","LOC126268105"
"ko05161","LOC126268105"
"ko05166","LOC126268105"
"ko05200","LOC126268105"
"ko05210","LOC126268105"
"ko05212","LOC126268105"
"ko05220","LOC126268105"
"ko05225","LOC126268105"
"ko05226","LOC126268105"
"ko04130","LOC126267352"
"ko04140","LOC126267352"
"ko03018","LOC126365886"
"ko03013","LOC126365887"
"ko04141","LOC126365887"
"ko04150","LOC126365887"
"ko00230","LOC126267081"
"ko00240","LOC126267081"
"ko01100","LOC126267081"
"ko03030","LOC126267081"
"ko03410","LOC126267081"
"ko03420","LOC126267081"
"ko05166","LOC126267081"
"ko00190","LOC126267454"
"ko01100","LOC126267454"
"ko04714","LOC126267454"
"ko05010","LOC126267454"
"ko05012","LOC126267454"
"ko05016","LOC126267454"
"ko04013","LOC126268147"
"ko04014","LOC126268147"
"ko04218","LOC126268147"
"ko04320","LOC126268147"
"ko05166","LOC126268147"
"ko05200","LOC126268147"
"ko05211","LOC126268147"
"ko04110","LOC126268148"
"ko04111","LOC126268148"
"ko04113","LOC126268148"
"ko03013","LOC126267349"
"ko04011","LOC126267349"
"ko04111","LOC126267349"
"ko00260","LOC126267350"
"ko00630","LOC126267350"
"ko01100","LOC126267350"
"ko01110","LOC126267350"
"ko01130","LOC126267350"
"ko01200","LOC126267350"
"ko00010","LOC126365769"
"ko00620","LOC126365769"
"ko00640","LOC126365769"
"ko00680","LOC126365769"
"ko00720","LOC126365769"
"ko01100","LOC126365769"
"ko01110","LOC126365769"
"ko01120","LOC126365769"
"ko01130","LOC126365769"
"ko01200","LOC126365769"
"ko00521","LOC126365771"
"ko00562","LOC126365771"
"ko01100","LOC126365771"
"ko04070","LOC126365771"
"ko00970","LOC126365812"
"ko03013","LOC126268072"
"ko03018","LOC126268073"
"ko00564","LOC126266803"
"ko01100","LOC126266803"
"ko01110","LOC126266803"
"ko04510","LOC126267592"
"ko04015","LOC126267591"
"ko04024","LOC126267591"
"ko04144","LOC126267591"
"ko00230","LOC126266606"
"ko00240","LOC126266606"
"ko01100","LOC126266606"
"ko03030","LOC126266606"
"ko03410","LOC126266606"
"ko03420","LOC126266606"
"ko05166","LOC126266606"
"ko04012","LOC126266607"
"ko04014","LOC126266607"
"ko04110","LOC126266607"
"ko04360","LOC126266607"
"ko04722","LOC126266607"
"ko05130","LOC126266607"
"ko05131","LOC126266607"
"ko05200","LOC126266607"
"ko05206","LOC126266607"
"ko05220","LOC126266607"
"ko05416","LOC126266607"
"ko04623","LOC126266611"
"ko04144","LOC126365909"
"ko00062","LOC126267292"
"ko00071","LOC126267292"
"ko00280","LOC126267292"
"ko01100","LOC126267292"
"ko01110","LOC126267292"
"ko01130","LOC126267292"
"ko01212","LOC126267292"
"ko00062","LOC126267314"
"ko00071","LOC126267314"
"ko00280","LOC126267314"
"ko01100","LOC126267314"
"ko01110","LOC126267314"
"ko01130","LOC126267314"
"ko01212","LOC126267314"
"ko03015","LOC126267317"
"ko04130","LOC126267319"
"ko04024","LOC126267315"
"ko04340","LOC126267315"
"ko04341","LOC126267315"
"ko04360","LOC126267315"
"ko05200","LOC126267315"
"ko05205","LOC126267315"
"ko05217","LOC126267315"
"ko00230","LOC126267161"
"ko01100","LOC126267161"
"ko00380","LOC126267269"
"ko01100","LOC126267269"
"ko00380","LOC126267271"
"ko01100","LOC126267271"
"ko04621","LOC126267009"
"ko03030","LOC126267458"
"ko03420","LOC126267458"
"ko03430","LOC126267458"
"ko04151","LOC126266752"
"ko04510","LOC126266752"
"ko04512","LOC126266752"
"ko05020","LOC126266752"
"ko05145","LOC126266752"
"ko05146","LOC126266752"
"ko05165","LOC126266752"
"ko05200","LOC126266752"
"ko05222","LOC126266752"
"ko04151","LOC126267772"
"ko04510","LOC126267772"
"ko04512","LOC126267772"
"ko05020","LOC126267772"
"ko05145","LOC126267772"
"ko05146","LOC126267772"
"ko05165","LOC126267772"
"ko05200","LOC126267772"
"ko05222","LOC126267772"
"ko04151","LOC126267773"
"ko04510","LOC126267773"
"ko04512","LOC126267773"
"ko05020","LOC126267773"
"ko05145","LOC126267773"
"ko05146","LOC126267773"
"ko05165","LOC126267773"
"ko05200","LOC126267773"
"ko05222","LOC126267773"
"ko00564","LOC126266753"
"ko01110","LOC126266753"
"ko03060","LOC126266756"
"ko04141","LOC126266756"
"ko04145","LOC126266756"
"ko05110","LOC126266756"
"ko04320","LOC126268077"
"ko04130","LOC126365852"
"ko04114","LOC126266825"
"ko04810","LOC126266825"
"ko04914","LOC126266825"
"ko03050","LOC126267289"
"ko04141","LOC126365785"
"ko04141","LOC126365787"
"ko00190","LOC126365789"
"ko01100","LOC126365789"
"ko04714","LOC126365789"
"ko05010","LOC126365789"
"ko05012","LOC126365789"
"ko05016","LOC126365789"
"ko03040","LOC126267181"
"ko00030","LOC126267050"
"ko00230","LOC126267050"
"ko01100","LOC126267050"
"ko01110","LOC126267050"
"ko01120","LOC126267050"
"ko01130","LOC126267050"
"ko01200","LOC126267050"
"ko01230","LOC126267050"
"ko03040","LOC126267053"
"ko00510","LOC126267052"
"ko00513","LOC126267052"
"ko01100","LOC126267052"
"ko04141","LOC126267052"
"ko00970","LOC126268181"
"ko04110","LOC126267167"
"ko04111","LOC126267167"
"ko04113","LOC126267167"
"ko04114","LOC126267167"
"ko04120","LOC126267167"
"ko04657","LOC126267167"
"ko04914","LOC126267167"
"ko05166","LOC126267167"
"ko05169","LOC126267995"
"ko05203","LOC126267995"
"ko03040","LOC126365894"
"ko04142","LOC126266800"
"ko00040","LOC126267528"
"ko00053","LOC126267528"
"ko00140","LOC126267528"
"ko00830","LOC126267528"
"ko00860","LOC126267528"
"ko00980","LOC126267528"
"ko00982","LOC126267528"
"ko00983","LOC126267528"
"ko01100","LOC126267528"
"ko01110","LOC126267528"
"ko05204","LOC126267528"
"ko00040","LOC126266939"
"ko00053","LOC126266939"
"ko00140","LOC126266939"
"ko00830","LOC126266939"
"ko00860","LOC126266939"
"ko00980","LOC126266939"
"ko00982","LOC126266939"
"ko00983","LOC126266939"
"ko01100","LOC126266939"
"ko01110","LOC126266939"
"ko05204","LOC126266939"
"ko00040","LOC126266941"
"ko00053","LOC126266941"
"ko00140","LOC126266941"
"ko00830","LOC126266941"
"ko00860","LOC126266941"
"ko00980","LOC126266941"
"ko00982","LOC126266941"
"ko00983","LOC126266941"
"ko01100","LOC126266941"
"ko01110","LOC126266941"
"ko05204","LOC126266941"
"ko00040","LOC126266903"
"ko00053","LOC126266903"
"ko00140","LOC126266903"
"ko00830","LOC126266903"
"ko00860","LOC126266903"
"ko00980","LOC126266903"
"ko00982","LOC126266903"
"ko00983","LOC126266903"
"ko01100","LOC126266903"
"ko01110","LOC126266903"
"ko05204","LOC126266903"
"ko00040","LOC126267788"
"ko00053","LOC126267788"
"ko00140","LOC126267788"
"ko00830","LOC126267788"
"ko00860","LOC126267788"
"ko00980","LOC126267788"
"ko00982","LOC126267788"
"ko00983","LOC126267788"
"ko01100","LOC126267788"
"ko01110","LOC126267788"
"ko05204","LOC126267788"
"ko00230","LOC126266906"
"ko04022","LOC126266906"
"ko04024","LOC126266906"
"ko04270","LOC126266906"
"ko04714","LOC126266906"
"ko04921","LOC126266906"
"ko04923","LOC126266906"
"ko04924","LOC126266906"
"ko04925","LOC126266906"
"ko00190","LOC126266907"
"ko01100","LOC126266907"
"ko04145","LOC126266907"
"ko04721","LOC126266907"
"ko04966","LOC126266907"
"ko05110","LOC126266907"
"ko05120","LOC126266907"
"ko05323","LOC126266907"
"ko04144","LOC126266678"
"ko04721","LOC126266678"
"ko04961","LOC126266678"
"ko05016","LOC126266678"
"ko04010","LOC126266679"
"ko04014","LOC126266679"
"ko04015","LOC126266679"
"ko04662","LOC126266679"
"ko05200","LOC126266679"
"ko00230","LOC126268237"
"ko00240","LOC126268237"
"ko01100","LOC126268237"
"ko03020","LOC126268237"
"ko04623","LOC126268237"
"ko05169","LOC126268237"
"ko00010","LOC126267012"
"ko00260","LOC126267012"
"ko00680","LOC126267012"
"ko01100","LOC126267012"
"ko01110","LOC126267012"
"ko01120","LOC126267012"
"ko01130","LOC126267012"
"ko01200","LOC126267012"
"ko01230","LOC126267012"
"ko04922","LOC126267012"
"ko05230","LOC126267012"
"ko04970","LOC126268165"
"ko04971","LOC126268165"
"ko04972","LOC126268165"
"ko04976","LOC126268165"
"ko05168","LOC126268167"
"ko00270","LOC126268168"
"ko01100","LOC126268168"
"ko05206","LOC126268168"
"ko04714","LOC126267540"
"ko00563","LOC126268049"
"ko01100","LOC126268049"
"ko04015","LOC126267812"
"ko04072","LOC126267812"
"ko04080","LOC126267812"
"ko04151","LOC126267812"
"ko04540","LOC126267812"
"ko05200","LOC126267812"
"ko04015","LOC126267042"
"ko04072","LOC126267042"
"ko04080","LOC126267042"
"ko04151","LOC126267042"
"ko04540","LOC126267042"
"ko05200","LOC126267042"
"ko00310","LOC126267813"
"ko00514","LOC126267813"
"ko00310","LOC126266731"
"ko00514","LOC126266731"
"ko00230","LOC126267954"
"ko01100","LOC126267954"
"ko01120","LOC126267954"
"ko00330","LOC126267473"
"ko01100","LOC126267473"
"ko01110","LOC126267473"
"ko01130","LOC126267473"
"ko01230","LOC126267473"
"ko00970","LOC126365794"
"ko04550","LOC126365822"
"ko00532","LOC126267164"
"ko00534","LOC126267164"
"ko01100","LOC126267164"
"ko04060","LOC126267165"
"ko04350","LOC126267165"
"ko04360","LOC126267165"
"ko04390","LOC126267165"
"ko05206","LOC126365926"
"ko04142","LOC126267519"
"ko04210","LOC126267519"
"ko04142","LOC126267478"
"ko04210","LOC126267478"
"ko04142","LOC126267479"
"ko04210","LOC126267479"
"ko04142","LOC126267477"
"ko04210","LOC126267477"
"ko04142","LOC126267069"
"ko04210","LOC126267069"
"ko04141","LOC126267073"
"ko04024","LOC126267822"
"ko04080","LOC126267822"
"ko04024","LOC126267823"
"ko04080","LOC126267823"
"ko00562","LOC126366000"
"ko01100","LOC126366000"
"ko04070","LOC126366000"
"ko00511","LOC126266778"
"ko00513","LOC126266778"
"ko01100","LOC126266778"
"ko04012","LOC126267038"
"ko04062","LOC126267038"
"ko04217","LOC126267038"
"ko04630","LOC126267038"
"ko04658","LOC126267038"
"ko04659","LOC126267038"
"ko04917","LOC126267038"
"ko04933","LOC126267038"
"ko05161","LOC126267038"
"ko05162","LOC126267038"
"ko05166","LOC126267038"
"ko05200","LOC126267038"
"ko05203","LOC126267038"
"ko05220","LOC126267038"
"ko05221","LOC126267038"
"ko05223","LOC126267038"
"ko04120","LOC126365896"
"ko05012","LOC126365896"
"ko00970","LOC126266865"
"ko04668","LOC126267054"
"ko04912","LOC126267054"
"ko04950","LOC126267054"
"ko05202","LOC126267054"
"ko04950","LOC126266829"
"ko00020","LOC126365941"
"ko00630","LOC126365941"
"ko00720","LOC126365941"
"ko01100","LOC126365941"
"ko01110","LOC126365941"
"ko01120","LOC126365941"
"ko01130","LOC126365941"
"ko01200","LOC126365941"
"ko01210","LOC126365941"
"ko01230","LOC126365941"
"ko04020","LOC126267838"
"ko04022","LOC126267838"
"ko04024","LOC126267838"
"ko04261","LOC126267838"
"ko04925","LOC126267838"
"ko04970","LOC126267838"
"ko04972","LOC126267838"
"ko00230","LOC126365762"
"ko04024","LOC126365762"
"ko05032","LOC126365762"
"ko00030","LOC126267497"
"ko00260","LOC126267497"
"ko01100","LOC126267497"
"ko01110","LOC126267497"
"ko01130","LOC126267497"
"ko00190","LOC126266729"
"ko01100","LOC126266729"
"ko04142","LOC126266729"
"ko04145","LOC126266729"
"ko04721","LOC126266729"
"ko04966","LOC126266729"
"ko05110","LOC126266729"
"ko05120","LOC126266729"
"ko05152","LOC126266729"
"ko05323","LOC126266729"
"ko02024","LOC126267250"
"ko03060","LOC126267250"
"ko03070","LOC126267250"
"ko03060","LOC126267253"
"ko04141","LOC126267253"
"ko04918","LOC126267253"
"ko05020","LOC126267253"
"ko03010","LOC126365836"
"ko04391","LOC126268084"
"ko03430","LOC126267340"
"ko00190","LOC126267399"
"ko04260","LOC126267399"
"ko04714","LOC126267399"
"ko04932","LOC126267399"
"ko05010","LOC126267399"
"ko05012","LOC126267399"
"ko05016","LOC126267399"
"ko00510","LOC126267396"
"ko00513","LOC126267396"
"ko01100","LOC126267396"
"ko00240","LOC126267398"
"ko01100","LOC126267398"
"ko00230","LOC126268225"
"ko00240","LOC126268225"
"ko01100","LOC126268225"
"ko03030","LOC126268225"
"ko00190","LOC126268228"
"ko01100","LOC126268228"
"ko04714","LOC126268228"
"ko04723","LOC126268228"
"ko04932","LOC126268228"
"ko05010","LOC126268228"
"ko05012","LOC126268228"
"ko05016","LOC126268228"
"ko04115","LOC126365791"
"ko04214","LOC126365791"
"ko04390","LOC126365791"
"ko04391","LOC126365791"
"ko04722","LOC126365791"
"ko05162","LOC126365791"
"ko05206","LOC126365791"
"ko04520","LOC126365991"
"ko04910","LOC126365991"
"ko04931","LOC126365991"
"ko00981","LOC126268026"
"ko04072","LOC126266808"
"ko04140","LOC126266808"
"ko04150","LOC126266808"
"ko04151","LOC126266808"
"ko04152","LOC126266808"
"ko04211","LOC126266808"
"ko04218","LOC126266808"
"ko04714","LOC126266808"
"ko04910","LOC126266808"
"ko05165","LOC126266808"
"ko05231","LOC126266808"
"ko03013","LOC126266810"
"ko04137","LOC126267175"
"ko04140","LOC126267175"
"ko04141","LOC126267175"
"ko04210","LOC126267175"
"ko04214","LOC126267175"
"ko04932","LOC126267175"
"ko05010","LOC126267175"
"ko05160","LOC126267175"
"ko05162","LOC126267175"
"ko05164","LOC126267175"
"ko05168","LOC126267175"
"ko05169","LOC126267175"
"ko04145","LOC126267179"
"ko04210","LOC126267179"
"ko04530","LOC126267179"
"ko04540","LOC126267179"
"ko05130","LOC126267179"
"ko00510","LOC126268149"
"ko00513","LOC126268149"
"ko01100","LOC126268149"
"ko00620","LOC126268183"
"ko00627","LOC126268183"
"ko01120","LOC126268183"
"ko00900","LOC126268190"
"ko01130","LOC126268190"
"ko04080","LOC126267861"
"ko00970","LOC126268086"
"ko03018","LOC126268088"
"ko04110","LOC126267226"
"ko04111","LOC126267226"
"ko04115","LOC126267226"
"ko04218","LOC126267226"
"ko05166","LOC126267226"
"ko00561","LOC126266706"
"ko01100","LOC126266706"
"ko03320","LOC126266706"
"ko04626","LOC126266706"
"ko00561","LOC126365905"
"ko01100","LOC126365905"
"ko03320","LOC126365905"
"ko04626","LOC126365905"
"ko04964","LOC126365988"
"ko04974","LOC126365988"
"ko04976","LOC126365988"
"ko04978","LOC126365988"
"ko04630","LOC126266672"
"ko04630","LOC126267869"
"ko03008","LOC126268211"
"ko04120","LOC126268212"
"ko04141","LOC126268212"
"ko05012","LOC126268212"
"ko04630","LOC126365850"
"ko04917","LOC126365850"
"ko00600","LOC126268208"
"ko01100","LOC126268208"
"ko04071","LOC126268208"
"ko04138","LOC126268208"
"ko00511","LOC126267487"
"ko04142","LOC126267487"
"ko00562","LOC126268203"
"ko01100","LOC126268203"
"ko04070","LOC126268203"
"ko04138","LOC126266685"
"ko04138","LOC126266686"
"ko04970","LOC126267876"
"ko03013","LOC126266660"
"ko05202","LOC126266918"
"ko01521","LOC126365977"
"ko03013","LOC126365977"
"ko04066","LOC126365977"
"ko04150","LOC126365977"
"ko04151","LOC126365977"
"ko04211","LOC126365977"
"ko04910","LOC126365977"
"ko04010","LOC126267308"
"ko04710","LOC126267043"
"ko04120","LOC126267046"
"ko04111","LOC126268114"
"ko04120","LOC126365816"
"ko01522","LOC126365804"
"ko04010","LOC126365804"
"ko04011","LOC126365804"
"ko04013","LOC126365804"
"ko04015","LOC126365804"
"ko04068","LOC126365804"
"ko04071","LOC126365804"
"ko04139","LOC126365804"
"ko04212","LOC126365804"
"ko04218","LOC126365804"
"ko04261","LOC126365804"
"ko04370","LOC126365804"
"ko04380","LOC126365804"
"ko04550","LOC126365804"
"ko04611","LOC126365804"
"ko04620","LOC126365804"
"ko04621","LOC126365804"
"ko04622","LOC126365804"
"ko04624","LOC126365804"
"ko04657","LOC126365804"
"ko04658","LOC126365804"
"ko04659","LOC126365804"
"ko04660","LOC126365804"
"ko04664","LOC126365804"
"ko04668","LOC126365804"
"ko04670","LOC126365804"
"ko04714","LOC126365804"
"ko04722","LOC126365804"
"ko04723","LOC126365804"
"ko04728","LOC126365804"
"ko04750","LOC126365804"
"ko04912","LOC126365804"
"ko04914","LOC126365804"
"ko04917","LOC126365804"
"ko04926","LOC126365804"
"ko04933","LOC126365804"
"ko05014","LOC126365804"
"ko05120","LOC126365804"
"ko05131","LOC126365804"
"ko05132","LOC126365804"
"ko05133","LOC126365804"
"ko05140","LOC126365804"
"ko05142","LOC126365804"
