"term","gene"
"ko00910","LOC126293589"
"ko03040","LOC126293588"
"ko04144","LOC126293410"
"ko03010","LOC126293411"
"ko03040","LOC126293413"
"ko00512","LOC126293237"
"ko01100","LOC126293237"
"ko00562","LOC126293447"
"ko01100","LOC126293447"
"ko04070","LOC126293447"
"ko03440","LOC126293396"
"ko00670","LOC126293397"
"ko00970","LOC126293397"
"ko04114","LOC126293616"
"ko04320","LOC126293616"
"ko04914","LOC126293616"
"ko04146","LOC126293621"
"ko00510","LOC126293494"
"ko00513","LOC126293494"
"ko01100","LOC126293494"
"ko00260","LOC126293368"
"ko00680","LOC126293368"
"ko00750","LOC126293368"
"ko01100","LOC126293368"
"ko01120","LOC126293368"
"ko01130","LOC126293368"
"ko01200","LOC126293368"
"ko01230","LOC126293368"
"ko03013","LOC126293637"
"ko04150","LOC126293637"
"ko04151","LOC126293637"
"ko05205","LOC126293637"
"ko05010","LOC126293640"
"ko05120","LOC126293640"
"ko00910","LOC126293648"
"ko00910","LOC126293649"
"ko04931","LOC126293379"
"ko04932","LOC126293379"
"ko03460","LOC126293177"
"ko04015","LOC126293486"
"ko04020","LOC126293486"
"ko04022","LOC126293486"
"ko04071","LOC126293486"
"ko04261","LOC126293486"
"ko04270","LOC126293486"
"ko04371","LOC126293486"
"ko04540","LOC126293486"
"ko04611","LOC126293486"
"ko04713","LOC126293486"
"ko04720","LOC126293486"
"ko04723","LOC126293486"
"ko04724","LOC126293486"
"ko04725","LOC126293486"
"ko04726","LOC126293486"
"ko04728","LOC126293486"
"ko04730","LOC126293486"
"ko04745","LOC126293486"
"ko04750","LOC126293486"
"ko04911","LOC126293486"
"ko04912","LOC126293486"
"ko04915","LOC126293486"
"ko04916","LOC126293486"
"ko04918","LOC126293486"
"ko04921","LOC126293486"
"ko04922","LOC126293486"
"ko04924","LOC126293486"
"ko04925","LOC126293486"
"ko04927","LOC126293486"
"ko04934","LOC126293486"
"ko04961","LOC126293486"
"ko04970","LOC126293486"
"ko04971","LOC126293486"
"ko04972","LOC126293486"
"ko05010","LOC126293486"
"ko05016","LOC126293486"
"ko05142","LOC126293486"
"ko05143","LOC126293486"
"ko05146","LOC126293486"
"ko05200","LOC126293486"
"ko04144","LOC126293488"
"ko04217","LOC126293488"
"ko03030","LOC126293483"
"ko04110","LOC126293483"
"ko04111","LOC126293483"
"ko04113","LOC126293483"
"ko00910","LOC126293487"
"ko03040","LOC126293348"
"ko03060","LOC126293167"
"ko04120","LOC126293370"
"ko03013","LOC126293345"
"ko00480","LOC126293584"
"ko01100","LOC126293584"
"ko04614","LOC126293584"
"ko04640","LOC126293584"
"ko00980","LOC126293679"
"ko00981","LOC126293679"
"ko04976","LOC126293679"
"ko05204","LOC126293679"
"ko00980","LOC126293680"
"ko00981","LOC126293680"
"ko04976","LOC126293680"
"ko05204","LOC126293680"
"ko00770","LOC126293683"
"ko01100","LOC126293683"
"ko00190","LOC126293688"
"ko01100","LOC126293688"
"ko04714","LOC126293688"
"ko04723","LOC126293688"
"ko04932","LOC126293688"
"ko05010","LOC126293688"
"ko05012","LOC126293688"
"ko05016","LOC126293688"
"ko00230","LOC126293689"
"ko01100","LOC126293689"
"ko04024","LOC126293689"
"ko04371","LOC126293689"
"ko04713","LOC126293689"
"ko04714","LOC126293689"
"ko04512","LOC126293693"
"ko04512","LOC126293692"
"ko00510","LOC126293336"
"ko00513","LOC126293336"
"ko00533","LOC126293336"
"ko01100","LOC126293336"
"ko05202","LOC126293336"
"ko04144","LOC126293339"
"ko04614","LOC126293252"
"ko04924","LOC126293252"
"ko05142","LOC126293252"
"ko05410","LOC126293252"
"ko04614","LOC126293514"
"ko04924","LOC126293514"
"ko05142","LOC126293514"
"ko05410","LOC126293514"
"ko00310","LOC126293165"
"ko04144","LOC126293551"
"ko04080","LOC126293554"
"ko04214","LOC126293554"
"ko04979","LOC126293554"
"ko05166","LOC126293554"
"ko04340","LOC126293561"
"ko04341","LOC126293561"
"ko04714","LOC126293260"
"ko05225","LOC126293260"
"ko04340","LOC126295133"
"ko04341","LOC126295133"
"ko04340","LOC126295425"
"ko04341","LOC126295425"
"ko00310","LOC126295317"
"ko04550","LOC126295317"
"ko00190","LOC126295505"
"ko01100","LOC126295505"
"ko04714","LOC126295505"
"ko04723","LOC126295505"
"ko04932","LOC126295505"
"ko05010","LOC126295505"
"ko05012","LOC126295505"
"ko05016","LOC126295505"
"ko04136","LOC126295506"
"ko04137","LOC126295506"
"ko04138","LOC126295506"
"ko04140","LOC126295506"
"ko00310","LOC126295196"
"ko03013","LOC126295196"
"ko04340","LOC126295084"
"ko04341","LOC126295084"
"ko04340","LOC126295430"
"ko04341","LOC126295430"
"ko05206","LOC126295151"
"ko00020","LOC126295119"
"ko00630","LOC126295119"
"ko01100","LOC126295119"
"ko01110","LOC126295119"
"ko01120","LOC126295119"
"ko01130","LOC126295119"
"ko01200","LOC126295119"
"ko01210","LOC126295119"
"ko01230","LOC126295119"
"ko00190","LOC126295124"
"ko01100","LOC126295124"
"ko04714","LOC126295124"
"ko04723","LOC126295124"
"ko04932","LOC126295124"
"ko05010","LOC126295124"
"ko05012","LOC126295124"
"ko05016","LOC126295124"
"ko03008","LOC126295123"
"ko00970","LOC126295389"
"ko04010","LOC126295392"
"ko04011","LOC126295392"
"ko04014","LOC126295392"
"ko04015","LOC126295392"
"ko04062","LOC126295392"
"ko04144","LOC126295392"
"ko04360","LOC126295392"
"ko04370","LOC126295392"
"ko04510","LOC126295392"
"ko04520","LOC126295392"
"ko04530","LOC126295392"
"ko04660","LOC126295392"
"ko04666","LOC126295392"
"ko04670","LOC126295392"
"ko04722","LOC126295392"
"ko04810","LOC126295392"
"ko04912","LOC126295392"
"ko04932","LOC126295392"
"ko04933","LOC126295392"
"ko05100","LOC126295392"
"ko05120","LOC126295392"
"ko05130","LOC126295392"
"ko05131","LOC126295392"
"ko05132","LOC126295392"
"ko05165","LOC126295392"
"ko05200","LOC126295392"
"ko05203","LOC126295392"
"ko05205","LOC126295392"
"ko05211","LOC126295392"
"ko05212","LOC126295392"
"ko00590","LOC126295125"
"ko01100","LOC126295125"
"ko00563","LOC126295282"
"ko01100","LOC126295282"
"ko03013","LOC126295181"
"ko04340","LOC126295113"
"ko04341","LOC126295113"
"ko00310","LOC126295284"
"ko00260","LOC126295405"
"ko00680","LOC126295405"
"ko01100","LOC126295405"
"ko01120","LOC126295405"
"ko01130","LOC126295405"
"ko01200","LOC126295405"
"ko01230","LOC126295405"
"ko00532","LOC126295406"
"ko00534","LOC126295406"
"ko01100","LOC126295406"
"ko00532","LOC126295408"
"ko00534","LOC126295408"
"ko01100","LOC126295408"
"ko03018","LOC126295407"
"ko04212","LOC126295407"
"ko04940","LOC126295407"
"ko05134","LOC126295407"
"ko05152","LOC126295407"
"ko05165","LOC126295019"
"ko04340","LOC126295417"
"ko04341","LOC126295417"
"ko05206","LOC126295504"
"ko00260","LOC126295024"
"ko00460","LOC126295024"
"ko00630","LOC126295024"
"ko00670","LOC126295024"
"ko00680","LOC126295024"
"ko01100","LOC126295024"
"ko01110","LOC126295024"
"ko01120","LOC126295024"
"ko01130","LOC126295024"
"ko01200","LOC126295024"
"ko01230","LOC126295024"
"ko01523","LOC126295024"
"ko05200","LOC126295469"
"ko04146","LOC126295107"
"ko04213","LOC126295107"
"ko05014","LOC126295107"
"ko05016","LOC126295107"
"ko05020","LOC126295107"
"ko03010","LOC126295109"
"ko04142","LOC126295110"
"ko04145","LOC126295110"
"ko04330","LOC126295208"
"ko04919","LOC126295208"
"ko05166","LOC126295208"
"ko05203","LOC126295208"
"ko00590","LOC126295215"
"ko01100","LOC126295215"
"ko04150","LOC126295216"
"ko03040","LOC126295027"
"ko00511","LOC126295334"
"ko00563","LOC126295336"
"ko01100","LOC126295336"
"ko03022","LOC126295339"
"ko05168","LOC126295339"
"ko03015","LOC126295340"
"ko05132","LOC126295344"
"ko04020","LOC126295032"
"ko04022","LOC126295032"
"ko04024","LOC126295032"
"ko04261","LOC126295032"
"ko04925","LOC126295032"
"ko04970","LOC126295032"
"ko04972","LOC126295032"
"ko04340","LOC126295143"
"ko04341","LOC126295143"
"ko04137","LOC126295463"
"ko05012","LOC126295463"
"ko00230","LOC126295328"
"ko01522","LOC126295328"
"ko04015","LOC126295328"
"ko04022","LOC126295328"
"ko04024","LOC126295328"
"ko04062","LOC126295328"
"ko04072","LOC126295328"
"ko04114","LOC126295328"
"ko04211","LOC126295328"
"ko04213","LOC126295328"
"ko04261","LOC126295328"
"ko04270","LOC126295328"
"ko04371","LOC126295328"
"ko04540","LOC126295328"
"ko04611","LOC126295328"
"ko04713","LOC126295328"
"ko04714","LOC126295328"
"ko04723","LOC126295328"
"ko04724","LOC126295328"
"ko04725","LOC126295328"
"ko04726","LOC126295328"
"ko04727","LOC126295328"
"ko04728","LOC126295328"
"ko04742","LOC126295328"
"ko04750","LOC126295328"
"ko04911","LOC126295328"
"ko04912","LOC126295328"
"ko04913","LOC126295328"
"ko04914","LOC126295328"
"ko04915","LOC126295328"
"ko04916","LOC126295328"
"ko04918","LOC126295328"
"ko04921","LOC126295328"
"ko04923","LOC126295328"
"ko04924","LOC126295328"
"ko04925","LOC126295328"
"ko04926","LOC126295328"
"ko04927","LOC126295328"
"ko04934","LOC126295328"
"ko04961","LOC126295328"
"ko04962","LOC126295328"
"ko04970","LOC126295328"
"ko04971","LOC126295328"
"ko04972","LOC126295328"
"ko04976","LOC126295328"
"ko05012","LOC126295328"
"ko05030","LOC126295328"
"ko05031","LOC126295328"
"ko05032","LOC126295328"
"ko05034","LOC126295328"
"ko05166","LOC126295328"
"ko05200","LOC126295328"
"ko05414","LOC126295328"
"ko04340","LOC126295087"
"ko04341","LOC126295087"
"ko04340","LOC126294945"
"ko04341","LOC126294945"
"ko04340","LOC126294949"
"ko04341","LOC126294949"
"ko04340","LOC126295040"
"ko04341","LOC126295040"
"ko04340","LOC126294955"
"ko04341","LOC126294955"
"ko04340","LOC126294962"
"ko04341","LOC126294962"
"ko04340","LOC126294963"
"ko04341","LOC126294963"
"ko00900","LOC126294981"
"ko01130","LOC126294981"
"ko04340","LOC126294982"
"ko04341","LOC126294982"
"ko00010","LOC126295224"
"ko00051","LOC126295224"
"ko00562","LOC126295224"
"ko00710","LOC126295224"
"ko01100","LOC126295224"
"ko01110","LOC126295224"
"ko01120","LOC126295224"
"ko01130","LOC126295224"
"ko01200","LOC126295224"
"ko01230","LOC126295224"
"ko04340","LOC126295166"
"ko04341","LOC126295166"
"ko04146","LOC126295101"
"ko04745","LOC126295103"
"ko04340","LOC126295382"
"ko04341","LOC126295382"
"ko04340","LOC126295420"
"ko04341","LOC126295420"
"ko04340","LOC126295167"
"ko04341","LOC126295167"
"ko03018","LOC126295076"
"ko00230","LOC126295146"
"ko04927","LOC126295146"
"ko04934","LOC126295146"
"ko05032","LOC126295146"
"ko04340","LOC126295201"
"ko04341","LOC126295201"
"ko04340","LOC126295191"
"ko04341","LOC126295191"
"ko04340","LOC126295192"
"ko04341","LOC126295192"
"ko03015","LOC126295126"
"ko04340","LOC126295149"
"ko04341","LOC126295149"
"ko05205","LOC126295054"
"ko00010","LOC126295304"
"ko00051","LOC126295304"
"ko00562","LOC126295304"
"ko00710","LOC126295304"
"ko01100","LOC126295304"
"ko01110","LOC126295304"
"ko01120","LOC126295304"
"ko01130","LOC126295304"
"ko01200","LOC126295304"
"ko01230","LOC126295304"
"ko05205","LOC126295058"
"ko00230","LOC126295426"
"ko00240","LOC126295426"
"ko01100","LOC126295426"
"ko03020","LOC126295426"
"ko05016","LOC126295426"
"ko05169","LOC126295426"
"ko04710","LOC126294990"
"ko04711","LOC126294990"
"ko04713","LOC126294990"
"ko05168","LOC126294990"
"ko05202","LOC126294990"
"ko05221","LOC126294990"
"ko04068","LOC126295071"
"ko04152","LOC126295071"
"ko04211","LOC126295071"
"ko04213","LOC126295071"
"ko04371","LOC126295071"
"ko04530","LOC126295071"
"ko04710","LOC126295071"
"ko04714","LOC126295071"
"ko04910","LOC126295071"
"ko04920","LOC126295071"
"ko04921","LOC126295071"
"ko04922","LOC126295071"
"ko04931","LOC126295071"
"ko04932","LOC126295071"
"ko05410","LOC126295071"
"ko04013","LOC126295476"
"ko04014","LOC126295476"
"ko04072","LOC126295476"
"ko04360","LOC126295476"
"ko04630","LOC126295476"
"ko04650","LOC126295476"
"ko04670","LOC126295476"
"ko04722","LOC126295476"
"ko04920","LOC126295476"
"ko04931","LOC126295476"
"ko05120","LOC126295476"
"ko05168","LOC126295476"
"ko05205","LOC126295476"
"ko05211","LOC126295476"
"ko05220","LOC126295476"
"ko04015","LOC126295474"
"ko04611","LOC126295474"
"ko03050","LOC126295479"
"ko03022","LOC126295486"
"ko03050","LOC126295492"
"ko04340","LOC126295495"
"ko04341","LOC126295495"
"ko00190","LOC126298692"
"ko01100","LOC126298692"
"ko04714","LOC126298692"
"ko04723","LOC126298692"
"ko05012","LOC126298692"
"ko04340","LOC126297554"
"ko04142","LOC126297555"
"ko04216","LOC126297555"
"ko04978","LOC126297555"
"ko04010","LOC126297395"
"ko04020","LOC126297395"
"ko04022","LOC126297395"
"ko04024","LOC126297395"
"ko04218","LOC126297395"
"ko04260","LOC126297395"
"ko04261","LOC126297395"
"ko04270","LOC126297395"
"ko04530","LOC126297395"
"ko04713","LOC126297395"
"ko04723","LOC126297395"
"ko04724","LOC126297395"
"ko04725","LOC126297395"
"ko04726","LOC126297395"
"ko04727","LOC126297395"
"ko04728","LOC126297395"
"ko04911","LOC126297395"
"ko04912","LOC126297395"
"ko04921","LOC126297395"
"ko04924","LOC126297395"
"ko04925","LOC126297395"
"ko04927","LOC126297395"
"ko04930","LOC126297395"
"ko04934","LOC126297395"
"ko04973","LOC126297395"
"ko05010","LOC126297395"
"ko05031","LOC126297395"
"ko05410","LOC126297395"
"ko05412","LOC126297395"
"ko05414","LOC126297395"
"ko04014","LOC126298973"
"ko04020","LOC126298918"
"ko04080","LOC126298918"
"ko04725","LOC126298918"
"ko04742","LOC126298918"
"ko04810","LOC126298918"
"ko04911","LOC126298918"
"ko04970","LOC126298918"
"ko04971","LOC126298918"
"ko04972","LOC126298918"
"ko04020","LOC126299568"
"ko04080","LOC126299568"
"ko04725","LOC126299568"
"ko04742","LOC126299568"
"ko04810","LOC126299568"
"ko04911","LOC126299568"
"ko04970","LOC126299568"
"ko04971","LOC126299568"
"ko04972","LOC126299568"
"ko00981","LOC126299150"
"ko00230","LOC126297700"
"ko00240","LOC126297700"
"ko01100","LOC126297700"
"ko03020","LOC126297700"
"ko04623","LOC126297700"
"ko05169","LOC126297700"
"ko00513","LOC126297701"
"ko01100","LOC126297701"
"ko00100","LOC126299110"
"ko01100","LOC126299110"
"ko01110","LOC126299110"
"ko04152","LOC126298504"
"ko04111","LOC126298585"
"ko00860","LOC126298799"
"ko01100","LOC126298799"
"ko01110","LOC126298799"
"ko01120","LOC126298799"
"ko04911","LOC126298156"
"ko04144","LOC126298656"
"ko04350","LOC126298656"
"ko00250","LOC126298809"
"ko00650","LOC126298809"
"ko01100","LOC126298809"
"ko01120","LOC126298809"
"ko01524","LOC126298949"
"ko04978","LOC126298949"
"ko01522","LOC126297713"
"ko04320","LOC126297713"
"ko04330","LOC126297713"
"ko04658","LOC126297713"
"ko04919","LOC126297713"
"ko05020","LOC126297713"
"ko05165","LOC126297713"
"ko05200","LOC126297713"
"ko05206","LOC126297713"
"ko05224","LOC126297713"
"ko03410","LOC126298496"
"ko04015","LOC126299504"
"ko04510","LOC126299504"
"ko04722","LOC126299504"
"ko04910","LOC126299504"
"ko05211","LOC126299504"
"ko00900","LOC126298987"
"ko01110","LOC126298987"
"ko00514","LOC126299488"
"ko04010","LOC126297517"
"ko04022","LOC126297517"
"ko05166","LOC126297517"
"ko05203","LOC126297517"
"ko00534","LOC126297625"
"ko01100","LOC126297625"
"ko00970","LOC126297627"
"ko00534","LOC126297473"
"ko01100","LOC126297473"
"ko00340","LOC126298882"
"ko01100","LOC126298882"
"ko04630","LOC126299280"
"ko04111","LOC126297598"
"ko01522","LOC126297585"
"ko04010","LOC126297585"
"ko04014","LOC126297585"
"ko04020","LOC126297585"
"ko04024","LOC126297585"
"ko04062","LOC126297585"
"ko04113","LOC126297585"
"ko04114","LOC126297585"
"ko04138","LOC126297585"
"ko04140","LOC126297585"
"ko04211","LOC126297585"
"ko04213","LOC126297585"
"ko04261","LOC126297585"
"ko04270","LOC126297585"
"ko04310","LOC126297585"
"ko04340","LOC126297585"
"ko04341","LOC126297585"
"ko04371","LOC126297585"
"ko04530","LOC126297585"
"ko04540","LOC126297585"
"ko04611","LOC126297585"
"ko04713","LOC126297585"
"ko04714","LOC126297585"
"ko04720","LOC126297585"
"ko04723","LOC126297585"
"ko04724","LOC126297585"
"ko04725","LOC126297585"
"ko04726","LOC126297585"
"ko04727","LOC126297585"
"ko04728","LOC126297585"
"ko04740","LOC126297585"
"ko04742","LOC126297585"
"ko04750","LOC126297585"
"ko04910","LOC126297585"
"ko04911","LOC126297585"
"ko04912","LOC126297585"
"ko04913","LOC126297585"
"ko04914","LOC126297585"
"ko04915","LOC126297585"
"ko04916","LOC126297585"
"ko04918","LOC126297585"
"ko04919","LOC126297585"
"ko04921","LOC126297585"
"ko04922","LOC126297585"
"ko04923","LOC126297585"
"ko04924","LOC126297585"
"ko04925","LOC126297585"
"ko04926","LOC126297585"
"ko04927","LOC126297585"
"ko04934","LOC126297585"
"ko04961","LOC126297585"
"ko04962","LOC126297585"
"ko04970","LOC126297585"
"ko04971","LOC126297585"
"ko04976","LOC126297585"
"ko05012","LOC126297585"
"ko05020","LOC126297585"
"ko05030","LOC126297585"
"ko05031","LOC126297585"
"ko05032","LOC126297585"
"ko05110","LOC126297585"
"ko05146","LOC126297585"
"ko05165","LOC126297585"
"ko05166","LOC126297585"
"ko05169","LOC126297585"
"ko05200","LOC126297585"
"ko05203","LOC126297585"
"ko05205","LOC126297585"
"ko05414","LOC126297585"
"ko00510","LOC126299623"
"ko00513","LOC126299623"
"ko01100","LOC126299623"
"ko03022","LOC126298557"
"ko03430","LOC126298976"
"ko00512","LOC126298822"
"ko01100","LOC126298822"
"ko04014","LOC126299587"
"ko00220","LOC126298883"
"ko00250","LOC126298883"
"ko01100","LOC126298883"
"ko01110","LOC126298883"
"ko01130","LOC126298883"
"ko01230","LOC126298883"
"ko05418","LOC126298883"
"ko04120","LOC126298420"
"ko05012","LOC126298420"
"ko03040","LOC126297749"
"ko05168","LOC126297749"
"ko00860","LOC126298681"
"ko01100","LOC126298681"
"ko01110","LOC126298681"
"ko00072","LOC126299549"
"ko00280","LOC126299549"
"ko00650","LOC126299549"
"ko04130","LOC126299237"
"ko04145","LOC126299237"
"ko05134","LOC126299237"
"ko04974","LOC126298679"
"ko01522","LOC126298816"
"ko04330","LOC126298816"
"ko04658","LOC126298816"
"ko05200","LOC126298816"
"ko05224","LOC126298816"
"ko00260","LOC126299553"
"ko00270","LOC126299553"
"ko00450","LOC126299553"
"ko01100","LOC126299553"
"ko01130","LOC126299553"
"ko01230","LOC126299553"
"ko04142","LOC126297883"
"ko04144","LOC126299278"
"ko00052","LOC126299071"
"ko00520","LOC126299071"
"ko01100","LOC126299071"
"ko04917","LOC126299071"
"ko04010","LOC126298370"
"ko04013","LOC126298370"
"ko04214","LOC126298370"
"ko04015","LOC126299565"
"ko04510","LOC126299565"
"ko04611","LOC126299565"
"ko05166","LOC126299565"
"ko04010","LOC126299382"
"ko04218","LOC126299382"
"ko04370","LOC126299382"
"ko04722","LOC126299382"
"ko05167","LOC126299382"
"ko05203","LOC126299382"
"ko04139","LOC126297921"
"ko04919","LOC126297921"
"ko05016","LOC126297921"
"ko05202","LOC126297921"
"ko05202","LOC126297656"
"ko04950","LOC126297925"
"ko04110","LOC126298421"
"ko04111","LOC126298421"
"ko04113","LOC126298421"
"ko04114","LOC126298421"
"ko04120","LOC126298421"
"ko04914","LOC126298421"
"ko05166","LOC126298421"
"ko05203","LOC126298421"
"ko04060","LOC126297828"
"ko04350","LOC126297828"
"ko04360","LOC126297828"
"ko04390","LOC126297828"
"ko04550","LOC126297828"
"ko05206","LOC126297828"
"ko05418","LOC126297828"
"ko04919","LOC126299555"
"ko04150","LOC126298424"
"ko04010","LOC126297663"
"ko04012","LOC126297663"
"ko04013","LOC126297663"
"ko04141","LOC126297663"
"ko04214","LOC126297663"
"ko04380","LOC126297663"
"ko04530","LOC126297663"
"ko04620","LOC126297663"
"ko04624","LOC126297663"
"ko04660","LOC126297663"
"ko04664","LOC126297663"
"ko04668","LOC126297663"
"ko04722","LOC126297663"
"ko04912","LOC126297663"
"ko04926","LOC126297663"
"ko05164","LOC126297663"
"ko05167","LOC126297663"
"ko05169","LOC126297663"
"ko05418","LOC126297663"
"ko05322","LOC126297408"
"ko01524","LOC126297410"
"ko04978","LOC126297410"
"ko04146","LOC126298923"
"ko04921","LOC126299606"
"ko04925","LOC126299606"
"ko00260","LOC126297581"
"ko00860","LOC126297581"
"ko01100","LOC126297581"
"ko01110","LOC126297581"
"ko00531","LOC126298389"
"ko01100","LOC126298389"
"ko00562","LOC126298153"
"ko01100","LOC126298153"
"ko04070","LOC126298153"
"ko04140","LOC126298153"
"ko04152","LOC126297872"
"ko04211","LOC126297872"
"ko04920","LOC126297872"
"ko04932","LOC126297872"
"ko04010","LOC126298936"
"ko04510","LOC126298936"
"ko05132","LOC126298936"
"ko05205","LOC126298936"
"ko04142","LOC126298835"
"ko04137","LOC126298839"
"ko03013","LOC126299417"
"ko03015","LOC126299417"
"ko03013","LOC126297948"
"ko03015","LOC126297948"
"ko04010","LOC126299419"
"ko04013","LOC126299419"
"ko04022","LOC126299419"
"ko04151","LOC126299419"
"ko04211","LOC126299419"
"ko04261","LOC126299419"
"ko04624","LOC126299419"
"ko04668","LOC126299419"
"ko04714","LOC126299419"
"ko04728","LOC126299419"
"ko04911","LOC126299419"
"ko04915","LOC126299419"
"ko04918","LOC126299419"
"ko04922","LOC126299419"
"ko04925","LOC126299419"
"ko04926","LOC126299419"
"ko04927","LOC126299419"
"ko04934","LOC126299419"
"ko05030","LOC126299419"
"ko05031","LOC126299419"
"ko05034","LOC126299419"
"ko05161","LOC126299419"
"ko05164","LOC126299419"
