"gene_id","experiment_deg","n_experiment_contrasts","experiment_families","experiment_comparisons","experiment_directions","experiment_max_abs_log2FC","experiment_min_padj"
"LOC126266939",TRUE,2,"Diet contrasts: infected; Pooled infection across diets","All diets: infected vs control; Infected 33 vs 50","Downregulated",3.31050047023803,0.0216126188761822
"LOC126266950",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",1.21406605674432,0.00475262174209563
"LOC126266957",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",1.28775660863175,4.76296149183531e-07
"LOC126266959",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",1.28384071689258,0.0163849659368468
"LOC126266982",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",2.85174216609301,1.90330473331917e-16
"LOC126266984",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",3.7303589447637,6.37255914274597e-05
"LOC126266985",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",3.87746848507393,0.0176968239050795
"LOC126266989",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.11037375715562,0.0141774092351329
"LOC126267000",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.51733875918782,7.68052296230296e-07
"LOC126267002",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",2.08874323890144,4.70129844069152e-06
"LOC126267016",TRUE,1,"Infection within diet","Diet 83: infected vs control","Downregulated",1.33657037383956,0.0181378048926677
"LOC126267038",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",1.18762732379761,1.70829261325576e-17
"LOC126267042",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.62548072543485,0.00124213416939546
"LOC126267060",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",1.65659778529822,0.0200656842225802
"LOC126267061",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",2.04468822170423,0.0170086015010752
"LOC126267080",TRUE,1,"Infection within diet","Diet 33: infected vs control","Downregulated",1.92402854412091,0.044311748657369
"LOC126267104",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 83: infected vs control","Downregulated",1.81053039244686,0.0113291084576777
"LOC126267107",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",2.72932142669869,3.94471563045047e-06
"LOC126267114",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",10.9705545052607,2.28475645487224e-10
"LOC126267127",TRUE,1,"Infection within diet","Diet 33: infected vs control","Downregulated",1.8403074013873,0.0187483855288948
"LOC126267144",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.13960430908947,0.0175708720609541
"LOC126267150",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.19041774005795,0.0207155804650348
"LOC126267154",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",1.81495189065955,1.70179001226775e-12
"LOC126267162",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",2.15549469759665,1.37264138933535e-26
"LOC126267163",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",4.41072778238026,3.80712641443521e-20
"LOC126267165",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",1.07293461953988,0.00103849160514689
"LOC126267166",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",1.06662923144023,0.0347129661164543
"LOC126267179",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.37245448717549,2.64584447543298e-08
"LOC126267190",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 83: infected vs control","Downregulated",2.92238623893919,2.9285538780815e-08
"LOC126267215",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",5.53506673495794,2.06856074564854e-26
"LOC126267216",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",4.87128936224799,3.51877568752705e-14
"LOC126267217",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.96318145055595,0.0127284462594091
"LOC126267222",TRUE,2,"Diet contrasts: controls","Control 83 vs 33; Control 83 vs 50","Upregulated",1.10492346756466,0.0222079015044302
"LOC126267226",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",4.35557285338636,2.73324743587377e-19
"LOC126267242",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.247082305587,0.00306078828576183
"LOC126267243",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",4.18599742141845,2.77661496400268e-07
"LOC126267248",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",1.87332505377268,0.0450176610133823
"LOC126267253",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.42829596170661,0.00498186078346006
"LOC126267259",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",3.95892541763903,0.000221375140736034
"LOC126267263",TRUE,5,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control; Infected 33 vs 50","Downregulated",2.30788656095511,4.2064693589859e-12
"LOC126267275",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.4986239514726,0.00100658901446818
"LOC126267280",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.76990888614153,0.00111780673663075
"LOC126267290",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.95040968248163,0.0125144795325824
"LOC126267333",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",2.13794774872275,6.9651979741577e-06
"LOC126267342",TRUE,1,"Diet contrasts: infected","Infected 33 vs 50","Downregulated",2.47800642872062,0.0380850396569484
"LOC126267343",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",2.3479469485579,8.01384270524882e-15
"LOC126267351",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",1.65842952396497,0.00507755363803053
"LOC126267355",TRUE,2,"Diet contrasts: controls; Diet contrasts: infected","Control 83 vs 33; Infected 83 vs 33","Downregulated",3.80995475901405,6.3891948128301e-06
"LOC126267391",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",1.78399981189089,1.79210991925222e-05
"LOC126267400",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.25399889518125,8.69302095596776e-08
"LOC126267409",TRUE,2,"Infection within diet","Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",1.14566530413272,3.22676567380012e-08
"LOC126267414",TRUE,2,"Infection within diet","Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",1.06485311067307,0.0213304267070405
"LOC126267422",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",3.47121748848399,2.12018119487555e-07
"LOC126267432",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",1.19066787584085,0.0130922955254314
"LOC126267437",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.33730427899748,0.00162999142787603
"LOC126267442",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",6.91072685756616,3.04548727550146e-14
"LOC126267449",TRUE,1,"Infection within diet","Diet 33: infected vs control","Downregulated",3.55531971459414,0.0242922554546216
"LOC126267462",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",3.59717911395707,0.00517262331120395
"LOC126267464",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.81978079164337,0.0033719691028611
"LOC126267471",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.34628376278038,0.00197790886528969
"LOC126267472",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",1.95169813148562,0.000728683751688126
"LOC126267473",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",2.37525468163085,6.28183883753798e-13
"LOC126267477",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 50: infected vs control; Infected 33 vs 50","Downregulated; Upregulated",1.37329498067755,0.00415260588431329
"LOC126267478",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Upregulated",1.99428858785503,0.00916452584641902
"LOC126267518",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.5502055915888,0.0480523789918732
"LOC126267519",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",1.48091246045094,0.00457424467479132
"LOC126267521",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",2.11174177712465,0.00646134675688298
"LOC126267535",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 83: infected vs control","Downregulated",2.098755966625,7.94939536760896e-07
"LOC126267543",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 83: infected vs control","Downregulated",3.64147650486696,0.0111000553412434
"LOC126267545",TRUE,4,"Diet contrasts: controls; Infection within diet; Pooled infection across diets","All diets: infected vs control; Control 83 vs 50; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",7.43438034336564,6.545496871157e-13
"LOC126267554",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.25724398555296,4.16146787011557e-07
"LOC126267568",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",3.51268058150843,4.34065501716714e-08
"LOC126267575",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",1.97712107958343,7.77468860818087e-08
"LOC126267588",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",1.77306448867797,0.0135647721826375
"LOC126267627",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",1.60299754147647,0.0207471211443003
"LOC126267629",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",5.41050010375311,7.88206341067098e-13
"LOC126267652",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",2.90971920106126,2.67925398420987e-07
"LOC126267658",TRUE,1,"Diet contrasts: infected","Infected 33 vs 50","Downregulated",4.77137327331112,0.00568934472392954
"LOC126267666",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.7920018802543,0.0153255692648497
"LOC126267690",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.40352429399738,0.0374805681955252
"LOC126267711",TRUE,2,"Diet contrasts: controls; Pooled infection across diets","All diets: infected vs control; Control 83 vs 33","Downregulated; Upregulated",2.2704685310992,0.000129157033807358
"LOC126267752",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",2.66772188552096,0.0113821229576292
"LOC126267755",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.85134181142223,0.00227308174944479
"LOC126267855",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",2.12832793261761,0.0355662571000105
"LOC126267869",TRUE,1,"Infection within diet","Diet 83: infected vs control","Upregulated",1.09732092596671,3.2802345407348e-07
"LOC126267876",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",2.11191859945877,1.77311276042102e-06
"LOC126267936",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",2.05819413203196,1.60668876114848e-07
"LOC126267956",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.36173138697807,0.0487618103512362
"LOC126267970",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",1.77818186263249,0.00916369020219535
"LOC126267971",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.37985345080138,0.00322054510921094
"LOC126267974",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.37878262882912,0.0324473266514775
"LOC126267980",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",5.37642972566829,1.2843630560426e-05
"LOC126267981",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",2.23997964562111,0.00696974006306645
"LOC126267982",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.5652884677639,0.000873039367081125
"LOC126267984",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Downregulated",1.88693610614416,8.28666957183742e-05
"LOC126267985",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",2.14270575967677,0.00225552320481445
"LOC126267997",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",1.44544761073845,3.23197036342933e-05
"LOC126268014",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",3.9227641011887,1.61234126676492e-06
"LOC126268015",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",5.12890911604662,5.8075890158919e-09
"LOC126268018",TRUE,4,"Diet contrasts: controls; Diet contrasts: infected","Control 83 vs 33; Control 83 vs 50; Infected 33 vs 50; Infected 83 vs 33","Downregulated; Upregulated",2.93695312579256,4.61145041274416e-05
"LOC126268023",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.73054002978733,0.00572352325869768
"LOC126268026",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.13026473843221,0.0109414664458532
"LOC126268028",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Upregulated",2.14950815040096,6.24659714038054e-05
"LOC126268030",TRUE,1,"Infection within diet","Diet 50: infected vs control","Upregulated",1.45845674035404,0.0036665105312703
"LOC126268068",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",2.34932136228776,1.46118459323763e-11
"LOC126268069",TRUE,1,"Infection within diet","Diet 33: infected vs control","Downregulated",1.25727380847223,2.25842970897993e-05
"LOC126268085",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Downregulated",1.05155443561986,0.00978633048452051
"LOC126268093",TRUE,1,"Diet contrasts: infected","Infected 33 vs 50","Downregulated",3.55629477130887,0.046417774423481
"LOC126268126",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",2.46621708574979,0.000119402986041641
"LOC126268128",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Downregulated",2.20958844342843,0.00170977133445295
"LOC126268132",TRUE,1,"Infection within diet","Diet 33: infected vs control","Downregulated",1.68476825392259,0.00039441633690812
"LOC126268133",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control","Upregulated",1.11494638259079,2.20458704939502e-17
"LOC126268138",TRUE,1,"Infection within diet","Diet 83: infected vs control","Upregulated",1.08266837363645,0.0380534517469642
"LOC126268155",TRUE,1,"Infection within diet","Diet 83: infected vs control","Upregulated",1.52115548537664,2.06601746586299e-05
"LOC126268161",TRUE,1,"Infection within diet","Diet 33: infected vs control","Downregulated",1.11667761566495,0.0438097134498483
"LOC126268164",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",2.5161849836136,3.6856027247838e-17
"LOC126268172",TRUE,3,"Diet contrasts: infected; Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Infected 33 vs 50","Downregulated",5.54242776605656,0.000350810764216676
"LOC126268173",TRUE,2,"Diet contrasts: infected; Infection within diet","Diet 33: infected vs control; Infected 33 vs 50","Downregulated",5.345183192768,0.00415264853435983
"LOC126268174",TRUE,2,"Diet contrasts: infected; Pooled infection across diets","All diets: infected vs control; Infected 33 vs 50","Downregulated",4.36970891508432,0.00533172096011034
"LOC126268175",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.61143367159642,0.00642893643423686
"LOC126268185",TRUE,1,"Infection within diet","Diet 83: infected vs control","Downregulated",1.00887447061443,0.0345302415865526
"LOC126268194",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",2.06502501694734,3.11498576248207e-06
"LOC126268197",TRUE,1,"Infection within diet","Diet 50: infected vs control","Downregulated",1.06552928458453,0.0247823626556668
"LOC126268199",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",3.67184418086015,3.7129057206307e-10
"LOC126268200",TRUE,1,"Infection within diet","Diet 83: infected vs control","Downregulated",1.22793110717107,0.0224197999397037
"LOC126268205",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",1.5499140739251,6.4702086722476e-08
"LOC126268218",TRUE,4,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Downregulated",1.38796245693326,5.6742846232399e-09
"LOC126268239",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.66226656042165,0.029678250361861
"LOC126268397",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 33: infected vs control; Diet 50: infected vs control","Upregulated",1.7843948759549,4.47064072898009e-12
"LOC126268413",TRUE,1,"Pooled infection across diets","All diets: infected vs control","Upregulated",1.27244337846203,0.0216155724994828
"LOC126268521",TRUE,3,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control","Upregulated",1.65212768935733,4.77022104759484e-05
"LOC126268712",TRUE,2,"Infection within diet; Pooled infection across diets","All diets: infected vs control; Diet 50: infected vs control","Downregulated",1.6868913403003,1.26432874610057e-05
