"gene_id","n_tissue_contrasts","tissue_comparisons","tissue_directions","tissue_max_abs_log2FC","tissue_min_padj"
"LOC126327109",1,"Head vs Thorax","Higher in Thorax",4.00203482324228,1.49022240557272e-05
"LOC126327121",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",13.7971876983989,5.1374090337619e-245
"LOC126327132",1,"Head vs Thorax","Higher in Thorax",2.47023658242181,0.000794050743620147
"LOC126327137",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.70141781108523,2.65047340752405e-24
"LOC126327143",1,"Head vs Thorax","Higher in Thorax",2.66117490438579,8.6003156828474e-05
"LOC126327158",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",5.85372473128653,0.00104137045172986
"LOC126327160",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.43438533193135,0.0260680454513227
"LOC126327171",1,"Head vs Thorax","Higher in Thorax",3.23540127591222,0.00289202947743815
"LOC126327173",1,"Head vs Thorax","Higher in Thorax",3.47017961466354,0.000106935315667039
"LOC126327189",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.32430747817496,2.71492044550553e-06
"LOC126327213",1,"Fat body vs Head","Higher in Fat body",1.01961616681201,1.04124131311028e-29
"LOC126327215",1,"Head vs Thorax","Higher in Thorax",1.94983002983791,0.000678694027899325
"LOC126327221",1,"Head vs Thorax","Higher in Thorax",2.37002231708271,0.0265148388974382
"LOC126327222",1,"Head vs Thorax","Higher in Thorax",3.55507283965389,0.000380103572061347
"LOC126327224",1,"Fat body vs Head","Higher in Fat body",1.51027268855819,0.0245352721407818
"LOC126327225",1,"Head vs Thorax","Higher in Thorax",4.87441354032586,0.000548472732639376
"LOC126327226",1,"Head vs Thorax","Higher in Thorax",3.57210606723148,0.00380377839041823
"LOC126327227",1,"Head vs Thorax","Higher in Thorax",2.87967449013576,0.00136553164209062
"LOC126327237",1,"Head vs Thorax","Higher in Thorax",3.89372990312243,0.0342258008864584
"LOC126327239",1,"Head vs Thorax","Higher in Thorax",2.31123179215394,0.0244757551091918
"LOC126327240",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",4.54616691892784,0.000131159223525928
"LOC126327241",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",3.47346814870308,0.000112929971021612
"LOC126327243",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",4.73124672024248,1.15258603413191e-45
"LOC126327247",1,"Head vs Thorax","Higher in Thorax",2.75322830059764,0.000580793067377314
"LOC126327248",1,"Head vs Thorax","Higher in Thorax",2.87130811827894,0.0149505772471939
"LOC126327260",1,"Head vs Thorax","Higher in Thorax",3.43074642423779,0.000605431806490076
"LOC126327268",1,"Head vs Thorax","Higher in Thorax",1.259152410986,0.0170287751531881
"LOC126327270",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",7.98833989374672,9.25471338033491e-09
"LOC126327275",1,"Fat body vs Head","Higher in Fat body",1.6405583343713,7.62450676022972e-05
"LOC126327276",1,"Head vs Thorax","Higher in Thorax",1.50367675925369,0.00947330792708747
"LOC126327278",1,"Head vs Thorax","Higher in Thorax",2.60875823603446,0.000415274511019831
"LOC126327292",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.09085667664168,3.48604085441648e-06
"LOC126327299",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",2.92052265904047,0.0003649814895321
"LOC126327300",1,"Head vs Thorax","Higher in Thorax",3.71349851034518,2.6957461635196e-05
"LOC126327303",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",1.23748402376797,9.63056810575765e-05
"LOC126327304",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",3.17384018757417,0.000173469283840825
"LOC126327308",1,"Head vs Thorax","Higher in Thorax",1.8958976792387,0.00148461671064787
"LOC126327312",1,"Fat body vs Head","Higher in Fat body",2.97058976917734,0.0295557717818803
"LOC126327404",1,"Head vs Thorax","Higher in Thorax",3.35312663600293,0.0023880998204165
"LOC126327406",1,"Head vs Thorax","Higher in Thorax",1.19356383680127,0.00180433744833612
"LOC126327407",1,"Head vs Thorax","Higher in Thorax",1.46447520106864,0.00475822735752552
"LOC126327452",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",3.87112658169539,5.65717084464925e-05
"LOC126327454",1,"Head vs Thorax","Higher in Thorax",2.01276086579388,0.034080612828817
"LOC126327455",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",2.39035222769105,0.00220512015935403
"LOC126327461",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",5.69929111595017,0.00389940443547837
"LOC126327469",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",2.45462353240911,0.00252382772886734
"LOC126327488",1,"Head vs Thorax","Higher in Thorax",2.8342868341297,0.000493118105117699
"LOC126327503",1,"Head vs Thorax","Higher in Head",1.56575844427682,0.00596764644551588
"LOC126327530",1,"Fat body vs Head","Higher in Fat body",4.21216311551541,0.0447672393600955
"LOC126327534",1,"Fat body vs Thorax","Higher in Fat body",1.06778173488188,0.00619864290013821
"LOC126327550",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",5.46402643552525,8.05182506869424e-05
"LOC126327554",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",2.80368739063422,0.00443129195941535
"LOC126327557",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.12907901982975,2.94162198759405e-184
"LOC126327558",1,"Head vs Thorax","Higher in Thorax",2.35788436057316,0.0108844617895876
"LOC126327560",1,"Head vs Thorax","Higher in Thorax",2.7156281321521,0.00120680166103114
"LOC126327561",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.14938623702071,0.00342695581613067
"LOC126327570",1,"Head vs Thorax","Higher in Thorax",1.85855920263581,0.00012047532423645
"LOC126327599",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",4.15451542610924,0.0395249528159634
"LOC126327692",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",4.71302450368774,0.00523585178517685
"LOC126327693",1,"Head vs Thorax","Higher in Thorax",3.49816885023635,0.00148234109676566
"LOC126327694",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",3.64520961872689,7.55816950583397e-05
"LOC126327702",1,"Fat body vs Head","Higher in Fat body",6.47043598439807,0.013048263720278
"LOC126327729",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",3.03155173541298,0.00309395070678346
"LOC126327730",1,"Head vs Thorax","Higher in Thorax",3.4416113368378,0.00814337255385666
"LOC126327731",1,"Head vs Thorax","Higher in Thorax",3.15227429520694,0.00100226927808646
"LOC126327732",1,"Head vs Thorax","Higher in Thorax",3.66295001653027,6.3707972844458e-05
"LOC126327733",1,"Head vs Thorax","Higher in Thorax",3.02293937811551,6.2802885950464e-05
"LOC126327734",1,"Head vs Thorax","Higher in Thorax",1.54672309360366,0.0353488607226718
"LOC126327735",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",5.32625317580111,0.00195813958857068
"LOC126327755",1,"Head vs Thorax","Higher in Thorax",4.27119483967033,0.000437106900870044
"LOC126327762",1,"Head vs Thorax","Higher in Thorax",2.93734008394787,0.0189370848264224
"LOC126327763",1,"Head vs Thorax","Higher in Thorax",1.65665574865567,0.0486077740032052
"LOC126327764",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",2.74290347375873,3.42577854185158e-05
"LOC126327765",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.40515584443294,0.000441465648463032
"LOC126327770",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.42617732177493,7.41766547195325e-05
"LOC126327772",2,"Fat body vs Thorax; Head vs Thorax","Higher in Thorax",4.74933502182499,0.00651578280995327
"LOC126327773",1,"Head vs Thorax","Higher in Thorax",1.29197003472044,0.0038842636021037
"LOC126327809",1,"Head vs Thorax","Higher in Thorax",2.07869938494393,0.0188311217680038
"LOC126327810",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",1.81309272622952,0.000418663929854095
"LOC126327811",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",3.37804148832861,0.000464054626035802
"LOC126327822",1,"Head vs Thorax","Higher in Thorax",3.20588685551391,0.012096896289691
"LOC126327836",1,"Head vs Thorax","Higher in Thorax",1.68406959398489,0.0272507434101197
"LOC126327843",1,"Head vs Thorax","Higher in Head",1.05671259136036,0.0329153763099683
"LOC126327845",1,"Head vs Thorax","Higher in Thorax",1.78483385414129,0.00155587884403265
"LOC126327865",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.20374926980603,0.000214342461452725
"LOC126327880",1,"Head vs Thorax","Higher in Thorax",3.26120985769743,0.00116902975353996
"LOC126327881",1,"Fat body vs Head","Higher in Fat body",6.89601029812041,0.0280016139037532
"LOC126327884",1,"Head vs Thorax","Higher in Thorax",1.91656973985931,0.0124374934237007
"LOC126327887",2,"Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Head",2.21974227031345,0.0100523300512226
"LOC126327888",1,"Head vs Thorax","Higher in Head",1.18708201862844,0.0386477673854101
"LOC126327960",1,"Head vs Thorax","Higher in Thorax",1.59472909371534,0.00330748912149954
"LOC126327961",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",3.01448538499899,1.06458616113407e-07
"LOC126327962",1,"Head vs Thorax","Higher in Thorax",1.83113716086165,0.00330839216137734
"LOC126327967",1,"Head vs Thorax","Higher in Thorax",2.64323326167193,0.00525445077693431
"LOC126327972",1,"Head vs Thorax","Higher in Thorax",2.51971445492547,0.000505269548050629
"LOC126327975",1,"Head vs Thorax","Higher in Thorax",1.58530662725399,0.000100258966180626
"LOC126327985",2,"Fat body vs Thorax; Head vs Thorax","Higher in Thorax",5.65155118787172,9.68350413373486e-06
"LOC126327987",1,"Head vs Thorax","Higher in Thorax",3.93874878343276,3.9219876980539e-07
"LOC126327988",1,"Head vs Thorax","Higher in Thorax",6.24396477755693,1.66188367960876e-06
"LOC126327996",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.66998703786355,6.10044133313341e-18
"LOC126328012",1,"Fat body vs Head","Higher in Fat body",1.02069594819461,4.37188537634393e-07
"LOC126328053",1,"Fat body vs Thorax","Higher in Fat body",1.01080601731792,3.00915073315678e-26
"LOC126328061",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.03889404790538,1.56379125461129e-06
"LOC126328115",1,"Head vs Thorax","Higher in Thorax",1.72749680812996,0.038699994640591
"LOC126328126",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.32127232229176,1.6266152649468e-15
"LOC126328130",1,"Head vs Thorax","Higher in Thorax",3.04300205419347,0.0491742641056402
"LOC126328132",1,"Head vs Thorax","Higher in Thorax",3.59963469825643,0.000731234346682108
"LOC126328143",1,"Head vs Thorax","Higher in Thorax",2.72903255129847,4.36134981428936e-05
"LOC126328148",1,"Fat body vs Head","Higher in Fat body",6.26390005925777,0.0163967128407488
"LOC126328151",1,"Head vs Thorax","Higher in Thorax",3.24752588817908,0.000116370591433133
"LOC126328152",1,"Head vs Thorax","Higher in Thorax",3.92279926311794,0.00185454685700042
"LOC126328154",1,"Head vs Thorax","Higher in Thorax",1.15337567611117,0.00127959808494441
"LOC126328163",1,"Head vs Thorax","Higher in Thorax",2.29712511134564,0.000323447077409995
"LOC126328164",1,"Head vs Thorax","Higher in Thorax",3.32403454411911,0.00113582465100079
"LOC126328165",1,"Head vs Thorax","Higher in Thorax",1.70577375673347,0.00657551568390145
"LOC126328167",1,"Head vs Thorax","Higher in Thorax",3.7017732422639,0.0146641764776046
"LOC126328168",1,"Head vs Thorax","Higher in Thorax",3.77392351911586,0.00218512023607525
"LOC126328173",1,"Head vs Thorax","Higher in Thorax",2.81825429452331,0.010162499972672
"LOC126328190",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",6.6265806986084,1.78429875498235e-05
"LOC126328192",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",2.79343923345831,0.000107098051207369
"LOC126328193",2,"Fat body vs Thorax; Head vs Thorax","Higher in Thorax",4.9736161625368,0.00165916946319149
"LOC126328201",1,"Head vs Thorax","Higher in Thorax",3.24595371719442,0.0166229544617334
"LOC126328202",1,"Head vs Thorax","Higher in Thorax",3.48904832543353,0.00442867546794851
"LOC126328204",1,"Head vs Thorax","Higher in Thorax",2.91197809998793,0.000315943159975544
"LOC126328209",1,"Head vs Thorax","Higher in Thorax",2.67620567624131,0.0317367524910562
"LOC126328210",1,"Head vs Thorax","Higher in Thorax",3.85106009958871,0.000211625485825144
"LOC126328216",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.2682727381748,3.63057350016189e-05
"LOC126328226",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.91674648594131,2.87965253830173e-18
"LOC126328249",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.52103146084667,3.88032516487644e-40
"LOC126328303",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",3.10389360008727,0.000331118844094874
"LOC126328304",1,"Fat body vs Thorax","Higher in Thorax",4.02902083380206,0.0160637953398543
"LOC126328321",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.62663258989727,1.82393992494619e-11
"LOC126328333",1,"Head vs Thorax","Higher in Thorax",3.9216474377115,0.0365798862703095
"LOC126328337",1,"Head vs Thorax","Higher in Thorax",1.96524670270631,0.0283616937135275
"LOC126328350",1,"Head vs Thorax","Higher in Thorax",3.37975539476549,0.000159291665736897
"LOC126328351",1,"Head vs Thorax","Higher in Thorax",3.84405458499185,0.001390248437399
"LOC126328352",1,"Head vs Thorax","Higher in Thorax",4.00378520969065,0.000789967159801656
"LOC126328360",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",5.79529099181428,2.47828413282983e-25
"LOC126328369",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",3.33039592287048,0.00241590506648616
"LOC126328374",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",1.96880769368826,2.30610803480042e-05
"LOC126328375",1,"Head vs Thorax","Higher in Thorax",2.2092983136899,0.00566750217549605
"LOC126328376",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",6.75540854603704,3.0636577047975e-13
"LOC126328390",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",1.70241329634685,0.00126965399215238
"LOC126328391",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",5.15723205521058,0.00196094722726643
"LOC126328392",1,"Head vs Thorax","Higher in Thorax",2.53871356752207,0.00959861135531578
"LOC126328393",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",6.26224448560941,8.36804402154388e-08
"LOC126328398",1,"Head vs Thorax","Higher in Thorax",1.49798492367191,0.00044429953551401
"LOC126328407",1,"Fat body vs Head","Higher in Fat body",3.66034243529276,0.00587770428797775
"LOC126328409",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",4.28180677927769,2.40733301945004e-39
"LOC126328414",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",3.69016235183518,1.49686161462315e-05
"LOC126328419",1,"Head vs Thorax","Higher in Thorax",1.3436549520233,0.0365798862703095
"LOC126328422",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",4.54360289955511,0.000943242687554813
"LOC126328425",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.59662754259623,7.92747155124482e-54
"LOC126328487",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.62698910513343,9.1665545187408e-14
"LOC126328691",1,"Head vs Thorax","Higher in Thorax",1.24166231009728,0.0215638128787725
"LOC126328692",1,"Head vs Thorax","Higher in Thorax",2.55385002103575,0.0191535640125313
"LOC126328696",1,"Head vs Thorax","Higher in Thorax",1.51751345967193,0.012520202037859
"LOC126328709",1,"Head vs Thorax","Higher in Thorax",3.59438014941959,0.0201119115050507
"LOC126328712",1,"Head vs Thorax","Higher in Thorax",3.40609576715281,0.000436514526562282
"LOC126328777",1,"Fat body vs Thorax","Higher in Fat body",1.03317377724178,8.72668880567846e-15
"LOC126328849",1,"Head vs Thorax","Higher in Thorax",2.51459527119432,0.00547870005328328
"LOC126328853",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",2.75793991043026,0.000433230050394497
"LOC126328854",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",3.29508460831083,0.00704164783323033
"LOC126328855",1,"Head vs Thorax","Higher in Thorax",2.83970346428224,0.00393476997508747
"LOC126328856",1,"Head vs Thorax","Higher in Thorax",3.00744724555307,0.000468807852092852
"LOC126328867",2,"Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Head",3.16406557032811,0.0025477596148662
"LOC126328868",1,"Head vs Thorax","Higher in Thorax",2.84824852025527,4.99524509119876e-05
"LOC126328884",1,"Head vs Thorax","Higher in Thorax",1.60730854574935,0.0361583265468231
"LOC126328886",1,"Head vs Thorax","Higher in Thorax",3.24267471750074,6.55938541645386e-05
"LOC126328891",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.87835417263924,7.78451244656346e-28
"LOC126328901",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.66199583087429,0.0149099851636537
"LOC126328903",1,"Fat body vs Head","Higher in Fat body",1.19868258422115,0.0172187780922078
"LOC126328907",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.46901991049788,1.02866002153577e-12
"LOC126328924",1,"Head vs Thorax","Higher in Thorax",1.29602224401026,0.00899702336041181
"LOC126328927",1,"Head vs Thorax","Higher in Thorax",2.97569757653727,0.0216870945375448
"LOC126328928",1,"Head vs Thorax","Higher in Thorax",1.91810994800952,0.00164558831817986
"LOC126328934",1,"Fat body vs Head","Higher in Fat body",1.56562107205089,0.0453542459867892
"LOC126328945",1,"Fat body vs Head","Higher in Fat body",1.40704115142139,0.0423389765109795
"LOC126328951",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",2.46062570262577,0.00500057762528711
"LOC126328952",1,"Fat body vs Head","Higher in Head",1.11388674749263,1.48918294088415e-06
"LOC126328958",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.81308451838285,4.72937385147145e-18
"LOC126328977",1,"Head vs Thorax","Higher in Thorax",1.89644365295655,0.0277221384904852
"LOC126328979",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",4.19744188242946,0.00324890017213095
"LOC126329002",1,"Fat body vs Head","Higher in Fat body",1.2776488870807,0.027596427666215
"LOC126329014",1,"Head vs Thorax","Higher in Thorax",2.32765847274377,0.00407504291552364
"LOC126329017",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",4.35793667739216,0.000193726219448819
"LOC126329020",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",5.89535707073002,1.73849688410014e-05
"LOC126329021",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.91344185014723,0.033777789458097
"LOC126329024",1,"Head vs Thorax","Higher in Thorax",1.11302662762612,0.013636675386739
"LOC126329030",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.64876122673224,0.00283189680227515
"LOC126329037",1,"Fat body vs Head","Higher in Fat body",1.69203866576602,0.0457040916507253
"LOC126329049",1,"Head vs Thorax","Higher in Thorax",2.57763358171192,0.0100766256372993
"LOC126329050",1,"Fat body vs Thorax","Higher in Thorax",1.07222348515368,0.0140174506066831
"LOC126329059",1,"Head vs Thorax","Higher in Thorax",2.65099114604865,0.000423764517844052
"LOC126329062",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",2.95294791118163,0.000157287623828748
"LOC126329063",1,"Head vs Thorax","Higher in Thorax",2.02384205908937,0.000512041806187946
"LOC126329072",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",5.00035673551023,4.79721818175693e-80
"LOC126329102",1,"Fat body vs Head","Higher in Fat body",1.4706921752482,0.0343927504969404
"LOC126329104",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",2.1936206338651,1.24010908027663e-05
"LOC126329112",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",9.22950631142231,3.007927060925e-10
"LOC126329207",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",5.09688475177572,2.91762470465573e-33
"LOC126329223",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.65135530612322,3.78141140818046e-12
"LOC126329244",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.58897546025859,6.12930261590813e-23
"LOC126329316",1,"Head vs Thorax","Higher in Thorax",4.33659665833965,3.28229287422582e-06
"LOC126329318",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",5.00421493414536,1.59294566148685e-06
"LOC126329319",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",6.39755431740993,5.17176967285892e-06
"LOC126329320",1,"Head vs Thorax","Higher in Thorax",5.25574601451976,0.000544682555869161
"LOC126329326",1,"Head vs Thorax","Higher in Thorax",1.75942128629456,0.000385273874033969
"LOC126329334",1,"Head vs Thorax","Higher in Thorax",1.82305545331453,0.00119137858073044
"LOC126329339",1,"Head vs Thorax","Higher in Thorax",1.60473885288997,0.00134761446918955
"LOC126329344",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",3.37908191696826,0.00122366383431047
"LOC126329345",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.92419606197868,0.00600938435508834
"LOC126329355",1,"Fat body vs Head","Higher in Fat body",4.86651360575683,0.0317397784991734
"LOC126329358",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.30688366830406,4.61713618793743e-33
"LOC126329367",1,"Head vs Thorax","Higher in Thorax",1.60203673081281,0.000874157683752337
"LOC126329368",1,"Head vs Thorax","Higher in Thorax",2.52691254433624,0.00395858327107216
"LOC126329381",1,"Head vs Thorax","Higher in Thorax",4.55697222518909,0.040642938322799
"LOC126329382",1,"Head vs Thorax","Higher in Thorax",2.37991050611402,0.0050957618828983
"LOC126329386",1,"Head vs Thorax","Higher in Thorax",1.70192690215144,0.0149459048550925
"LOC126329399",1,"Head vs Thorax","Higher in Thorax",3.05441942915808,0.0257324599286502
"LOC126329404",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",4.56876093340782,0.000462395755380496
"LOC126329408",1,"Head vs Thorax","Higher in Thorax",4.30418406258616,0.00060785351712557
"LOC126329411",1,"Head vs Thorax","Higher in Thorax",2.50561725345654,0.00137835430742705
"LOC126329412",1,"Head vs Thorax","Higher in Thorax",2.01263602033393,0.00298186619271026
"LOC126329415",1,"Head vs Thorax","Higher in Thorax",1.18251249657903,0.0150603363594598
"LOC126329424",1,"Head vs Thorax","Higher in Thorax",2.33493716427049,0.00331021711150534
"LOC126329425",1,"Head vs Thorax","Higher in Thorax",2.02368624722998,0.00261582850086269
"LOC126329446",1,"Fat body vs Head","Higher in Head",1.00033446327527,0.0276945922344365
"LOC126329483",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.99972489057238,3.78927901938602e-12
"LOC126329516",1,"Head vs Thorax","Higher in Thorax",4.29219414172794,7.34891526732388e-05
"LOC126329517",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",5.86184639753125,0.00914194563800482
"LOC126329519",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",8.08505131400463,1.096961986455e-06
"LOC126329520",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",5.34279223008364,0.0158367302119983
"LOC126329521",1,"Head vs Thorax","Higher in Thorax",2.66988184527405,0.0240777706451357
"LOC126329527",1,"Head vs Thorax","Higher in Thorax",3.73001186458434,0.0203917975555664
"LOC126329537",1,"Head vs Thorax","Higher in Thorax",1.85115370205531,0.000766333603834566
"LOC126329543",1,"Head vs Thorax","Higher in Thorax",2.01965684756529,0.000455995324671187
"LOC126329544",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",2.81722237898164,0.000147367161788089
"LOC126329552",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",3.16363043376595,0.00342728909191145
"LOC126329553",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",2.24446341320994,0.000429691813267647
"LOC126329560",1,"Head vs Thorax","Higher in Thorax",2.64374588872698,0.00232836305272607
"LOC126329562",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",2.1899685788152,0.0283453969488283
"LOC126329563",1,"Fat body vs Thorax","Higher in Fat body",1.17804049935215,0.0191050609937734
"LOC126329564",1,"Head vs Thorax","Higher in Thorax",1.48610772944069,0.0379518958303964
"LOC126329570",1,"Head vs Thorax","Higher in Thorax",1.3890216646451,0.00801252254582293
"LOC126329575",1,"Head vs Thorax","Higher in Thorax",3.72898567430534,0.000908948641321913
"LOC126329577",1,"Fat body vs Thorax","Higher in Fat body",1.21509834983193,4.0505773325352e-07
"LOC126329614",1,"Head vs Thorax","Higher in Thorax",4.03325706844956,0.000343969630432509
"LOC126329615",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",5.60055435349665,0.0045706361358228
"LOC126329617",1,"Head vs Thorax","Higher in Thorax",1.56395682726113,0.00295953171695048
"LOC126329629",1,"Head vs Thorax","Higher in Thorax",4.62690305217739,0.00263437891721408
"LOC126329630",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",5.58789266198961,6.13840716853737e-05
"LOC126329631",1,"Head vs Thorax","Higher in Thorax",3.84627135732583,0.000951213204571161
"LOC126329632",1,"Head vs Thorax","Higher in Thorax",2.9437341400161,0.000397178444897735
"LOC126329633",1,"Head vs Thorax","Higher in Head",1.82404449760432,0.0393697217383472
"LOC126329637",1,"Head vs Thorax","Higher in Thorax",3.11080986564463,0.0116485685093644
"LOC126329639",1,"Head vs Thorax","Higher in Thorax",2.29206647177617,0.0140890021283542
"LOC126329657",2,"Fat body vs Head; Head vs Thorax","Higher in Fat body; Higher in Thorax",3.94652875091252,0.000669317278549656
"LOC126329658",1,"Head vs Thorax","Higher in Thorax",2.66488630158325,0.0271783204593924
"LOC126329659",1,"Head vs Thorax","Higher in Thorax",3.53908183218621,0.0026035983775951
"LOC126329667",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",7.57438971452926,0.000232773208097781
"LOC126329676",1,"Fat body vs Head","Higher in Fat body",3.80576789405844,0.0217350894968353
"LOC126329677",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.56294205207607,4.18545416194507e-05
