"DEG_family","gene_id","Description","gene_biotype","eggNOG_Description","eggNOG_name","GOs","KEGG_ko","KEGG_Pathway","PFAMs","annotation_text","base_physiology_theme","phase_related","phase_reference_source","physiology_theme"
"Infection within diets","LOC126281662","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase-like","protein_coding","Protein of unknown function (DUF1154)","","GO:0001580,GO:0001894,GO:0001895,GO:0002251,GO:0002376,GO:0002385,GO:0003008,GO:0003674,GO:0003824,GO:0004435,GO:0004620,GO:0004629,GO:0005096,GO:0005575,GO:0005623,GO:0005886,GO:0006629,GO:0006638,GO:0006639,GO:0006644,GO:0006650,GO:0006651,GO:0006793,GO:0006796,GO:0006873,GO:0006874,GO:0006875,GO:0006955,GO:0007154,GO:0007165,GO:0007186,GO:0007200,GO:0007204,GO:0007600,GO:0007602,GO:0007603,GO:0007606,GO:0007610,GO:0007626,GO:0008047,GO:0008081,GO:0008150,GO:0008152,GO:0008277,GO:0008344,GO:0008377,GO:0008610,GO:0008654,GO:0009058,GO:0009266,GO:0009314,GO:0009416,GO:0009581,GO:0009582,GO:0009583,GO:0009584,GO:0009593,GO:0009605,GO:0009628,GO:0009648,GO:0009649,GO:0009966,GO:0009987,GO:0010646,GO:0010721,GO:0010941,GO:0016020,GO:0016027,GO:0016028,GO:0016056,GO:0016059,GO:0016298,GO:0016787,GO:0016788,GO:0019637,GO:0019722,GO:0019725,GO:0019897,GO:0019898,GO:0019932,GO:0022400,GO:0022603,GO:0023051,GO:0023052,GO:0030003,GO:0030100,GO:0030234,GO:0030534,GO:0030695,GO:0032101,GO:0032501,GO:0032879,GO:0032991,GO:0035556,GO:0040011,GO:0042221,GO:0042330,GO:0042578,GO:0042592,GO:0042752,GO:0042995,GO:0043052,GO:0043067,GO:0043069,GO:0043085,GO:0043087,GO:0043153,GO:0043547,GO:0044093,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044425,GO:0044459,GO:0044463,GO:0044464,GO:0045017,GO:0045494,GO:0045595,GO:0045596,GO:0045807,GO:0046339,GO:0046460,GO:0046463,GO:0046486,GO:0046488,GO:0046668,GO:0046669,GO:0046671,GO:0046673,GO:0048259,GO:0048260,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048871,GO:0048878,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050801,GO:0050877,GO:0050896,GO:0050906,GO:0050907,GO:0050909,GO:0050912,GO:0050913,GO:0051049,GO:0051050,GO:0051093,GO:0051128,GO:0051130,GO:0051239,GO:0051241,GO:0051282,GO:0051283,GO:0051336,GO:0051345,GO:0051480,GO:0051482,GO:0051606,GO:0051716,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0060249,GO:0060284,GO:0060548,GO:0060589,GO:0060627,GO:0065007,GO:0065008,GO:0065009,GO:0071214,GO:0071478,GO:0071482,GO:0071704,GO:0071944,GO:0072503,GO:0072507,GO:0090407,GO:0098771,GO:0098772,GO:0098796,GO:0098797,GO:0104004,GO:0120025,GO:0120038,GO:1901576,GO:2000026,GO:2000027,GO:2000369,GO:2000370","ko:K05858","ko00562,ko01100,ko04015,ko04020,ko04022,ko04062,ko04070,ko04071,ko04072,ko04261,ko04270,ko04310,ko04371,ko04540,ko04611,ko04621,ko04713,ko04720,ko04723,ko04724,ko04725,ko04726,ko04728,ko04730,ko04745,ko04750,ko04911,ko04912,ko04915,ko04916,ko04918,ko04919,ko04921,ko04922,ko04924,ko04925,ko04926,ko04927,ko04933,ko04934,ko04961,ko04970,ko04971,ko04972,ko05010,ko05016,ko05142,ko05143,ko05146,ko05200,map00562,map01100,map04015,map04020,map04022,map04062,map04070,map04071,map04072,map04261,map04270,map04310,map04371,map04540,map04611,map04621,map04713,map04720,map04723,map04724,map04725,map04726,map04728,map04730,map04745,map04750,map04911,map04912,map04915,map04916,map04918,map04919,map04921,map04922,map04924,map04925,map04926,map04927,map04933,map04934,map04961,map04970,map04971,map04972,map05010,map05016,map05142,map05143,map05146,map05200","C2,DUF1154,EF-hand_like,PI-PLC-X,PI-PLC-Y","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase-like | Protein of unknown function (DUF1154) | | C2,DUF1154,EF-hand_like,PI-PLC-X,PI-PLC-Y | ko00562,ko01100,ko04015,ko04020,ko04022,ko04062,ko04070,ko04071,ko04072,ko04261,ko04270,ko04310,ko04371,ko04540,ko04611,ko04621,ko04713,ko04720,ko04723,ko04724,ko04725,ko04726,ko04728,ko04730,ko04745,ko04750,ko04911,ko04912,ko04915,ko04916,ko04918,ko04919,ko04921,ko04922,ko04924,ko04925,ko04926,ko04927,ko04933,ko04934,ko04961,ko04970,ko04971,ko04972,ko05010,ko05016,ko05142,ko05143,ko05146,ko05200,map00562,map01100,map04015,map04020,map04022,map04062,map04070,map04071,map04072,map04261,map04270,map04310,map04371,map04540,map04611,map04621,map04713,map04720,map04723,map04724,map04725,map04726,map04728,map04730,map04745,map04750,map04911,map04912,map04915,map04916,map04918,map04919,map04921,map04922,map04924,map04925,map04926,map04927,map04933,map04934,map04961,map04970,map04971,map04972,map05010,map05016,map05142,map05143,map05146,map05200","Detoxification / stress",FALSE,"Not phase-related","Detoxification / stress"
"Infection within diets","LOC126281935","cytochrome P450 6a2-like","protein_coding","heme binding. It is involved in the biological process described with oxidation-reduction process","","","ko:K14999","","p450","cytochrome P450 6a2-like | heme binding. It is involved in the biological process described with oxidation-reduction process | | p450 |","Detoxification / stress",FALSE,"Thorax phase DEG","Detoxification / stress"
"Infection within diets","LOC126282005","protein white-like","protein_coding","ABC-2 type transporter","w","GO:0000003,GO:0001408,GO:0001409,GO:0001504,GO:0001505,GO:0003008,GO:0003674,GO:0003824,GO:0005215,GO:0005275,GO:0005345,GO:0005346,GO:0005395,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006576,GO:0006725,GO:0006726,GO:0006727,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006836,GO:0006856,GO:0006862,GO:0006863,GO:0007610,GO:0007611,GO:0007613,GO:0007617,GO:0007618,GO:0007619,GO:0008049,GO:0008055,GO:0008150,GO:0008152,GO:0008509,GO:0008514,GO:0008558,GO:0009058,GO:0009308,GO:0009309,GO:0009605,GO:0009628,GO:0009629,GO:0009987,GO:0015075,GO:0015205,GO:0015208,GO:0015215,GO:0015216,GO:0015399,GO:0015405,GO:0015605,GO:0015696,GO:0015711,GO:0015748,GO:0015837,GO:0015842,GO:0015851,GO:0015854,GO:0015865,GO:0015868,GO:0015931,GO:0015932,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0018130,GO:0019098,GO:0019438,GO:0019748,GO:0019953,GO:0022414,GO:0022804,GO:0022857,GO:0031090,GO:0031224,GO:0031300,GO:0031301,GO:0031410,GO:0031982,GO:0032501,GO:0032504,GO:0033060,GO:0034220,GO:0034641,GO:0040011,GO:0042330,GO:0042332,GO:0042401,GO:0042440,GO:0042441,GO:0042623,GO:0042626,GO:0043226,GO:0043227,GO:0043229,GO:0043324,GO:0043473,GO:0043474,GO:0043492,GO:0044106,GO:0044237,GO:0044249,GO:0044271,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0044550,GO:0044703,GO:0045117,GO:0046148,GO:0046152,GO:0046158,GO:0046483,GO:0048066,GO:0048069,GO:0048072,GO:0048609,GO:0048770,GO:0050877,GO:0050890,GO:0050896,GO:0051179,GO:0051234,GO:0051608,GO:0051615,GO:0051641,GO:0051649,GO:0051704,GO:0055085,GO:0060179,GO:0065007,GO:0065008,GO:0070729,GO:0070731,GO:0071702,GO:0071704,GO:0071705,GO:0071944,GO:0072530,GO:0090740,GO:0090741,GO:0097708,GO:0098588,GO:0098656,GO:0098657,GO:0098700,GO:0099504,GO:1901264,GO:1901360,GO:1901362,GO:1901505,GO:1901564,GO:1901566,GO:1901576,GO:1901679,GO:1903716,GO:1903790,GO:1904823,GO:1905948","ko:K21396","","ABC2_membrane,ABC_tran","protein white-like | ABC-2 type transporter | w | ABC2_membrane,ABC_tran |","Other / unannotated genes",TRUE,"Head + thorax phase DEG","Phase-related changes"
"Infection within diets","LOC126282209","prostaglandin reductase 1-like","protein_coding","Prostaglandin reductase","","","","","","prostaglandin reductase 1-like | Prostaglandin reductase | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126282268","LIRP","protein_coding",NA,NA,NA,NA,NA,NA,"LIRP | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126282270","mucin-2-like","protein_coding","Zona pellucida (ZP) domain","","GO:0000902,GO:0000904,GO:0002064,GO:0003382,GO:0003383,GO:0003674,GO:0005198,GO:0005214,GO:0005575,GO:0005623,GO:0005886,GO:0006928,GO:0006996,GO:0007010,GO:0007015,GO:0007155,GO:0007160,GO:0008150,GO:0008360,GO:0009653,GO:0009888,GO:0009987,GO:0016020,GO:0016043,GO:0016324,GO:0016476,GO:0022603,GO:0022604,GO:0022610,GO:0030029,GO:0030036,GO:0030048,GO:0030154,GO:0030855,GO:0031589,GO:0032502,GO:0032989,GO:0042302,GO:0044425,GO:0044459,GO:0044464,GO:0045177,GO:0045995,GO:0048468,GO:0048856,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0051239,GO:0060429,GO:0065007,GO:0065008,GO:0070252,GO:0071840,GO:0071944,GO:0097435,GO:0098590,GO:2000026","","","Zona_pellucida","mucin-2-like | Zona pellucida (ZP) domain | | Zona_pellucida |","Other / unannotated genes",TRUE,"Head + thorax phase DEG","Phase-related changes"
"Infection within diets","LOC126282979","short-chain dehydrogenase/reductase family 9C member 7-like","protein_coding","Enoyl-(Acyl carrier protein) reductase","","","","","adh_short","short-chain dehydrogenase/reductase family 9C member 7-like | Enoyl-(Acyl carrier protein) reductase | | adh_short |","Other / unannotated genes",FALSE,"Thorax phase DEG","Other / unannotated genes"
"Infection within diets","LOC126284013","lysosome membrane protein 2-like","protein_coding","CD36 family","","GO:0002165,GO:0007275,GO:0007431,GO:0007435,GO:0007552,GO:0008150,GO:0008219,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009987,GO:0010623,GO:0012501,GO:0022612,GO:0030154,GO:0032501,GO:0032502,GO:0035070,GO:0035071,GO:0035272,GO:0048102,GO:0048468,GO:0048513,GO:0048707,GO:0048731,GO:0048732,GO:0048856,GO:0048869,GO:0060033","","","CD36","lysosome membrane protein 2-like | CD36 family | | CD36 |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126284086","endocuticle structural glycoprotein SgAbd-4","protein_coding","Insect cuticle protein","","GO:0003674,GO:0005198,GO:0005214,GO:0005575,GO:0005576,GO:0007275,GO:0008010,GO:0008150,GO:0031012,GO:0032501,GO:0032502,GO:0040003,GO:0042302,GO:0042335,GO:0044421,GO:0048856","","","Chitin_bind_4","endocuticle structural glycoprotein SgAbd-4 | Insect cuticle protein | | Chitin_bind_4 |","Other / unannotated genes",TRUE,"Head + thorax phase DEG","Phase-related changes"
"Infection within diets","LOC126284103","ubiquitin carboxyl-terminal hydrolase 32","protein_coding","Belongs to the peptidase C19 family","","GO:0006464,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016579,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0070646,GO:0070647,GO:0071704,GO:1901564","ko:K11837","","DUSP,EF-hand_5,UCH","ubiquitin carboxyl-terminal hydrolase 32 | Belongs to the peptidase C19 family | | DUSP,EF-hand_5,UCH |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126284111","TLC domain-containing protein 3A","protein_coding","TLC domain","","","","","TRAM_LAG1_CLN8","TLC domain-containing protein 3A | TLC domain | | TRAM_LAG1_CLN8 |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126284147","uncharacterized LOC126284147","protein_coding",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126284147 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126284310","wee1-like protein kinase","protein_coding","Protein tyrosine kinase","","GO:0000075,GO:0000079,GO:0000226,GO:0000278,GO:0001700,GO:0001932,GO:0001933,GO:0003674,GO:0003824,GO:0004672,GO:0004713,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006464,GO:0006468,GO:0006469,GO:0006793,GO:0006796,GO:0006807,GO:0006996,GO:0007010,GO:0007017,GO:0007049,GO:0007051,GO:0007093,GO:0007098,GO:0007275,GO:0007346,GO:0008150,GO:0008152,GO:0009790,GO:0009792,GO:0009892,GO:0009987,GO:0010563,GO:0010605,GO:0016043,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0018108,GO:0018193,GO:0018212,GO:0019220,GO:0019222,GO:0019538,GO:0022402,GO:0022607,GO:0031023,GO:0031323,GO:0031324,GO:0031399,GO:0031400,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0033673,GO:0036211,GO:0042325,GO:0042326,GO:0043086,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043549,GO:0044085,GO:0044092,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0045736,GO:0045786,GO:0045859,GO:0045930,GO:0045936,GO:0048519,GO:0048523,GO:0048856,GO:0050789,GO:0050790,GO:0050794,GO:0051171,GO:0051172,GO:0051174,GO:0051179,GO:0051225,GO:0051246,GO:0051248,GO:0051299,GO:0051338,GO:0051348,GO:0051640,GO:0051641,GO:0051642,GO:0051726,GO:0060255,GO:0061842,GO:0065007,GO:0065009,GO:0070925,GO:0071704,GO:0071840,GO:0071900,GO:0071901,GO:0080090,GO:0140096,GO:1901564,GO:1903047,GO:1904029,GO:1904030","ko:K06632","ko04110,map04110","Pkinase","wee1-like protein kinase | Protein tyrosine kinase | | Pkinase | ko04110,map04110","Other / unannotated genes",FALSE,"Thorax phase DEG","Other / unannotated genes"
"Infection within diets","LOC126284419","serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C-like","protein_coding",NA,NA,NA,NA,NA,NA,"serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C-like | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126284570","heparan-alpha-glucosaminide N-acetyltransferase-like","protein_coding","heparan-alpha-glucosaminide N-acetyltransferase activity","","GO:0000323,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005765,GO:0005773,GO:0005774,GO:0006810,GO:0007034,GO:0007041,GO:0008150,GO:0016020,GO:0016740,GO:0016746,GO:0031090,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0051179,GO:0051234,GO:0098588,GO:0098805,GO:0098852","ko:K10532","ko00531,ko01100,ko04142,map00531,map01100,map04142","DUF1624,DUF5009","heparan-alpha-glucosaminide N-acetyltransferase-like | heparan-alpha-glucosaminide N-acetyltransferase activity | | DUF1624,DUF5009 | ko00531,ko01100,ko04142,map00531,map01100,map04142","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126284612","solute carrier family 35 member G1","protein_coding","EamA-like transporter family","","","","","EamA","solute carrier family 35 member G1 | EamA-like transporter family | | EamA |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126284632","Fanconi anemia group D2 protein","protein_coding","It is involved in the biological process described with DNA repair","","GO:0000075,GO:0000077,GO:0000278,GO:0000793,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007049,GO:0007093,GO:0007346,GO:0008150,GO:0008152,GO:0009987,GO:0019899,GO:0022402,GO:0031570,GO:0031573,GO:0033554,GO:0034641,GO:0036297,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0044773,GO:0044774,GO:0045786,GO:0045930,GO:0046483,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0051726,GO:0065007,GO:0070182,GO:0071704,GO:0090304,GO:1901360,GO:1903047","ko:K10891","ko03460,map03460","FancD2","Fanconi anemia group D2 protein | It is involved in the biological process described with DNA repair | | FancD2 | ko03460,map03460","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126284636","serine protease filzig-like","protein_coding","Belongs to the peptidase S1 family","","","","","","serine protease filzig-like | Belongs to the peptidase S1 family | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126284667","NADPH oxidase 4-like","protein_coding",NA,NA,NA,NA,NA,NA,"NADPH oxidase 4-like | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126284694","endocuticle structural glycoprotein SgAbd-5-like","protein_coding","Structural constituent of cuticle","","","","","Chitin_bind_4","endocuticle structural glycoprotein SgAbd-5-like | Structural constituent of cuticle | | Chitin_bind_4 |","Other / unannotated genes",TRUE,"Head + thorax phase DEG","Phase-related changes"
"Infection within diets","LOC126284795","uncharacterized LOC126284795","lncRNA",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126284795 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Thorax phase DEG","Other / unannotated genes"
"Infection within diets","LOC126284808","spermine synthase-like","protein_coding","Spermine synthase activity. It is involved in the biological process described with spermine biosynthetic process","","GO:0003674,GO:0003824,GO:0006576,GO:0006595,GO:0006596,GO:0006597,GO:0006807,GO:0008150,GO:0008152,GO:0008215,GO:0009058,GO:0009308,GO:0009309,GO:0009987,GO:0016740,GO:0016765,GO:0016768,GO:0017144,GO:0034641,GO:0042401,GO:0044106,GO:0044237,GO:0044249,GO:0044271,GO:0071704,GO:0097164,GO:1901564,GO:1901566,GO:1901576","ko:K00802","ko00270,ko00330,ko00410,ko00480,ko01100,map00270,map00330,map00410,map00480,map01100","Spermine_synt_N,Spermine_synth","spermine synthase-like | Spermine synthase activity. It is involved in the biological process described with spermine biosynthetic process | | Spermine_synt_N,Spermine_synth | ko00270,ko00330,ko00410,ko00480,ko01100,map00270,map00330,map00410,map00480,map01100","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126284897","organic cation transporter protein","protein_coding","Transmembrane transporter activity. It is involved in the biological process described with transmembrane transport","","GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015711,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0098656","","","MFS_1,Sugar_tr","organic cation transporter protein | Transmembrane transporter activity. It is involved in the biological process described with transmembrane transport | | MFS_1,Sugar_tr |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126284977","alpha-tocopherol transfer protein-like","protein_coding","CRAL/TRIO domain","","","","","","alpha-tocopherol transfer protein-like | CRAL/TRIO domain | | |","Other / unannotated genes",FALSE,"Thorax phase DEG","Other / unannotated genes"
"Infection within diets","LOC126285012","dehydrogenase/reductase SDR family member 11-like","protein_coding","Belongs to the short-chain dehydrogenases reductases (SDR) family","","","","","","dehydrogenase/reductase SDR family member 11-like | Belongs to the short-chain dehydrogenases reductases (SDR) family | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126285026","uncharacterized LOC126285026","protein_coding",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126285026 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126285182","uncharacterized LOC126285182","protein_coding",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126285182 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Head phase DEG","Other / unannotated genes"
"Infection within diets","LOC126285283","glucose dehydrogenase [FAD, quinone]-like","protein_coding","GMC oxidoreductase","","GO:0002165,GO:0003674,GO:0003824,GO:0006629,GO:0007275,GO:0008150,GO:0008152,GO:0008202,GO:0009791,GO:0009987,GO:0010817,GO:0016491,GO:0032501,GO:0032502,GO:0034754,GO:0042180,GO:0042445,GO:0044237,GO:0044238,GO:0044281,GO:0045455,GO:0048856,GO:0055114,GO:0065007,GO:0065008,GO:0071704,GO:1901360","ko:K00108,ko:K21270","ko00260,ko01100,map00260,map01100","GMC_oxred_C,GMC_oxred_N","glucose dehydrogenase [FAD, quinone]-like | GMC oxidoreductase | | GMC_oxred_C,GMC_oxred_N | ko00260,ko01100,map00260,map01100","Detoxification / stress",FALSE,"Not phase-related","Detoxification / stress"
"Infection within diets","LOC126285378","acetyl-CoA carboxylase","protein_coding","acetyl-CoA carboxylase activity. It is involved in the biological process described with fatty acid biosynthetic process","","GO:0000902,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0005976,GO:0005977,GO:0006073,GO:0006091,GO:0006112,GO:0006629,GO:0006638,GO:0006639,GO:0006641,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009653,GO:0009743,GO:0009744,GO:0009987,GO:0010033,GO:0015980,GO:0016043,GO:0019432,GO:0032502,GO:0032989,GO:0034285,GO:0042221,GO:0043170,GO:0044042,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044424,GO:0044464,GO:0045017,GO:0046460,GO:0046463,GO:0046486,GO:0048856,GO:0048869,GO:0050896,GO:0051716,GO:0055114,GO:0070887,GO:0071310,GO:0071322,GO:0071324,GO:0071329,GO:0071704,GO:0071840,GO:1901576,GO:1901700,GO:1901701","ko:K11262","ko00061,ko00254,ko00620,ko00640,ko01100,ko01110,ko01212,ko04152,ko04910,ko04922,map00061,map00254,map00620,map00640,map01100,map01110,map01212,map04152,map04910,map04922","ACC_central,Biotin_carb_C,Biotin_carb_N,Biotin_lipoyl,CPSase_L_D2,Carboxyl_trans","acetyl-CoA carboxylase | acetyl-CoA carboxylase activity. It is involved in the biological process described with fatty acid biosynthetic process | | ACC_central,Biotin_carb_C,Biotin_carb_N,Biotin_lipoyl,CPSase_L_D2,Carboxyl_trans | ko00061,ko00254,ko00620,ko00640,ko01100,ko01110,ko01212,ko04152,ko04910,ko04922,map00061,map00254,map00620,map00640,map01100,map01110,map01212,map04152,map04910,map04922","Lipid synthesis / metabolism",FALSE,"Not phase-related","Lipid synthesis / metabolism"
"Infection within diets","LOC126287991","serine/arginine repetitive matrix protein 2-like","protein_coding","sorbin and SH3","","","","","Sorb","serine/arginine repetitive matrix protein 2-like | sorbin and SH3 | | Sorb |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
