"DEG_family","gene_id","Description","gene_biotype","eggNOG_Description","eggNOG_name","GOs","KEGG_ko","KEGG_Pathway","PFAMs","annotation_text","base_physiology_theme","phase_related","phase_reference_source","physiology_theme"
"Infection within diets","LOC126272615","protein rolling stone-like","protein_coding","","","GO:0005575,GO:0016020","","","","protein rolling stone-like | | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126272618","ral guanine nucleotide dissociation stimulator-like 1","protein_coding","Guanyl-nucleotide exchange factor activity. It is involved in the biological process described with regulation of small GTPase mediated signal transduction","Rgl","GO:0003674,GO:0005085,GO:0005088,GO:0005488,GO:0005515,GO:0008150,GO:0008321,GO:0009966,GO:0010646,GO:0017016,GO:0017160,GO:0019899,GO:0023051,GO:0031267,GO:0043085,GO:0043087,GO:0043547,GO:0044093,GO:0046578,GO:0048583,GO:0050789,GO:0050790,GO:0050794,GO:0051020,GO:0051056,GO:0051336,GO:0051345,GO:0065007,GO:0065009,GO:0090630,GO:0098772,GO:1902531","ko:K17635","ko04014,map04014","RA,RasGEF,RasGEF_N","ral guanine nucleotide dissociation stimulator-like 1 | Guanyl-nucleotide exchange factor activity. It is involved in the biological process described with regulation of small GTPase mediated signal transduction | Rgl | RA,RasGEF,RasGEF_N | ko04014,map04014","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126272722","V-type proton ATPase 116 kDa subunit a 1","protein_coding","Essential component of the vacuolar proton pump (V- ATPase), a multimeric enzyme that catalyzes the translocation of protons across the membranes. Required for assembly and activity of the V-ATPase","","","ko:K02154","ko00190,ko01100,ko04142,ko04145,ko04721,ko04966,ko05110,ko05120,ko05152,ko05165,ko05323,map00190,map01100,map04142,map04145,map04721,map04966,map05110,map05120,map05152,map05165,map05323","V_ATPase_I","V-type proton ATPase 116 kDa subunit a 1 | Essential component of the vacuolar proton pump (V- ATPase), a multimeric enzyme that catalyzes the translocation of protons across the membranes. Required for assembly and activity of the V-ATPase | | V_ATPase_I | ko00190,ko01100,ko04142,ko04145,ko04721,ko04966,ko05110,ko05120,ko05152,ko05165,ko05323,map00190,map01100,map04142,map04145,map04721,map04966,map05110,map05120,map05152,map05165,map05323","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126272754","uncharacterized LOC126272754","protein_coding","Kinesin motor, catalytic domain. ATPase.","","","ko:K11498","","Kinesin","uncharacterized LOC126272754 | Kinesin motor, catalytic domain. ATPase. | | Kinesin |","Other / unannotated genes",FALSE,"Thorax phase DEG","Other / unannotated genes"
"Infection within diets","LOC126272801","UDP-glucose 4-epimerase-like","protein_coding","UDP-glucose 4-epimerase","","","ko:K01784","ko00052,ko00520,ko01100,map00052,map00520,map01100","GDP_Man_Dehyd","UDP-glucose 4-epimerase-like | UDP-glucose 4-epimerase | | GDP_Man_Dehyd | ko00052,ko00520,ko01100,map00052,map00520,map01100","Other / unannotated genes",FALSE,"Thorax phase DEG","Other / unannotated genes"
"Infection within diets","LOC126272864","venom dipeptidyl peptidase 4-like","protein_coding","Serine-type peptidase activity. It is involved in the biological process described with proteolysis","","GO:0003674,GO:0003824,GO:0004177,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008238,GO:0008239,GO:0016787,GO:0019538,GO:0043170,GO:0044238,GO:0070011,GO:0071704,GO:0140096,GO:1901564","ko:K01278","ko04974,map04974","DPPIV_N,Peptidase_S9","venom dipeptidyl peptidase 4-like | Serine-type peptidase activity. It is involved in the biological process described with proteolysis | | DPPIV_N,Peptidase_S9 | ko04974,map04974","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126272997","nuclear factor of activated T-cells 5-like","protein_coding","Sequence-specific DNA binding transcription factor activity. It is involved in the biological process described with regulation of","NFAT","GO:0001505,GO:0006950,GO:0006970,GO:0008150,GO:0009628,GO:0009651,GO:0009966,GO:0009968,GO:0010646,GO:0010648,GO:0017157,GO:0017158,GO:0023051,GO:0023057,GO:0032386,GO:0032387,GO:0032879,GO:0045920,GO:0045955,GO:0046578,GO:0046580,GO:0046928,GO:0046929,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0050789,GO:0050794,GO:0050804,GO:0050805,GO:0050896,GO:0051046,GO:0051048,GO:0051049,GO:0051051,GO:0051056,GO:0051058,GO:0051588,GO:0051589,GO:0060341,GO:0060627,GO:0065007,GO:0065008,GO:0098693,GO:0099177,GO:1902531,GO:1902532,GO:1902803,GO:1902804,GO:1903305,GO:1903306,GO:1903530,GO:1903531,GO:2000300,GO:2000301","ko:K17335","","RHD_DNA_bind,RHD_dimer","nuclear factor of activated T-cells 5-like | Sequence-specific DNA binding transcription factor activity. It is involved in the biological process described with regulation of | NFAT | RHD_DNA_bind,RHD_dimer |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126273103","putative ferric-chelate reductase 1 homolog","protein_coding","Ferric-chelate reductase 1","","","","","","putative ferric-chelate reductase 1 homolog | Ferric-chelate reductase 1 | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126273140","uncharacterized LOC126273140","protein_coding","","","","","","","uncharacterized LOC126273140 | | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126273558","uncharacterized LOC126273558","protein_coding",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126273558 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126273842","TRPL translocation defect protein 14","protein_coding","AAA domain","","GO:0000166,GO:0001882,GO:0001883,GO:0001894,GO:0001895,GO:0003674,GO:0005488,GO:0005525,GO:0005543,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0008289,GO:0009314,GO:0009416,GO:0009628,GO:0009987,GO:0017076,GO:0019001,GO:0032386,GO:0032388,GO:0032501,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032879,GO:0032880,GO:0033157,GO:0035091,GO:0035639,GO:0036094,GO:0042592,GO:0043167,GO:0043168,GO:0044424,GO:0044444,GO:0044464,GO:0045494,GO:0048518,GO:0048871,GO:0050789,GO:0050896,GO:0051049,GO:0051050,GO:0051222,GO:0051223,GO:0051716,GO:0060249,GO:0060341,GO:0065007,GO:0065008,GO:0070201,GO:0070300,GO:0071214,GO:0071478,GO:0071482,GO:0090087,GO:0090316,GO:0097159,GO:0097367,GO:0104004,GO:1901265,GO:1901363,GO:1903827,GO:1903829,GO:1904951","","","AAA_28","TRPL translocation defect protein 14 | AAA domain | | AAA_28 |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126276893","protein unc-13 homolog 4B-like","protein_coding","Munc13 (mammalian uncoordinated) homology domain","","GO:0001505,GO:0001763,GO:0002009,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006810,GO:0006836,GO:0006887,GO:0007154,GO:0007267,GO:0007268,GO:0007269,GO:0007275,GO:0007424,GO:0008021,GO:0008150,GO:0009653,GO:0009888,GO:0009987,GO:0012505,GO:0016043,GO:0016079,GO:0016082,GO:0016192,GO:0017156,GO:0022607,GO:0023052,GO:0023061,GO:0030133,GO:0031410,GO:0031982,GO:0032501,GO:0032502,GO:0032940,GO:0034622,GO:0035146,GO:0035147,GO:0035239,GO:0035295,GO:0043226,GO:0043227,GO:0043229,GO:0043933,GO:0044085,GO:0044424,GO:0044444,GO:0044456,GO:0044464,GO:0045055,GO:0045202,GO:0046903,GO:0046907,GO:0048489,GO:0048729,GO:0048731,GO:0048754,GO:0048856,GO:0051179,GO:0051234,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0060429,GO:0060446,GO:0060541,GO:0060562,GO:0061138,GO:0065003,GO:0065007,GO:0065008,GO:0070382,GO:0071840,GO:0097458,GO:0097479,GO:0097480,GO:0097708,GO:0098793,GO:0098916,GO:0099003,GO:0099503,GO:0099504,GO:0099536,GO:0099537,GO:0099643,GO:0140029","ko:K15621","ko05202,map05202","C2,Membr_traf_MHD","protein unc-13 homolog 4B-like | Munc13 (mammalian uncoordinated) homology domain | | C2,Membr_traf_MHD | ko05202,map05202","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126277880","ribonucleoside-diphosphate reductase large subunit","protein_coding","Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides","RnrL","GO:0003674,GO:0003824,GO:0004748,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006919,GO:0006950,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009165,GO:0009262,GO:0009263,GO:0009611,GO:0009888,GO:0009893,GO:0009987,GO:0010604,GO:0010941,GO:0010942,GO:0010950,GO:0010952,GO:0016491,GO:0016725,GO:0016728,GO:0018130,GO:0019222,GO:0019438,GO:0019637,GO:0030162,GO:0031099,GO:0031323,GO:0031325,GO:0032268,GO:0032270,GO:0032502,GO:0034641,GO:0034654,GO:0040007,GO:0042060,GO:0042246,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0043085,GO:0043280,GO:0043281,GO:0044093,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0045862,GO:0046483,GO:0048518,GO:0048522,GO:0048589,GO:0048856,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0051336,GO:0051345,GO:0052547,GO:0052548,GO:0055086,GO:0055114,GO:0060255,GO:0061731,GO:0065007,GO:0065009,GO:0071704,GO:0080090,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901576,GO:2000116,GO:2001056","ko:K10807","ko00230,ko00240,ko00480,ko00983,ko01100,map00230,map00240,map00480,map00983,map01100","ATP-cone,Ribonuc_red_lgC,Ribonuc_red_lgN","ribonucleoside-diphosphate reductase large subunit | Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides | RnrL | ATP-cone,Ribonuc_red_lgC,Ribonuc_red_lgN | ko00230,ko00240,ko00480,ko00983,ko01100,map00230,map00240,map00480,map00983,map01100","Other / unannotated genes",FALSE,"Thorax phase DEG","Other / unannotated genes"
"Infection within diets","LOC126277952","tetratricopeptide repeat protein 12-like","protein_coding","Tetratricopeptide repeat","","","","","TPR_1,TPR_11,TPR_2,TPR_8","tetratricopeptide repeat protein 12-like | Tetratricopeptide repeat | | TPR_1,TPR_11,TPR_2,TPR_8 |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126277977","ubiquitin-conjugating enzyme E2 C-like","protein_coding","Ubiquitin-conjugating enzyme E2, catalytic domain homologues","vih","GO:0000151,GO:0000209,GO:0000278,GO:0000280,GO:0003674,GO:0003824,GO:0004842,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0006996,GO:0007049,GO:0007088,GO:0007346,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009893,GO:0009894,GO:0009896,GO:0009987,GO:0010458,GO:0010498,GO:0010564,GO:0010604,GO:0010638,GO:0010965,GO:0016043,GO:0016567,GO:0016740,GO:0019222,GO:0019538,GO:0019787,GO:0019899,GO:0019941,GO:0022402,GO:0030071,GO:0030163,GO:0031145,GO:0031323,GO:0031325,GO:0031329,GO:0031331,GO:0031625,GO:0032268,GO:0032270,GO:0032436,GO:0032446,GO:0032991,GO:0033043,GO:0033044,GO:0033045,GO:0033047,GO:0036211,GO:0042176,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044389,GO:0044424,GO:0044464,GO:0044770,GO:0044772,GO:0045732,GO:0045787,GO:0045840,GO:0045842,GO:0045862,GO:0045931,GO:0048285,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0051603,GO:0051726,GO:0051781,GO:0051783,GO:0051785,GO:0051983,GO:0051984,GO:0060255,GO:0061630,GO:0061631,GO:0061650,GO:0061659,GO:0062033,GO:0065007,GO:0070647,GO:0071704,GO:0071840,GO:0080090,GO:0090068,GO:0140014,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1901800,GO:1901970,GO:1901987,GO:1901989,GO:1901990,GO:1901992,GO:1902099,GO:1902101,GO:1902494,GO:1903047,GO:1903052,GO:1903362,GO:1903364,GO:1905818,GO:1905820,GO:1990234,GO:2001252","ko:K06688","ko04120,map04120","UQ_con","ubiquitin-conjugating enzyme E2 C-like | Ubiquitin-conjugating enzyme E2, catalytic domain homologues | vih | UQ_con | ko04120,map04120","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126278019","39S ribosomal protein L14, mitochondrial","protein_coding","39S ribosomal protein L14, mitochondrial","mRpL14","","ko:K02874","ko03010,map03010","Ribosomal_L14","39S ribosomal protein L14, mitochondrial | 39S ribosomal protein L14, mitochondrial | mRpL14 | Ribosomal_L14 | ko03010,map03010","Protein synthesis / storage",FALSE,"Not phase-related","Protein synthesis / storage"
"Infection within diets","LOC126278144","uncharacterized LOC126278144","protein_coding","Immunoglobulin","","","","","Ig_3","uncharacterized LOC126278144 | Immunoglobulin | | Ig_3 |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126278148","phospholipase A1 member A-like","protein_coding","Carboxylic ester hydrolase activity","","GO:0003674,GO:0003824,GO:0006629,GO:0008150,GO:0008152,GO:0009056,GO:0016042,GO:0016298,GO:0016787,GO:0016788,GO:0044238,GO:0071704,GO:1901575","","","Lipase","phospholipase A1 member A-like | Carboxylic ester hydrolase activity | | Lipase |","Lipid synthesis / metabolism",FALSE,"Not phase-related","Lipid synthesis / metabolism"
"Infection within diets","LOC126278249","arginine kinase","protein_coding","Belongs to the ATP guanido phosphotransferase family","Argk","GO:0003674,GO:0003824,GO:0004054,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016775,GO:0019202,GO:0044237","ko:K00933,ko:K00934","ko00330,ko01100,map00330,map01100","ATP-gua_Ptrans,ATP-gua_PtransN","arginine kinase | Belongs to the ATP guanido phosphotransferase family | Argk | ATP-gua_Ptrans,ATP-gua_PtransN | ko00330,ko01100,map00330,map01100","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126278268","uncharacterized LOC126278268","protein_coding",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126278268 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Head phase DEG","Other / unannotated genes"
"Infection within diets","LOC126278403","protein Spindly-like","protein_coding",NA,NA,NA,NA,NA,NA,"protein Spindly-like | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Thorax phase DEG","Other / unannotated genes"
"Infection within diets","LOC126278410","astakine-like","protein_coding","","","","","","Prokineticin","astakine-like | | | Prokineticin |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126278545","prokineticin-2-like","protein_coding","","","","","","Prokineticin","prokineticin-2-like | | | Prokineticin |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126278644","uncharacterized LOC126278644","lncRNA",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126278644 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126279005","microtubule-actin cross-linking factor 1","protein_coding","Calcium ion binding. It is involved in the biological process described with cell cycle arrest","","","","","","microtubule-actin cross-linking factor 1 | Calcium ion binding. It is involved in the biological process described with cell cycle arrest | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126279056","U11/U12 small nuclear ribonucleoprotein 48 kDa protein-like","protein_coding","U11 U12 small nuclear ribonucleoprotein 48 kDa","","","ko:K13156","","zf-U11-48K","U11/U12 small nuclear ribonucleoprotein 48 kDa protein-like | U11 U12 small nuclear ribonucleoprotein 48 kDa | | zf-U11-48K |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126279690","ras guanine nucleotide exchange factor P","protein_coding","DNA- binding","","GO:0000003,GO:0000041,GO:0000122,GO:0002009,GO:0002165,GO:0003002,GO:0003006,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0006355,GO:0006357,GO:0006810,GO:0006811,GO:0006812,GO:0006825,GO:0007275,GO:0007389,GO:0007444,GO:0007472,GO:0007476,GO:0007478,GO:0007480,GO:0007494,GO:0007552,GO:0007560,GO:0008150,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0015677,GO:0016348,GO:0019219,GO:0019222,GO:0022414,GO:0030001,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032501,GO:0032502,GO:0035107,GO:0035114,GO:0035120,GO:0035218,GO:0035220,GO:0035239,GO:0035282,GO:0035285,GO:0035295,GO:0036011,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044424,GO:0044444,GO:0044464,GO:0045892,GO:0045934,GO:0048513,GO:0048519,GO:0048523,GO:0048563,GO:0048565,GO:0048569,GO:0048608,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048856,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051179,GO:0051234,GO:0051252,GO:0051253,GO:0055123,GO:0060255,GO:0060429,GO:0060562,GO:0061458,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141","ko:K19774","ko04212,map04212","Homeobox,ULD","ras guanine nucleotide exchange factor P | DNA- binding | | Homeobox,ULD | ko04212,map04212","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126281178","tumor necrosis factor alpha-induced protein 8-like protein","protein_coding","Tumor necrosis factor alpha-induced protein 8-like","","GO:0001932,GO:0001934,GO:0003674,GO:0004857,GO:0004866,GO:0004869,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006915,GO:0007275,GO:0007431,GO:0007435,GO:0008150,GO:0008219,GO:0009653,GO:0009887,GO:0009892,GO:0009893,GO:0009894,GO:0009966,GO:0009967,GO:0009987,GO:0010466,GO:0010506,GO:0010562,GO:0010604,GO:0010605,GO:0010646,GO:0010647,GO:0010941,GO:0010942,GO:0010951,GO:0012501,GO:0019220,GO:0019222,GO:0022612,GO:0023051,GO:0023056,GO:0030162,GO:0030234,GO:0030414,GO:0031323,GO:0031324,GO:0031325,GO:0031329,GO:0031399,GO:0031401,GO:0032268,GO:0032269,GO:0032270,GO:0032501,GO:0032502,GO:0032872,GO:0032874,GO:0032886,GO:0033043,GO:0035272,GO:0042325,GO:0042327,GO:0042981,GO:0042995,GO:0043027,GO:0043028,GO:0043065,GO:0043066,GO:0043067,GO:0043068,GO:0043069,GO:0043086,GO:0043154,GO:0043281,GO:0043408,GO:0043410,GO:0044092,GO:0044424,GO:0044464,GO:0045861,GO:0045937,GO:0046328,GO:0046330,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048731,GO:0048732,GO:0048856,GO:0050789,GO:0050790,GO:0050794,GO:0051128,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051246,GO:0051247,GO:0051248,GO:0051336,GO:0051346,GO:0051493,GO:0052547,GO:0052548,GO:0060255,GO:0060548,GO:0061134,GO:0061135,GO:0065007,GO:0065009,GO:0070302,GO:0070304,GO:0070507,GO:0080090,GO:0080134,GO:0080135,GO:0098772,GO:1902531,GO:1902533,GO:2000116,GO:2000117","","","DUF758","tumor necrosis factor alpha-induced protein 8-like protein | Tumor necrosis factor alpha-induced protein 8-like | | DUF758 |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126281231","uncharacterized LOC126281231","protein_coding","Hsp20/alpha crystallin family","","","","","HSP20","uncharacterized LOC126281231 | Hsp20/alpha crystallin family | | HSP20 |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126281237","endochitinase-like","protein_coding","Belongs to the glycosyl hydrolase 18 family","","","","","","endochitinase-like | Belongs to the glycosyl hydrolase 18 family | | |","Other / unannotated genes",FALSE,"Thorax phase DEG","Other / unannotated genes"
"Infection within diets","LOC126281263","solute carrier family 2, facilitated glucose transporter member 1-like","protein_coding","Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family","","","ko:K07299","ko04066,ko04911,ko04919,ko04920,ko04922,ko04931,ko04976,ko05166,ko05200,ko05211,ko05230,map04066,map04911,map04919,map04920,map04922,map04931,map04976,map05166,map05200,map05211,map05230","Sugar_tr","solute carrier family 2, facilitated glucose transporter member 1-like | Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family | | Sugar_tr | ko04066,ko04911,ko04919,ko04920,ko04922,ko04931,ko04976,ko05166,ko05200,ko05211,ko05230,map04066,map04911,map04919,map04920,map04922,map04931,map04976,map05166,map05200,map05211,map05230","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126281330","phosphatidylinositol phosphatase PTPRQ-like","protein_coding","Protein tyrosine phosphatase, catalytic domain","","GO:0000902,GO:0000904,GO:0002165,GO:0003674,GO:0003824,GO:0004721,GO:0004725,GO:0004888,GO:0005001,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006464,GO:0006470,GO:0006793,GO:0006796,GO:0006807,GO:0006928,GO:0006935,GO:0007154,GO:0007165,GO:0007275,GO:0007399,GO:0007409,GO:0007411,GO:0007552,GO:0008045,GO:0008150,GO:0008152,GO:0008219,GO:0009605,GO:0009653,GO:0009719,GO:0009725,GO:0009791,GO:0009886,GO:0009987,GO:0010033,GO:0010623,GO:0012501,GO:0014070,GO:0016020,GO:0016021,GO:0016043,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019198,GO:0019538,GO:0022008,GO:0023052,GO:0030030,GO:0030154,GO:0030182,GO:0031175,GO:0031224,GO:0031226,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0033993,GO:0035069,GO:0035075,GO:0035096,GO:0035335,GO:0036211,GO:0036314,GO:0038023,GO:0040011,GO:0042221,GO:0042330,GO:0042578,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044425,GO:0044459,GO:0044464,GO:0048468,GO:0048666,GO:0048667,GO:0048699,GO:0048707,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060033,GO:0060089,GO:0061564,GO:0065007,GO:0071704,GO:0071840,GO:0071944,GO:0097305,GO:0097485,GO:0120036,GO:0120039,GO:0140096,GO:1901564,GO:1901654,GO:1901700","ko:K01104,ko:K18034","","Y_phosphatase,fn3","phosphatidylinositol phosphatase PTPRQ-like | Protein tyrosine phosphatase, catalytic domain | | Y_phosphatase,fn3 |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126281393","uncharacterized LOC126281393","protein_coding","","","","","","","uncharacterized LOC126281393 | | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126281458","proline-rich protein 36","protein_coding","","","","","","DUF4758","proline-rich protein 36 | | | DUF4758 |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
