"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","mapping_branch","contrast_id","contrast_family","numerator","denominator","higher_in","significant","analysis_scope","direction","seqid","description","gene_biotype","sequence_class","assigned_molecule","location_type","Description","Preferred_name","PFAMs","annotation_text","physiology_theme","diet"
"LOC126281781",87.5909461836014,3.46849245650025,0.844015931642832,4.10951064602419,3.9649843638641e-05,0.000822807034216262,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"Placed chromosomes","Higher in infected","NC_064926.1","acetylcholinesterase-like","protein_coding","Nuclear chromosome","7","Chromosome","Belongs to the type-B carboxylesterase lipase family","-","-","- | Belongs to the type-B carboxylesterase lipase family | - | - | - | -","Lipid metabolism","50"
"LOC126282043",180.190061138055,-1.4135258986741,0.543952254732701,-2.59862126937723,0.00935989775867408,0.0408757957742837,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Control diet 50",TRUE,"Placed chromosomes","Higher in control","NC_064920.1","aldehyde dehydrogenase, mitochondrial-like","protein_coding","Nuclear chromosome","1","Chromosome","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor. It is involved in the biological process described with oxidation-reduction process","-","-","- | oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor. It is involved in the biological process described with oxidation-reduction process | - | - | - | -","Detoxification","50"
"LOC126282076",11.300821423183,1.85560649027563,0.498272743111639,3.72407785882015,0.000196030425828427,0.00271598233118366,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"Placed chromosomes","Higher in infected","NC_064926.1","lipase 3-like","protein_coding","Nuclear chromosome","7","Chromosome","Belongs to the AB hydrolase superfamily. Lipase family","-","-","- | Belongs to the AB hydrolase superfamily. Lipase family | - | - | - | -","Lipid metabolism","50"
"LOC126282077",682.951323793321,1.92143247236252,0.526688079103028,3.64814118374351,0.000264144481226777,0.00333293732919358,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"Placed chromosomes","Higher in infected","NC_064926.1","lipase 3-like","protein_coding","Nuclear chromosome","7","Chromosome","Belongs to the AB hydrolase superfamily. Lipase family","-","Abhydro_lipase,Abhydrolase_1","- | Belongs to the AB hydrolase superfamily. Lipase family | - | ko:K01052 | ko00100,ko04142,ko04979,map00100,map04142,map04979 | Abhydro_lipase,Abhydrolase_1","Lipid metabolism","50"
"LOC126282119",20.6704820300828,-2.01363808764766,0.674008607545345,-2.98755544826212,0.00281218277325448,0.0180071440650804,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Control diet 50",TRUE,"Placed chromosomes","Higher in control","NC_064926.1","cytochrome P450 4C1-like","protein_coding","Nuclear chromosome","7","Chromosome","cytochrome p450","-","-","- | cytochrome p450 | - | - | - | -","Detoxification","50"
"LOC126282167",857.774582059395,1.43616436596888,0.534659206642605,2.68613043248106,0.00722848647128599,0.0344878361958858,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"Placed chromosomes","Higher in infected","NC_064926.1","patatin-like phospholipase domain-containing protein 2","protein_coding","Nuclear chromosome","7","Chromosome","It is involved in the biological process described with lipid metabolic process","-","Patatin","- | It is involved in the biological process described with lipid metabolic process | - | ko:K16765,ko:K16816 | ko00561,ko01100,ko04714,ko04923,map00561,map01100,map04714,map04923 | Patatin","Lipid metabolism","50"
"LOC126282181",367.000824907135,3.17244811347386,0.612545738238712,5.17912037490586,2.22934587014759e-07,1.17996688527812e-05,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"Placed chromosomes","Higher in infected","NC_064926.1","juvenile hormone esterase-like","protein_coding","Nuclear chromosome","7","Chromosome","Belongs to the type-B carboxylesterase lipase family","-","COesterase","- | Belongs to the type-B carboxylesterase lipase family | GO:0003674,GO:0003824,GO:0016787,GO:0016788,GO:0052689 | ko:K01063 | ko00981,map00981 | COesterase","Lipid metabolism","50"
"LOC126282396",62.817456636617,-2.01424883086584,0.724441724786441,-2.78041526592028,0.00542894256314294,0.028338291667793,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Control diet 50",TRUE,"Placed chromosomes","Higher in control","NC_064926.1","uncharacterized LOC126282396","protein_coding","Nuclear chromosome","7","Chromosome","Glutathione S-transferase, N-terminal domain","-","GST_C,GST_N,GST_N_3","- | Glutathione S-transferase, N-terminal domain | - | ko:K00799 | ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418 | GST_C,GST_N,GST_N_3","Detoxification","50"
"LOC126282422",24.0033881357899,1.25413288503744,0.450149295212603,2.78603765100891,0.00533566738588598,0.0280350565294947,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"Placed chromosomes","Higher in infected","NC_064920.1","glutathione S-transferase-like","protein_coding","Nuclear chromosome","1","Chromosome","Glutathione S-transferase, C-terminal domain","-","GST_C_3,GST_N","- | Glutathione S-transferase, C-terminal domain | - | ko:K04097 | ko00480,ko00590,ko00980,ko00982,ko01100,ko05204,map00480,map00590,map00980,map00982,map01100,map05204 | GST_C_3,GST_N","Detoxification","50"
"LOC126283788",1879.019411739,1.15570617119432,0.411855804509832,2.80609416824846,0.00501460352007245,0.0269556397663233,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"Placed chromosomes","Higher in infected","NC_064920.1","scoloptoxin SSD14-like","protein_coding","Nuclear chromosome","1","Chromosome","gamma-glutamyltransferase activity. It is involved in the biological process described with glutathione metabolic process","-","G_glu_transpept","- | gamma-glutamyltransferase activity. It is involved in the biological process described with glutathione metabolic process | - | ko:K18592 | ko00430,ko00460,ko00480,ko00590,ko01100,map00430,map00460,map00480,map00590,map01100 | G_glu_transpept","Detoxification","50"
"LOC126283972",47.67567199532,2.97523482774279,0.666662184348533,4.46288224770122,8.08644961280035e-06,0.000229935021988118,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"Placed chromosomes","Higher in infected","NC_064927.1","glucose dehydrogenase [FAD, quinone]-like","protein_coding","Nuclear chromosome","8","Chromosome","GMC oxidoreductase","-","GMC_oxred_C,GMC_oxred_N","- | GMC oxidoreductase | - | ko:K21270 | - | GMC_oxred_C,GMC_oxred_N","Detoxification","50"
"LOC126283978",16.0642060978277,1.19590451623762,0.368804722810562,3.24264967954845,0.00118423724957988,0.00974702435123056,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"Placed chromosomes","Higher in infected","NC_064927.1","glucose dehydrogenase [FAD, quinone]-like","protein_coding","Nuclear chromosome","8","Chromosome","GMC oxidoreductase","-","GMC_oxred_C,GMC_oxred_N","- | GMC oxidoreductase | - | ko:K21270 | - | GMC_oxred_C,GMC_oxred_N","Detoxification","50"
"LOC126284002",339.56340973823,-2.00676605519956,0.570051293651804,-3.52032541202393,0.000431017642536992,0.0046894886823899,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Control diet 50",TRUE,"Placed chromosomes","Higher in control","NC_064927.1","elongation of very long chain fatty acids protein 6","protein_coding","Nuclear chromosome","8","Chromosome","Elongation of very long chain fatty acids protein","-","ELO","- | Elongation of very long chain fatty acids protein | GO:0000003,GO:0000038,GO:0001676,GO:0003674,GO:0003824,GO:0004312,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005741,GO:0005783,GO:0005789,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006643,GO:0006665,GO:0006807,GO:0007276,GO:0007283,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009922,GO:0009987,GO:0012505,GO:0016020,GO:0016021,GO:0016053,GO:0016740,GO:0016746,GO:0016747,GO:0019367,GO:0019368,GO:0019752,GO:0019867,GO:0019953,GO:0022414,GO:0030148,GO:0030176,GO:0030497,GO:0031090,GO:0031224,GO:0031227,GO:0031966,GO:0031967,GO:0031968,GO:0031975,GO:0031984,GO:0032501,GO:0032504,GO:0032787,GO:0034625,GO:0034626,GO:0042175,GO:0042759,GO:0042761,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0046394,GO:0046467,GO:0048232,GO:0048609,GO:0051704,GO:0071704,GO:0072330,GO:0098588,GO:0098805,GO:0098827,GO:1901564,GO:1901566,GO:1901576 | ko:K10203 | ko00062,ko01040,ko01110,ko01212,map00062,map01040,map01110,map01212 | ELO","Lipid metabolism","50"
"LOC126284462",280.356868584727,1.69281210773928,0.562784276524862,3.00792360119269,0.00263039255170355,0.017090900018701,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"Placed chromosomes","Higher in infected","NC_064927.1","peptidoglycan-recognition protein LC-like","protein_coding","Nuclear chromosome","8","Chromosome","N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process","-","-","- | N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process | - | - | - | -","Immune pathway","50"
"LOC126284463",510.276160169049,3.54741490958732,0.664319389616373,5.33992378520798,9.29856641426194e-08,5.52131683051889e-06,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"Placed chromosomes","Higher in infected","NC_064927.1","peptidoglycan-recognition protein LB-like","protein_coding","Nuclear chromosome","8","Chromosome","N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process","-","-","- | N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process | - | - | - | -","Immune pathway","50"
"LOC126284557",27.1907757072923,1.72855438337177,0.602454942121782,2.86918450246917,0.00411531664797048,0.0233840687766835,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"Placed chromosomes","Higher in infected","NC_064927.1","UNC93-like protein","protein_coding","Nuclear chromosome","8","Chromosome","toll-like receptor 7 signaling pathway","-","UNC-93","- | toll-like receptor 7 signaling pathway | GO:0003674,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006937,GO:0008150,GO:0010959,GO:0015459,GO:0016020,GO:0016247,GO:0032879,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043266,GO:0043269,GO:0043292,GO:0044057,GO:0044422,GO:0044424,GO:0044444,GO:0044449,GO:0044464,GO:0050789,GO:0051049,GO:0051239,GO:0055120,GO:0065007,GO:0065009,GO:0071944,GO:0090257,GO:0098772,GO:0099080,GO:0099081,GO:0099106,GO:0099512 | - | - | UNC-93","Immune pathway","50"
"LOC126284582",53.6393731547161,1.4320014066776,0.522703268023504,2.73960676024167,0.00615127333839386,0.0306198643248264,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"Placed chromosomes","Higher in infected","NC_064927.1","fatty acyl-CoA reductase wat-like","protein_coding","Nuclear chromosome","8","Chromosome","Catalyzes the reduction of fatty acyl-CoA to fatty alcohols","-","NAD_binding_4,Sterile","- | Catalyzes the reduction of fatty acyl-CoA to fatty alcohols | - | ko:K13356 | ko00073,ko04146,ko04212,map00073,map04146,map04212 | NAD_binding_4,Sterile","Lipid metabolism","50"
"LOC126284639",73.9612324684618,2.13782025157518,0.747130544038754,2.86137445274128,0.00421808529729965,0.0238059031235778,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"Placed chromosomes","Higher in infected","NC_064927.1","protein lethal(2)essential for life-like","protein_coding","Nuclear chromosome","8","Chromosome","Belongs to the small heat shock protein (HSP20) family","-","-","- | Belongs to the small heat shock protein (HSP20) family | - | - | - | -","Detoxification","50"
"LOC126284651",563.154178590644,4.06231360771188,0.644479287336132,6.30324928595131,2.91469524567159e-10,4.11904732118309e-08,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"Placed chromosomes","Higher in infected","NC_064927.1","PI-PLC X domain-containing protein 1-like","protein_coding","Nuclear chromosome","8","Chromosome","Phosphoric diester hydrolase activity. It is involved in the biological process described with lipid metabolic process","-","PI-PLC-X","- | Phosphoric diester hydrolase activity. It is involved in the biological process described with lipid metabolic process | - | - | - | PI-PLC-X","Lipid metabolism","50"
"LOC126284756",63.5783115121275,-1.52839994887482,0.487987475326319,-3.1320474933353,0.0017359179179229,0.012855709294437,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Control diet 50",TRUE,"Placed chromosomes","Higher in control","NC_064927.1","glucose dehydrogenase [FAD, quinone]","protein_coding","Nuclear chromosome","8","Chromosome","Belongs to the GMC oxidoreductase family","Gld","GMC_oxred_C,GMC_oxred_N","Gld | Belongs to the GMC oxidoreductase family | GO:0000003,GO:0002165,GO:0005575,GO:0005576,GO:0005975,GO:0005996,GO:0006006,GO:0007275,GO:0007320,GO:0007591,GO:0007618,GO:0007620,GO:0008150,GO:0008152,GO:0008364,GO:0009791,GO:0019318,GO:0019953,GO:0022414,GO:0032501,GO:0032502,GO:0032504,GO:0035209,GO:0040003,GO:0042303,GO:0042335,GO:0042337,GO:0044238,GO:0044281,GO:0044703,GO:0044706,GO:0046692,GO:0046693,GO:0048609,GO:0048856,GO:0051704,GO:0071704 | ko:K00115 | ko00030,ko01100,ko01110,ko01130,map00030,map01100,map01110,map01130 | GMC_oxred_C,GMC_oxred_N","Detoxification","50"
"LOC126284801",90.8189537881286,3.77967903684835,1.05121777677393,3.59552427704158,0.000323738934442232,0.0038272017892995,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"Placed chromosomes","Higher in infected","NC_064927.1","protein lethal(2)essential for life-like","protein_coding","Nuclear chromosome","8","Chromosome","Belongs to the small heat shock protein (HSP20) family","-","-","- | Belongs to the small heat shock protein (HSP20) family | - | - | - | -","Detoxification","50"
"LOC126284812",2852.0850413767,-3.36003704359695,0.635360333095226,-5.28839599920909,1.23393614105639e-07,6.86534863992477e-06,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Control diet 50",TRUE,"Placed chromosomes","Higher in control","NC_064927.1","glucose dehydrogenase [FAD, quinone]-like","protein_coding","Nuclear chromosome","8","Chromosome","Belongs to the GMC oxidoreductase family","-","GMC_oxred_C,GMC_oxred_N","- | Belongs to the GMC oxidoreductase family | - | ko:K00115 | ko00030,ko01100,ko01110,ko01130,map00030,map01100,map01110,map01130 | GMC_oxred_C,GMC_oxred_N","Detoxification","50"
"LOC126284817",109.589333493429,4.38695727557287,0.820802761734961,5.34471553957737,9.05591578901898e-08,5.42553972765967e-06,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"Placed chromosomes","Higher in infected","NC_064927.1","protein lethal(2)essential for life-like","protein_coding","Nuclear chromosome","8","Chromosome","Belongs to the small heat shock protein (HSP20) family","-","-","- | Belongs to the small heat shock protein (HSP20) family | - | - | - | -","Detoxification","50"
"LOC126284872",219.253081479693,2.47177527951241,0.830529746847159,2.97614298451768,0.00291898731439596,0.0184806371677076,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"Placed chromosomes","Higher in infected","NC_064927.1","fatty acid synthase-like","protein_coding","Nuclear chromosome","8","Chromosome","Enoylreductase","-","ADH_zinc_N,Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,Thioesterase,ketoacyl-synt","- | Enoylreductase | - | ko:K00665 | ko00061,ko01100,ko01212,ko04152,ko04910,map00061,map01100,map01212,map04152,map04910 | ADH_zinc_N,Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,Thioesterase,ketoacyl-synt","Detoxification","50"
"LOC126284941",390.507181909693,1.18691877701987,0.40659947417771,2.91913505156455,0.00351004120735701,0.0208538738022577,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"Placed chromosomes","Higher in infected","NC_064927.1","lithostathine-1-like","protein_coding","Nuclear chromosome","8","Chromosome","C-type lectin (CTL) or carbohydrate-recognition domain (CRD)","-","Lectin_C","- | C-type lectin (CTL) or carbohydrate-recognition domain (CRD) | GO:0003674,GO:0005488,GO:0006950,GO:0008150,GO:0009611,GO:0009888,GO:0030246,GO:0031099,GO:0032502,GO:0040007,GO:0042060,GO:0042246,GO:0048589,GO:0048856,GO:0050896 | - | - | Lectin_C","Immune pathway","50"
"LOC126285050",31.8004913931407,-1.04446111324453,0.374208166295334,-2.79112324988711,0.00525254670317353,0.0277827353297945,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Control diet 50",TRUE,"Placed chromosomes","Higher in control","NC_064920.1","esterase FE4-like","protein_coding","Nuclear chromosome","1","Chromosome","Belongs to the type-B carboxylesterase lipase family","-","-","- | Belongs to the type-B carboxylesterase lipase family | - | - | - | -","Lipid metabolism","50"
"LOC126285116",82.7932932928982,1.52929729544901,0.596521339714624,2.56369251799211,0.0103565247701317,0.043689077030299,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"Placed chromosomes","Higher in infected","NC_064927.1","phospholipase A2 hemilipin-like","protein_coding","Nuclear chromosome","8","Chromosome","It is involved in the biological process described with phospholipid metabolic process","-","Phospholip_A2_2","- | It is involved in the biological process described with phospholipid metabolic process | - | ko:K01047 | ko00564,ko00565,ko00590,ko00591,ko00592,ko01100,ko01110,ko04014,ko04270,ko04972,ko04975,map00564,map00565,map00590,map00591,map00592,map01100,map01110,map04014,map04270,map04972,map04975 | Phospholip_A2_2","Lipid metabolism","50"
"LOC126285378",3047.3328868582,-1.64585930517916,0.394502710093894,-4.17198478760117,3.01957801076716e-05,0.000658528957533357,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Control diet 50",TRUE,"Placed chromosomes","Higher in control","NC_064927.1","acetyl-CoA carboxylase","protein_coding","Nuclear chromosome","8","Chromosome","acetyl-CoA carboxylase activity. It is involved in the biological process described with fatty acid biosynthetic process","-","ACC_central,Biotin_carb_C,Biotin_carb_N,Biotin_lipoyl,CPSase_L_D2,Carboxyl_trans","- | acetyl-CoA carboxylase activity. It is involved in the biological process described with fatty acid biosynthetic process | GO:0000902,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0005976,GO:0005977,GO:0006073,GO:0006091,GO:0006112,GO:0006629,GO:0006638,GO:0006639,GO:0006641,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009653,GO:0009743,GO:0009744,GO:0009987,GO:0010033,GO:0015980,GO:0016043,GO:0019432,GO:0032502,GO:0032989,GO:0034285,GO:0042221,GO:0043170,GO:0044042,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044424,GO:0044464,GO:0045017,GO:0046460,GO:0046463,GO:0046486,GO:0048856,GO:0048869,GO:0050896,GO:0051716,GO:0055114,GO:0070887,GO:0071310,GO:0071322,GO:0071324,GO:0071329,GO:0071704,GO:0071840,GO:1901576,GO:1901700,GO:1901701 | ko:K11262 | ko00061,ko00254,ko00620,ko00640,ko01100,ko01110,ko01212,ko04152,ko04910,ko04922,map00061,map00254,map00620,map00640,map01100,map01110,map01212,map04152,map04910,map04922 | ACC_central,Biotin_carb_C,Biotin_carb_N,Biotin_lipoyl,CPSase_L_D2,Carboxyl_trans","Lipid metabolism","50"
"LOC126285457",1879.55614189689,3.10088509394955,0.403525783792258,7.68447821303518,1.53621815978999e-14,1.03380166829296e-11,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"Placed chromosomes","Higher in infected","NC_064927.1","putative fatty acyl-CoA reductase CG5065","protein_coding","Nuclear chromosome","8","Chromosome","Catalyzes the reduction of fatty acyl-CoA to fatty alcohols","-","NAD_binding_4,Sterile","- | Catalyzes the reduction of fatty acyl-CoA to fatty alcohols | - | ko:K13356 | ko00073,ko04146,ko04212,map00073,map04146,map04212 | NAD_binding_4,Sterile","Lipid metabolism","50"
"LOC126285462",1157.90480865537,2.97244763930756,0.354273642661573,8.39025905787477,4.85072096026928e-17,1.10997304022106e-13,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"Placed chromosomes","Higher in infected","NC_064927.1","peptidoglycan-recognition protein SB1-like","protein_coding","Nuclear chromosome","8","Chromosome","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","-","Amidase_2","- | Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme. | GO:0000270,GO:0002218,GO:0002221,GO:0002253,GO:0002376,GO:0002682,GO:0002684,GO:0002757,GO:0002758,GO:0002764,GO:0003674,GO:0005488,GO:0005515,GO:0005539,GO:0005575,GO:0005576,GO:0006022,GO:0006026,GO:0006027,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0007154,GO:0007165,GO:0007166,GO:0007275,GO:0007568,GO:0008150,GO:0008152,GO:0008329,GO:0008340,GO:0009056,GO:0009057,GO:0009253,GO:0009605,GO:0009607,GO:0009617,GO:0009987,GO:0010259,GO:0016019,GO:0023052,GO:0030203,GO:0031347,GO:0031349,GO:0032501,GO:0032502,GO:0038023,GO:0038187,GO:0042742,GO:0042834,GO:0043170,GO:0043207,GO:0045087,GO:0045088,GO:0045089,GO:0048518,GO:0048583,GO:0048584,GO:0048856,GO:0050776,GO:0050778,GO:0050789,GO:0050794,GO:0050830,GO:0050896,GO:0051704,GO:0051707,GO:0051716,GO:0060089,GO:0061057,GO:0065007,GO:0071704,GO:0080134,GO:0097367,GO:0098542,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575 | ko:K01446 | - | Amidase_2","Immune pathway","50"
"LOC126285464",58.2884983755517,1.7403248586232,0.545087537474719,3.19274380530836,0.00140927919956097,0.0110531259265615,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"Placed chromosomes","Higher in infected","NC_064927.1","putative fatty acyl-CoA reductase CG5065","protein_coding","Nuclear chromosome","8","Chromosome","Catalyzes the reduction of fatty acyl-CoA to fatty alcohols","-","NAD_binding_4,Sterile","- | Catalyzes the reduction of fatty acyl-CoA to fatty alcohols | - | ko:K13356 | ko00073,ko04146,ko04212,map00073,map04146,map04212 | NAD_binding_4,Sterile","Lipid metabolism","50"
"LOC126291637",113.260760412595,1.00915034149918,0.353507621097168,2.85467775310507,0.00430805163112341,0.0241496968072337,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"Placed chromosomes","Higher in infected","NC_064928.1","juvenile hormone esterase-like","protein_coding","Nuclear chromosome","9","Chromosome","Belongs to the type-B carboxylesterase lipase family","-","-","- | Belongs to the type-B carboxylesterase lipase family | - | - | - | -","Lipid metabolism","50"
"LOC126291679",50.7762173697602,1.0565886811214,0.356638821601703,2.96262946466722,0.00305023506795693,0.0190418858802894,"Competitive host","infection_diet50","Infection within diet","Infected diet 50","Control diet 50","Infected diet 50",TRUE,"Placed chromosomes","Higher in infected","NC_064928.1","DNA topoisomerase 2-like","protein_coding","Nuclear chromosome","9","Chromosome","Control of topological states of DNA by transient breakage and subsequent rejoining of DNA strands. Topoisomerase II makes double-strand breaks","Top2","DNA_gyraseB,DNA_topoisoIV,DTHCT,HATPase_c,TOPRIM_C,Toprim","Top2 | Control of topological states of DNA by transient breakage and subsequent rejoining of DNA strands. Topoisomerase II makes double-strand breaks | GO:0000003,GO:0000070,GO:0000075,GO:0000182,GO:0000217,GO:0000228,GO:0000278,GO:0000280,GO:0000400,GO:0000712,GO:0000785,GO:0000790,GO:0000819,GO:0003674,GO:0003676,GO:0003677,GO:0003682,GO:0003690,GO:0003696,GO:0003723,GO:0003729,GO:0003824,GO:0003916,GO:0003918,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0006139,GO:0006259,GO:0006265,GO:0006310,GO:0006323,GO:0006325,GO:0006342,GO:0006355,GO:0006725,GO:0006807,GO:0006996,GO:0007049,GO:0007059,GO:0007060,GO:0007076,GO:0007093,GO:0007127,GO:0007131,GO:0007140,GO:0007276,GO:0007346,GO:0008094,GO:0008150,GO:0008152,GO:0008623,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016043,GO:0016458,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016853,GO:0016887,GO:0017111,GO:0019219,GO:0019222,GO:0019953,GO:0022402,GO:0022412,GO:0022414,GO:0030261,GO:0031010,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031570,GO:0031974,GO:0031981,GO:0032501,GO:0032504,GO:0032991,GO:0034641,GO:0035825,GO:0040029,GO:0042623,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043565,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0044703,GO:0044774,GO:0045132,GO:0045786,GO:0045814,GO:0045892,GO:0045930,GO:0045934,GO:0046483,GO:0048232,GO:0048285,GO:0048519,GO:0048523,GO:0048609,GO:0050000,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051179,GO:0051234,GO:0051252,GO:0051253,GO:0051276,GO:0051303,GO:0051304,GO:0051307,GO:0051310,GO:0051321,GO:0051640,GO:0051641,GO:0051649,GO:0051656,GO:0051704,GO:0051726,GO:0060255,GO:0061505,GO:0061982,GO:0065007,GO:0070013,GO:0070603,GO:0071103,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:0098813,GO:0140013,GO:0140014,GO:0140097,GO:1901360,GO:1901363,GO:1902494,GO:1902679,GO:1903046,GO:1903047,GO:1903506,GO:1903507,GO:1904949,GO:1990837,GO:2000112,GO:2000113,GO:2001141 | ko:K03164 | ko01524,map01524 | DNA_gyraseB,DNA_topoisoIV,DTHCT,HATPase_c,TOPRIM_C,Toprim","Immune pathway","50"
