"heatmap_row_order","gene_id","Description","DEG_context","phase_class","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","max_abs_sample_z","sample_with_max_abs_z","sample_deviation_direction","cluster_id"
291,"LOC126326599","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.74519987937459,0.00605528893983333,2.7642380991143,1037,"Higher than gene average","upper_branch_k4_4"
292,"LOC126304701","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.36375372542765,0.0075352421759826,3.10447005215296,1037,"Higher than gene average","upper_branch_k4_4"
293,"LOC126325810","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.39233534410887,0.00815652603085269,2.90082672951378,1037,"Higher than gene average","upper_branch_k4_4"
294,"LOC126330080","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.79530333115764,0.016638292425622,3.14996679095938,1037,"Higher than gene average","upper_branch_k4_4"
295,"LOC126324477","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.86703676393709,0.00701191002307572,2.89808077182776,1037,"Higher than gene average","upper_branch_k4_4"
296,"LOC126328054","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.4046342802571,0.012561581218423,2.750690431465,1037,"Higher than gene average","upper_branch_k4_4"
297,"LOC126322710","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.89128187321096,0.0224982906818462,2.83245443118323,1037,"Higher than gene average","upper_branch_k4_4"
298,"LOC126327192","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.34771742911682,0.00568934472392954,3.24997661478021,1037,"Higher than gene average","upper_branch_k4_4"
299,"LOC126315246","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",7.28380708333852,0.00517406219632573,2.77805271264836,1007,"Higher than gene average","upper_branch_k4_4"
300,"LOC126320448","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.66365667110759,0.0346351693438264,2.99269005190539,1037,"Higher than gene average","upper_branch_k4_4"
301,"LOC126304749","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.13421208507092,0.00965950766319655,3.03330574686949,1037,"Higher than gene average","upper_branch_k4_4"
302,"LOC126315263","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.7326511916606,0.00718338610086254,3.1688080369552,1037,"Higher than gene average","upper_branch_k4_4"
303,"LOC126317474","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.55412084835462,0.00799014684577843,2.97212955894853,1037,"Higher than gene average","upper_branch_k4_4"
304,"LOC126313369","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.53276260968585,0.00688990970194153,2.89504939230998,1037,"Higher than gene average","upper_branch_k4_4"
305,"LOC126305007","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.31938303553633,0.00727133697697954,3.27975774342198,1037,"Higher than gene average","upper_branch_k4_4"
306,"LOC126315231","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.51308123401842,0.00807155612890016,3.03219329046127,1007,"Higher than gene average","upper_branch_k4_4"
307,"LOC126331440","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.44702361698529,0.00620635382975176,2.95244822957604,1007,"Higher than gene average","upper_branch_k4_4"
308,"LOC126325829","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.68298155888872,0.00807155612890016,2.74712632121169,1037,"Higher than gene average","upper_branch_k4_4"
309,"LOC126315376","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.30942604578756,0.00533172096011034,2.78985069771154,1037,"Higher than gene average","upper_branch_k4_4"
310,"LOC126320452","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.47092919354224,0.0125435510923527,2.84054181865196,1037,"Higher than gene average","upper_branch_k4_4"
311,"LOC126317115","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.10578809872741,0.00752967714557102,2.68765633899583,1037,"Higher than gene average","upper_branch_k4_4"
312,"LOC126329069","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.24408049562115,0.0130879791570101,2.57727695943927,1007,"Higher than gene average","upper_branch_k4_4"
313,"LOC126316679","complex, subunit","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.39388797563798,0.013241218710122,2.73744011860282,1016,"Higher than gene average","upper_branch_k4_4"
314,"LOC126315377","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.46967261376955,0.00988901171293782,2.88617581666758,1007,"Higher than gene average","upper_branch_k4_4"
315,"LOC126318332","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.72463889261995,0.00743062789212556,2.87483220436697,1037,"Higher than gene average","upper_branch_k4_4"
316,"LOC126325490","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.32211008481534,0.0109921724745018,2.90130847707292,1037,"Higher than gene average","upper_branch_k4_4"
317,"LOC126322583","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.59436883894434,0.00533172096011034,2.73337130400728,1037,"Higher than gene average","upper_branch_k4_4"
318,"LOC126323900","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.03687203800633,0.00568934472392954,2.96877806154202,1037,"Higher than gene average","upper_branch_k4_4"
319,"LOC126316781","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.80625855746125,0.0103380544616797,2.83127328858396,1037,"Higher than gene average","upper_branch_k4_4"
320,"LOC126319933","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.80691683112116,0.00533172096011034,2.79522207664593,1037,"Higher than gene average","upper_branch_k4_4"
321,"LOC126325912","Zinc ion binding","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.51638681098423,0.0130879791570101,2.77140155515965,1037,"Higher than gene average","upper_branch_k4_4"
322,"LOC126322687","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",7.57800866810878,0.00415260588431329,2.8934201101097,1037,"Higher than gene average","upper_branch_k4_4"
323,"LOC126332784","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.08705726215292,0.00544340373585576,3.01279786306024,1037,"Higher than gene average","upper_branch_k4_4"
324,"LOC126320454","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.2442591860391,0.00533172096011034,3.00754547628954,1037,"Higher than gene average","upper_branch_k4_4"
325,"LOC126319915","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.75425870960981,0.00568934472392954,3.0339095109161,1037,"Higher than gene average","upper_branch_k4_4"
326,"LOC126323914","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.30074835420579,0.00816608211376727,3.02006739376256,1037,"Higher than gene average","upper_branch_k4_4"
327,"LOC126323242","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.75848661872854,0.0170178371913638,3.03222391223951,1037,"Higher than gene average","upper_branch_k4_4"
328,"LOC126325834","Dynein light intermediate chain (DLIC)","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.31419052626448,0.0359460894493161,3.06534355928431,1037,"Higher than gene average","upper_branch_k4_4"
329,"LOC126320583","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.70574893913399,0.00721108706285352,2.88670548705009,1037,"Higher than gene average","upper_branch_k4_4"
330,"LOC126304762","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.62923895354708,0.00615887957362554,2.61472792794888,1007,"Higher than gene average","upper_branch_k4_4"
331,"LOC126313375","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.39381591486807,0.00865470322521243,2.67028987649299,1037,"Higher than gene average","upper_branch_k4_4"
332,"LOC126315390","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.49105373533986,0.00816674783821551,2.82646003907613,1037,"Higher than gene average","upper_branch_k4_4"
333,"LOC126317110","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.29828734857093,0.00997235727443364,2.89640527930641,1037,"Higher than gene average","upper_branch_k4_4"
334,"LOC126318616","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.00701968480764,0.0165667407425955,2.92028032094355,1037,"Higher than gene average","upper_branch_k4_4"
335,"LOC126320478","eukaryotic translation initiation factor","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.94605465608371,0.0199755075986863,3.05961548457878,1037,"Higher than gene average","upper_branch_k4_4"
336,"LOC126318460","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.18599017306763,0.0333631906425022,3.16708285466748,1037,"Higher than gene average","upper_branch_k4_4"
337,"LOC126325858","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.34412175309201,0.012258890089421,3.19379739546437,1037,"Higher than gene average","upper_branch_k4_4"
338,"LOC126320470","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.82891394175509,0.0197891381996952,2.86067787318956,1037,"Higher than gene average","upper_branch_k4_4"
339,"LOC126313302","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.59332825263397,0.0247245976708822,2.83347919293081,1007,"Higher than gene average","upper_branch_k4_4"
340,"LOC126329080","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.74729742713085,0.0405744675148238,2.88950810192902,1037,"Higher than gene average","upper_branch_k4_4"
341,"LOC126325846","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.429701631276,0.011439209591595,3.05270752199762,1016,"Higher than gene average","upper_branch_k4_4"
342,"LOC126318220","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.36487509377935,0.0121402730419044,3.4686078489243,1016,"Higher than gene average","upper_branch_k4_4"
343,"LOC126320462","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.65461665281668,0.0131331388024137,3.14320033295755,1037,"Higher than gene average","upper_branch_k4_4"
344,"LOC126324035","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.35114619641997,0.0119290888977388,2.66107047073963,1016,"Higher than gene average","upper_branch_k4_4"
345,"LOC126323908","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.44230172505321,0.00581177473068071,2.71004399888311,1007,"Higher than gene average","upper_branch_k4_4"
346,"LOC126327202","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.96892976141299,0.00611112924487655,2.72885503582748,1016,"Higher than gene average","upper_branch_k4_4"
347,"LOC126319876","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.45111465374999,0.00709765251309179,3.16037829660438,1016,"Higher than gene average","upper_branch_k4_4"
348,"LOC126322686","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.66609282199516,0.0181475691948724,3.20273785573328,1016,"Higher than gene average","upper_branch_k4_4"
349,"LOC126328050","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.7010525713418,0.00768908925703765,3.31502705039431,1016,"Higher than gene average","upper_branch_k4_4"
350,"LOC126327209","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.49186964158547,0.00792847812400319,2.9473766472563,1016,"Higher than gene average","upper_branch_k4_4"
351,"LOC126320591","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.89663933289915,0.0217562222234507,2.82804703708198,1016,"Higher than gene average","upper_branch_k4_4"
352,"LOC126323743","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.27522546591133,0.02902960057604,2.76875734381085,1007,"Higher than gene average","upper_branch_k4_4"
353,"LOC126324052","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.06016093401937,0.00665037495617847,3.14156620936513,1016,"Higher than gene average","upper_branch_k4_4"
354,"LOC126311236","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.90243741157747,0.0158876402577266,3.14171693718003,1016,"Higher than gene average","upper_branch_k4_4"
355,"LOC126320396","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.00689854882788,0.015378613665981,3.27640269602902,1016,"Higher than gene average","upper_branch_k4_4"
356,"LOC126317105","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.93859545075743,0.00641147812897679,2.76228253911823,1016,"Higher than gene average","upper_branch_k4_4"
357,"LOC126319941","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.64899999564392,0.0213485951036423,2.92376219125109,1016,"Higher than gene average","upper_branch_k4_4"
358,"LOC126326081","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.44948181657784,0.0391152047548385,2.71094611556577,1016,"Higher than gene average","upper_branch_k4_4"
359,"LOC126313366","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.95963951178168,0.0063660572226844,2.79130016645092,1016,"Higher than gene average","upper_branch_k4_4"
360,"LOC126320422","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.60003522015651,0.0170582458310041,3.14824703894757,1016,"Higher than gene average","upper_branch_k4_4"
361,"LOC126319988","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.90651301746576,0.00816674783821551,2.9665909538493,1037,"Higher than gene average","upper_branch_k4_4"
362,"LOC126316803","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.03961538715409,0.0428971441317205,3.22208401593429,1037,"Higher than gene average","upper_branch_k4_4"
363,"LOC126304683","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.9793752353055,0.00816608211376727,3.12327305549298,1016,"Higher than gene average","upper_branch_k4_4"
364,"LOC126313392","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.90083884969315,0.0367574223671346,3.42256213300499,1016,"Higher than gene average","upper_branch_k4_4"
365,"LOC126326038","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.56413096897052,0.0462930303034336,2.86458147534348,1016,"Higher than gene average","upper_branch_k4_4"
366,"LOC126318615","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.91603724661589,0.00620635382975176,3.32700799765686,1037,"Higher than gene average","upper_branch_k4_4"
367,"LOC126326506","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.81922361608201,0.00638393822266839,3.15065306821884,1037,"Higher than gene average","upper_branch_k4_4"
368,"LOC126317484","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.92913963847368,0.00807155612890016,3.18076010487846,1037,"Higher than gene average","upper_branch_k4_4"
369,"LOC126330070","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.47743449165792,0.0132070917341538,2.90577498974747,1007,"Higher than gene average","upper_branch_k4_4"
370,"LOC126332792","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",7.22002764423129,0.00612706936708675,2.96419358504086,1016,"Higher than gene average","upper_branch_k4_4"
371,"LOC126318629","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.91461475598609,0.00637655641463585,2.81245908961929,1016,"Higher than gene average","upper_branch_k4_4"
372,"LOC126332394","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.87649474828908,0.00667099190117444,3.0634160818913,1037,"Higher than gene average","upper_branch_k4_4"
373,"LOC126326053","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.18472276894244,0.00688990970194153,2.90305549274653,1037,"Higher than gene average","upper_branch_k4_4"
374,"LOC126322543","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.82472883868323,0.0173861477360831,3.3615527629481,1037,"Higher than gene average","upper_branch_k4_4"
375,"LOC126330815","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",7.15453049414058,0.00533172096011034,2.98531178859275,1037,"Higher than gene average","upper_branch_k4_4"
376,"LOC126316947","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.45033131429944,0.00650948714744621,2.77638726593675,1016,"Higher than gene average","upper_branch_k4_4"
377,"LOC126317124","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.93359477428431,0.0113108483778391,3.1056627407312,1016,"Higher than gene average","upper_branch_k4_4"
378,"LOC126315216","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.72098990623174,0.0177556850595723,2.89092808390111,1016,"Higher than gene average","upper_branch_k4_4"
379,"LOC126326065","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.04516393543606,0.0310887968723842,2.96095351385473,1037,"Higher than gene average","upper_branch_k4_4"
380,"LOC126316796","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.32840485712352,0.0103020815951263,2.75498068332498,1037,"Higher than gene average","upper_branch_k4_4"
381,"LOC126323756","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.48188726314883,0.0380065604185715,3.15791619632776,1037,"Higher than gene average","upper_branch_k4_4"
382,"LOC126325870","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.0532016907703,0.0240785163052977,3.08268688330631,1037,"Higher than gene average","upper_branch_k4_4"
383,"LOC126326203","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.3283887589916,0.0284814050534152,2.95905726343542,1037,"Higher than gene average","upper_branch_k4_4"
384,"LOC126315316","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",7.33635575122879,0.00611112924487655,2.90602850587127,1016,"Higher than gene average","upper_branch_k4_4"
385,"LOC126318329","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.28720875382916,0.0313944841825513,2.85277529819482,1037,"Higher than gene average","upper_branch_k4_4"
386,"LOC126318315","E3 Ubiquitin ligase","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.781151316983,0.0245373465272376,3.10190401412645,1016,"Higher than gene average","upper_branch_k4_4"
387,"LOC126319937","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.21625783618516,0.00981713287745784,3.03525410754667,1037,"Higher than gene average","upper_branch_k4_4"
388,"LOC126322425","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.17149140440627,0.0427427711042651,2.90728619868861,1037,"Higher than gene average","upper_branch_k4_4"
389,"LOC126317446","RNA binding. It is involved in the biological process described with","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.66187976372193,0.0123832090964545,3.27806744049399,1016,"Higher than gene average","upper_branch_k4_4"
390,"LOC126322613","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.32523690023557,0.042279199536503,2.68857784560818,1007,"Higher than gene average","upper_branch_k4_4"
391,"LOC126304687","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.52571681512907,0.0426070743195932,2.88926513035702,1016,"Higher than gene average","upper_branch_k4_4"
392,"LOC126315375","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.26074527535614,0.0148606233137502,3.13600732633949,1016,"Higher than gene average","upper_branch_k4_4"
393,"LOC126316962","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.58991440286603,0.0161650725161608,3.23123750535919,1016,"Higher than gene average","upper_branch_k4_4"
394,"LOC126326577","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.91782212445973,0.0167760872272914,3.27075312691622,1016,"Higher than gene average","upper_branch_k4_4"
395,"LOC126317117","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",7.12582376489641,0.00568934472392954,3.43942388542582,1016,"Higher than gene average","upper_branch_k4_4"
396,"LOC126325825","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.53083199997018,0.0127021649448146,3.25427967150303,1016,"Higher than gene average","upper_branch_k4_4"
397,"LOC126318594","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.24420765482662,0.00866023240246569,3.41304980552193,1016,"Higher than gene average","upper_branch_k4_4"
398,"LOC126319859","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.2631364940143,0.0421597303184804,3.23834172746288,1016,"Higher than gene average","upper_branch_k4_4"
399,"LOC126322589","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.43340045301981,0.0121166559234777,2.93316775338356,1016,"Higher than gene average","upper_branch_k4_4"
400,"LOC126327185","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.35243508197512,0.0177556850595723,3.10018740487125,1016,"Higher than gene average","upper_branch_k4_4"
401,"LOC126304686","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.86148741725639,0.0172098128107345,2.85341003883686,1037,"Higher than gene average","upper_branch_k4_4"
402,"LOC126323244","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.9603807274265,0.00751152584326389,2.90636304868336,1016,"Higher than gene average","upper_branch_k4_4"
403,"LOC126322418","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.14023381830187,0.00885108344352645,3.0919885275137,1016,"Higher than gene average","upper_branch_k4_4"
404,"LOC126320426","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.42671257573236,0.0196656365166703,2.98311170077427,1016,"Higher than gene average","upper_branch_k4_4"
405,"LOC126318202","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.71009966338301,0.025912613459741,2.70930537934172,1016,"Higher than gene average","upper_branch_k4_4"
406,"LOC126315286","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.45819521390348,0.0195468614651169,3.3296596067687,1016,"Higher than gene average","upper_branch_k4_4"
407,"LOC126322403","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.22771131290181,0.0324711853744545,3.03119319466635,1016,"Higher than gene average","upper_branch_k4_4"
408,"LOC126326067","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.2295952035249,0.0244928538066039,2.99022714198723,1016,"Higher than gene average","upper_branch_k4_4"
409,"LOC126317116","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.97491547149854,0.0114076925593163,2.82193226174907,1016,"Higher than gene average","upper_branch_k4_4"
410,"LOC126322537","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",7.1439028306967,0.00533172096011034,2.99683978702014,1016,"Higher than gene average","upper_branch_k4_4"
411,"LOC126323723","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.9250385875628,0.00807155612890016,3.54908204446772,1016,"Higher than gene average","upper_branch_k4_4"
412,"LOC126317100","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.32130925862478,0.0122988135140694,2.82307577327615,1016,"Higher than gene average","upper_branch_k4_4"
413,"LOC126323936","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.54073515443886,0.0128380493864515,3.05290056485237,1016,"Higher than gene average","upper_branch_k4_4"
414,"LOC126322527","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.58239853925028,0.0178823215181162,2.91903503921767,1037,"Higher than gene average","upper_branch_k4_4"
415,"LOC126315444","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.10609053388711,0.0220202203747331,2.97944948665763,1037,"Higher than gene average","upper_branch_k4_4"
416,"LOC126315249","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.79189567928433,0.0126204232002253,2.85163976913226,1037,"Higher than gene average","upper_branch_k4_4"
417,"LOC126316833","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.31534988207156,0.0167760872272914,2.73176182317368,1037,"Higher than gene average","upper_branch_k4_4"
418,"LOC126326515","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.42581219553183,0.0151660169042248,2.8791008982423,1037,"Higher than gene average","upper_branch_k4_4"
419,"LOC126332392","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.68430991394926,0.0217909198757137,3.08480449471824,1037,"Higher than gene average","upper_branch_k4_4"
420,"LOC126317518","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.52068429913559,0.0115813769752242,3.24941781897963,1016,"Higher than gene average","upper_branch_k4_4"
421,"LOC126325813","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.49236366418366,0.00582234742885886,3.40877874253091,1016,"Higher than gene average","upper_branch_k4_4"
422,"LOC126311234","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.20279238677535,0.00799014684577843,3.23066635744897,1016,"Higher than gene average","upper_branch_k4_4"
423,"LOC126320457","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.82678564718614,0.00667099190117444,3.04559366867236,1016,"Higher than gene average","upper_branch_k4_4"
424,"LOC126315304","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",7.11755843226231,0.00488983595055557,3.23009441955476,1016,"Higher than gene average","upper_branch_k4_4"
425,"LOC126320474","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.74760143501839,0.0125567161351421,3.00781626618647,1016,"Higher than gene average","upper_branch_k4_4"
426,"LOC126318292","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.9215890324881,0.0261447444024398,2.58425021341293,1016,"Higher than gene average","upper_branch_k4_4"
427,"LOC126304764","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",7.1013311757782,0.00568934472392954,3.0841292411351,1016,"Higher than gene average","upper_branch_k4_4"
428,"LOC126316951","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.56609064322511,0.00568934472392954,3.0796338611232,1016,"Higher than gene average","upper_branch_k4_4"
429,"LOC126319940","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.77420766283576,0.00657690161310038,3.1715616677787,1037,"Higher than gene average","upper_branch_k4_4"
430,"LOC126325827","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.76198635802023,0.00905954156582332,2.98791269387636,1037,"Higher than gene average","upper_branch_k4_4"
431,"LOC126313394","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.78653847773447,0.00997235727443364,2.51688311822167,1016,"Higher than gene average","upper_branch_k4_4"
432,"LOC126319925","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.17384297290131,0.0255311425343243,2.8082382133816,1037,"Higher than gene average","upper_branch_k4_4"
433,"LOC126320354","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.76127836870666,0.00533172096011034,3.13216787996646,1037,"Higher than gene average","upper_branch_k4_4"
434,"LOC126322426","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.45613342422013,0.0146220077183636,3.04214297508655,1037,"Higher than gene average","upper_branch_k4_4"
