"heatmap_row_order","gene_id","Description","DEG_context","phase_class","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","max_abs_sample_z","sample_with_max_abs_z","sample_deviation_direction","cluster_id"
1741,"LOC126320592","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.52095609770786,0.00833001575396601,3.60193005934662,1037,"Higher than gene average","upper_branch_k4_4"
1742,"LOC126313408","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.87207212917678,0.00533172096011034,3.14092644771637,1037,"Higher than gene average","upper_branch_k4_4"
1743,"LOC126325847","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.16215133467001,0.00665037495617847,3.34159340739342,1037,"Higher than gene average","upper_branch_k4_4"
1744,"LOC126320391","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.23188070736597,0.0325342324082818,3.25904537950387,1037,"Higher than gene average","upper_branch_k4_4"
1745,"LOC126314445","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.56991776710703,0.0394156402879357,3.32168580464259,1037,"Higher than gene average","upper_branch_k4_4"
1746,"LOC126320439","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.80202812364389,0.019738326760482,3.38205232530519,1037,"Higher than gene average","upper_branch_k4_4"
1747,"LOC126319907","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.6151102782152,0.0208765019566769,3.08055001298813,1037,"Higher than gene average","upper_branch_k4_4"
1748,"LOC126318331","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.080765690761,0.0175448313164611,2.88278792112494,1037,"Higher than gene average","upper_branch_k4_4"
1749,"LOC126304696","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.30835485136183,0.0232241630511048,3.26114760502291,1037,"Higher than gene average","upper_branch_k4_4"
1750,"LOC126317087","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.67586087026012,0.045731849541307,3.31774311988891,1037,"Higher than gene average","upper_branch_k4_4"
1751,"LOC126325479","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.01943950169333,0.00752967714557102,3.07468373319022,1037,"Higher than gene average","upper_branch_k4_4"
1752,"LOC126330060","Transport protein Avl9","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.56161825849677,0.0102397631270937,3.11965247584482,1037,"Higher than gene average","upper_branch_k4_4"
1753,"LOC126319857","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.10452991128833,0.0133737658074818,3.05607861726,1037,"Higher than gene average","upper_branch_k4_4"
1754,"LOC126318323","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.64908078240714,0.0206990224238473,3.07433627479962,1007,"Higher than gene average","upper_branch_k4_4"
1755,"LOC126323725","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.43712914411179,0.0224982906818462,3.39141983977776,1037,"Higher than gene average","upper_branch_k4_4"
1756,"LOC126323239","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.66826991337512,0.0164606280677371,3.07795705175489,1037,"Higher than gene average","upper_branch_k4_4"
1757,"LOC126330068","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.09847528897951,0.0073587551974135,3.14256461779118,1037,"Higher than gene average","upper_branch_k4_4"
1758,"LOC126319960","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.74501665130774,0.0176107046837889,3.73425790031336,1037,"Higher than gene average","upper_branch_k4_4"
1759,"LOC126331448","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.40488168051633,0.0155101960840984,3.22585261298314,1037,"Higher than gene average","upper_branch_k4_4"
1760,"LOC126323263","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.17473224679699,0.0155273721901283,3.48385170053157,1037,"Higher than gene average","upper_branch_k4_4"
1761,"LOC126324478","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.11583306970267,0.0245408548919744,3.19196796115641,1037,"Higher than gene average","upper_branch_k4_4"
1762,"LOC126331455","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.7592311380459,0.0180272867715372,3.14626570806542,1037,"Higher than gene average","upper_branch_k4_4"
1763,"LOC126318287","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.93640069893346,0.0363873867647992,3.57041680327755,1037,"Higher than gene average","upper_branch_k4_4"
1764,"LOC126316825","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.42580756772821,0.0109957568407946,2.5770802386303,1007,"Higher than gene average","upper_branch_k4_4"
1765,"LOC126318298","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.84280243334906,0.012150305160853,2.83734758368644,1037,"Higher than gene average","upper_branch_k4_4"
1766,"LOC126324490","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.29728345880857,0.00568934472392954,3.17800432646249,1037,"Higher than gene average","upper_branch_k4_4"
1767,"LOC126313397","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.34602113185958,0.00729615202288323,2.82589165230695,1037,"Higher than gene average","upper_branch_k4_4"
1768,"LOC126320007","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.66247184930758,0.0387805345893378,2.95621513674015,1037,"Higher than gene average","upper_branch_k4_4"
1769,"LOC126317448","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.09204652136217,0.0133639801595711,3.29555350386277,1037,"Higher than gene average","upper_branch_k4_4"
1770,"LOC126318311","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.48591606383975,0.0486818812930513,3.2323885764351,1037,"Higher than gene average","upper_branch_k4_4"
1771,"LOC126326080","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.47914721471763,0.0109921724745018,3.25814693424901,1037,"Higher than gene average","upper_branch_k4_4"
1772,"LOC126329081","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.92504877263865,0.0182285462092929,3.4779913085743,1037,"Higher than gene average","upper_branch_k4_4"
1773,"LOC126318342","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",7.04006301397704,0.00620635382975176,3.13848521876616,1037,"Higher than gene average","upper_branch_k4_4"
1774,"LOC126328228","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.21772185993688,0.00855609735434579,3.30086710766658,1037,"Higher than gene average","upper_branch_k4_4"
1775,"LOC126319896","Belongs to the DEAD box helicase family","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.0145551245525,0.0113292684921842,3.35260185390508,1037,"Higher than gene average","upper_branch_k4_4"
1776,"LOC126319863","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.27557782624423,0.00454235111293513,2.81974788787014,1037,"Higher than gene average","upper_branch_k4_4"
1777,"LOC126318643","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.25933108027364,0.0215128150102209,3.13203805494564,1007,"Higher than gene average","upper_branch_k4_4"
1778,"LOC126315207","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.85964991865285,0.0121402730419044,3.22272887546415,1037,"Higher than gene average","upper_branch_k4_4"
1779,"LOC126316713","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.70036398536787,0.0304377102098908,3.05981092916318,1037,"Higher than gene average","upper_branch_k4_4"
1780,"LOC126315340","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.42531113002587,0.0188360929748641,3.06016923069998,1037,"Higher than gene average","upper_branch_k4_4"
1781,"LOC126313320","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.55925440091609,0.0199760541321353,3.25928923676129,1037,"Higher than gene average","upper_branch_k4_4"
1782,"LOC126318364","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.12988694032519,0.0336496983406575,2.64219002437106,1037,"Higher than gene average","upper_branch_k4_4"
1783,"LOC126319943","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.54154542652413,0.0296234335416795,3.34703126469889,1037,"Higher than gene average","upper_branch_k4_4"
1784,"LOC126325916","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.76709320304628,0.0330637409725006,3.21698602884088,1007,"Higher than gene average","upper_branch_k4_4"
1785,"LOC126324021","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.05626236267749,0.0164606280677371,3.11435758190976,1037,"Higher than gene average","upper_branch_k4_4"
1786,"LOC126305017","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.4595197646607,0.0334686340165367,3.00174896016351,1037,"Higher than gene average","upper_branch_k4_4"
1787,"LOC126320436","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.11935153554895,0.012561581218423,3.14890876582233,1037,"Higher than gene average","upper_branch_k4_4"
1788,"LOC126325509","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.33374479128084,0.0285212214084844,3.19118672548589,1037,"Higher than gene average","upper_branch_k4_4"
1789,"LOC126330073","Belongs to the SNF7 family","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.20665418094553,0.00572810938099381,2.9696232159174,1007,"Higher than gene average","upper_branch_k4_4"
1790,"LOC126327207","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.27275696042873,0.0117688263182987,3.06139810996447,1037,"Higher than gene average","upper_branch_k4_4"
1791,"LOC126319894","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.87102130164668,0.00997235727443364,2.8852612555909,1007,"Higher than gene average","upper_branch_k4_4"
1792,"LOC126322384","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.84238353054595,0.00631952749433689,3.19201919118267,1037,"Higher than gene average","upper_branch_k4_4"
1793,"LOC126304744","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.36896990576635,0.0086250813040303,3.07358183458106,1037,"Higher than gene average","upper_branch_k4_4"
1794,"LOC126304682","Chromo Shadow Domain","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.10493824945239,0.0154696651057641,3.13830597738012,1037,"Higher than gene average","upper_branch_k4_4"
1795,"LOC126316425","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.08274522303527,0.0258234513448519,2.9187274196317,1007,"Higher than gene average","upper_branch_k4_4"
1796,"LOC126315261","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.60422019571639,0.024261151030296,3.39422392465906,1037,"Higher than gene average","upper_branch_k4_4"
1797,"LOC126316917","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.63184080769675,0.0426070743195932,3.61806527450903,1037,"Higher than gene average","upper_branch_k4_4"
1798,"LOC126318624","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.04928131111528,0.0320712891198092,2.81959132391955,1037,"Higher than gene average","upper_branch_k4_4"
1799,"LOC126315306","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.64031137036885,0.0402664661157838,2.97598928683667,1037,"Higher than gene average","upper_branch_k4_4"
1800,"LOC126318428","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.87098402577367,0.0102397631270937,2.93967090381138,1037,"Higher than gene average","upper_branch_k4_4"
1801,"LOC126318450","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.47086980675792,0.0451692928884615,3.45914653627043,1037,"Higher than gene average","upper_branch_k4_4"
1802,"LOC126320369","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.18786289880306,0.0273529791703077,3.48553352649569,1037,"Higher than gene average","upper_branch_k4_4"
1803,"LOC126323762","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.7609140910792,0.0477302953550116,3.30640811002072,1037,"Higher than gene average","upper_branch_k4_4"
1804,"LOC126325517","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.58737099654728,0.0121166559234777,3.61926003712456,1037,"Higher than gene average","upper_branch_k4_4"
1805,"LOC126317104","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.59845398489863,0.0103917318891485,3.77052986116103,1037,"Higher than gene average","upper_branch_k4_4"
1806,"LOC126304721","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.75004989127559,0.015378613665981,3.78886962855502,1037,"Higher than gene average","upper_branch_k4_4"
1807,"LOC126329086","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.23159218102844,0.0215022338156773,3.44187581946578,1037,"Higher than gene average","upper_branch_k4_4"
1808,"LOC126324748","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.52622563752633,0.00654883085479965,2.88812754061108,1037,"Higher than gene average","upper_branch_k4_4"
1809,"LOC126319841","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.8972994868234,0.0124565743208979,2.98822193479303,1037,"Higher than gene average","upper_branch_k4_4"
1810,"LOC126318300","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",7.2164249672675,0.00509343247767494,2.78567858586826,1037,"Higher than gene average","upper_branch_k4_4"
1811,"LOC126329082","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.55877867867758,0.00533172096011034,3.04701492375842,1037,"Higher than gene average","upper_branch_k4_4"
1812,"LOC126325534","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.62409865408327,0.00533172096011034,2.7832800436975,1037,"Higher than gene average","upper_branch_k4_4"
1813,"LOC126313327","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.93078012539016,0.00533172096011034,3.01210614140696,1037,"Higher than gene average","upper_branch_k4_4"
