Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
mehreen_1050_MERGE_1_val_1	(1, 38.263972414892734)	(2, 38.73272450757928)	(3, 38.87861801984103)	(4, 38.953383620677776)	(5, 39.10329062926843)	(6, 39.24242578409579)	(7, 39.1790908370232)	(8, 39.27250342807939)	(9, 39.29884929950301)	(10, 39.2698008082304)	(15, 39.49575759493523)	(20, 39.47913111546777)	(25, 39.46245063509271)	(30, 39.43080264735274)	(35, 39.492474280817405)	(40, 39.45679065023841)	(45, 39.382079532196144)	(50, 39.36380909125122)	(55, 39.35241901150422)	(60, 39.37176878454119)	(65, 39.36556825117616)	(70, 39.33626229365545)	(75, 39.35171592280754)	(80, 39.33851433222024)	(85, 39.29537383437058)	(90, 39.31651903134781)	(95, 39.25375638525585)	(100, 39.282270195086824)	(105, 39.25359466953084)	(110, 39.24367702653201)	(115, 39.18810836237388)	(120, 39.15746491489681)	(125, 39.14624730324139)	(130, 39.1349825261516)	(135, 39.146370990558374)	(140, 39.07583620508269)	(145, 39.24026726429062)
mehreen_1050_MERGE_2_val_2	(1, 38.680032957052454)	(2, 38.70956261605976)	(3, 38.85862173521507)	(4, 39.13467128254474)	(5, 39.15525827292239)	(6, 39.24753523755591)	(7, 39.2831719673144)	(8, 39.32456180850633)	(9, 39.33789585744257)	(10, 39.29632764034554)	(15, 39.31975046451471)	(20, 39.27859263922592)	(25, 39.2887594811011)	(30, 39.28155740566308)	(35, 39.25068107529984)	(40, 39.22951487163831)	(45, 39.193227731293156)	(50, 39.19448055910005)	(55, 39.154368151872994)	(60, 39.163371520578565)	(65, 39.17834750846448)	(70, 39.185464117541514)	(75, 39.19812408334461)	(80, 39.18027954931406)	(85, 39.15831789794083)	(90, 39.12774636237931)	(95, 39.11836441436121)	(100, 39.12664132955125)	(105, 39.054051440527175)	(110, 39.09020713542414)	(115, 39.03709939438641)	(120, 39.015281527816306)	(125, 38.95280180898272)	(130, 38.94202152487501)	(135, 38.888214081951695)	(140, 38.90942901414114)	(145, 39.01375100558131)
mehreen_1051_MERGE_1_val_1	(1, 38.312789371717216)	(2, 38.793628144900566)	(3, 38.76597781205629)	(4, 38.89699246548095)	(5, 39.18392987535118)	(6, 39.10124325883857)	(7, 39.25238620128406)	(8, 39.186920995527565)	(9, 39.27077187566036)	(10, 39.2915743674957)	(15, 39.52255781374168)	(20, 39.52303869759828)	(25, 39.50551089020903)	(30, 39.471708214599474)	(35, 39.52553007268602)	(40, 39.485799088307274)	(45, 39.43823074488917)	(50, 39.40059315047274)	(55, 39.38879261073305)	(60, 39.415697339780756)	(65, 39.41366830529004)	(70, 39.387653997214635)	(75, 39.40371996500869)	(80, 39.39031967067355)	(85, 39.36507502524057)	(90, 39.37762695554132)	(95, 39.32877494935699)	(100, 39.34139558460653)	(105, 39.31020600877543)	(110, 39.30707097357099)	(115, 39.26004799553236)	(120, 39.239177288856226)	(125, 39.2434664534381)	(130, 39.23192843007349)	(135, 39.22752904786272)	(140, 39.174581189387936)	(145, 39.294206869085265)
mehreen_1051_MERGE_2_val_2	(1, 38.49580680834613)	(2, 38.53257163285475)	(3, 38.70653719964216)	(4, 38.99343951781524)	(5, 39.03154946945203)	(6, 39.13886456098103)	(7, 39.17309500333815)	(8, 39.222978703912254)	(9, 39.22790600950296)	(10, 39.206243600474195)	(15, 39.23827311779179)	(20, 39.201446504336886)	(25, 39.19522269757592)	(30, 39.17150097569372)	(35, 39.13453943374704)	(40, 39.10650292559207)	(45, 39.06687585696795)	(50, 39.06982461699427)	(55, 39.0334289857673)	(60, 39.04599253692233)	(65, 39.054717550006444)	(70, 39.07140213983443)	(75, 39.07045805583404)	(80, 39.05825353756517)	(85, 39.03570019237356)	(90, 39.01045602512183)	(95, 38.99487852554664)	(100, 39.008147349004446)	(105, 38.93785316207693)	(110, 38.96422646704115)	(115, 38.91137023427364)	(120, 38.88228014270324)	(125, 38.824722957352144)	(130, 38.81027508316656)	(135, 38.77309964695382)	(140, 38.791165161238425)	(145, 38.90697662614751)
mehreen_1052_MERGE_1_val_1	(1, 38.06999266077027)	(2, 38.58057498751015)	(3, 38.892804671831115)	(4, 38.96494745703918)	(5, 39.188354979124334)	(6, 39.14304527350314)	(7, 39.238325089041645)	(8, 39.297750628113)	(9, 39.24713710141894)	(10, 39.291355761756094)	(15, 39.51891035278986)	(20, 39.51028329429701)	(25, 39.485139142267826)	(30, 39.46096837681161)	(35, 39.50829566130254)	(40, 39.469646648148014)	(45, 39.41931980834267)	(50, 39.38283980334957)	(55, 39.36848831794097)	(60, 39.40053375096225)	(65, 39.39681240991297)	(70, 39.37008330444604)	(75, 39.385715266524564)	(80, 39.36819234624024)	(85, 39.33890979710533)	(90, 39.339832658419176)	(95, 39.29159052936551)	(100, 39.29988306263535)	(105, 39.26807596065097)	(110, 39.26065886833963)	(115, 39.20714669532102)	(120, 39.18175741587832)	(125, 39.180586113110294)	(130, 39.16291541652973)	(135, 39.15225693115657)	(140, 39.08231354245909)	(145, 39.243706066931644)
mehreen_1052_MERGE_2_val_2	(1, 38.86282142370525)	(2, 38.882632301957635)	(3, 38.980586453822426)	(4, 39.19107966980707)	(5, 39.195581230792115)	(6, 39.301435856119504)	(7, 39.31847268983757)	(8, 39.34760804958818)	(9, 39.33985284679835)	(10, 39.31308542139356)	(15, 39.3258230751965)	(20, 39.261092687626366)	(25, 39.228400889586204)	(30, 39.18967709356567)	(35, 39.153265457795236)	(40, 39.12653758319105)	(45, 39.09284607524613)	(50, 39.10400474010147)	(55, 39.082337612397474)	(60, 39.097555641482)	(65, 39.10943880500788)	(70, 39.12961691006619)	(75, 39.112537423928245)	(80, 39.0969770424934)	(85, 39.059070044172735)	(90, 39.03574149093793)	(95, 39.02466320768964)	(100, 39.037050573960315)	(105, 38.95377243126207)	(110, 38.96973579304685)	(115, 38.92182069073082)	(120, 38.9013413571369)	(125, 38.84899660691308)	(130, 38.83271476783144)	(135, 38.79775476168448)	(140, 38.80441440870837)	(145, 38.931567943288584)
mehreen_1054_MERGE_1_val_1	(1, 38.38133708859799)	(2, 38.835195384248294)	(3, 38.82673226700977)	(4, 38.982873363713324)	(5, 39.035367363713675)	(6, 39.19924753635918)	(7, 39.183220514087125)	(8, 39.304026959368244)	(9, 39.29287338626157)	(10, 39.28856730629082)	(15, 39.52122957975113)	(20, 39.513252763442175)	(25, 39.504366012610134)	(30, 39.46407858239861)	(35, 39.52896669266726)	(40, 39.49469798407291)	(45, 39.450187916856414)	(50, 39.41016590170172)	(55, 39.41166619246606)	(60, 39.42352778222967)	(65, 39.42114577703095)	(70, 39.39865160701227)	(75, 39.40153309086257)	(80, 39.384346514933085)	(85, 39.34234738371131)	(90, 39.37189169705544)	(95, 39.31591803368188)	(100, 39.31812974112462)	(105, 39.28581465712076)	(110, 39.273057358370146)	(115, 39.225241801347735)	(120, 39.19895090452727)	(125, 39.1812525974402)	(130, 39.16163446556741)	(135, 39.17959007880601)	(140, 39.11726573603487)	(145, 39.266136610408665)
mehreen_1054_MERGE_2_val_2	(1, 38.86229634387244)	(2, 38.89534544798176)	(3, 38.98743080220101)	(4, 39.20323381061017)	(5, 39.214469794639314)	(6, 39.31155309899238)	(7, 39.33721365398779)	(8, 39.356218466071056)	(9, 39.37678973322022)	(10, 39.31288568372418)	(15, 39.3207787722322)	(20, 39.288516275142186)	(25, 39.30958079853439)	(30, 39.30243733897104)	(35, 39.272728624031174)	(40, 39.24732679514976)	(45, 39.212180412644656)	(50, 39.20828349908568)	(55, 39.166861498538985)	(60, 39.171044103454406)	(65, 39.17325230338732)	(70, 39.16436653481826)	(75, 39.18666244838712)	(80, 39.171985634477565)	(85, 39.15434276233149)	(90, 39.116616894475264)	(95, 39.10916786093991)	(100, 39.12142843398699)	(105, 39.054393120005656)	(110, 39.0829513773396)	(115, 39.038821950463806)	(120, 39.01053671460035)	(125, 38.95895067820574)	(130, 38.94616227978658)	(135, 38.913090375979124)	(140, 38.93263596377287)	(145, 39.03076446756499)
mehreen_1055_MERGE_1_val_1	(1, 38.10115029683848)	(2, 38.54308049351323)	(3, 38.57828882866494)	(4, 38.84425067345168)	(5, 39.085333934676626)	(6, 39.02312533067072)	(7, 39.19530802539816)	(8, 39.27293602689291)	(9, 39.22095651541165)	(10, 39.2645129307035)	(15, 39.51828705815322)	(20, 39.50865648337066)	(25, 39.489409793263164)	(30, 39.45087035125472)	(35, 39.513428654225315)	(40, 39.477182593513305)	(45, 39.419012996414416)	(50, 39.38706953738637)	(55, 39.38428771010066)	(60, 39.39170229764779)	(65, 39.393644788971685)	(70, 39.37093801514463)	(75, 39.36816169151332)	(80, 39.35501213058392)	(85, 39.309996469890336)	(90, 39.322687687603846)	(95, 39.28389344093192)	(100, 39.289434420702115)	(105, 39.258860376591024)	(110, 39.24931565468994)	(115, 39.197541340459345)	(120, 39.16987725358049)	(125, 39.15793750070269)	(130, 39.14503520705275)	(135, 39.14728131580044)	(140, 39.07501502389067)	(145, 39.24026908132562)
mehreen_1055_MERGE_2_val_2	(1, 38.74686683405367)	(2, 38.84272646903747)	(3, 38.964039668062874)	(4, 39.21073128142639)	(5, 39.23357176588647)	(6, 39.317260823816056)	(7, 39.34520739945591)	(8, 39.372396980804496)	(9, 39.39520143673411)	(10, 39.33755555555813)	(15, 39.35206841943453)	(20, 39.307706749334244)	(25, 39.306331358090134)	(30, 39.285090332348304)	(35, 39.254462837527115)	(40, 39.22713516136606)	(45, 39.19289218914472)	(50, 39.1985393619312)	(55, 39.165211556644195)	(60, 39.1729707829242)	(65, 39.18444254315601)	(70, 39.195549372377336)	(75, 39.19955075371056)	(80, 39.18496692359185)	(85, 39.15872875756184)	(90, 39.1350339037503)	(95, 39.126432646426615)	(100, 39.13971015179389)	(105, 39.06810841236618)	(110, 39.09318563326837)	(115, 39.0517931827804)	(120, 39.03107964301323)	(125, 38.97988276612007)	(130, 38.97012377296855)	(135, 38.940331816741306)	(140, 38.949094733860605)	(145, 39.052565944188096)
mehreen_1057_MERGE_1_val_1	(1, 38.14311157641467)	(2, 38.59092498400019)	(3, 38.687165600666596)	(4, 38.84204011896892)	(5, 39.01321282161186)	(6, 39.051873683959464)	(7, 39.11528173004308)	(8, 39.097472899818655)	(9, 39.23302099489799)	(10, 39.26092381972564)	(15, 39.510797882176284)	(20, 39.51082155083283)	(25, 39.48574456262423)	(30, 39.4559944732624)	(35, 39.50613564740659)	(40, 39.46587499932609)	(45, 39.41121579941067)	(50, 39.382043186153346)	(55, 39.385181030502736)	(60, 39.39510127096452)	(65, 39.40030270258557)	(70, 39.36523038345171)	(75, 39.37678903840801)	(80, 39.35413386829504)	(85, 39.31979875137728)	(90, 39.338858956024346)	(95, 39.291553382223874)	(100, 39.2970497895873)	(105, 39.26604186297941)	(110, 39.26010977128839)	(115, 39.21537137205816)	(120, 39.19292370975616)	(125, 39.182974128315394)	(130, 39.16809638483586)	(135, 39.17672275782335)	(140, 39.12087698445224)	(145, 39.2565466961163)
mehreen_1057_MERGE_2_val_2	(1, 38.72981901486341)	(2, 38.77008627796191)	(3, 38.89656743200761)	(4, 39.14017805173848)	(5, 39.161906320351406)	(6, 39.27564822381613)	(7, 39.29593967721821)	(8, 39.345490690395124)	(9, 39.334883064941025)	(10, 39.31027972866932)	(15, 39.330439631281465)	(20, 39.30207611876174)	(25, 39.30416559612154)	(30, 39.284384133051105)	(35, 39.24575677965146)	(40, 39.231286674831296)	(45, 39.205317994907176)	(50, 39.21787129960014)	(55, 39.182653685743205)	(60, 39.19765929497235)	(65, 39.18998886855287)	(70, 39.194477085531766)	(75, 39.18648027993504)	(80, 39.16607101504002)	(85, 39.140777886241715)	(90, 39.1127256120982)	(95, 39.09567032232815)	(100, 39.10562921403698)	(105, 39.037792353632284)	(110, 39.062810090069014)	(115, 39.019305951897806)	(120, 38.99403021293544)	(125, 38.94169112051118)	(130, 38.9254011579624)	(135, 38.89870707010035)	(140, 38.90111678260247)	(145, 39.018659683987224)
mehreen_1058_MERGE_1_val_1	(1, 38.216695191963204)	(2, 38.838739052737886)	(3, 38.81473989807425)	(4, 39.0435526191851)	(5, 39.20897087986828)	(6, 39.2546087411817)	(7, 39.191481842448816)	(8, 39.18560530697268)	(9, 39.25772375642683)	(10, 39.26272396728034)	(15, 39.50284226030641)	(20, 39.493151252796125)	(25, 39.466053634651445)	(30, 39.43760332554043)	(35, 39.49307024731892)	(40, 39.45044809262722)	(45, 39.39109520400297)	(50, 39.34799236573037)	(55, 39.34820880009268)	(60, 39.386125171579785)	(65, 39.37553525430009)	(70, 39.360524786286746)	(75, 39.364332926173894)	(80, 39.34183694401)	(85, 39.314239021369715)	(90, 39.31624086405302)	(95, 39.26113245923188)	(100, 39.27257370106426)	(105, 39.24134683537424)	(110, 39.228398442460126)	(115, 39.1736273821055)	(120, 39.144597671411)	(125, 39.128858023195974)	(130, 39.114676233655885)	(135, 39.1217736480142)	(140, 39.04838253204467)	(145, 39.208614435245345)
mehreen_1058_MERGE_2_val_2	(1, 38.95839465205806)	(2, 38.98584560188406)	(3, 39.04174800446072)	(4, 39.24149519950827)	(5, 39.23520802531299)	(6, 39.334106012340754)	(7, 39.34888143712949)	(8, 39.352252600346446)	(9, 39.36235317446873)	(10, 39.28840115247364)	(15, 39.2789185323298)	(20, 39.204796063684505)	(25, 39.182403572653676)	(30, 39.15265741568636)	(35, 39.126253747740535)	(40, 39.09808505605147)	(45, 39.079589102306784)	(50, 39.09909043656357)	(55, 39.07718683565564)	(60, 39.08047658247632)	(65, 39.075932668399204)	(70, 39.09771404340291)	(75, 39.0981017703964)	(80, 39.076562488013266)	(85, 39.053276678934786)	(90, 39.023516968239726)	(95, 39.016250762103844)	(100, 39.02154425346459)	(105, 38.94155135286185)	(110, 38.96401453217835)	(115, 38.91444179511268)	(120, 38.89766266813289)	(125, 38.83734529576687)	(130, 38.82157799406583)	(135, 38.787122812191406)	(140, 38.79864728134917)	(145, 38.927660948761776)
