"gene_id","Description","gene_biotype","comparison_type","comparison","numerator_condition","denominator_condition","higher_in","lower_in","signed_direction","log2FoldChange","lfcSE","baseMean","stat","pvalue","padj","GOs","KEGG_ko","KEGG_Pathway","PFAMs"
"LOC126354818","chitooligosaccharidolytic beta-N-acetylglucosaminidase-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.13432479016012,0.266565162470564,175.89510849332,-4.25533771797873,2.08733713753126e-05,0.000139669736873067,"GO:0003674,GO:0003824,GO:0004553,GO:0004563,GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0015929,GO:0016020,GO:0016231,GO:0016787,GO:0016798,GO:0040008,GO:0043900,GO:0043901,GO:0043903,GO:0044126,GO:0044130,GO:0044144,GO:0044146,GO:0044464,GO:0045926,GO:0048519,GO:0050789,GO:0065007,GO:0071944","ko:K12373","ko00511,ko00513,ko00520,ko00531,ko00603,ko00604,ko01100,ko04142,map00511,map00513,map00520,map00531,map00603,map00604,map01100,map04142","Glyco_hydro_20,Glycohydro_20b2,Homeobox"
"LOC126278519","orexin/Hypocretin receptor type 1-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.10313803611212,0.259350306768363,186.035243023712,-4.2534672499824,2.10485734666384e-05,0.000140642288525075,"","ko:K04239","ko04080,map04080","7tm_1"
"LOC126284765","serine protease inhibitor I/II-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.78033082947961,0.418685874778724,163.140064510986,-4.25218746732384,2.11692532194052e-05,0.000141381798911453,"","","",""
"LOC126277899","tubulointerstitial nephritis antigen-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.29581290053134,0.304881343117131,3166.15978687874,4.2502203883086,2.13560281381763e-05,0.000142460339520367,"GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0005623,GO:0007155,GO:0008104,GO:0008150,GO:0009966,GO:0009967,GO:0010646,GO:0010647,GO:0017147,GO:0022610,GO:0023051,GO:0023056,GO:0030111,GO:0030177,GO:0030312,GO:0033036,GO:0035592,GO:0035593,GO:0042600,GO:0044421,GO:0044464,GO:0045184,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050789,GO:0050794,GO:0051179,GO:0051234,GO:0060828,GO:0065007,GO:0071692,GO:0071944,GO:0090263","","","Peptidase_C1"
"LOC126281351","synaptic vesicle glycoprotein 2B","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.1532170403438,0.271454712215851,2034.02711742304,-4.24828521461363,2.15413037052693e-05,0.00014345980394103,"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015711,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0098656","ko:K06258","ko04512,map04512","MFS_1,Sugar_tr"
"LOC126272322","uncharacterized LOC126272322","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.15233667634611,0.271448723989345,173.948008375089,4.24513572733294,2.18461144287301e-05,0.000145216034387024,NA,NA,NA,NA
"LOC126335801","putative cyclin-dependent serine/threonine-protein kinase DDB_G0272797/DDB_G0274007","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.30980414735603,0.308679008424953,6.08646444725712,4.24325630058021,2.20299586211224e-05,0.000146300458286514,NA,NA,NA,NA
"LOC126267391","papilin","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.26993621486305,0.299437279051898,12559.6039061613,4.24107585696751,2.22450933333432e-05,0.000147521191453217,"GO:0003674,GO:0005198,GO:0005201,GO:0005575,GO:0005576,GO:0005604,GO:0008150,GO:0009987,GO:0016043,GO:0030198,GO:0031012,GO:0043062,GO:0044421,GO:0062023,GO:0071840","","","ADAM_spacer1,I-set,Ig_3,Kunitz_BPTI,PLAC,TSP_1,WAP"
"LOC126355941","juvenile hormone esterase-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.28004245918227,0.301941189751198,12.8711392560616,-4.23937674829006,2.24141215232544e-05,0.000148572404018119,"","","",""
"LOC126272415","uncharacterized LOC126272415","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.16100806287717,0.274485118216919,32.6429009583385,-4.22976688287943,2.33933601343754e-05,0.000154628140981755,"","","","I-set,Ig_3,ig"
"LOC126299030","protein Wnt-16-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.18100669307958,0.279426282390313,157.923335602506,4.22654119353706,2.37310844451048e-05,0.000156494486877378,"","ko:K01558","ko04150,ko04310,ko04390,ko04550,ko04916,ko04934,ko05165,ko05166,ko05200,ko05202,ko05205,ko05217,ko05224,ko05225,ko05226,map04150,map04310,map04390,map04550,map04916,map04934,map05165,map05166,map05200,map05202,map05205,map05217,map05224,map05225,map05226","wnt"
"LOC126291743","UDP-glucosyltransferase 2-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.47037661629815,0.347918794342242,13.705040245906,-4.22620634529955,2.37664070736038e-05,0.000156654321251944,NA,NA,NA,NA
"LOC126336207","uncharacterized LOC126336207","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.84504998986477,0.436661665813263,4.07532899731266,4.22535371047158,2.38565762251117e-05,0.000157175354411785,NA,NA,NA,NA
"LOC126319774","ras-like GTP-binding protein Rho1","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.55461749326424,0.368059775624561,40.2519976602812,-4.2238179671392,2.40198082453351e-05,0.000158103367546845,"","ko:K07859","","Ras"
"LOC126272024","retinol-binding protein pinta-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-2.27095399599315,0.537709287918619,404.46963889596,-4.22338621819911,2.40658892583805e-05,0.000158157263001079,"","","",""
"LOC126268219","putative protein tag-52","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.31490049596469,0.311371280396085,95.8534849413273,-4.22293441544141,2.41142006916621e-05,0.000158355894133164,"GO:0003674,GO:0005085,GO:0005088,GO:0005089,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0008150,GO:0009966,GO:0009967,GO:0010638,GO:0010646,GO:0010647,GO:0017016,GO:0017048,GO:0019899,GO:0023051,GO:0023056,GO:0031267,GO:0032231,GO:0032233,GO:0032956,GO:0032970,GO:0033043,GO:0035023,GO:0035025,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044087,GO:0044089,GO:0044424,GO:0044464,GO:0046578,GO:0046579,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050789,GO:0050794,GO:0051020,GO:0051056,GO:0051057,GO:0051128,GO:0051130,GO:0051492,GO:0051493,GO:0051495,GO:0051496,GO:0065007,GO:0065009,GO:0098772,GO:0110020,GO:0110053,GO:1902531,GO:1902533,GO:1902903,GO:1902905","","","PH,RhoGEF"
"LOC126336435","uncharacterized LOC126336435","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.09564840926466,0.25954185838626,53.0751731246705,-4.22147092602718,2.42713264674902e-05,0.00015923973335124,"","","",""
"LOC126295155","myotrophin-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.05506341190616,0.250072278731169,57.7255454896905,4.21903386196745,2.45351425732938e-05,0.000160672212625481,NA,NA,NA,NA
"LOC126353355","facilitated trehalose transporter Tret1-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.09318144596349,0.259265938449559,2195.06485559483,4.21644837922343,2.48180065233395e-05,0.000162148898838573,"","","",""
"LOC126356062","uncharacterized LOC126356062","lncRNA","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.09084040008062,0.258744278618263,94.5506398864172,4.21590152990393,2.48782305754362e-05,0.000162294437542715,NA,NA,NA,NA
"LOC126276893","protein unc-13 homolog 4B-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.07780923077303,0.255837157950563,747.799248410703,4.21287212306081,2.52143828622768e-05,0.000164358698620708,"GO:0001505,GO:0001763,GO:0002009,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006810,GO:0006836,GO:0006887,GO:0007154,GO:0007267,GO:0007268,GO:0007269,GO:0007275,GO:0007424,GO:0008021,GO:0008150,GO:0009653,GO:0009888,GO:0009987,GO:0012505,GO:0016043,GO:0016079,GO:0016082,GO:0016192,GO:0017156,GO:0022607,GO:0023052,GO:0023061,GO:0030133,GO:0031410,GO:0031982,GO:0032501,GO:0032502,GO:0032940,GO:0034622,GO:0035146,GO:0035147,GO:0035239,GO:0035295,GO:0043226,GO:0043227,GO:0043229,GO:0043933,GO:0044085,GO:0044424,GO:0044444,GO:0044456,GO:0044464,GO:0045055,GO:0045202,GO:0046903,GO:0046907,GO:0048489,GO:0048729,GO:0048731,GO:0048754,GO:0048856,GO:0051179,GO:0051234,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0060429,GO:0060446,GO:0060541,GO:0060562,GO:0061138,GO:0065003,GO:0065007,GO:0065008,GO:0070382,GO:0071840,GO:0097458,GO:0097479,GO:0097480,GO:0097708,GO:0098793,GO:0098916,GO:0099003,GO:0099503,GO:0099504,GO:0099536,GO:0099537,GO:0099643,GO:0140029","ko:K15621","ko05202,map05202","C2,Membr_traf_MHD"
"LOC126358228","uncharacterized LOC126358228","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.2527638383168,0.297706832091521,67.8516457425488,-4.20804530925804,2.57589224941811e-05,0.000167282173268638,"","","","LPMO_10"
"LOC126292020","open rectifier potassium channel protein 1","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.49592385063644,0.355572016620371,2179.72235175044,-4.20709105529408,2.58678932337069e-05,0.000167623574568017,"GO:0002027,GO:0003674,GO:0005215,GO:0005216,GO:0005261,GO:0005267,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0007610,GO:0007622,GO:0007623,GO:0007626,GO:0008016,GO:0008150,GO:0008324,GO:0009987,GO:0015075,GO:0015077,GO:0015079,GO:0015267,GO:0015318,GO:0015672,GO:0016020,GO:0016021,GO:0022803,GO:0022838,GO:0022840,GO:0022841,GO:0022842,GO:0022857,GO:0022890,GO:0030001,GO:0030322,GO:0031224,GO:0031226,GO:0032991,GO:0034220,GO:0034702,GO:0034703,GO:0034705,GO:0042391,GO:0042802,GO:0042803,GO:0044057,GO:0044425,GO:0044459,GO:0044464,GO:0045475,GO:0046873,GO:0046983,GO:0048511,GO:0048512,GO:0050789,GO:0051179,GO:0051234,GO:0051239,GO:0055085,GO:0065007,GO:0065008,GO:0071804,GO:0071805,GO:0071944,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:1902495,GO:1903522,GO:1990351","ko:K04920","ko04971,map04971","Ion_trans_2"
"LOC126355040","beta-1%2C3-glucan-binding protein-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.29264258148814,0.307261853193667,3814.16586108322,-4.2069738499995,2.5881307649831e-05,0.000167623574568017,"","ko:K20692,ko:K20697","ko04624,map04624","CBM39,Glyco_hydro_16"
"LOC126272700","T-box transcription factor mls-1-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.16990908668465,0.278309140937454,5.88785514596036,4.20363155426351,2.62666374070452e-05,0.000169807923072444,"GO:0000981,GO:0001655,GO:0003674,GO:0003700,GO:0003705,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006357,GO:0007275,GO:0007507,GO:0008150,GO:0009888,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0030154,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032501,GO:0032502,GO:0035051,GO:0035295,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0045893,GO:0045935,GO:0045944,GO:0048513,GO:0048518,GO:0048522,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0060429,GO:0061326,GO:0061327,GO:0065007,GO:0072001,GO:0072002,GO:0072359,GO:0080090,GO:0140110,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141","ko:K10180","","T-box"
"LOC126297748","neurofilament heavy polypeptide-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.14202732467247,0.271754243853559,2801.90886682163,-4.20242682682033,2.64068621409826e-05,0.000170324863430564,"","","","AKAP2_C"
"LOC126361668","sodium/potassium-transporting ATPase subunit alpha","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.050248043422,0.250237351233085,24736.7528570736,-4.19700751405307,2.70464963219177e-05,0.000174130994434421,"GO:0001700,GO:0001894,GO:0003008,GO:0003674,GO:0003824,GO:0005215,GO:0005391,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005886,GO:0005887,GO:0005890,GO:0005911,GO:0005918,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0006814,GO:0007043,GO:0007154,GO:0007267,GO:0007268,GO:0007275,GO:0007399,GO:0007416,GO:0007424,GO:0007528,GO:0007568,GO:0007600,GO:0007605,GO:0007610,GO:0007626,GO:0007630,GO:0008150,GO:0008324,GO:0008340,GO:0008344,GO:0008360,GO:0008556,GO:0009266,GO:0009605,GO:0009612,GO:0009628,GO:0009653,GO:0009790,GO:0009792,GO:0009887,GO:0009987,GO:0010248,GO:0010259,GO:0015075,GO:0015077,GO:0015079,GO:0015081,GO:0015318,GO:0015399,GO:0015405,GO:0015662,GO:0015672,GO:0016020,GO:0016021,GO:0016043,GO:0016323,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019829,GO:0019991,GO:0022603,GO:0022604,GO:0022607,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0023052,GO:0030001,GO:0030054,GO:0030534,GO:0031224,GO:0031226,GO:0032501,GO:0032502,GO:0032991,GO:0034220,GO:0034329,GO:0034330,GO:0035150,GO:0035151,GO:0035152,GO:0035158,GO:0035159,GO:0035296,GO:0035725,GO:0040007,GO:0042592,GO:0042623,GO:0042625,GO:0042626,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043296,GO:0043297,GO:0043492,GO:0044085,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0045216,GO:0046873,GO:0048513,GO:0048589,GO:0048731,GO:0048856,GO:0048871,GO:0050789,GO:0050793,GO:0050794,GO:0050808,GO:0050877,GO:0050896,GO:0050905,GO:0050954,GO:0051124,GO:0051128,GO:0051179,GO:0051234,GO:0055085,GO:0060249,GO:0060438,GO:0060439,GO:0060541,GO:0065007,GO:0065008,GO:0070160,GO:0071804,GO:0071805,GO:0071840,GO:0071944,GO:0090066,GO:0090533,GO:0090662,GO:0098533,GO:0098590,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0098797,GO:0098916,GO:0099131,GO:0099132,GO:0099536,GO:0099537,GO:1902494,GO:1902495,GO:1904949,GO:1990351","ko:K01539","ko04022,ko04024,ko04260,ko04261,ko04911,ko04918,ko04919,ko04925,ko04960,ko04961,ko04964,ko04970,ko04971,ko04972,ko04973,ko04974,ko04976,ko04978,map04022,map04024,map04260,map04261,map04911,map04918,map04919,map04925,map04960,map04961,map04964,map04970,map04971,map04972,map04973,map04974,map04976,map04978","Cation_ATPase,Cation_ATPase_C,Cation_ATPase_N,E1-E2_ATPase,Hydrolase"
"LOC126272875","probable G-protein coupled receptor CG31760","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average infected","Average control","Upregulated",1.58039992545776,0.377149292960154,82.4928451134371,4.19038284031659,2.78484180762241e-05,0.000178913973648955,"","ko:K08469","","7tm_3"
"LOC126271206","formimidoyltransferase-cyclodeaminase-like","protein_coding","Overall infection","Average infected vs control","Average infected","Average control","Average control","Average infected","Downregulated",-1.12703273119371,0.269115636812149,82.4713847023329,-4.18791246968831,2.81532048918331e-05,0.000180763785339112,NA,NA,NA,NA
