"term","name","ontology"
"GO:0070039","rRNA (guanosine-2'-O-)-methyltransferase activity","MF"
"GO:0033677","DNA/RNA helicase activity","MF"
"GO:0006995","cellular response to nitrogen starvation","BP"
"GO:0043562","cellular response to nitrogen levels","BP"
"GO:0007107","membrane addition at site of cytokinesis","BP"
"GO:0034994","microtubule organizing center attachment site organization","BP"
"GO:1902296","DNA strand elongation involved in cell cycle DNA replication","BP"
"GO:1902319","DNA strand elongation involved in nuclear cell cycle DNA replication","BP"
"GO:1902983","DNA strand elongation involved in mitotic DNA replication","BP"
"GO:1900144","positive regulation of BMP secretion","BP"
"GO:0004719","protein-L-isoaspartate (D-aspartate) O-methyltransferase activity","MF"
"GO:0060576","intestinal epithelial cell development","BP"
"GO:0015185","gamma-aminobutyric acid transmembrane transporter activity","MF"
"GO:0015812","gamma-aminobutyric acid transport","BP"
"GO:0042776","proton motive force-driven mitochondrial ATP synthesis","BP"
"GO:0016243","regulation of autophagosome size","BP"
"GO:0045771","negative regulation of autophagosome size","BP"
"GO:0036375","Kibra-Ex-Mer complex","CC"
"GO:0003975","UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity","MF"
"GO:0006489","dolichyl diphosphate biosynthetic process","BP"
"GO:0031957","very long-chain fatty acid-CoA ligase activity","MF"
"GO:0090409","malonyl-CoA synthetase activity","MF"
"GO:0090410","malonate catabolic process","BP"
"GO:0016006","Nebenkern","CC"
"GO:0032889","regulation of vacuole fusion, non-autophagic","BP"
"GO:0015227","O-acyl-L-carnitine transmembrane transporter activity","MF"
"GO:0015651","quaternary ammonium group transmembrane transporter activity","MF"
"GO:0015697","quaternary ammonium group transport","BP"
"GO:1902616","O-acyl-L-carnitine transmembrane transport","BP"
"GO:0015693","magnesium ion transport","BP"
"GO:0016428","tRNA (cytidine-5-)-methyltransferase activity","MF"
"GO:0016014","dystrobrevin complex","CC"
"GO:0008584","male gonad development","BP"
"GO:0030946","protein tyrosine phosphatase activity, metal-dependent","MF"
"GO:0045739","positive regulation of DNA repair","BP"
"GO:0046546","development of primary male sexual characteristics","BP"
"GO:0070285","pigment cell development","BP"
"GO:1901099","negative regulation of signal transduction in absence of ligand","BP"
"GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","BP"
"GO:2001239","regulation of extrinsic apoptotic signaling pathway in absence of ligand","BP"
"GO:2001240","negative regulation of extrinsic apoptotic signaling pathway in absence of ligand","BP"
"GO:0033557","Slx1-Slx4 complex","CC"
"GO:0035226","glutamate-cysteine ligase catalytic subunit binding","MF"
"GO:0051351","positive regulation of ligase activity","BP"
"GO:0071722","detoxification of arsenic-containing substance","BP"
"GO:0030547","signaling receptor inhibitor activity","MF"
"GO:0048019","receptor antagonist activity","MF"
"GO:1900115","extracellular regulation of signal transduction","BP"
"GO:1900116","extracellular negative regulation of signal transduction","BP"
"GO:0008887","glycerate kinase activity","MF"
"GO:0007021","tubulin complex assembly","BP"
"GO:1901418","positive regulation of response to ethanol","BP"
"GO:1901421","positive regulation of response to alcohol","BP"
"GO:2001025","positive regulation of response to drug","BP"
"GO:0000001","mitochondrion inheritance","BP"
"GO:0048308","organelle inheritance","BP"
"GO:1990745","EARP complex","CC"
"GO:0044458","motile cilium assembly","BP"
"GO:0006107","oxaloacetate metabolic process","BP"
"GO:0030060","L-malate dehydrogenase (NAD+) activity","MF"
"GO:0051018","protein kinase A binding","MF"
"GO:0004148","dihydrolipoyl dehydrogenase (NADH) activity","MF"
"GO:0004965","G protein-coupled GABA receptor activity","MF"
"GO:0001727","lipid kinase activity","MF"
"GO:0001729","ceramide kinase activity","MF"
"GO:0004198","calcium-dependent cysteine-type endopeptidase activity","MF"
"GO:0031106","septin ring organization","BP"
"GO:0031566","actomyosin contractile ring maturation","BP"
"GO:0052722","fatty acid in-chain hydroxylase activity","MF"
"GO:0043124","negative regulation of canonical NF-kappaB signal transduction","BP"
"GO:1903077","negative regulation of protein localization to plasma membrane","BP"
"GO:1903385","regulation of homophilic cell adhesion","BP"
"GO:1903387","positive regulation of homophilic cell adhesion","BP"
"GO:1904376","negative regulation of protein localization to cell periphery","BP"
"GO:1905476","negative regulation of protein localization to membrane","BP"
"GO:0004352","L-glutamate dehydrogenase (NAD+) activity","MF"
"GO:0005283","amino acid:sodium symporter activity","MF"
"GO:0005343","organic acid:sodium symporter activity","MF"
"GO:0005368","taurine transmembrane transporter activity","MF"
"GO:0005369","taurine:sodium symporter activity","MF"
"GO:0015183","L-aspartate transmembrane transporter activity","MF"
"GO:0015501","glutamate:sodium symporter activity","MF"
"GO:0015734","taurine transmembrane transport","BP"
"GO:0017153","sodium:dicarboxylate symporter activity","MF"
"GO:0070778","L-aspartate transmembrane transport","BP"
"GO:0042797","tRNA transcription by RNA polymerase III","BP"
"GO:0004132","dCMP deaminase activity","MF"
"GO:0006226","dUMP biosynthetic process","BP"
"GO:0006231","dTMP biosynthetic process","BP"
"GO:0009176","pyrimidine deoxyribonucleoside monophosphate metabolic process","BP"
"GO:0009177","pyrimidine deoxyribonucleoside monophosphate biosynthetic process","BP"
"GO:0046073","dTMP metabolic process","BP"
"GO:0046078","dUMP metabolic process","BP"
"GO:0017075","syntaxin-1 binding","MF"
"GO:0099069","synaptic vesicle tethering involved in synaptic vesicle exocytosis","BP"
"GO:0005001","transmembrane receptor protein tyrosine phosphatase activity","MF"
"GO:0019198","transmembrane receptor protein phosphatase activity","MF"
"GO:0006117","acetaldehyde metabolic process","BP"
"GO:0035237","corazonin receptor activity","MF"
"GO:0071361","cellular response to ethanol","BP"
"GO:0002101","tRNA wobble cytosine modification","BP"
"GO:0051391","tRNA acetylation","BP"
"GO:0051392","tRNA cytidine N4-acetyltransferase activity","MF"
"GO:1904812","rRNA acetylation involved in maturation of SSU-rRNA","BP"
"GO:1990882","rRNA acetylation","BP"
"GO:1990883","18S rRNA cytidine N-acetyltransferase activity","MF"
"GO:1990884","RNA acetylation","BP"
"GO:0000403","Y-form DNA binding","MF"
"GO:0000732","DNA strand displacement","BP"
"GO:0045738","negative regulation of DNA repair","BP"
"GO:1901291","negative regulation of double-strand break repair via single-strand annealing","BP"
"GO:1990918","double-strand break repair involved in meiotic recombination","BP"
"GO:2000780","negative regulation of double-strand break repair","BP"
"GO:0007462","R1/R6 cell fate commitment","BP"
"GO:0048052","R1/R6 cell differentiation","BP"
"GO:0070985","transcription factor TFIIK complex","CC"
"GO:0008412","4-hydroxybenzoate polyprenyltransferase activity","MF"
"GO:0030123","AP-3 adaptor complex","CC"
"GO:0000111","nucleotide-excision repair factor 2 complex","CC"
"GO:0010777","meiotic mismatch repair involved in reciprocal meiotic recombination","BP"
"GO:0071942","XPC complex","CC"
"GO:0003948","N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity","MF"
"GO:0004435","phosphatidylinositol-4,5-bisphosphate phospholipase C activity","MF"
"GO:0004629","C-type glycerophospholipase activity","MF"
"GO:0006651","diacylglycerol biosynthetic process","BP"
"GO:0070594","juvenile hormone response element binding","MF"
"GO:0035154","terminal cell fate specification, open tracheal system","BP"
"GO:0097504","Gemini of Cajal bodies","CC"
"GO:1990194","cytoplasmic U snRNP body assembly","BP"
"GO:0004661","protein geranylgeranyltransferase activity","MF"
"GO:0005953","CAAX-protein geranylgeranyltransferase complex","CC"
"GO:0008318","protein prenyltransferase activity","MF"
"GO:0008191","metalloendopeptidase inhibitor activity","MF"
"GO:0051043","regulation of membrane protein ectodomain proteolysis","BP"
"GO:0051045","negative regulation of membrane protein ectodomain proteolysis","BP"
"GO:0043291","RAVE complex","CC"
"GO:0070070","proton-transporting V-type ATPase complex assembly","BP"
"GO:0070072","vacuolar proton-transporting V-type ATPase complex assembly","BP"
"GO:0045103","intermediate filament-based process","BP"
"GO:0045104","intermediate filament cytoskeleton organization","BP"
"GO:0060052","neurofilament cytoskeleton organization","BP"
"GO:0008511","sodium:potassium:chloride symporter activity","MF"
"GO:0009674","potassium:sodium symporter activity","MF"
"GO:0015373","monoatomic anion:sodium symporter activity","MF"
"GO:0015378","sodium:chloride symporter activity","MF"
"GO:2000622","regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","BP"
"GO:2000624","positive regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","BP"
"GO:0006046","N-acetylglucosamine catabolic process","BP"
"GO:0008448","N-acetylglucosamine-6-phosphate deacetylase activity","MF"
"GO:0001837","epithelial to mesenchymal transition","BP"
"GO:0048762","mesenchymal cell differentiation","BP"
"GO:0031501","mannosyltransferase complex","CC"
"GO:0035157","negative regulation of fusion cell fate specification","BP"
"GO:0060233","oenocyte delamination","BP"
"GO:2000051","negative regulation of non-canonical Wnt signaling pathway","BP"
"GO:0030247","polysaccharide binding","MF"
"GO:2001069","glycogen binding","MF"
"GO:1900119","positive regulation of execution phase of apoptosis","BP"
"GO:0004817","cysteine-tRNA ligase activity","MF"
"GO:0006423","cysteinyl-tRNA aminoacylation","BP"
"GO:0004176","ATP-dependent peptidase activity","MF"
"GO:0004029","aldehyde dehydrogenase (NAD+) activity","MF"
"GO:0008774","acetaldehyde dehydrogenase (acetylating) activity","MF"
"GO:0090528","smooth septate junction assembly","BP"
"GO:0097749","membrane tubulation","BP"
"GO:0070410","co-SMAD binding","MF"
"GO:0007084","mitotic nuclear membrane reassembly","BP"
"GO:0031468","nuclear membrane reassembly","BP"
"GO:0033185","dolichol-phosphate-mannose synthase complex","CC"
"GO:0004833","L-tryptophan 2,3-dioxygenase activity","MF"
"GO:0042760","very long-chain fatty acid catabolic process","BP"
"GO:0031005","filamin binding","MF"
"GO:0048058","compound eye corneal lens development","BP"
"GO:0000183","rDNA heterochromatin formation","BP"
"GO:0033553","rDNA heterochromatin","CC"
"GO:0042149","cellular response to glucose starvation","BP"
"GO:0046015","regulation of transcription by glucose","BP"
"GO:2000641","regulation of early endosome to late endosome transport","BP"
"GO:1902463","protein localization to cell leading edge","BP"
"GO:0033039","ionotropic salty taste receptor activity","MF"
"GO:0050914","sensory perception of salty taste","BP"
"GO:0004861","cyclin-dependent protein serine/threonine kinase inhibitor activity","MF"
"GO:0006279","premeiotic DNA replication","BP"
"GO:0051446","positive regulation of meiotic cell cycle","BP"
"GO:0051728","cell cycle switching, mitotic to meiotic cell cycle","BP"
"GO:0051729","germline cell cycle switching, mitotic to meiotic cell cycle","BP"
"GO:0060184","cell cycle switching","BP"
"GO:0004084","branched-chain-amino-acid transaminase activity","MF"
"GO:0009082","branched-chain amino acid biosynthetic process","BP"
"GO:0009098","L-leucine biosynthetic process","BP"
"GO:0009099","L-valine biosynthetic process","BP"
"GO:0042304","regulation of fatty acid biosynthetic process","BP"
"GO:0055089","fatty acid homeostasis","BP"
"GO:0006409","tRNA export from nucleus","BP"
"GO:0004484","mRNA guanylyltransferase activity","MF"
"GO:0006370","7-methylguanosine mRNA capping","BP"
"GO:0008192","RNA guanylyltransferase activity","MF"
"GO:0070568","guanylyltransferase activity","MF"
"GO:0007490","tergite morphogenesis","BP"
"GO:0031084","BLOC-2 complex","CC"
"GO:0071837","HMG box domain binding","MF"
"GO:0071906","CRD domain binding","MF"
"GO:0010826","negative regulation of centrosome duplication","BP"
"GO:0046600","negative regulation of centriole replication","BP"
"GO:0046606","negative regulation of centrosome cycle","BP"
"GO:1902116","negative regulation of organelle assembly","BP"
"GO:1903722","regulation of centriole elongation","BP"
"GO:1903723","negative regulation of centriole elongation","BP"
"GO:0052856","NAD(P)HX epimerase activity","MF"
"GO:0004103","choline kinase activity","MF"
"GO:0004305","ethanolamine kinase activity","MF"
"GO:0006656","phosphatidylcholine biosynthetic process","BP"
"GO:0006657","CDP-choline pathway","BP"
"GO:0046337","phosphatidylethanolamine metabolic process","BP"
"GO:0046470","phosphatidylcholine metabolic process","BP"
"GO:0042631","cellular response to water deprivation","BP"
"GO:0071462","cellular response to water stimulus","BP"
"GO:0071465","cellular response to desiccation","BP"
"GO:0004174","electron-transferring-flavoprotein dehydrogenase activity","MF"
"GO:0016649","oxidoreductase activity, acting on the CH-NH group of donors, quinone or similar compound as acceptor","MF"
"GO:0055060","asymmetric neuroblast division resulting in ganglion mother cell formation","BP"
"GO:0042996","regulation of Golgi to plasma membrane protein transport","BP"
"GO:0042998","positive regulation of Golgi to plasma membrane protein transport","BP"
"GO:0097574","lateral part of cell","CC"
"GO:0097575","lateral cell cortex","CC"
"GO:0034756","regulation of iron ion transport","BP"
"GO:0034758","positive regulation of iron ion transport","BP"
"GO:0034759","regulation of iron ion transmembrane transport","BP"
"GO:0034761","positive regulation of iron ion transmembrane transport","BP"
"GO:0042281","dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity","MF"
"GO:0042283","dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity","MF"
"GO:0005862","muscle thin filament tropomyosin","CC"
"GO:0030038","contractile actin filament bundle assembly","BP"
"GO:0043149","stress fiber assembly","BP"
"GO:0060297","regulation of sarcomere organization","BP"
"GO:0060298","positive regulation of sarcomere organization","BP"
"GO:0004157","dihydropyrimidinase activity","MF"
"GO:0005021","vascular endothelial growth factor receptor activity","MF"
"GO:0035924","cellular response to vascular endothelial growth factor stimulus","BP"
"GO:0038084","vascular endothelial growth factor signaling pathway","BP"
