"canonical_gene_order","gene_id","Description","gene_biotype","DEG_context","comparisons","directions","max_abs_log2FC","min_padj","candidate_k2","candidate_k3","candidate_k4"
1558,"LOC126278467","putative inorganic phosphate cotransporter","protein_coding","Infection within diet","infection_average_all_diets","Average infected",2.14692928117784,0.00147270751578477,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1559,"LOC126335013","serine protease snake-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.32319309458191,0.000782529158053567,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1560,"LOC126293326","peroxidase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",5.70016213136115,6.28841386737284e-05,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1561,"LOC126298400","regucalcin-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.40813767537643,0.0176275978434926,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1562,"LOC126335514","protein yellow-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",2.29649012263707,0.000183590675915477,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1563,"LOC126336488","latrophilin Cirl-like","protein_coding","Infection within diet","infection_average_all_diets","Average infected",1.01331201823339,0.00957738140196123,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1564,"LOC126354626","inter-alpha-trypsin inhibitor heavy chain H4-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.80995800772001,0.00430537834818082,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1565,"LOC126281662","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase-like","protein_coding","Infection within diet","infection_diet83","Infected diet 83",1.0819749098413,0.0267331258974722,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1566,"LOC126284221","uncharacterized LOC126284221","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.22389250210457,0.000137015019203172,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1567,"LOC126282836","uncharacterized LOC126282836","protein_coding","Infection within diet","infection_average_all_diets","Average infected",1.53707684664267,0.00468219007168409,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1568,"LOC126339265","nitric oxide synthase, salivary gland","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.1860627098234,2.04748297072434e-05,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1569,"LOC126267876","uncharacterized LOC126267876","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",2.12686189671067,8.35892825367661e-07,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1570,"LOC126292038","uncharacterized LOC126292038","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",2.11262391735829,1.81990938304777e-06,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1571,"LOC126272615","protein rolling stone-like","protein_coding","Infection within diet","infection_diet83","Infected diet 83",1.81668443053236,0.0335656659776358,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1572,"LOC126299253","inositol-pentakisphosphate 2-kinase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.49779394850133,0.000313909930570184,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1573,"LOC126336487","uncharacterized LOC126336487","protein_coding","Infection within diet","infection_average_all_diets","Average infected",1.63773574297392,0.000364923088278515,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1574,"LOC126284924","uncharacterized LOC126284924","protein_coding","Infection within diet","infection_diet50","Infected diet 50",2.86263797356833,0.0407225552821905,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1575,"LOC126293472","epidermal growth factor-like protein","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",4.55751399954621,9.67227843208174e-07,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1576,"LOC126334998","uncharacterized LOC126334998","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",2.83771984451703,6.42166040792841e-08,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1577,"LOC126293270","multiple epidermal growth factor-like domains protein 11","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.56553446534409,7.25509952736128e-05,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1578,"LOC126281928","dual oxidase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.40627301977337,0.000138909554371334,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1579,"LOC126336645","uncharacterized LOC126336645","protein_coding","Infection within diet","infection_average_all_diets","Average infected",1.44535108540744,0.0152328144172369,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1580,"LOC126300076","platelet glycoprotein Ib alpha chain-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.72602381955333,0.00559524011628312,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1581,"LOC126324985","uncharacterized LOC126324985","protein_coding","Infection within diet","infection_average_all_diets","Average infected",1.28800813980829,0.0065189143064741,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1582,"LOC126355041","beta-1,3-glucan-binding protein-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",2.58322697083505,2.43082055310059e-06,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1583,"LOC126268030","integrin alpha-4-like","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.444484575578,0.020501149670659,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1584,"LOC126281330","phosphatidylinositol phosphatase PTPRQ-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average infected; Infected diet 83",2.01034955716363,8.60222375310539e-05,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1585,"LOC126335142","integrin beta-PS-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.59155262322166,0.000255447727947433,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1586,"LOC126295201","ankyrin repeat and SOCS box protein 16-like","protein_coding","Infection within diet","infection_average_all_diets","Average infected",1.43540584917579,0.00847933465360586,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1587,"LOC126334698","macrophage mannose receptor 1-like","protein_coding","Infection within diet","infection_average_all_diets","Average infected",1.62931461728484,0.0124052842433075,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1588,"LOC126332098","uncharacterized LOC126332098","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average infected; Infected diet 33",2.22227516737164,0.000532448622137826,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1589,"LOC126332220","uncharacterized LOC126332220","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",2.63016509114491,4.1893024664192e-06,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1590,"LOC126332162","uncharacterized LOC126332162","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",3.73045890477032,1.17486430527918e-11,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1591,"LOC126332261","uncharacterized LOC126332261","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",5.19231453186157,4.0896455375039e-08,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1592,"LOC126294945","uncharacterized LOC126294945","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",2.48051571712897,1.73607156133748e-05,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1593,"LOC126295087","CARD- and ANK-domain containing inflammasome adapter protein-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.34939314942157,0.000607299398526268,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1594,"LOC126291948","gamma-interferon-inducible lysosomal thiol reductase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",3.8446733003888,1.229398466999e-08,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1595,"LOC126354298","uncharacterized LOC126354298","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",3.53267098986809,1.11607714836209e-05,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1596,"LOC126354299","uncharacterized LOC126354299","lncRNA","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",3.7949172605859,1.06092495108403e-06,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1597,"LOC126267478","cystatin-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average infected; Infected diet 33",1.98057617716425,0.00693914922802316,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1598,"LOC126335605","uncharacterized LOC126335605","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",1.63855585819283,0.00158308283978656,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1599,"LOC126335606","uncharacterized LOC126335606","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",2.45393960403078,0.000571014082942217,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1600,"LOC126267519","cystatin-like","protein_coding","Infection within diet","infection_average_all_diets","Average infected",1.2474066776533,0.00145980460575996,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1601,"LOC126354416","leucine-rich repeat-containing protein 38-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",2.55493077864574,1.37590403463534e-05,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1602,"LOC126277750","parathyroid hormone/parathyroid hormone-related peptide receptor-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.13235578974937,9.82289305450824e-10,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1603,"LOC126330284","uncharacterized LOC126330284","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",1.47801027687916,1.3603356851783e-07,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1604,"LOC126291991","protein roadkill-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.0691615808332,0.000197541161252706,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1605,"LOC126298648","uncharacterized LOC126298648","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",1.98430196564693,2.82165806241051e-10,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1606,"LOC126281897","uncharacterized LOC126281897","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.63005435923959,0.000190750655487427,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1607,"LOC126284648","CARD- and ANK-domain containing inflammasome adapter protein-like","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.7140278859913,0.0016107160617553,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1608,"LOC126272064","uncharacterized LOC126272064","protein_coding","Infection within diet","infection_average_all_diets","Average infected",1.00471154330228,0.00940362920733183,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1609,"LOC126355037","beta-1,3-glucan-binding protein 2-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.53301690364395,0.000173021277169743,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1610,"LOC126272296","cytochrome P450 6k1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",3.05790592634211,0.00744087402644331,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1611,"LOC126270657","cytochrome P450 18a1","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.83824498629089,0.000282258395332652,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1612,"LOC126292145","ankyrin-3-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",2.85205310524757,1.22060385274716e-05,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1613,"LOC126336209","uncharacterized LOC126336209","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.25203247028941,0.000678557798381072,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1614,"LOC126354418","uncharacterized LOC126354418","lncRNA","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.82019448992845,6.40717082505295e-12,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1615,"LOC126334851","uncharacterized LOC126334851","protein_coding","Infection within diet","infection_average_all_diets","Average infected",1.60577080013266,0.0261044565843557,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1616,"LOC126293502","uncharacterized LOC126293502","protein_coding","Infection within diet","infection_average_all_diets","Average infected",1.40257085032475,0.00601017087879275,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1617,"LOC126332062","uncharacterized LOC126332062","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",13.1999921991828,8.04685704025289e-11,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1618,"LOC126332151","uncharacterized LOC126332151","lncRNA","Infection within diet","infection_average_all_diets; infection_diet33","Average infected; Infected diet 33",7.74954458959559,0.000128559581409538,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1619,"LOC126293666","leucine-rich repeat-containing protein 15-like","protein_coding","Infection within diet","infection_average_all_diets","Average infected",4.4120781317332,0.00122199397392938,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1620,"LOC126267391","papilin","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average infected; Infected diet 33",1.76683227289659,1.83814453636351e-05,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1621,"LOC126360830","dentin sialophosphoprotein-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average infected; Infected diet 83",1.37592428844525,0.000149841138873652,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1622,"LOC126269432","inverted formin-2-like","protein_coding","Infection within diet","infection_diet83","Infected diet 83",1.02299768856207,0.00318982647357701,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1623,"LOC126297521","nose resistant to fluoxetine protein 6-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet83","Average infected; Infected diet 33; Infected diet 83",5.85211827859589,1.10806060550442e-06,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1624,"LOC126299221","uncharacterized LOC126299221","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.97548225885156,1.24727148656549e-18,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1625,"LOC126284033","toll-like receptor 2","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.47825208451791,4.1721236995936e-21,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1626,"LOC126335565","cytochrome P450 9e2-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.71570230079806,2.72248251281803e-20,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1627,"LOC126336325","defensin-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",6.67753001654563,1.51103353955922e-17,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1628,"LOC126282072","uncharacterized LOC126282072","lncRNA","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.22314811711994,2.31000591884151e-18,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1629,"LOC126273060","uncharacterized LOC126273060","lncRNA","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",6.07557700788704,3.74997677756086e-16,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1630,"LOC126335115","esterase E4-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",6.73569992372961,6.10747049368193e-27,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1631,"LOC126271618","hatching enzyme 1.2-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",4.51062453575852,2.86669712511055e-06,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1632,"LOC126298233","uncharacterized LOC126298233","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",7.74831019749587,2.62509650039507e-20,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1633,"LOC126337850","uncharacterized LOC126337850","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.47804696581699,1.96068695031024e-20,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1634,"LOC126278436","uncharacterized LOC126278436","lncRNA","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",9.2213894980967,6.1772536769945e-26,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1635,"LOC126335463","serpin B8-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",6.9904249895082,9.02648166127449e-38,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1636,"LOC126331066","single Ig IL-1-related receptor-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",1.49618360506172,1.70892964980921e-07,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1637,"LOC126273393","mucin-4-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.75769714988315,6.15049901832572e-13,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1638,"LOC126281165","vascular endothelial growth factor A-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.0462667954093,1.79885721207278e-12,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1639,"LOC126278382","GTP-binding protein Rit2","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",5.67669131492053,2.11157378646112e-14,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1640,"LOC126353933","aromatic-L-amino-acid decarboxylase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.65257588893486,1.55729745185438e-11,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1641,"LOC126356204","zwittermicin A synthase ZmaJ","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",3.9588560446336,4.74025878678218e-13,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1642,"LOC126357744","ATP-binding cassette sub-family C member Sur","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.28529870768117,1.54836539004872e-12,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1643,"LOC126282030","nuclear factor NF-kappa-B p110 subunit","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.99398817007833,4.34284251576653e-15,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1644,"LOC126354995","cysteine sulfinic acid decarboxylase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",6.77769725944489,6.71019243914711e-24,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1645,"LOC126281499","multidrug resistance protein homolog 49-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.75915568718511,2.94769201592029e-16,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1646,"LOC126267154","uncharacterized LOC126267154","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.81555191173836,5.82242292366792e-12,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1647,"LOC126267629","uncharacterized LOC126267629","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",5.43275384895797,1.25907112715962e-13,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1648,"LOC126343159","KAT8 regulatory NSL complex subunit 3","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.04559905092421,5.79649246548388e-05,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1649,"LOC126354672","F-box only protein 32","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.74784411724468,4.83872833983608e-08,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1650,"LOC126272850","protein rolling stone-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.29811008863271,1.51836314000306e-13,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1651,"LOC126355644","uncharacterized LOC126355644","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",5.59917060016717,2.16491671206434e-11,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1652,"LOC126336694","huntingtin-interacting protein 1-like","protein_coding","Infection within diet","infection_diet83","Infected diet 83",1.1898704232617,0.000450055566442435,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1653,"LOC126297857","protein sickie","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",1.20630205866301,1.46493171421857e-09,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1654,"LOC126354835","formin-like protein","protein_coding","Infection within diet","infection_diet83","Infected diet 83",1.06920305396018,0.000884028669582564,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1655,"LOC126273103","putative ferric-chelate reductase 1 homolog","protein_coding","Infection within diet","infection_diet83","Infected diet 83",1.04541009602498,0.0196460276765875,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1656,"LOC126335231","inter alpha-trypsin inhibitor, heavy chain 4-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",1.58502535059631,6.73240881867221e-05,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1657,"LOC126266655","peptidyl-prolyl cis-trans isomerase FKBP8-like","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.05475859671547,0.0254872520590959,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1658,"LOC126273337","uncharacterized LOC126273337","protein_coding","Infection within diet","infection_average_all_diets","Average infected",1.33425546189443,0.0047872489255418,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1659,"LOC126298354","cytochrome P450 4C1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.95738714203113,0.000300364448188823,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1660,"LOC126336437","dynein axonemal assembly factor 3","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",1.7295622652153,3.71929458465385e-06,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1661,"LOC126271895","uncharacterized LOC126271895","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.81689269849461,1.45600824374737e-08,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1662,"LOC126267333","la-related protein 6","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",2.1656652519769,7.97576281845435e-06,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1663,"LOC126272599","uncharacterized LOC126272599","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",1.9988954078442,5.35078056098402e-05,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1664,"LOC126356065","large neutral amino acids transporter small subunit 1","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.68500811275435,2.02968474999163e-07,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1665,"LOC126282101","cytochrome P450 6a2-like","protein_coding","Infection within diet","infection_average_all_diets","Average infected",2.27451474137155,0.00553274647152502,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1666,"LOC126278279","chitin deacetylase 1","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.4767179079539,4.71129686216985e-05,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
1667,"LOC126298530","elongation of very long chain fatty acids protein AAEL008004-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.3795517214149,0.00132870921764341,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
