"canonical_gene_order","gene_id","Description","gene_biotype","DEG_context","comparisons","directions","max_abs_log2FC","min_padj","candidate_k2","candidate_k3","candidate_k4"
302,"LOC126293368","phosphoserine aminotransferase","protein_coding","Infection + diet","control_diet83_vs33; infected_diet83_vs33; infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83; Infected diet 83",1.74697070714962,1.44834041646204e-07,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
303,"LOC126293737","bifunctional purine biosynthesis protein ATIC","protein_coding","Infection + diet","infected_diet83_vs33; infection_average_all_diets; infection_diet33","Average control; Control diet 33; Infected diet 83",2.38616070446513,0.0001436772129325,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
304,"LOC126325353","serine hydroxymethyltransferase","protein_coding","Infection + diet","infected_diet83_vs33; infection_diet33","Control diet 33; Infected diet 83",2.32608132877246,0.0016483815956814,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
305,"LOC126336910","protein charybde-like","protein_coding","Infection + diet","control_diet83_vs33; infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",3.11250743361386,5.35005674741579e-07,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
306,"LOC126267711","hairy/enhancer-of-split related with YRPW motif protein","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.71204558041771,0.000112107698727957,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
307,"LOC126334600","mitochondrial glycine transporter-like","protein_coding","Infection + diet","control_diet83_vs33; infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.08094748553282,0.00080972111063036,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
308,"LOC126291838","connectin-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.67536205297478,0.0159165267051641,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
309,"LOC126319774","ras-like GTP-binding protein Rho1","protein_coding","Infection within diet","infection_average_all_diets","Average control",2.37435968633018,0.00131749706135976,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
310,"LOC126275296","discoidin domain-containing receptor tyrosine kinase B-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.50603014924907,0.0328428191400021,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
311,"LOC126355746","mpv17-like protein","protein_coding","Diet in infected","infected_diet33_vs50","Infected diet 50",4.19742827328021,0.0193967919550685,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
312,"LOC126335538","G protein-activated inward rectifier potassium channel 3-like","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.1187646946769,0.0162270231115536,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
313,"LOC126280942","acid sphingomyelinase-like phosphodiesterase 3a","protein_coding","Diet in infected","infected_diet33_vs50","Infected diet 50",3.4177525112039,0.0356104538300182,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
314,"LOC126335854","hemicentin-2-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.02921340658782,0.012004680824491,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
315,"LOC126278148","phospholipase A1 member A-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.765447688587,0.0216155686391807,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
316,"LOC126293357","homeobox protein abdominal-A homolog","protein_coding","Infection within diet","infection_diet50","Infected diet 50",3.69040033314734,0.0170967911164922,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
317,"LOC126266665","uncharacterized LOC126266665","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.67119919432225,0.0189878678414505,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
318,"LOC126285012","dehydrogenase/reductase SDR family member 11-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",3.31713571704308,0.0192552581688116,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
319,"LOC126355751","mitogen-activated protein kinase kinase kinase 11-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.12241329750055,0.0141071252567889,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
320,"LOC126284446","uncharacterized LOC126284446","lncRNA","Infection within diet","infection_average_all_diets","Average control",1.11544889193338,0.024397690031494,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
321,"LOC126335620","hemolymph lipopolysaccharide-binding protein-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.14078180591188,0.0347490268179589,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
322,"LOC126299235","uncharacterized LOC126299235","lncRNA","Infection within diet","infection_diet33","Control diet 33",1.21647620928495,0.0413552484958735,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
323,"LOC126354284","UDP-glucosyltransferase 2-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.04614688419401,0.0204611415060814,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
324,"LOC126292205","esterase FE4-like","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.11969149949891,0.0416583240801281,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
325,"LOC126267190","uncharacterized LOC126267190","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",2.97485498746068,2.49649707240483e-08,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
326,"LOC126281750","uncharacterized LOC126281750","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.60337770844066,6.82499062141512e-06,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
327,"LOC126297976","delta(24)-sterol reductase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.6416789054196,4.18767688475781e-07,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
328,"LOC126291810","UDP-glucosyltransferase 2-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",3.15079360545436,0.00540132105118473,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
329,"LOC126362173","gamma-1-syntrophin","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.40407795116868,0.00121822478596923,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
330,"LOC126279111","S-phase kinase-associated protein 2","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.47808656306876,0.000181539916064202,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
331,"LOC126356103","E3 ubiquitin-protein ligase LRSAM1-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.07167492245535,0.00273640226118894,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
332,"LOC126267060","cadherin-23-like","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.64170781510094,0.00925271121817915,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
333,"LOC126266779","zwei Ig domain protein zig-8-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.37421135325395,0.00693134673741201,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
334,"LOC126334820","uncharacterized LOC126334820","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.07727805623464,0.0168614023278405,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
335,"LOC126267179","tubulin alpha-1 chain","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.41167878078398,5.56815770696746e-08,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
336,"LOC126268218","isopentenyl-diphosphate Delta-isomerase 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.39923892708506,1.3940119845647e-08,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
337,"LOC126285307","zinc finger SWIM domain-containing protein 7-like","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.11600700319121,0.0196137170773358,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
338,"LOC126298797","uncharacterized LOC126298797","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.67140185034653,6.72656342841293e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
339,"LOC126299109","uncharacterized LOC126299109","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.40466358983593,0.000278039669167368,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
340,"LOC126298531","BTB/POZ domain-containing protein KCTD12","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.25829549001949,0.0013237264983283,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
341,"LOC126335453","chaoptin-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.68991057314302,0.00213975948357877,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
342,"LOC126291743","UDP-glucosyltransferase 2-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.76445736737745,0.000857787935986979,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
343,"LOC126339830","fatty-acid amide hydrolase 2-A-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.5363978263615,0.015436342679262,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
344,"LOC126282257","uncharacterized LOC126282257","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.75733737430751,0.00381033079326717,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
345,"LOC126336409","hexamerin-like","protein_coding","Infection within diet","infection_diet33","Control diet 33",2.23923118855948,0.0180765398477357,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
346,"LOC126284584","optomotor-blind protein-like","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.71203347686009,0.0180395862968884,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
347,"LOC126356039","protein white-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.22838165743012,7.40434117212597e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
348,"LOC126356371","fatty acid synthase","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.03885095179571,0.000179545929858519,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
349,"LOC126298496","N-glycosylase/DNA lyase-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.02689748410968,0.00560101415416024,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
350,"LOC126354225","ethanolamine-phosphate cytidylyltransferase","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.26004719625552,0.0296486488470192,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
351,"LOC126295444","uncharacterized LOC126295444","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.30225334091278,0.00222380167670447,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
352,"LOC126299493","1,4-alpha-glucan-branching enzyme-like","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.01518786052976,0.005053848326685,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
353,"LOC126278341","uncharacterized LOC126278341","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.22914607553627,0.0187802576177988,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
354,"LOC126293483","DNA replication licensing factor Mcm6","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.03858845310574,0.0106286572050221,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
355,"LOC126267979","centromere protein I-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.10503321518105,0.0325440969541671,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
356,"LOC126272754","uncharacterized LOC126272754","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.47481767620063,0.0341933080387547,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
357,"LOC126278403","protein Spindly-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.09244393486696,7.16384475965404e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
358,"LOC126297467","condensin complex subunit 2-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.07852543031688,0.0433683063143437,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
359,"LOC126267242","chromosome-associated kinesin KIF4","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.0074475137939,0.00321161592820394,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
360,"LOC126281393","uncharacterized LOC126281393","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.56909802913285,0.000499862091092072,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
361,"LOC126347975","calponin homology domain-containing protein DDB_G0272472-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.17190115241239,0.0210490860216869,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
362,"LOC126284413","protein abnormal spindle-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.087051102417,0.00512115239339089,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
363,"LOC126266629","uncharacterized LOC126266629","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.39067104235045,0.00205057435686399,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
364,"LOC126356140","proliferation marker protein Ki-67-like","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.00855146985339,0.0409065579079766,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
365,"LOC126272758","uncharacterized LOC126272758","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.13664748048562,0.00285206966820428,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
366,"LOC126273149","kinesin-like protein KIF22","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.30266990549474,0.00113029647273925,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
367,"LOC126266746","uncharacterized LOC126266746","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.05064515517822,0.000564491101029496,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
368,"LOC126334614","kinesin-like protein KIF20B","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.92164957038592,0.000223851586008,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
369,"LOC126284296","DNA replication ATP-dependent helicase/nuclease DNA2","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.29403290011228,0.000254034451903367,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
370,"LOC126354008","tonsoku-like protein","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.19088711355643,0.0280650897526671,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
371,"LOC126271923","DNA (cytosine-5)-methyltransferase 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.32495208755395,1.59783734686802e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
372,"LOC126336566","uncharacterized LOC126336566","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.36400265295012,0.0214742670460171,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
373,"LOC126285437","uncharacterized LOC126285437","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.01455926991119,0.0137557214397719,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
374,"LOC126267464","ATP-dependent DNA helicase DDX11","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.28409022311717,0.00769707078336948,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
375,"LOC126278395","uncharacterized LOC126278395","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.00352423314204,0.00553274647152502,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
376,"LOC126266642","nuclear pore complex protein Nup155","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.0284917407699,0.0147567021689679,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
377,"LOC126335465","serpin B6-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.19143289850383,0.00192522957979768,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
378,"LOC126353873","uncharacterized LOC126353873","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.47753496592638,0.00425688788115411,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
379,"LOC126283952","uncharacterized LOC126283952","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.06242822342361,0.0251392325734675,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
380,"LOC126272743","G2/mitotic-specific cyclin-B-like","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.12947731076251,0.027238446587596,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
381,"LOC126320492","protein MCM10 homolog","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.29129326836433,0.000244013788450326,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
382,"LOC126284626","uncharacterized LOC126284626","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",4.00819245228282,9.16049248846136e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
383,"LOC126277977","ubiquitin-conjugating enzyme E2 C-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.08102657556134,0.0435144803547537,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
384,"LOC126281310","uncharacterized LOC126281310","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.5145371534677,0.00412664831808212,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
385,"LOC126359832","DNA polymerase epsilon subunit 2","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.12180245650326,0.0127080803514349,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
386,"LOC126267471","PC-esterase domain-containing protein 1A-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.37847838214211,0.00263009184466852,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
387,"LOC126282371","cyclin-dependent kinase 1-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.33893994885074,0.00340394486085456,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
388,"LOC126299071","probable galactose-1-phosphate uridylyltransferase","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.01435495293276,0.0187657114237617,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
389,"LOC126322719","meiotic nuclear division protein 1 homolog","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.56366350191252,0.0265199611040875,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
390,"LOC126266967","mitotic checkpoint protein BUB3","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.02418793789012,0.0209621432369893,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
391,"LOC126272289","cyclin-dependent kinases regulatory subunit","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.5558340063155,0.000351766127685446,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
392,"LOC126334678","juvenile hormone esterase-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.04948023187266,0.0179660739245904,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
393,"LOC126284632","Fanconi anemia group D2 protein","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.30845592669688,0.00584688927448788,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
394,"LOC126362079","chromatin accessibility complex protein 1-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.06841955743043,0.0341933080387547,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
395,"LOC126278268","uncharacterized LOC126278268","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average control; Control diet 83",3.75080269601142,0.00022224046245239,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
396,"LOC126297511","dihydrofolate reductase-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.30000710752263,0.0426032339775071,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
397,"LOC126355331","condensin complex subunit 2-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",2.25879214151388,0.0494200753597605,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
398,"LOC126268197","NTF2-related export protein","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.02705205228976,0.0397324696432787,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
399,"LOC126275923","uncharacterized LOC126275923","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.36371686115162,0.0332540167066038,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
400,"LOC126293382","39S ribosomal protein L32, mitochondrial","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.24865823781275,0.000587468950011878,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
401,"LOC126295407","heat shock protein 60A","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.25345508845329,0.0211958483757268,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
402,"LOC126349792","complement component 1 Q subcomponent-binding protein, mitochondrial","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.02383328668256,0.0265642313361394,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
403,"LOC126284758","uncharacterized LOC126284758","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.52166946880389,0.0362305265884473,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
404,"LOC126284736","protein TonB-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.52824644296633,0.00351276052288763,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
405,"LOC126279732","U6 spliceosomal RNA","snRNA","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.62910259486682,0.00959549271464535,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
406,"LOC126354720","protein Skeletor, isoforms B/C","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.94507196640801,0.0178166961561398,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
407,"LOC126278704","glutamic acid-rich protein-like","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.018857762592,0.0434369566572256,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
408,"LOC126299336","high mobility group protein HMG-I/HMG-Y-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.06980326122873,0.00623170594578114,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
409,"LOC126273022","coiled-coil domain-containing protein 112-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.29684436568844,0.0134325905342901,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
410,"LOC126358586","multiple inositol polyphosphate phosphatase 1","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.11117762051914,0.0395942320836646,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
411,"LOC126336779","sphingomyelin phosphodiesterase-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.7269258904183,0.00321161592820394,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
412,"LOC126285375","sepiapterin reductase-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.08854697003274,0.00095406496291435,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
413,"LOC126336901","androgen-dependent TFPI-regulating protein-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.67740164175075,8.58939864616754e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
414,"LOC126278346","baculoviral IAP repeat-containing protein 5.2-B","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.10107086036872,0.00420665042548931,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
415,"LOC126266681","saccharopine dehydrogenase-like oxidoreductase","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.08699549624742,0.0252170143564344,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
416,"LOC126353790","E3 ubiquitin-protein ligase TRAIP","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.52567153573581,0.000136998967520022,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
417,"LOC126278549","histone H2A-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.41458725031719,4.36325521202588e-07,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
418,"LOC126270526","uncharacterized LOC126270526","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.39497800338742,0.000316571177182894,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
419,"LOC126298731","DEP domain-containing protein 1A-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.84642914923756,4.63004337848025e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
420,"LOC126334527","spindle and kinetochore-associated protein 1-like","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.12540678557329,0.00975266243682507,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
421,"LOC126335481","DNA primase large subunit","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.01495139742844,0.001417228996245,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
422,"LOC126355970","PCNA-associated factor-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.43127556032971,0.000138283177989185,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
423,"LOC126293550","uncharacterized LOC126293550","lncRNA","Infection within diet","infection_average_all_diets","Average control",1.28378475220165,0.0161762145736198,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
424,"LOC126285378","acetyl-CoA carboxylase","protein_coding","Infection + diet","infected_diet83_vs33; infection_average_all_diets; infection_diet83","Average control; Control diet 83; Infected diet 33",1.8779464184944,1.54849532851146e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
425,"LOC126335309","acyl-CoA Delta-9 desaturase-like","protein_coding","Infection + diet","infected_diet83_vs33; infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83; Infected diet 33",3.00484989402025,2.22680743933695e-12,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
426,"LOC126356254","DNA replication licensing factor mcm5","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.01506817564741,0.000559209819972059,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
427,"LOC126284030","proliferating cell nuclear antigen","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.20004500041169,2.48060826378379e-07,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
