"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","database","background","foreground_genes_tested","background_genes_tested","pathway_theme","pathway_scope"
"ko00670","One carbon pool by folate","8/275","13/3456",0.615384615384615,7.73370629370629,7.15098509314332,1.31795932189382e-06,4.10963679463254e-05,4.10963679463254e-05,"LOC126293404/LOC126354610/LOC126297511/LOC126266788/LOC126325353/LOC126293737/LOC126323251/LOC126267222",8,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Other KEGG pathway","Core metabolism or cross-domain"
"ko01200","Carbon metabolism","22/275","92/3456",0.239130434782609,3.00521739130435,5.7310727436997,1.60818145670019e-06,4.5967186637347e-05,4.5967186637347e-05,"LOC126293404/LOC126325353/LOC126336866/LOC126335256/LOC126336244/LOC126335505/LOC126334596/LOC126299542/LOC126284898/LOC126336251/LOC126293368/LOC126295405/LOC126365941/LOC126272037/LOC126336122/LOC126281954/LOC126297871/LOC126281958/LOC126297494/LOC126281532/LOC126349195/LOC126267350",22,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Carbohydrate and energy metabolism","Broad KEGG reference map"
"ko00983","Drug metabolism - other enzymes","17/275","66/3456",0.257575757575758,3.23702479338843,5.39450319162229,8.86103991030575e-06,0.000233795129941144,0.000233795129941144,"LOC126284573/LOC126336628/LOC126292317/LOC126281562/LOC126341237/LOC126272831/LOC126336724/LOC126331335/LOC126272926/LOC126282396/LOC126277880/LOC126336625/LOC126336888/LOC126266939/LOC126272928/LOC126336713/LOC126281404",17,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00330","Arginine and proline metabolism","12/275","37/3456",0.324324324324324,4.07587223587224,5.53003833412779,1.54167404246679e-05,0.000377710140404363,0.000377710140404363,"LOC126352958/LOC126278485/LOC126278697/LOC126281672/LOC126335010/LOC126266840/LOC126284808/LOC126272037/LOC126350022/LOC126278249/LOC126299043/LOC126281446",12,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00981","Insect hormone biosynthesis","8/275","18/3456",0.444444444444444,5.58545454545455,5.73421862939429,3.1427625564724e-05,0.000718645037913354,0.000718645037913354,"LOC126299150/LOC126305900/LOC126343748/LOC126293679/LOC126268026/LOC126320178/LOC126343702/LOC126281446",8,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Storage, lipid transport, and endocrine nutrition","Core metabolism or cross-domain"
"ko00790","Folate biosynthesis","10/275","29/3456",0.344827586206897,4.33354231974922,5.29976311036128,4.43888144179264e-05,0.000951585209084296,0.000951585209084296,"LOC126297511/LOC126365911/LOC126283957/LOC126331446/LOC126360985/LOC126269845/LOC126357545/LOC126283960/LOC126284296/LOC126285375",10,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00830","Retinol metabolism","9/275","24/3456",0.375,4.71272727272727,5.3657887148206,5.04957073354464e-05,0.00101882515388577,0.00101882515388577,"LOC126336628/LOC126281562/LOC126341237/LOC126272831/LOC126272926/LOC126336625/LOC126281954/LOC126266939/LOC126272928",9,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00620","Pyruvate metabolism","10/275","30/3456",0.333333333333333,4.18909090909091,5.1575373981531,6.19667129335773e-05,0.00118081014090095,0.00118081014090095,"LOC126336866/LOC126336244/LOC126266840/LOC126285378/LOC126278052/LOC126323251/LOC126336122/LOC126350022/LOC126297871/LOC126281446",10,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00030","Pentose phosphate pathway","9/275","25/3456",0.36,4.52421818181818,5.19913352209748,7.34659557976812e-05,0.00132625383361077,0.00132625383361077,"LOC126284811/LOC126329483/LOC126299542/LOC126284898/LOC126284812/LOC126281958/LOC126297494/LOC126281532/LOC126267019",9,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00480","Glutathione metabolism","14/275","59/3456",0.23728813559322,2.98206471494607,4.51444743742529,0.000147647169154861,0.00253214895100587,0.00253214895100587,"LOC126336692/LOC126278485/LOC126278697/LOC126335505/LOC126336724/LOC126331335/LOC126282396/LOC126277880/LOC126284808/LOC126336695/LOC126336888/LOC126297494/LOC126336713/LOC126281404",14,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Detoxification and secondary metabolism","Core metabolism or cross-domain"
"ko00140","Steroid hormone biosynthesis","8/275","22/3456",0.363636363636364,4.5699173553719,4.93830484130849,0.000173094812629008,0.00282721527294047,0.00282721527294047,"LOC126336628/LOC126281562/LOC126341237/LOC126272831/LOC126272926/LOC126336625/LOC126266939/LOC126272928",8,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Storage, lipid transport, and endocrine nutrition","Core metabolism or cross-domain"
"ko00051","Fructose and mannose metabolism","9/275","28/3456",0.321428571428571,4.03948051948052,4.74751681401511,0.00020057097208745,0.00312708379209069,0.00312708379209069,"LOC126355949/LOC126281399/LOC126284898/LOC126281438/LOC126283957/LOC126281958/LOC126357545/LOC126281974/LOC126283960",9,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00630","Glyoxylate and dicarboxylate metabolism","8/275","25/3456",0.32,4.02152727272727,4.45753438666602,0.000473889156849528,0.00706712959997339,0.00706712959997339,"LOC126293404/LOC126325353/LOC126336244/LOC126334596/LOC126267535/LOC126323251/LOC126365941/LOC126267350",8,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00860","Porphyrin metabolism","10/275","39/3456",0.256410256410256,3.22237762237762,4.10332775436811,0.000688036313623355,0.00983318564886711,0.00983318564886711,"LOC126336628/LOC126271720/LOC126281562/LOC126341237/LOC126272831/LOC126334891/LOC126272926/LOC126336625/LOC126266939/LOC126272928",10,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00561","Glycerolipid metabolism","10/275","41/3456",0.24390243902439,3.06518847006652,3.91079277599853,0.00105183287022425,0.0144311469794767,0.0144311469794767,"LOC126323656/LOC126356100/LOC126266840/LOC126272584/LOC126298779/LOC126283957/LOC126350022/LOC126281446/LOC126357545/LOC126283960",10,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko00680","Methane metabolism","6/275","17/3456",0.352941176470588,4.43550802139037,4.17453280151211,0.00140269855821257,0.0174682704958495,0.0174682704958495,"LOC126325353/LOC126284898/LOC126293368/LOC126295405/LOC126281954/LOC126281958",6,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00410","beta-Alanine metabolism","8/275","29/3456",0.275862068965517,3.46683385579937,3.92184463683045,0.00141989485406663,0.0174682704958495,0.0174682704958495,"LOC126292317/LOC126335256/LOC126266840/LOC126336251/LOC126268126/LOC126284808/LOC126350022/LOC126281446",8,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00380","Tryptophan metabolism","7/275","23/3456",0.304347826086957,3.82482213438735,3.99601088050929,0.00150805677938702,0.0174682704958495,0.0174682704958495,"LOC126335010/LOC126336244/LOC126267535/LOC126266840/LOC126336251/LOC126350022/LOC126281446",7,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00340","Histidine metabolism","5/275","12/3456",0.416666666666667,5.23636363636364,4.32176174952424,0.00152783706960783,0.0174682704958495,0.0174682704958495,"LOC126335010/LOC126272393/LOC126266840/LOC126350022/LOC126281446",5,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00360","Phenylalanine metabolism","5/275","12/3456",0.416666666666667,5.23636363636364,4.32176174952424,0.00152783706960783,0.0174682704958495,0.0174682704958495,"LOC126335010/LOC126272037/LOC126283954/LOC126269845/LOC126336714",5,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko01230","Biosynthesis of amino acids","12/275","58/3456",0.206896551724138,2.60012539184953,3.61297423626685,0.00162410084951048,0.0179698900445837,0.0179698900445837,"LOC126325353/LOC126335505/LOC126334596/LOC126299542/LOC126284898/LOC126293368/LOC126295405/LOC126365941/LOC126272037/LOC126298104/LOC126269845/LOC126281532",12,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Amino acid and nitrogen metabolism","Broad KEGG reference map"
"ko00010","Glycolysis / Gluconeogenesis","9/275","37/3456",0.243243243243243,3.05690417690418,3.69805963175258,0.00190780780459064,0.0204493149054559,0.0204493149054559,"LOC126266840/LOC126278052/LOC126284898/LOC126358586/LOC126281954/LOC126350022/LOC126297871/LOC126281958/LOC126281446",9,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko04110","Cell cycle","14/275","79/3456",0.177215189873418,2.22711162255466,3.24369956879397,0.00322994111677601,0.0335718122137628,0.0335718122137628,"LOC126284310/LOC126281636/LOC126272743/LOC126284276/LOC126266967/LOC126282371/LOC126354268/LOC126356254/LOC126336750/LOC126279072/LOC126279111/LOC126326589/LOC126284030/LOC126293483",14,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Cellular process","Eukaryote/metazoan-compatible"
"ko00280","Valine, leucine and isoleucine degradation","9/275","41/3456",0.219512195121951,2.75866962305987,3.33034614366651,0.00405142089528993,0.0408716872671895,0.0408716872671895,"LOC126335256/LOC126336244/LOC126266840/LOC126336251/LOC126350022/LOC126354727/LOC126299549/LOC126281446/LOC126275659",9,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko03030","DNA replication","8/275","37/3456",0.216216216216216,2.71724815724816,3.08740006429418,0.00730567963954581,0.071595660467549,0.071595660467549,"LOC126356254/LOC126336750/LOC126281396/LOC126335481/LOC126359832/LOC126284030/LOC126293483/LOC126284296",8,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Genetic information processing","Core metabolism or cross-domain"
"ko00710","Carbon fixation by Calvin cycle","6/275","23/3456",0.260869565217391,3.27841897233202,3.22306558454242,0.00761593006157179,0.0725628891977534,0.0725628891977534,"LOC126336866/LOC126299542/LOC126284898/LOC126272037/LOC126336122/LOC126281958",6,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00052","Galactose metabolism","6/275","24/3456",0.25,3.14181818181818,3.09544520375057,0.00949235603155261,0.0879967059141229,0.0879967059141229,"LOC126299071/LOC126291591/LOC126283957/LOC126277907/LOC126357545/LOC126283960",6,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00350","Tyrosine metabolism","5/275","18/3456",0.277777777777778,3.49090909090909,3.11494033396914,0.011112129423883,0.10030158927347,0.10030158927347,"LOC126335010/LOC126272037/LOC126283954/LOC126281954/LOC126336714",5,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko01523","Antifolate resistance","6/275","26/3456",0.230769230769231,2.90013986013986,2.85912880289082,0.014193272667538,0.124828013460655,0.124828013460655,"LOC126298974/LOC126354610/LOC126297511/LOC126266788/LOC126325353/LOC126293737",6,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00720","Other carbon fixation pathways","4/275","13/3456",0.307692307692308,3.86685314685315,3.04450821333552,0.0157700775867346,0.135228415306249,0.135228415306249,"LOC126336244/LOC126335505/LOC126334596/LOC126365941",4,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko01210","2-Oxocarboxylic acid metabolism","5/275","20/3456",0.25,3.14181818181818,2.82409667462594,0.0176355071823865,0.147536072281916,0.147536072281916,"LOC126335505/LOC126334596/LOC126365941/LOC126272037/LOC126298104",5,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Other KEGG pathway","Broad KEGG reference map"
"ko00071","Fatty acid degradation","7/275","38/3456",0.184210526315789,2.31502392344498,2.39633737343364,0.0277582519709444,0.223442190984197,0.223442190984197,"LOC126336244/LOC126266840/LOC126336251/LOC126281954/LOC126350022/LOC126281446/LOC126275659",7,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko00250","Alanine, aspartate and glutamate metabolism","6/275","30/3456",0.2,2.51345454545455,2.44762493171188,0.0280117032429169,0.223442190984197,0.223442190984197,"LOC126299364/LOC126268126/LOC126272037/LOC126354727/LOC126299043/LOC126324953",6,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00520","Amino sugar and nucleotide sugar metabolism","7/275","39/3456",0.17948717948718,2.25566433566434,2.31841891621881,0.0316139274896575,0.246444934748921,0.246444934748921,"LOC126299078/LOC126299071/LOC126291591/LOC126266657/LOC126277907/LOC126272931/LOC126267263",7,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00020","Citrate cycle (TCA cycle)","6/275","31/3456",0.193548387096774,2.43237536656892,2.35513572766423,0.0324973958960566,0.247702373163276,0.247702373163276,"LOC126335505/LOC126334596/LOC126278052/LOC126365941/LOC126297871/LOC126349195",6,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko04978","Mineral absorption","4/275","16/3456",0.25,3.14181818181818,2.52447985372203,0.0332269635076833,0.247757575720334,0.247757575720334,"LOC126271720/LOC126322591/LOC126365988/LOC126298067",4,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04111","Cell cycle - yeast","9/275","58/3456",0.155172413793103,1.95009404388715,2.14524769126196,0.0375548738264884,0.274070674946501,0.274070674946501,"LOC126284276/LOC126266967/LOC126354268/LOC126356254/LOC126336750/LOC126272289/LOC126326589/LOC126293483/LOC126355331",9,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Cellular process","Eukaryote/metazoan-compatible"
"ko05418","Fluid shear stress and atherosclerosis","10/275","68/3456",0.147058823529412,1.84812834224599,2.07660009805835,0.0405278150869099,0.28960501197521,0.28960501197521,"LOC126356132/LOC126299541/LOC126336724/LOC126331335/LOC126353858/LOC126282396/LOC126298299/LOC126336888/LOC126336713/LOC126281404",10,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Immune and stress signaling","Core metabolism or cross-domain"
"ko01524","Platinum drug resistance","8/275","51/3456",0.156862745098039,1.97133689839572,2.05449436690523,0.0459063917331833,0.321344742132283,0.321344742132283,"LOC126299541/LOC126336724/LOC126331335/LOC126282396/LOC126336888/LOC126278346/LOC126336713/LOC126281404",8,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00650","Butanoate metabolism","4/275","18/3456",0.222222222222222,2.79272727272727,2.24184756882743,0.0492993347667912,0.335904389666807,0.335904389666807,"LOC126336244/LOC126336251/LOC126268126/LOC126299549",4,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko04964","Proximal tubule bicarbonate reclamation","3/275","11/3456",0.272727272727273,3.42743801652893,2.37060074687735,0.0509242806491952,0.335904389666807,0.335904389666807,"LOC126322591/LOC126365988/LOC126278052",3,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04973","Carbohydrate digestion and absorption","3/275","11/3456",0.272727272727273,3.42743801652893,2.37060074687735,0.0509242806491952,0.335904389666807,0.335904389666807,"LOC126355818/LOC126322591/LOC126299541",3,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko00625","Chloroalkane and chloroalkene degradation","2/275","5/3456",0.4,5.02690909090909,2.64906665540046,0.0537062338449389,0.347570532241774,0.347570532241774,"LOC126281954/LOC126281446",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Other KEGG pathway","Core metabolism or cross-domain"
"ko01212","Fatty acid metabolism","7/275","45/3456",0.155555555555556,1.95490909090909,1.89555313722674,0.0622600318829634,0.395466498812157,0.395466498812156,"LOC126334918/LOC126336244/LOC126285378/LOC126336251/LOC126356371/LOC126284002/LOC126275659",7,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Lipid and membrane metabolism","Broad KEGG reference map"
"ko00230","Purine metabolism","15/275","124/3456",0.120967741935484,1.52023460410557,1.7344673177888,0.0647568277986123,0.403847126089528,0.403847126089528,"LOC126335182/LOC126354610/LOC126266788/LOC126298865/LOC126272511/LOC126293737/LOC126281265/LOC126267230/LOC126299364/LOC126277880/LOC126335481/LOC126335184/LOC126359832/LOC126299365/LOC126324953",15,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko04612","Antigen processing and presentation","4/275","20/3456",0.2,2.51345454545455,1.99556712390377,0.0689409925860057,0.415962796758053,0.415962796758053,"LOC126291966/LOC126291748/LOC126266662/LOC126268069",4,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04512","ECM-receptor interaction","5/275","29/3456",0.172413793103448,2.16677115987461,1.8549669265342,0.0754437496307465,0.415962796758053,0.415962796758053,"LOC126293286/LOC126269651/LOC126293755/LOC126293692/LOC126281351",5,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Cellular process","Eukaryote/metazoan-compatible"
"ko00310","Lysine degradation","7/275","47/3456",0.148936170212766,1.87172147001934,1.76897505631275,0.0754800392781893,0.415962796758053,0.415962796758053,"LOC126298275/LOC126336244/LOC126266840/LOC126336251/LOC126350022/LOC126349195/LOC126281446",7,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00072","ko00072","2/275","6/3456",0.333333333333333,4.18909090909091,2.29848416132641,0.0764013300167853,0.415962796758053,0.415962796758053,"LOC126336244/LOC126299549",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00400","Phenylalanine, tyrosine and tryptophan biosynthesis","2/275","6/3456",0.333333333333333,4.18909090909091,2.29848416132641,0.0764013300167853,0.415962796758053,0.415962796758053,"LOC126272037/LOC126269845",2,"KEGG_pathway","Expressed rRNA-filtered genes",275,3456,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
