"GeneID","Description","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneType"
"LOC126318332","pre-mRNA-processing factor 40 homolog A-like",21.9339870503454,2.49108582669503,0.685817060252493,3.63228909146398,0.000280918154130833,0.0139580529942459,"protein_coding"
"LOC126318444","sarcoplasmic reticulum histidine-rich calcium-binding protein-like",55.1018549798406,2.71224345602998,0.849063993458319,3.19439226834099,0.001401255738172,0.0359935331228254,"protein_coding"
"LOC126318452","uncharacterized LOC126318452",55.2983041909381,3.02057937118276,0.823945403035813,3.66599456718064,0.000246379155323135,0.0128888347555017,"protein_coding"
"LOC126318442","uncharacterized LOC126318442",21.9947981913433,2.62434494784726,0.781654507636055,3.35742316101269,0.000786726069445217,0.0251850193723644,"protein_coding"
"LOC126318439","valine--tRNA ligase-like",19.0297760183499,2.40070616475649,0.718826580977021,3.33975708229025,0.000838517006408644,0.026002109290296,"protein_coding"
"LOC126318464","TNF receptor-associated protein 1 homolog%2C mitochondrial-like",30.6237070367954,2.42086214709452,0.724129249949789,3.34313542404534,0.000828374631190852,0.0257496452386354,"protein_coding"
"LOC126318462","PAN2-PAN3 deadenylation complex catalytic subunit Pan2-like",16.4496074471539,2.3470450006281,0.650203181706913,3.60971011317822,0.000306539387389902,0.0149994501000785,"protein_coding"
"LOC126318459","uncharacterized LOC126318459",52.9003697542481,3.60123151168996,0.725511241443746,4.96371566141914,6.9157169266407e-07,0.000593322407526261,"protein_coding"
"LOC126318456","eukaryotic translation initiation factor 4 gamma 3-like",73.0438472997249,2.54296336267551,0.825258596138408,3.08141396475562,0.00206020004691362,0.0458443672092115,"protein_coding"
"LOC126318457","uncharacterized LOC126318457",20.0437123763247,2.91466003650103,0.69262401586665,4.20814174751658,2.57479340811518e-05,0.00401884067746848,"lncRNA"
"LOC126318650","uncharacterized LOC126318650",32.6193332157695,2.62136190230157,0.775976382046284,3.37814650413576,0.000729761904339013,0.0245404855911163,"protein_coding"
"LOC126318611","uncharacterized LOC126318611",24.6045349063725,2.94025954772408,0.910603131345855,3.22891438268879,0.00124261090162484,0.0327017580634153,"protein_coding"
"LOC126318625","uncharacterized LOC126318625",49.5348403839475,3.01907985134762,0.860404009520811,3.50890955637114,0.000449947885045697,0.0187224727821894,"protein_coding"
"LOC126318627","uncharacterized LOC126318627",59.501788569843,2.85481641104375,0.817433387065742,3.49241474133005,0.000478674379889681,0.0193105347799383,"protein_coding"
"LOC126318617","transforming growth factor beta-1-induced transcript 1 protein-like",55.0513436093457,3.14150661464981,0.782477424439848,4.01482076866143,5.94909853742727e-05,0.00603085708470307,"protein_coding"
"LOC126318619","uncharacterized LOC126318619",26.3005570085186,2.82621475787903,0.754753358137628,3.74455406843473,0.000180714458395413,0.0106789154826168,"protein_coding"
"LOC126318616","DNA-directed RNA polymerase II subunit rpb2-like",68.7273022298894,2.66196129698156,0.730974541346345,3.6416607506995,0.000270884894428389,0.0135642712311243,"protein_coding"
"LOC126318615","uncharacterized LOC126318615",27.2976727602828,2.55030915420031,0.665671919168035,3.83118031685597,0.000127529996860171,0.00872969962549753,"protein_coding"
"LOC126318597","uncharacterized LOC126318597",42.3274965296642,2.73333826482613,0.838938904725311,3.25808977200919,0.00112164917305346,0.0309753287725857,"protein_coding"
"LOC126318687","serine/threonine-protein phosphatase alpha-2 isoform-like",17.0366780579604,2.56832891982798,0.713985854687181,3.59717059234071,0.000321697510700198,0.0154083005028727,"protein_coding"
"LOC126318690","proteasome subunit beta type-4-like",20.5432744100453,2.73540399198036,0.717456732079198,3.812639661284,0.000137490491645384,0.00916769501028212,"protein_coding"
"LOC126318672","chromatin-remodeling ATPase INO80-like",49.0857362592968,3.14245089391259,0.711136555867809,4.4189134533772,9.91983590667216e-06,0.00226442925988491,"protein_coding"
"LOC126318670","pre-mRNA-processing-splicing factor 8-like",91.298719457225,3.13053193384569,0.83082818610207,3.76796549059434,0.000164583447707494,0.0100380302774775,"protein_coding"
"LOC126318698","uncharacterized LOC126318698",24.2759269905157,2.8047459554675,0.718211552093893,3.90518078871117,9.41549686110123e-05,0.00725557060512046,"lncRNA"
"LOC126318683","uncharacterized LOC126318683",25.6611591308699,2.40037402121064,0.687009059902338,3.49394813156011,0.000475933475677063,0.0193105347799383,"protein_coding"
"LOC126318678","uncharacterized LOC126318678",23.3785827854354,3.33513075234583,0.728064890236281,4.58081525022236,4.63166869815688e-06,0.00149012361191452,"protein_coding"
"LOC126319984","tyrosine-protein phosphatase 3-like",25.3731237581369,2.54364394213473,0.744510963194651,3.41652986709572,0.00063424706109326,0.0224379546512871,"protein_coding"
"LOC126319985","uncharacterized LOC126319985",14.7761851213307,2.60858810818173,0.835444812723722,3.12239428440186,0.00179386517071619,0.0420496373077352,"lncRNA"
"LOC126319963","anaphase-promoting complex subunit cdc20-like",88.249201308268,2.80952135062935,0.875522598711853,3.20896497105039,0.00133213720598728,0.0344935084584513,"protein_coding"
"LOC126319971","EARP-interacting protein homolog",40.9883684115622,2.92694596445718,0.913182470814025,3.2052147933239,0.00134961724922714,0.0348577866055026,"protein_coding"
"LOC126319972","uncharacterized LOC126319972",49.4819010103176,3.14522444756969,0.797181995090757,3.94542835505412,7.96574476833505e-05,0.00692583798153842,"protein_coding"
"LOC126319846","guanine nucleotide-binding protein subunit beta-like",37.1405150077967,2.86600866751805,0.68408038091893,4.18957880895242,2.79472709869884e-05,0.00408697079922221,"protein_coding"
"LOC126319849","uncharacterized LOC126319849",73.2618786442595,3.24995379829876,0.880190508167904,3.69232997645415,0.000222208893124412,0.0121135412458058,"protein_coding"
"LOC126319848","uncharacterized LOC126319848",26.5337899627844,2.34366079730252,0.673811025124527,3.47821675501582,0.000504761579756114,0.019987005445789,"protein_coding"
