gene_id,description,gene_biotype,sequence_class,seqid,contrast_family,contrast_id,numerator,denominator,log2FoldChange,padj,higher_in
LOC126282165,leucine-rich repeat-containing protein 24-like,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.490254676477428,4.181939523904514e-5,Infected diet 50
LOC126355206,rho-related BTB domain-containing protein 1,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.1109064337805032,4.181939523904514e-5,Infected diet 50
LOC126355804,facilitated trehalose transporter Tret1-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.906703818452693,4.181939523904514e-5,Infected diet 50
LOC126266728,major facilitator superfamily domain-containing protein 12-like,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.6147888060829785,4.252729278082389e-5,Infected diet 50
LOC126365759,putative defense protein,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,4.0127018335166165,4.25976162394343e-5,Infected diet 50
LOC126336695,glutathione S-transferase-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.6237577199862534,4.363058507913938e-5,Control diet 50
LOC126345263,peroxisomal acyl-coenzyme A oxidase 3,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.3076924661218197,4.523850227557081e-5,Control diet 50
LOC126279611,solute carrier organic anion transporter family member 74D-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.8652729997272335,4.5433766695994354e-5,Infected diet 50
LOC126291913,arylalkylamine N-acetyltransferase 1,protein_coding,Nuclear chromosome,NC_064928.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.6767609170639903,4.646431714042989e-5,Infected diet 50
LOC126365964,lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.0169482010756767,4.6484902308100094e-5,Infected diet 50
LOC126365959,proline-rich protein 2-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.1341841068621263,4.6561899140844255e-5,Infected diet 50
LOC126354226,ankyrin repeat and zinc finger domain-containing protein 1-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.5328949227707345,4.700076657823818e-5,Infected diet 50
LOC126354924,uncharacterized LOC126354924,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.481360364432214,4.718522173771658e-5,Control diet 50
LOC126335256,"probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.2692942414376245,5.0382001860569024e-5,Control diet 50
LOC126278946,ATP-binding cassette subfamily G member 4-like,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.2902015130087174,5.067066177886214e-5,Infected diet 50
LOC126356152,amphoterin-induced protein 3-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.4309980089573064,5.131728473367846e-5,Infected diet 50
LOC126281663,ankyrin repeat domain-containing protein 65-like,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.0333187390252772,5.154615450965887e-5,Infected diet 50
LOC126271650,MLX-interacting protein,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.0318811736538824,5.5462943317236924e-5,Infected diet 50
LOC126335117,esterase E4-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.5535505668182124,5.7534887347043325e-5,Infected diet 50
LOC126294954,uncharacterized LOC126294954,protein_coding,Nuclear chromosome,NC_064930.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.771615317354339,6.170582015641451e-5,Infected diet 50
LOC126292235,uncharacterized LOC126292235,protein_coding,Nuclear chromosome,NC_064928.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.5102914160798921,6.213082780216628e-5,Infected diet 50
LOC126267154,uncharacterized LOC126267154,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.650276950586559,6.257663801817104e-5,Infected diet 50
LOC126349011,uncharacterized LOC126349011,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.351459370757392,6.29952219903635e-5,Infected diet 50
LOC126272382,peroxiredoxin-6-like,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.8659752201328184,6.339065249612686e-5,Infected diet 50
LOC126282528,ETS homologous factor-like,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.2792556389461454,6.741282169009538e-5,Infected diet 50
LOC126267060,cadherin-23-like,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.7335821486977938,6.983955218463774e-5,Control diet 50
LOC126335579,ATP-binding cassette sub-family C member 4-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.0187363478634577,7.023669033255376e-5,Infected diet 50
LOC126267477,kininogen-1-like,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.7013634903835493,7.401557974531458e-5,Infected diet 50
LOC126273343,proline-rich protein 36-like,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.5660745581953108,7.401557974531458e-5,Infected diet 50
LOC126360117,long-chain fatty acid transport protein 1-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.482957693750766,7.644838370452337e-5,Infected diet 50
LOC126356100,"glycerol-3-phosphate acyltransferase 1, mitochondrial",protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.0109283429026397,7.701652752599454e-5,Control diet 50
LOC126336000,uncharacterized LOC126336000,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.8083650147556454,8.229283969284723e-5,Infected diet 50
LOC126332793,juvenile hormone esterase-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.4311387489553324,8.337910532657442e-5,Control diet 50
LOC126302399,lachesin-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.60511548827221,8.589735156785169e-5,Infected diet 50
LOC126335545,leukocyte elastase inhibitor-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.0061844861653184,8.621094468538094e-5,Infected diet 50
LOC126355561,transcription factor SOX-9-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.873947445790533,8.640619438028846e-5,Control diet 50
LOC126281385,cytochrome P450 6j1-like,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,4.3175229095991785,8.745589243236582e-5,Infected diet 50
LOC126354788,proton-coupled amino acid transporter-like protein pathetic,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,5.1052618241741,8.76097547673768e-5,Infected diet 50
LOC126356065,large neutral amino acids transporter small subunit 1,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.7376059470218181,8.799062652076813e-5,Infected diet 50
LOC126281532,transaldolase,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.5900521592758339,8.873569252842356e-5,Control diet 50
LOC126272831,UDP-glycosyltransferase UGT5-like,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.408028215067324,9.054245632092643e-5,Control diet 50
LOC126285340,"nascent polypeptide-associated complex subunit alpha, muscle-specific form-like",protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.507212056632962,9.2281685539766e-5,Infected diet 50
LOC126335721,histone acetyltransferase KAT6A-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,4.23918456451187,9.27432872166635e-5,Infected diet 50
LOC126267973,terminal nucleotidyltransferase 5C,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.6006774332146736,9.322430604045903e-5,Infected diet 50
LOC126278009,neural cell adhesion molecule 1-B-like,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.7851730540772255,9.387987798673322e-5,Infected diet 50
LOC126281165,vascular endothelial growth factor A-like,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.780572457519985,9.387987798673322e-5,Infected diet 50
LOC126268038,tubulin alpha-1 chain-like,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.3272866947504935,9.628881836541173e-5,Infected diet 50
LOC126284350,calmodulin-like,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.0713970945266933,9.819003124699783e-5,Infected diet 50
LOC126293181,uncharacterized LOC126293181,protein_coding,Nuclear chromosome,NC_064929.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,4.112930833524206,1.0042404604741063e-4,Infected diet 50
LOC126298063,nuclear factor interleukin-3-regulated protein,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.8601323519172188,1.0042404604741063e-4,Infected diet 50
LOC126354913,uncharacterized LOC126354913,lncRNA,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.755239987982216,1.0042404604741063e-4,Infected diet 50
LOC126268218,isopentenyl-diphosphate Delta-isomerase 1-like,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.6279661452074692,1.0134774623933174e-4,Control diet 50
LOC126272041,ejaculatory bulb-specific protein 3-like,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.310234926789565,1.0279194173301642e-4,Infected diet 50
LOC126295335,E3 ubiquitin-protein ligase MIB2,protein_coding,Nuclear chromosome,NC_064930.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.11944755438332,1.0279194173301642e-4,Infected diet 50
LOC126332162,uncharacterized LOC126332162,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.610855841671452,1.0279194173301642e-4,Infected diet 50
LOC126335446,fibrous sheath CABYR-binding protein-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.6183009223295208,1.0479694464765439e-4,Infected diet 50
LOC126268205,WD repeat-containing protein 47,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.2764872145276878,1.0596145775514913e-4,Infected diet 50
LOC126361126,"glucose dehydrogenase [FAD, quinone]-like",protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.2934501473028828,1.0598600069315811e-4,Infected diet 50
LOC126354704,spondin-1-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.7114419384209496,1.074490014801518e-4,Infected diet 50
LOC126295041,uncharacterized LOC126295041,protein_coding,Nuclear chromosome,NC_064930.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.8547863159648896,1.0793060613094805e-4,Infected diet 50
LOC126323780,leucine-rich repeat-containing protein 15-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.299308298104432,1.082686242221531e-4,Infected diet 50
LOC126273185,armadillo repeat-containing protein 5-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.278407058697525,1.1129364187626341e-4,Control diet 50
LOC126282207,modular serine protease-like,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.939429483158312,1.1319397204779807e-4,Infected diet 50
LOC126356215,cholinesterase-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.117798112405934,1.1501451478439113e-4,Control diet 50
LOC126339265,"nitric oxide synthase, salivary gland",protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.4528843092995025,1.1827288861055731e-4,Infected diet 50
LOC126295063,forkhead box protein D1-like,protein_coding,Nuclear chromosome,NC_064930.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.4600837449918382,1.194140159859489e-4,Infected diet 50
LOC126335259,sialin-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-4.364728300315633,1.2190356260078572e-4,Control diet 50
LOC126271991,protein MTSS 2,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.0402774039361888,1.2302461525206848e-4,Infected diet 50
LOC126293579,melanization protease 1-like,protein_coding,Nuclear chromosome,NC_064929.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.354932691630179,1.2452245889246652e-4,Infected diet 50
LOC126335827,uncharacterized LOC126335827,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.7645308331727474,1.2490499274504276e-4,Infected diet 50
LOC126354550,cuticle protein 16.5-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-3.9016014163176562,1.2593785737959536e-4,Control diet 50
LOC126299171,serine/threonine-protein kinase NIM1-like,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.2034569378050053,1.270417086173409e-4,Control diet 50
LOC126281483,zwei Ig domain protein zig-8-like,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.1207457267896794,1.317327998633269e-4,Infected diet 50
LOC126293171,uncharacterized LOC126293171,lncRNA,Nuclear chromosome,NC_064929.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.1901441864380313,1.3273306223882437e-4,Infected diet 50
LOC126331832,neuropeptide-like 1,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.138441224734694,1.3743570359227465e-4,Infected diet 50
LOC126267997,myosin heavy chain 95F,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.57315570715167,1.3952135705953323e-4,Control diet 50
LOC126336538,proline-rich protein 2-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-3.770545356261452,1.4249935930031116e-4,Control diet 50
LOC126297444,lysosomal aspartic protease,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.3894359168014454,1.429124731528004e-4,Infected diet 50
LOC126354818,chitooligosaccharidolytic beta-N-acetylglucosaminidase-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.1151504925143305,1.4785872456037622e-4,Control diet 50
LOC126297497,PI-PLC X domain-containing protein 1-like,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,4.394255695258519,1.4884657747768913e-4,Infected diet 50
LOC126272992,uncharacterized LOC126272992,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.4258160615196975,1.4906485691320367e-4,Infected diet 50
LOC126291728,uncharacterized LOC126291728,protein_coding,Nuclear chromosome,NC_064928.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.3954442133556624,1.5046955527654905e-4,Infected diet 50
LOC126281023,ras-related and estrogen-regulated growth inhibitor-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.5612924996424993,1.5807521303838864e-4,Control diet 50
LOC126304998,cardioactive peptide,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.5633293802636303,1.5820174582426578e-4,Infected diet 50
LOC126282271,histone H2A.V,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.628848647742462,1.5882303904856423e-4,Control diet 50
LOC126354672,F-box only protein 32,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.4207605063010362,1.6198102032829485e-4,Infected diet 50
LOC126356221,choline transporter-like protein 1,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.742492608432276,1.630724641910472e-4,Infected diet 50
LOC126271849,uncharacterized LOC126271849,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-3.499231283978216,1.6443876702292956e-4,Control diet 50
LOC126354582,cationic amino acid transporter 4,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.170311517537826,1.644418931919805e-4,Infected diet 50
LOC126299298,tyrosine-protein phosphatase 99A,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.2470871903435303,1.654412758839998e-4,Infected diet 50
LOC126266714,uncharacterized LOC126266714,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-3.153961941830274,1.655122211249328e-4,Control diet 50
LOC126334841,protein phosphatase PTC7 homolog,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.1626346623325983,1.655122211249328e-4,Infected diet 50
LOC126299011,venom acid phosphatase Acph-1-like,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.5779994485662323,1.6740908825829684e-4,Infected diet 50
LOC126293368,phosphoserine aminotransferase,protein_coding,Nuclear chromosome,NC_064929.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.7406916861564794,1.6774962491941016e-4,Control diet 50
LOC126329315,glyoxylate reductase/hydroxypyruvate reductase-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.073814659828828,1.6774962491941016e-4,Infected diet 50
LOC126355366,uracil-DNA glycosylase-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.1392098201858756,1.6774962491941016e-4,Control diet 50
LOC126336875,enhancer of split mbeta protein-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.8013556208143202,1.6971439124214085e-4,Control diet 50
LOC126359091,toll-like receptor 2 type-2,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.6271465065094421,1.6971439124214085e-4,Infected diet 50
LOC126365760,putative defense protein,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.9289725698306737,1.7014780318505085e-4,Infected diet 50
LOC126297494,glucose-6-phosphate 1-dehydrogenase,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.372213220804824,1.756946367312995e-4,Control diet 50
LOC126268397,failed axon connections,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.4941902534568312,1.7686596157789457e-4,Infected diet 50
LOC126336638,organic cation transporter protein-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.4422541530741757,1.7686596157789457e-4,Infected diet 50
LOC126336738,hemolymph lipopolysaccharide-binding protein-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.9115673792868826,1.8037181806533466e-4,Infected diet 50
LOC126355739,UDP-glycosyltransferase UGT5-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.90042415789961,1.8155545959133484e-4,Infected diet 50
LOC126334820,uncharacterized LOC126334820,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.6737989292778541,1.8297299173842816e-4,Control diet 50
LOC126354795,protein slit-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,4.477646945903487,1.8317874671856522e-4,Infected diet 50
LOC126356154,integrin alpha-PS2-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.9834642137954612,1.8516863375974283e-4,Infected diet 50
LOC126278867,cytochrome P450 4c3,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.3679007524300746,1.8528716863082322e-4,Infected diet 50
LOC126281481,"mannosyl-oligosaccharide alpha-1,2-mannosidase IA",protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.551948727966699,1.8604939386487732e-4,Infected diet 50
LOC126354807,uncharacterized LOC126354807,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.406741078260447,1.908901126360852e-4,Infected diet 50
LOC126298335,dynein axonemal heavy chain 5,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.195119940388904,1.9409704516169763e-4,Infected diet 50
LOC126320606,esterase FE4-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-4.329683603628476,1.9409704516169763e-4,Control diet 50
LOC126284371,tyramine receptor tyra-2,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.3274029051112635,1.960024682991643e-4,Infected diet 50
LOC126336948,lysosomal alpha-mannosidase-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.9132265068107484,1.9759781166728757e-4,Control diet 50
LOC126278287,thyrostimulin beta-5 subunit,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.6918196964041603,2.0033216084523495e-4,Infected diet 50
LOC126298687,IDLSRF-like peptide,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.9803355748148417,2.019166645304931e-4,Infected diet 50
LOC126273297,uncharacterized LOC126273297,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.164767066762029,2.0380375211643314e-4,Infected diet 50
LOC126299349,uncharacterized LOC126299349,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.826288354514784,2.06725601920027e-4,Infected diet 50
LOC126339755,inter-alpha-trypsin inhibitor heavy chain H4-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.132134906030615,2.06725601920027e-4,Infected diet 50
LOC126292044,uncharacterized LOC126292044,protein_coding,Nuclear chromosome,NC_064928.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.5337089821431362,2.1166868680791106e-4,Infected diet 50
LOC126281298,uncharacterized LOC126281298,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-3.909057758443527,2.1345801805033944e-4,Control diet 50
LOC126276633,calcineurin B homologous protein 1,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.266325460434691,2.2081438934314738e-4,Control diet 50
LOC126346580,chitinase-like protein Idgf4,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.7095683920860925,2.2146983396145885e-4,Infected diet 50
LOC126291729,uncharacterized LOC126291729,protein_coding,Nuclear chromosome,NC_064928.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,5.248137619611934,2.23448505759547e-4,Infected diet 50
LOC126284575,uncharacterized LOC126284575,lncRNA,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.780192401402517,2.2756121064000578e-4,Infected diet 50
LOC126282155,uncharacterized LOC126282155,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.080434142016762,2.2917000192361085e-4,Control diet 50
LOC126283972,"glucose dehydrogenase [FAD, quinone]-like",protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.9752348277427876,2.2993502198811777e-4,Infected diet 50
LOC126353933,aromatic-L-amino-acid decarboxylase-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.20375917360325,2.3319489563006766e-4,Infected diet 50
LOC126297712,uncharacterized LOC126297712,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.1668786930532833,2.3328439010521663e-4,Infected diet 50
LOC126340284,uncharacterized LOC126340284,lncRNA,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,3.3418520629933623,2.3345985280673963e-4,Infected diet 50
LOC126354103,alpha-tocopherol transfer protein-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.6614407307407157,2.3345985280673963e-4,Control diet 50
LOC126299506,ephrin type-B receptor 1-B,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.0822743425402799,2.3588864565287423e-4,Infected diet 50
LOC126324336,"glutamate receptor ionotropic, kainate 2-like",protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.638026457313586,2.3752995924919212e-4,Infected diet 50
LOC126299374,uncharacterized LOC126299374,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.527645777029316,2.4246259196806003e-4,Infected diet 50
