gene_id,description,gene_biotype,sequence_class,seqid,contrast_family,contrast_id,numerator,denominator,log2FoldChange,padj,higher_in
LOC126335354,monocarboxylate transporter 12-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.488891071504394,0.03716168303206313,Control diet 50
LOC126355887,UDP-glucosyltransferase 2-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.2342611331784057,0.03719701327845829,Control diet 50
LOC126267247,natterin-4-like,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.1585905462478916,0.03721336477960606,Infected diet 50
LOC126291795,luciferin sulfotransferase-like,protein_coding,Nuclear chromosome,NC_064928.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.6608151736670527,0.03725732751670956,Control diet 50
LOC126330110,carboxylesterase 4A,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.1829369385615085,0.03726075347676616,Control diet 50
LOC126334704,uncharacterized LOC126334704,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.31405128043553,0.03732289499084799,Infected diet 50
LOC126333352,uncharacterized LOC126333352,lncRNA,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.5278080088861312,0.03733479138987037,Infected diet 50
LOC126354827,monocarboxylate transporter 13-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.0468694992141874,0.03734892661143691,Control diet 50
LOC126280740,mucin-5AC,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.0266921154394124,0.03742014497684597,Control diet 50
LOC126279803,solute carrier organic anion transporter family member 74D-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.4075636985116984,0.037438236350810825,Control diet 50
LOC126267308,JNK-interacting protein 1,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.6294020225713206,0.037509123596611654,Infected diet 50
LOC126297986,serine/threonine-protein kinase PLK1-like,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.1325145275119226,0.037509123596611654,Control diet 50
LOC126354538,arylsulfatase B-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.19963343929194,0.03753635356887657,Infected diet 50
LOC126268125,semaphorin-5A,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.1813537832648164,0.037548944399602976,Control diet 50
LOC126335767,titin-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.4680864057107674,0.03760952609379056,Control diet 50
LOC126355537,dipeptidase 1-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.308383279799026,0.03765939857976537,Infected diet 50
LOC126336598,putative uncharacterized protein DDB_G0271606,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.4696766600619908,0.03792790743965203,Control diet 50
LOC126291849,peroxidase-like,protein_coding,Nuclear chromosome,NC_064928.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.2574338220989083,0.037932612736389704,Infected diet 50
LOC126324491,pH-sensitive chloride channel 2-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.7777138180021717,0.037932612736389704,Control diet 50
LOC126267013,cytochrome P450 3A6-like,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,4.674573423986589,0.037970526423939104,Infected diet 50
LOC126267676,nephrin-like,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.5984320293790435,0.03798494980595904,Infected diet 50
LOC126272414,obscurin-like,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.4414981359491132,0.03809396810316928,Infected diet 50
LOC126266677,lachesin-like,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.208626453261715,0.03817417190116888,Infected diet 50
LOC126353957,uncharacterized LOC126353957,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.1923956610864075,0.03835999525651151,Infected diet 50
LOC126266799,follistatin-related protein 5-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.321110191667684,0.03844393065280797,Infected diet 50
LOC126278434,kinesin-like protein CG14535,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.422317140774507,0.03847760943997785,Control diet 50
LOC126272742,limbic system-associated membrane protein,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.6574501132561927,0.038503702638396045,Infected diet 50
LOC126354039,sialin-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.453734301128532,0.038503702638396045,Control diet 50
LOC126291424,D-erythrulose reductase-like,protein_coding,Nuclear chromosome,NC_064928.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.426537286332078,0.03880640569766029,Control diet 50
LOC126334737,BAG domain-containing protein Samui-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.3250675502060567,0.038827672441172335,Infected diet 50
LOC126355751,mitogen-activated protein kinase kinase kinase 11-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.5571367220296475,0.03901417988409889,Control diet 50
LOC126278491,ras-associated and pleckstrin homology domains-containing protein 1-like,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.590660340092285,0.039045523279485475,Control diet 50
LOC126298736,WSC domain-containing protein 1-like,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.6947097115331393,0.039205597073792814,Infected diet 50
LOC126334907,uncharacterized LOC126334907,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.0542344176473284,0.03921714465317079,Control diet 50
LOC126345132,uncharacterized LOC126345132,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.750181901505884,0.03923408488890493,Control diet 50
LOC126297642,mitochondrial pyruvate carrier 2-like,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.8621069161134076,0.039323713776939676,Control diet 50
LOC126332740,juvenile hormone esterase-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.376130602552649,0.03938974904080922,Control diet 50
LOC126355555,cuticle protein 16.5-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.0971833535191617,0.03938974904080922,Control diet 50
LOC126279923,RNA-binding protein 24-B-like,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.1264138549873264,0.03946957467575692,Control diet 50
LOC126354433,uncharacterized LOC126354433,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.5204678160953606,0.03946957467575692,Control diet 50
LOC126354826,monocarboxylate transporter 9-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.248260333889669,0.0394906292823035,Control diet 50
LOC126281718,uncharacterized LOC126281718,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.1994956128976433,0.03949540819175963,Control diet 50
LOC126297907,homeobox protein engrailed-1a-like,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.40362137404254,0.03955074242306711,Control diet 50
LOC126284252,somatomedin-B and thrombospondin type-1 domain-containing protein,protein_coding,Nuclear chromosome,NC_064927.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.5861779172399413,0.03960462885409041,Control diet 50
LOC126354525,uncharacterized LOC126354525,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.5163604359753202,0.03961997985967226,Infected diet 50
LOC126266988,G-protein coupled receptor 52-like,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.2664825811882638,0.039688040407253475,Infected diet 50
LOC126267984,trypsin-1-like,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.1545721814733767,0.0397413158820427,Control diet 50
LOC126295155,myotrophin-like,protein_coding,Nuclear chromosome,NC_064930.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.1250157686732862,0.04026252107136173,Infected diet 50
LOC126266862,UNC93-like protein,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.6006771511438298,0.04040835342673226,Control diet 50
LOC126336561,protein quiver-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.0237778133678896,0.0404480512434737,Control diet 50
LOC126334873,hexamerin-like,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.446452953433106,0.04045227632821479,Control diet 50
LOC126322142,protein phosphatase PHLPP-like protein,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.253171920379029,0.04051826975211874,Control diet 50
LOC126354368,rac GTPase-activating protein 1,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.064702459949184,0.04051826975211874,Control diet 50
LOC126361668,sodium/potassium-transporting ATPase subunit alpha,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.1226005220895643,0.04058307378716252,Control diet 50
LOC126272274,protein madd-4-like,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.4509228873824978,0.04064702477258001,Control diet 50
LOC126337058,protein takeout,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.5889438121996327,0.04070377313178187,Control diet 50
LOC126272589,pikachurin-like,protein_coding,Nuclear chromosome,NC_064924.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.048480139497228,0.0408146226472185,Control diet 50
LOC126267934,epithelial discoidin domain-containing receptor 1-like,protein_coding,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.3667005350534367,0.040820219392648155,Infected diet 50
LOC126354459,para-nitrobenzyl esterase-like,protein_coding,Nuclear chromosome,NC_064922.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.5691112985280817,0.040820219392648155,Control diet 50
LOC126282043,"aldehyde dehydrogenase, mitochondrial-like",protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.4135258986741006,0.040875795774283734,Control diet 50
LOC126346522,uncharacterized LOC126346522,protein_coding,Nuclear chromosome,NC_064920.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.8157579120410319,0.04089022664543606,Control diet 50
LOC126278166,zinc finger and SCAN domain-containing protein 22-like,protein_coding,Nuclear chromosome,NC_064925.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.7422587663635167,0.040989188513343065,Control diet 50
LOC126323167,uncharacterized LOC126323167,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.1879433679380957,0.041132694557066224,Infected diet 50
LOC126335926,uncharacterized LOC126335926,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,1.2954672523079636,0.04117450217597283,Infected diet 50
LOC126298490,dopamine beta-hydroxylase,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,2.0099819480266996,0.041267244757075855,Infected diet 50
LOC126297938,ecdysone-induced protein 74EF,protein_coding,Nuclear chromosome,NC_064931.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.21805791265245,0.04128645959714045,Control diet 50
LOC126267460,uncharacterized LOC126267460,lncRNA,Nuclear chromosome,NC_064923.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.4379086679147803,0.0414102949228144,Control diet 50
LOC126336425,uncharacterized LOC126336425,protein_coding,Nuclear chromosome,NC_064921.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-1.1106796265660734,0.04147268230002592,Control diet 50
LOC126281438,sorbitol dehydrogenase-like,protein_coding,Nuclear chromosome,NC_064926.1,Infection within diet,infection_diet50,Infected diet 50,Control diet 50,-2.400889629269002,0.041534612746242976,Control diet 50
