"gene_id","n_phase_tissues","phase_tissues","phase_directions","phase_mean_log2FC","phase_max_abs_log2FC","head_phase_log2FC","thorax_phase_log2FC","head_phase_padj","thorax_phase_padj","phase_consensus","phase_class"
"LOC126267295",1,"Thorax","Solitarious-up",-1.0637729217082,1.0637729217082,NA,-1.0637729217082,NA,0.000366660586876416,"Solitarious-up","Thorax phase DEG only"
"LOC126267000",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267003",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266698",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267157",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266961",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267373",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267383",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267388",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268081",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267531",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268101",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266875",1,"Thorax","Gregarious-up",1.79117470788913,1.79117470788913,NA,1.79117470788913,NA,0.000326580540541415,"Gregarious-up","Thorax phase DEG only"
"LOC126365865",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126365866",1,"Thorax","Solitarious-up",-1.12847587700494,1.12847587700494,NA,-1.12847587700494,NA,9.22127089782144e-19,"Solitarious-up","Thorax phase DEG only"
"LOC126365867",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266832",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266791",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126365844",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268037",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268042",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126365897",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267504",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266878",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266879",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268118",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268123",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126365942",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267755",1,"Thorax","Gregarious-up",1.05285551138204,1.05285551138204,NA,1.05285551138204,NA,0.0406464748474689,"Gregarious-up","Thorax phase DEG only"
"LOC126366005",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266859",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267160",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267339",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267759",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126365768",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126365856",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267459",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266604",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266606",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266607",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266935",1,"Thorax","Solitarious-up",-1.35751686924946,1.35751686924946,NA,-1.35751686924946,NA,0.00409757188955832,"Solitarious-up","Thorax phase DEG only"
"LOC126267320",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267315",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267271",1,"Thorax","Gregarious-up",1.00420650428056,1.00420650428056,NA,1.00420650428056,NA,0.00943266434926209,"Gregarious-up","Thorax phase DEG only"
"LOC126266713",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267772",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267773",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266988",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267172",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267060",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126365820",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267048",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267050",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267412",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267167",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268074",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267445",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266938",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267788",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266909",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266928",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267197",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266679",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268236",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268027",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268107",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266897",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267455",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267473",1,"Thorax","Solitarious-up",-1.70696710639124,1.70696710639124,NA,-1.70696710639124,NA,0.00428050780426676,"Solitarious-up","Thorax phase DEG only"
"LOC126365794",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267816",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126365889",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126365967",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126365822",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267493",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267519",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267478",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267071",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267290",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267154",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126365833",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267362",1,"Thorax","Gregarious-up",1.03303243344985,1.03303243344985,NA,1.03303243344985,NA,0.0225570168094165,"Gregarious-up","Thorax phase DEG only"
"LOC126268002",1,"Thorax","Solitarious-up",-1.14581075264048,1.14581075264048,NA,-1.14581075264048,NA,0.0106376759771134,"Solitarious-up","Thorax phase DEG only"
"LOC126365762",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266729",1,"Thorax","Solitarious-up",-1.59939538114647,1.59939538114647,NA,-1.59939538114647,NA,9.90846740215294e-05,"Solitarious-up","Thorax phase DEG only"
"LOC126267463",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267403",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267401",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268225",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268226",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268026",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266808",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266812",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268086",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266623",1,"Thorax","Gregarious-up",1.64319421759401,1.64319421759401,NA,1.64319421759401,NA,1.71876234157153e-05,"Gregarious-up","Thorax phase DEG only"
"LOC126365850",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268208",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268209",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268132",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267873",1,"Thorax","Gregarious-up",1.53585872313113,1.53585872313113,NA,1.53585872313113,NA,5.08723440993648e-17,"Gregarious-up","Thorax phase DEG only"
"LOC126268204",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268203",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268080",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266914",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126365917",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126365977",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126365979",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267466",1,"Thorax","Gregarious-up",1.16290676776111,1.16290676776111,NA,1.16290676776111,NA,0.0355320989765638,"Gregarious-up","Thorax phase DEG only"
"LOC126267635",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267898",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126365933",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267900",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126266718",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267905",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126365823",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267518",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126365944",1,"Thorax","Gregarious-up",1.80577431557386,1.80577431557386,NA,1.80577431557386,NA,7.83806681565645e-06,"Gregarious-up","Thorax phase DEG only"
"LOC126365945",1,"Thorax","Gregarious-up",1.51280765507633,1.51280765507633,NA,1.51280765507633,NA,0.000845309843656976,"Gregarious-up","Thorax phase DEG only"
"LOC126365946",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267433",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267434",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126267436",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126268177",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272417",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126273203",1,"Thorax","Gregarious-up",1.86798516125078,1.86798516125078,NA,1.86798516125078,NA,0.00013512091290464,"Gregarious-up","Thorax phase DEG only"
"LOC126272338",1,"Thorax","Gregarious-up",1.36372487358694,1.36372487358694,NA,1.36372487358694,NA,1.6650661118793e-11,"Gregarious-up","Thorax phase DEG only"
"LOC126273215",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272078",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126273462",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126271991",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272039",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126273222",1,"Thorax","Solitarious-up",-2.07926140805911,2.07926140805911,NA,-2.07926140805911,NA,9.02223027762511e-06,"Solitarious-up","Thorax phase DEG only"
"LOC126272163",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272237",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126271848",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126271850",1,"Thorax","Solitarious-up",-1.47937389847251,1.47937389847251,NA,-1.47937389847251,NA,3.52354352081331e-07,"Solitarious-up","Thorax phase DEG only"
"LOC126272560",1,"Thorax","Solitarious-up",-1.31657544715804,1.31657544715804,NA,-1.31657544715804,NA,2.27310209602351e-15,"Solitarious-up","Thorax phase DEG only"
"LOC126273232",1,"Thorax","Solitarious-up",-2.30975857405376,2.30975857405376,NA,-2.30975857405376,NA,4.51755732862919e-19,"Solitarious-up","Thorax phase DEG only"
"LOC126272979",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272982",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272984",1,"Thorax","Gregarious-up",1.66750132832459,1.66750132832459,NA,1.66750132832459,NA,0.00191174730343877,"Gregarious-up","Thorax phase DEG only"
"LOC126272983",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126273239",1,"Thorax","Solitarious-up",-2.48775535464932,2.48775535464932,NA,-2.48775535464932,NA,1.22179711736276e-14,"Solitarious-up","Thorax phase DEG only"
"LOC126272610",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272462",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126271895",1,"Thorax","Gregarious-up",1.49192449055964,1.49192449055964,NA,1.49192449055964,NA,0.0059848677732067,"Gregarious-up","Thorax phase DEG only"
"LOC126273256",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272555",1,"Thorax","Gregarious-up",1.09028981919193,1.09028981919193,NA,1.09028981919193,NA,3.88178115441541e-07,"Gregarious-up","Thorax phase DEG only"
"LOC126271939",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272525",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272526",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126273079",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272360",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272801",1,"Thorax","Gregarious-up",1.17839414370803,1.17839414370803,NA,1.17839414370803,NA,8.80217237469842e-06,"Gregarious-up","Thorax phase DEG only"
"LOC126272365",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272888",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272867",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272087",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272511",1,"Thorax","Solitarious-up",-1.60209114201621,1.60209114201621,NA,-1.60209114201621,NA,0.029838815027428,"Solitarious-up","Thorax phase DEG only"
"LOC126271858",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126271857",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126271915",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272808",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272895",1,"Thorax","Gregarious-up",2.49769465360389,2.49769465360389,NA,2.49769465360389,NA,7.60956749433925e-09,"Gregarious-up","Thorax phase DEG only"
"LOC126272556",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272347",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272351",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272576",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272695",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272812",1,"Thorax","Gregarious-up",1.44874546156459,1.44874546156459,NA,1.44874546156459,NA,4.91407975946355e-17,"Gregarious-up","Thorax phase DEG only"
"LOC126272964",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272635",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126273056",1,"Thorax","Solitarious-up",-2.33452241923911,2.33452241923911,NA,-2.33452241923911,NA,3.51677383604486e-10,"Solitarious-up","Thorax phase DEG only"
"LOC126273135",1,"Thorax","Gregarious-up",1.29664413106321,1.29664413106321,NA,1.29664413106321,NA,0.0474378592632935,"Gregarious-up","Thorax phase DEG only"
"LOC126272590",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272594",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272186",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272472",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272209",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272956",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272715",1,"Thorax","Solitarious-up",-1.30188252568173,1.30188252568173,NA,-1.30188252568173,NA,2.82716585786554e-06,"Solitarious-up","Thorax phase DEG only"
"LOC126273173",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126273157",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126271988",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272325",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126271957",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126271964",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272015",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272797",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272116",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126273334",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126273335",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272028",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272583",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126271932",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272457",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272044",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126273071",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126273068",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126273199",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272950",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272581",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126273063",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272169",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272212",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272399",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272744",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272901",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126273456",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126273457",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126273186",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126272491",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126271936",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126273038",1,"Thorax","Gregarious-up",1.3206661000276,1.3206661000276,NA,1.3206661000276,NA,0.000242386095960178,"Gregarious-up","Thorax phase DEG only"
