"canonical_gene_order","gene_id","Description","gene_biotype","DEG_context","comparisons","directions","max_abs_log2FC","min_padj","candidate_k2","candidate_k3","candidate_k4"
665,"LOC126278166","zinc finger and SCAN domain-containing protein 22-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.74225876636352,0.00638816722446476,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
666,"LOC126281023","ras-related and estrogen-regulated growth inhibitor-like","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.5612924996425,0.000158075213038389,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
667,"LOC126324060","uncharacterized LOC126324060","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.53818193128613,4.34732753826171e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
668,"LOC126281310","uncharacterized LOC126281310","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.60037727269141,6.15719091227424e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
669,"LOC126336967","T-box transcription factor TBX20-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.00433926047269,4.66569848422725e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
670,"LOC126273009","lachesin-like","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.24181561035049,0.038124454268874,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
671,"LOC126356015","serine/threonine-protein kinase meng-po","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.54106944055449,0.0446147472532874,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
672,"LOC126281795","allatostatins","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.30043016729028,0.0267997168912616,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
673,"LOC126298316","inhibin beta B chain-like","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.04698312823396,0.0354532250761901,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
674,"LOC126319774","ras-like GTP-binding protein Rho1","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.67722514402086,0.000158103367546845,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
675,"LOC126336239","cardioacceleratory peptide receptor-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.6422095642459,0.0230941176772448,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
676,"LOC126275296","discoidin domain-containing receptor tyrosine kinase B-like","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.79058711194392,0.00634116682934994,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
677,"LOC126284609","uncharacterized LOC126284609","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.35980624451857,0.0122579369954768,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
678,"LOC126354707","esterase FE4-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.69581182904007,5.73257155996628e-07,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
679,"LOC126281570","tubulin alpha-1 chain-like","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.11620973365885,0.027286762076294,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
680,"LOC126267179","tubulin alpha-1 chain","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.59430023005861,1.5914108285077e-09,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
681,"LOC126282271","histone H2A.V","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.62884864774246,5.819666700448e-12,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
682,"LOC126320956","uncharacterized LOC126320956","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.30541132914712,3.21380892175445e-07,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
683,"LOC126334943","cyclic nucleotide-gated cation channel beta-1","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.38151099891298,3.11034849448063e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
684,"LOC126335538","G protein-activated inward rectifier potassium channel 3-like","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.10761451941848,0.00195492605510053,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
685,"LOC126266835","uncharacterized LOC126266835","protein_coding","Infection within diet","infection_diet33; infection_diet83","Control diet 33; Control diet 83",1.28438711367776,0.0109360877345529,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
686,"LOC126267315","protein patched","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.11306993288239,3.30913269939544e-10,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
687,"LOC126298660","homeobox protein aristaless-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.11267439357837,6.92513484968289e-08,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
688,"LOC126281398","feline leukemia virus subgroup C receptor-related protein 2","protein_coding","Infection + diet","control_diet83_vs33; infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.56136207825246,1.16419745369318e-07,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
689,"LOC126336122","NADP-dependent malic enzyme-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",2.15906430951041,3.95946935872499e-08,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
690,"LOC126266779","zwei Ig domain protein zig-8-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.08896728832521,0.00779413633112243,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
691,"LOC126278882","protein artichoke","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.53229596486356,0.0435637341058828,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
692,"LOC126356006","diuretic hormone receptor-like","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.23774866066743,0.00649475484263504,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
693,"LOC126284286","uncharacterized LOC126284286","protein_coding","Infection within diet","infection_average_all_diets","Average control",2.14629212039278,0.000450039227337913,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
694,"LOC126284333","neurotrophin 1","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.53673842534911,0.0056429592328115,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
695,"LOC126298991","adenosine receptor A1-like","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.04358779908831,0.00604263357368812,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
696,"LOC126361173","uncharacterized LOC126361173","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.43425739389052,0.00163179833353437,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
697,"LOC126284705","uncharacterized LOC126284705","lncRNA","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.73174632263008,1.51903989425052e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
698,"LOC126353994","synaptotagmin-14","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.46494309536598,0.0273555870068547,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
699,"LOC126278519","orexin/Hypocretin receptor type 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.42118174812651,0.000140642288525075,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
700,"LOC126340356","serine/arginine repetitive matrix protein 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.04174261892901,0.00547643794722378,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
701,"LOC126355324","mediator of RNA polymerase II transcription subunit 15-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.07866758161185,0.00896389774273974,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
702,"LOC126285050","esterase FE4-like","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.04446111324453,0.0277827353297945,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
703,"LOC126342297","septin-2","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.00739504556449,0.0378571097832123,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
704,"LOC126281934","protein mab-21","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.98210826106082,9.63872975721088e-06,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
705,"LOC126335453","chaoptin-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.9988905075787,1.15518625436117e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
706,"LOC126335354","monocarboxylate transporter 12-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.48889107150439,0.000839486139850012,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
707,"LOC126342775","leucine zipper putative tumor suppressor 2-like","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.24497150776599,0.00364678843252222,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
708,"LOC126339150","protein tiptop","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.04821500142608,0.0137500575213479,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
