"gene_id","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","phase_class","n_context_families","single_context","DEG_context","Description","max_abs_sample_z","sample_with_max_abs_z","sample_deviation_direction","heatmap_row_order"
"LOC126327073",1,"infection_average_all_diets","Average control",1.19931398825076,0.0167160965010717,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126327073",3.17352418991038,"1042","Lower than gene mean",192
"LOC126354890",1,"infection_average_all_diets","Average control",1.51811883189996,0.00252221716870314,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126354890",3.01069269925955,"1023","Lower than gene mean",193
"LOC126355818",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.80582491776201,0.00367335096018565,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","alpha-amylase 1-like",2.97562756419487,"1042","Lower than gene mean",194
"LOC126354197",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.54336139921977,0.000186702491268858,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","ATP-dependent RNA helicase glh-2-like",3.21170173397703,"1042","Lower than gene mean",195
"LOC126268128",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.23111487307107,0.00098157247494453,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","endoglucanase E-4-like",3.15209750477091,"1042","Lower than gene mean",196
"LOC126332601",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.15656829951536,0.00046592327317789,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","alpha-amylase-like",2.88801287015111,"1023","Lower than gene mean",197
"LOC126354316",1,"infection_average_all_diets","Average control",1.76668160545093,0.00214278363841258,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cholinesterase-like",3.04410957352282,"1042","Lower than gene mean",198
"LOC126278364",1,"infection_average_all_diets","Average control",1.64466010184771,0.00184247897390747,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","endoglucanase A-like",4.15313632880942,"1042","Lower than gene mean",199
"LOC126278365",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.45737355785122,0.000108077352539723,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","endoglucanase A-like",3.88830411914165,"1042","Lower than gene mean",200
"LOC126354065",1,"infection_average_all_diets","Average control",1.07180232191582,0.0419723386471694,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","juvenile hormone esterase-like",3.60764009099224,"1042","Lower than gene mean",201
"LOC126336923",1,"infection_average_all_diets","Average control",1.35296969729348,0.00439103046246596,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126336923",3.69339374378377,"1042","Lower than gene mean",202
"LOC126291919",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.08084109584147,0.00337235685227854,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126291919",3.2281213912395,"1042","Lower than gene mean",203
"LOC126291976",1,"infection_average_all_diets","Average control",1.32815760465813,0.011415162027903,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126291976",3.37702525211741,"1042","Lower than gene mean",204
"LOC126354459",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.56911129852808,0.0129636471716467,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","para-nitrobenzyl esterase-like",2.16481266199579,"1023","Lower than gene mean",205
"LOC126331446",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.30701009583931,0.000255526810679155,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","alkaline phosphatase 4-like",2.43199452453155,"1042","Lower than gene mean",206
"LOC126277383",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",3.19116519151365,8.26619852387622e-09,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","putative lysozyme-like protein",2.70830311615373,"1023","Lower than gene mean",207
"LOC126281914",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",3.03618139651133,1.13379981806508e-09,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126281914",2.25667724821174,"1042","Lower than gene mean",208
"LOC126335321",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.88223285961018,0.000208414064631309,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126335321",2.43142115347603,"1023","Lower than gene mean",209
"LOC126291698",1,"infection_diet50","Control diet 50",1.14695467173485,0.0052325325107744,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","ectonucleoside triphosphate diphosphohydrolase 5",1.98677549586027,"1023","Lower than gene mean",210
"LOC126344496",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.5503418098368,0.00114867144345299,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","lazarillo protein-like",1.82394354175526,"1050","Lower than gene mean",211
"LOC126268069",2,"infection_diet33; infection_diet50","Control diet 33; Control diet 50",1.14993333559863,0.00634427333029567,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","gamma-interferon-inducible lysosomal thiol reductase-like",2.50770455763363,"1023","Lower than gene mean",212
"LOC126278501",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.99306684304984,7.81983831678399e-07,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","fork head domain transcription factor slp2-like",2.57246209280036,"1023","Lower than gene mean",213
"LOC126354198",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.4272809206918,2.39467040131072e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126354198",2.9594194173461,"1023","Lower than gene mean",214
"LOC126272691",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.42115219239085,1.55513012043709e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126272691",2.77906627797877,"1042","Lower than gene mean",215
"LOC126295285",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.72714844912715,6.6977067137419e-06,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","apolipoprotein D-like",2.58355088093812,"1042","Lower than gene mean",216
"LOC126284795",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",2.49475893316647,0.000117317960273982,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126284795",3.08744154154805,"1023","Lower than gene mean",217
"LOC126284914",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.51261562111757,4.19773752393905e-07,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126284914",3.30398323714667,"1023","Lower than gene mean",218
"LOC126336543",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.23369007835332,8.60020726157741e-06,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","putative per-hexamer repeat protein 5",3.64326746339179,"1023","Lower than gene mean",219
"LOC126291782",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.50194957828236,0.00141475562089873,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","putative inactive serine protease 43",3.52197529157656,"1016","Lower than gene mean",220
"LOC126336542",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.29080219532257,0.000786794971892914,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126336542",3.54012186901108,"1023","Lower than gene mean",221
"LOC126267150",1,"infection_average_all_diets","Average control",1.19931914873482,0.0148227207547981,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126267150",3.79959265238919,"1023","Lower than gene mean",222
"LOC126327089",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.26402671737429,0.0104943013754371,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126327089",3.01086291285116,"1023","Lower than gene mean",223
"LOC126283960",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.78135700541861,1.46242770969644e-08,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","aldo-keto reductase family 1 member B1-like",2.0107012568456,"1002","Higher than gene mean",224
"LOC126284383",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.69870739165622,4.68897385617815e-07,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126284383",2.58590064261678,"1023","Lower than gene mean",225
"LOC126332816",1,"infection_diet50","Control diet 50",1.0117328167933,0.0253565059092949,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","juvenile hormone esterase-like",2.34254377516687,"1007","Higher than gene mean",226
"LOC126297442",1,"infection_diet33","Control diet 33",1.27568117718507,0.0154383924945494,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","beta-1,4-glucuronyltransferase 1",2.04204768931699,"1006","Higher than gene mean",227
"LOC126284936",4,"control_diet83_vs33; infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",3.70367996830634,1.80562563038899e-05,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","uncharacterized LOC126284936",2.9762986823499,"1006","Higher than gene mean",228
"LOC126278289",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.60696266863237,4.02278607373343e-06,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","solute carrier family 22 member 16-like",2.52633799635813,"1023","Lower than gene mean",229
"LOC126281443",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.93716225477521,0.00288621768596572,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126281443",2.06699024416384,"1042","Lower than gene mean",230
"LOC126291920",1,"infection_average_all_diets","Average control",1.57419735105598,0.0244757200027981,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126291920",2.98659483624155,"1003","Higher than gene mean",231
"LOC126365951",1,"infection_average_all_diets","Average control",1.0194357312475,0.00707588317944934,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126365951",2.62406371110962,"1034","Higher than gene mean",232
"LOC126356216",1,"infection_diet83","Control diet 83",1.71107127992624,0.0462355370783391,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","juvenile hormone esterase-like",2.56737430147814,"1002","Higher than gene mean",233
"LOC126284778",1,"infection_diet50","Control diet 50",1.26858972962402,0.00467546232356241,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","EF-hand calcium-binding domain-containing protein 4B-like",2.39546920386706,"1023","Lower than gene mean",234
"LOC126267000",1,"infection_diet50","Control diet 50",1.00267291220595,0.046849862242088,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized protein ZK1073.1",2.64701205370638,"1023","Lower than gene mean",235
"LOC126266913",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.74662065816511,4.09958705086833e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","serine/arginine repetitive matrix protein 1-like",2.5495662702261,"1023","Lower than gene mean",236
"LOC126297379",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.73709672330282,4.78235291371342e-07,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126297379",2.28657672964473,"1002","Higher than gene mean",237
"LOC126297748",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.42542364728424,0.000170324863430564,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","neurofilament heavy polypeptide-like",3.10413769960391,"1023","Lower than gene mean",238
"LOC126281608",1,"infection_diet50","Control diet 50",1.32813582602429,0.0159204486406867,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","protein kinase C, brain isozyme",2.30334108060851,"1023","Lower than gene mean",239
"LOC126335021",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.52657803063892,0.000426432084636273,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","frizzled-9-like",2.66704977109347,"1023","Lower than gene mean",240
"LOC126273293",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.47821735702872,2.1985872816512e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","protein dead ringer-like",3.31009279721741,"1023","Lower than gene mean",241
"LOC126335080",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.78950950950438,0.000189141754217032,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126335080",3.28427625904839,"1023","Lower than gene mean",242
"LOC126334657",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.42482214789785,0.000385854550461973,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","bcl-2-related ovarian killer protein-like",2.81125733979613,"1002","Higher than gene mean",243
"LOC126336958",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.41341300628239,5.30692116967786e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126336958",3.099152306818,"1023","Lower than gene mean",244
"LOC126363150",1,"infection_diet50","Control diet 50",1.04277390764517,0.020849361430207,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","neurocalcin homolog",2.35883060174582,"1002","Higher than gene mean",245
"LOC126285150",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.40638173671943,0.000300535801979888,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126285150",2.36368739472504,"1034","Higher than gene mean",246
"LOC126344078",1,"infection_average_all_diets","Average control",1.00212940720819,0.00218764591603078,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126344078",2.42554730059692,"1023","Lower than gene mean",247
"LOC126281516",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.11205512170768,1.15197053717151e-06,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","nose resistant to fluoxetine protein 6-like",2.24621124279549,"1002","Higher than gene mean",248
"LOC126281758",1,"infection_average_all_diets","Average control",1.02407886639417,0.00265556653786878,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","phorbol ester/diacylglycerol-binding protein unc-13-like",2.49873337024752,"1002","Higher than gene mean",249
"LOC126355884",1,"infection_average_all_diets","Average control",1.12395819298271,0.00114283850721631,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","serine/threonine-protein phosphatase rdgC",2.76206813036319,"1002","Higher than gene mean",250
"LOC126266744",1,"infection_diet50","Control diet 50",1.01838286256794,0.033957484727569,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","nephrin-like",2.16054331626357,"1002","Higher than gene mean",251
"LOC126341744",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.21195095804593,7.87116947496915e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","organic cation transporter protein-like",2.47337293355415,"1057","Lower than gene mean",252
"LOC126267795",1,"infection_average_all_diets","Average control",1.01424282167722,0.0182462175666539,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","dopamine receptor 2-like",2.84448156583877,"1057","Lower than gene mean",253
"LOC126278456",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.62479209621039,0.00223036815442852,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126278456",2.00242665067476,"1042","Lower than gene mean",254
"LOC126333672",1,"infection_diet50","Control diet 50",1.90235807025181,0.014082579736109,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized protein KIAA0513",2.29152483859259,"1057","Lower than gene mean",255
"LOC126272589",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.21823310661289,1.29255427930936e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","pikachurin-like",2.62118780382779,"1023","Lower than gene mean",256
"LOC126281896",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.5240493194004,0.000906278824840848,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","ankyrin repeat and death domain-containing protein 1A-like",2.95784746421926,"1002","Higher than gene mean",257
"LOC126336300",1,"infection_average_all_diets","Average control",1.03838142077906,0.00448613537315048,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","5-hydroxytryptamine receptor 2A",2.62026144412212,"1002","Higher than gene mean",258
"LOC126272774",2,"infection_diet33; infection_diet50","Control diet 33; Control diet 50",1.46494317979089,0.0164405206183563,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126272774",2.15164608990643,"1042","Lower than gene mean",259
"LOC126272931",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.3186889717555,0.000377123463841523,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","beta-hexosaminidase subunit beta-like",2.71337889462097,"1002","Higher than gene mean",260
"LOC126358212",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.99680300099705,0.00343874018537268,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126358212",2.2814526006639,"1020","Higher than gene mean",261
"LOC126268088",1,"infection_diet50","Control diet 50",1.16463321742398,0.0163806689971327,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","peptidyl-prolyl cis-trans isomerase 5-like",2.39279202373641,"1023","Lower than gene mean",262
"LOC126276633",2,"infection_diet33; infection_diet50","Control diet 33; Control diet 50",1.26632546043469,0.000220814389343147,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","calcineurin B homologous protein 1",2.12070267730343,"1007","Higher than gene mean",263
"LOC126334561",1,"infection_diet50","Control diet 50",1.25283384767856,0.00241919754038947,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","adenosylhomocysteinase-like 1",2.29168773183168,"1007","Higher than gene mean",264
"LOC126355918",1,"infection_diet50","Control diet 50",1.16391697448106,0.00287456885017802,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","interferon-related developmental regulator 2",2.51252989250442,"1007","Higher than gene mean",265
"LOC126354602",1,"infection_diet50","Control diet 50",1.20297324459417,0.00565847646699468,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126354602",2.40918348137441,"1016","Lower than gene mean",266
"LOC126354478",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.38226562440562,5.0313943981713e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","UDP-galactose translocator",2.36834604110291,"1023","Lower than gene mean",267
"LOC126272566",1,"infection_diet50","Control diet 50",1.10525653284889,0.00574130913448343,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","malectin-A",2.12135806137268,"1003","Higher than gene mean",268
"LOC126299078",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.45222314962411,3.48032613021839e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","UDP-N-acetylhexosamine pyrophosphorylase",2.04407379412369,"1023","Lower than gene mean",269
"LOC126354642",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.40372417493619,6.65458797439618e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","protein extra-macrochaetae-like",2.09523362418386,"1002","Higher than gene mean",270
"LOC126281888",1,"infection_average_all_diets","Average control",1.25311744128065,0.0388452291471168,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","myrosinase 1-like",2.38457488085738,"1002","Higher than gene mean",271
"LOC126278345",1,"infection_diet50","Control diet 50",1.2731683697553,0.00285171108901823,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126278345",2.50160073216993,"1037","Higher than gene mean",272
"LOC126354110",1,"infection_diet50","Control diet 50",1.11449197987198,0.00182473923597505,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","V-type proton ATPase subunit B",3.40270448484142,"1037","Higher than gene mean",273
"LOC126267073",1,"infection_diet50","Control diet 50",1.16906083798849,0.00659849055564545,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","translocon-associated protein subunit delta",2.21546261503988,"1014","Lower than gene mean",274
"LOC126272836",1,"infection_diet50","Control diet 50",1.22447120175932,0.00149654139136232,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","oligosaccharyltransferase complex subunit ostc-B",1.95817817218314,"1002","Higher than gene mean",275
"LOC126335505",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.5180888832306,6.77477367762524e-09,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","isocitrate dehydrogenase [NADP] cytoplasmic",2.31696691946423,"1002","Higher than gene mean",276
"LOC126365941",1,"infection_diet83","Control diet 83",1.29730836149136,5.21535237164887e-06,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cytoplasmic aconitate hydratase-like",2.87550788244847,"1002","Higher than gene mean",277
"LOC126291503",1,"infection_diet83","Control diet 83",1.53507582906844,0.0399113558670933,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cytochrome P450 4C1-like",2.42613074586383,"1028","Higher than gene mean",278
"LOC126337060",1,"infection_average_all_diets","Average control",1.11524370195284,0.049951116050315,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126337060",2.18231395520744,"1028","Higher than gene mean",279
"LOC126346336",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",3.62924512621078,0.000477271913459944,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized PE-PGRS family protein PE_PGRS54-like",2.21542975443977,"1009","Higher than gene mean",280
"LOC126282175",1,"infection_average_all_diets","Average control",2.77370840183931,0.00235810920251145,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","prostaglandin reductase 1-like",2.76814703608716,"1037","Higher than gene mean",281
"LOC126280462",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.6586342554857,0.00165478589500346,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","loricrin-like",2.51479268738448,"1037","Higher than gene mean",282
"LOC126284417",1,"infection_average_all_diets","Average control",1.83518186697155,0.0206063032636904,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","flexible cuticle protein 12-like",2.65821932869221,"1028","Higher than gene mean",283
"LOC126284845",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.98557721390793,0.010117761829762,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","endocuticle structural glycoprotein ABD-5-like",2.90764423843746,"1037","Higher than gene mean",284
"LOC126272573",1,"infection_average_all_diets","Average control",1.19416099568835,0.0253824884359178,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","mucin-2-like",3.17517474372423,"1003","Higher than gene mean",285
"LOC126282270",1,"infection_average_all_diets","Average control",1.4445781187939,0.0115606432949909,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","mucin-2-like",2.82005837083398,"1003","Higher than gene mean",286
"LOC126267543",1,"infection_average_all_diets","Average control",1.13238902681643,0.0414720899237227,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","glucose dehydrogenase [FAD, quinone]-like",3.27876841325544,"1037","Higher than gene mean",287
"LOC126278538",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",2.65708799064701,0.000966132490364479,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126278538",3.69781400692582,"1037","Higher than gene mean",288
"LOC126284272",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",2.06114788936029,6.00191946181146e-07,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","alpha-tocopherol transfer protein-like",2.43536874178209,"1003","Higher than gene mean",289
"LOC126354344",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.31572520559193,5.89570375194861e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","monocarboxylate transporter 7-like",3.29555917235563,"1003","Higher than gene mean",290
"LOC126333363",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.89602362714588,2.29027075907068e-06,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","tyrosine aminotransferase",2.2703453912444,"1029","Lower than gene mean",291
"LOC126267295",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.94388941410745,1.59042765475051e-18,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126267295",1.84120417115336,"1040","Higher than gene mean",292
"LOC126328393",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",3.45699399839187,1.15833092048459e-08,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","protein takeout-like",2.24615679999072,"1020","Lower than gene mean",293
"LOC126334905",1,"infection_diet83","Control diet 83",1.38775018123526,0.00668619908720271,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","probable imidazolonepropionase",2.45262801856723,"1029","Lower than gene mean",294
"LOC126336714",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",3.00927083620963,9.09504527098776e-10,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","4-hydroxyphenylpyruvate dioxygenase",2.03444301657978,"1038","Higher than gene mean",295
"LOC126335147",1,"infection_diet33","Control diet 33",2.09331065843423,0.0163889576804753,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","juvenile hormone acid O-methyltransferase-like",3.23914840785137,"1003","Higher than gene mean",296
"LOC126335148",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.12295895705543,0.00827758190841747,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","juvenile hormone acid O-methyltransferase-like",3.91997087932731,"1003","Higher than gene mean",297
"LOC126355446",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.07724306312639,0.00195619874101437,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cuticle protein 18.7-like",2.87035986173232,"1037","Higher than gene mean",298
"LOC126355555",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.09718335351916,0.00609808397964611,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cuticle protein 16.5-like",3.03362413222057,"1037","Higher than gene mean",299
