"gene_id","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","phase_class","n_context_families","single_context","DEG_context","Description","max_abs_sample_z","sample_with_max_abs_z","sample_deviation_direction","heatmap_row_order"
"LOC126285286",2,"infection_average_all_diets; infection_diet33","Average infected; Infected diet 33",2.47644719608772,0.00966716150600332,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","fatty acyl-CoA reductase 1-like",4.10040946079789,"1018","Higher than gene mean",2006
"LOC126285031",1,"infected_diet83_vs33","Infected diet 33",2.59037499786061,0.0135636326411461,"Not evaluated in this chromosome-only figure",1,"Diet in infected","Diet in infected","fatty acyl-CoA reductase 1-like",3.92387580195141,"1018","Higher than gene mean",2007
"LOC126285290",1,"control_diet33_vs50","Control diet 33",3.69938146515315,0.0123289886794306,"Not evaluated in this chromosome-only figure",1,"Diet in controls","Diet in controls","fatty acyl-CoA reductase 1-like",3.44417579508184,"1009","Higher than gene mean",2008
"LOC126299186",1,"infection_diet50","Infected diet 50",1.8245638757146,0.0368880464605376,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","elongation of very long chain fatty acids protein AAEL008004",2.88579636553208,"1009","Higher than gene mean",2009
"LOC126354378",1,"infection_diet50","Infected diet 50",2.5763247810177,0.0371352107666662,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cytochrome P450 4g15-like",2.41010899903742,"1009","Higher than gene mean",2010
"LOC126272096",1,"infection_diet50","Infected diet 50",2.72199826853039,0.0228059781014798,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","fatty acid synthase-like",2.51462034039801,"1018","Higher than gene mean",2011
"LOC126284872",1,"infection_diet50","Infected diet 50",2.47177527951241,0.0184806371677076,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","fatty acid synthase-like",2.57522933522902,"1018","Higher than gene mean",2012
"LOC126336670",2,"infection_average_all_diets; infection_diet33","Average infected; Infected diet 33",2.64404018732214,0.0033370343187553,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","dehydrogenase/reductase SDR family member 11-like",3.7406040197978,"1054","Higher than gene mean",2013
"LOC126292206",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",2.10639440897915,0.00184336653972251,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","esterase FE4-like",3.27102942579186,"1054","Higher than gene mean",2014
"LOC126354633",3,"infected_diet33_vs50; infection_average_all_diets; infection_diet33","Average infected; Infected diet 33",4.41638115247233,8.26885059173418e-05,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","UDP-glycosyltransferase UGT5-like",4.66618103501866,"1054","Higher than gene mean",2015
"LOC126271905",1,"infection_diet33","Infected diet 33",2.3272807389494,0.0247655620721906,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cytochrome P450 6k1-like",4.03322018145836,"1054","Higher than gene mean",2016
"LOC126272716",1,"infection_diet33","Infected diet 33",2.84040466465894,0.00941990764303233,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","pyrimidodiazepine synthase-like",3.17557649705192,"1054","Higher than gene mean",2017
"LOC126284684",1,"infected_diet83_vs33","Infected diet 33",5.18899656977679,0.00428489109055192,"Not evaluated in this chromosome-only figure",1,"Diet in infected","Diet in infected","cytochrome P450 6j1-like",3.76185510862691,"1054","Higher than gene mean",2018
"LOC126336787",1,"infected_diet83_vs33","Infected diet 33",2.10451587316948,0.0329038774156445,"Not evaluated in this chromosome-only figure",1,"Diet in infected","Diet in infected","dehydrogenase/reductase SDR family member 11-like",3.45300402030518,"1054","Higher than gene mean",2019
"LOC126271907",3,"infected_diet83_vs33; infection_diet33; interaction_diet83_vs33","Infected diet 33; Infection response diet 33",5.20641898902134,0.00333733253263075,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","cytochrome P450 6k1-like",3.5207503417435,"1054","Higher than gene mean",2020
"LOC126272319",1,"infection_diet33","Infected diet 33",2.26396973584448,0.0137503018413113,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cytochrome P450 6k1-like",2.58588720290173,"1054","Higher than gene mean",2021
"LOC126272837",2,"infected_diet33_vs50; infection_diet33","Infected diet 33",3.54237980670282,0.00348620030103464,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","cytochrome P450 6k1-like",5.01917760289963,"1054","Higher than gene mean",2022
"LOC126284901",6,"infected_diet33_vs50; infected_diet83_vs33; infection_average_all_diets; infection_diet33; infection_diet50; interaction_diet83_vs33","Average infected; Infected diet 33; Infected diet 50; Infection response diet 33",10.1810522073985,2.48811180857709e-05,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","cytochrome P450 6j1-like",4.89418494297351,"1054","Higher than gene mean",2023
"LOC126284902",4,"infected_diet83_vs33; infection_average_all_diets; infection_diet33; interaction_diet83_vs33","Average infected; Infected diet 33; Infection response diet 33",8.46195770827418,1.15808183256932e-06,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","cytochrome P450 6j1-like",4.34550517117049,"1054","Higher than gene mean",2024
"LOC126282179",1,"infected_diet83_vs33","Infected diet 33",2.52070881692695,0.00231114537630493,"Not evaluated in this chromosome-only figure",1,"Diet in infected","Diet in infected","UDP-glucosyltransferase 2-like",3.30129263199371,"1057","Higher than gene mean",2025
"LOC126344596",1,"infected_diet83_vs33","Infected diet 33",1.1923949441467,0.00208880674432011,"Not evaluated in this chromosome-only figure",1,"Diet in infected","Diet in infected","nicotinate phosphoribosyltransferase",2.10394938803435,"1054","Higher than gene mean",2026
"LOC126272144",3,"infected_diet33_vs50; infection_average_all_diets; infection_diet33","Average infected; Infected diet 33",2.798818010725,1.65286508995807e-06,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","cytochrome P450 6k1-like",2.52579427420475,"1015","Higher than gene mean",2027
"LOC126276000",2,"infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.20634949549582,0.00107298330457643,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126276000",2.26079740389502,"1054","Higher than gene mean",2028
"LOC126278559",1,"infection_diet33","Infected diet 33",1.34564717486602,0.00330659742853626,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","prostaglandin reductase 1-like",3.56972738468689,"1054","Higher than gene mean",2029
"LOC126275742",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.00409347326558,2.95268774003664e-07,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","G-protein coupled receptor Mth2-like",2.69217203303634,"1027","Higher than gene mean",2030
"LOC126355590",4,"infected_diet83_vs33; infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",8.3652529944088,1.30250988666851e-13,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","inter-alpha-trypsin inhibitor heavy chain H2-like",2.42558049288972,"1021","Higher than gene mean",2031
"LOC126355691",4,"infected_diet83_vs33; infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",5.022372180848,1.62003120053677e-12,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","inter-alpha-trypsin inhibitor heavy chain H4-like",2.22566153101602,"1021","Higher than gene mean",2032
"LOC126299097",1,"infection_diet50","Infected diet 50",1.21229823331173,0.016948710491284,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","relaxin receptor 1",2.67480296285048,"1052","Higher than gene mean",2033
"LOC126280729",1,"infection_average_all_diets","Average infected",1.52489089259415,0.0110171737956712,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126280729",2.0888668747095,"1040","Lower than gene mean",2034
"LOC126299147",1,"infection_diet50","Infected diet 50",1.0662115492787,0.0321440608523875,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126299147",1.82421654195838,"1055","Higher than gene mean",2035
"LOC126354115",3,"infected_diet33_vs50; infected_diet83_vs33; infection_diet50","Infected diet 50; Infected diet 83",1.70218495584364,0.0233557478884578,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","tyrosine decarboxylase-like",2.39220384337206,"1052","Higher than gene mean",2036
"LOC126356028",2,"infected_diet33_vs50; infection_diet50","Infected diet 50",1.47887091936302,0.0337118079272861,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","uncharacterized LOC126356028",2.83646870045489,"1052","Higher than gene mean",2037
"LOC126278183",1,"infection_diet50","Infected diet 50",1.26633663145843,0.0490907518983524,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized transmembrane protein DDB_G0289901-like",2.88314715422226,"1036","Lower than gene mean",2038
"LOC126278604",1,"infection_diet50","Infected diet 50",1.21251126115364,0.0086434436731973,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126278604",2.23305147385348,"1018","Higher than gene mean",2039
"LOC126278612",1,"infection_diet50","Infected diet 50",1.32562507014158,0.00598285402713304,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126278612",2.72855506696662,"1016","Higher than gene mean",2040
"LOC126272139",1,"infection_diet50","Infected diet 50",1.28815452436995,0.000774870541499466,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","voltage-dependent calcium channel subunit alpha-2/delta-3",3.5416256025744,"1016","Higher than gene mean",2041
"LOC126317480",1,"infection_diet50","Infected diet 50",1.65192506751018,0.0219033051512064,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","chondroitin sulfate N-acetylgalactosaminyltransferase 2-like",4.02768484356314,"1016","Higher than gene mean",2042
"LOC126355721",1,"infection_diet50","Infected diet 50",1.22897968456307,0.00594847803181506,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","mucin-2-like",2.5685128425183,"1054","Higher than gene mean",2043
"LOC126355932",1,"infection_diet50","Infected diet 50",1.55513336654533,0.00810165142335526,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","arylsulfatase B-like",2.8357909477617,"1055","Higher than gene mean",2044
"LOC126272394",1,"infection_average_all_diets","Average infected",1.56272617969072,0.0481521761934463,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","ejaculatory bulb-specific protein 3-like",3.80835788320302,"1055","Higher than gene mean",2045
"LOC126351095",2,"infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.26402943335267,0.00268493473270193,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","serine/arginine repetitive matrix protein 1-like",3.62528482718461,"1055","Higher than gene mean",2046
"LOC126284005",3,"infected_diet33_vs50; infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",4.62712600833903,6.45127689502073e-06,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","uncharacterized LOC126284005",4.69780250430874,"1055","Higher than gene mean",2047
"LOC126354625",2,"infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.23137069584609,0.0142748084230572,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","solute carrier family 22 member 7-like",3.26425403773732,"1055","Higher than gene mean",2048
"LOC126278162",1,"infected_diet83_vs50","Infected diet 50",4.27849805009819,0.0239161286546839,"Not evaluated in this chromosome-only figure",1,"Diet in infected","Diet in infected","uncharacterized LOC126278162",3.05346678949081,"1055","Higher than gene mean",2049
"LOC126349798",2,"infected_diet83_vs50; infection_diet50","Infected diet 50",2.26472770625672,0.0360524350398824,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","uncharacterized LOC126349798",3.11749276853622,"1055","Higher than gene mean",2050
"LOC126278163",1,"infection_diet50","Infected diet 50",3.47236154517568,0.033957484727569,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126278163",3.32774003392479,"1055","Higher than gene mean",2051
"LOC126282076",1,"infection_diet50","Infected diet 50",1.85560649027563,0.00271598233118365,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","lipase 3-like",3.10124398263894,"1055","Higher than gene mean",2052
"LOC126284047",1,"infection_diet50","Infected diet 50",1.51164581611399,0.0311907010172327,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","filaggrin-2-like",2.37797482555528,"1002","Lower than gene mean",2053
"LOC126291849",1,"infection_diet50","Infected diet 50",1.25743382209891,0.0379326127363897,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","peroxidase-like",3.19273430352947,"1055","Higher than gene mean",2054
"LOC126336492",1,"infection_diet50","Infected diet 50",1.50364745900926,0.012818701058166,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","carbonic anhydrase 2-like",2.2393589985568,"1055","Higher than gene mean",2055
"LOC126334543",1,"infection_diet83","Control diet 83",1.52927060305875,0.0445089394807757,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","lysosomal acid glucosylceramidase-like",2.39579336859867,"1055","Higher than gene mean",2056
"LOC126334648",3,"infected_diet83_vs50; infection_diet83; interaction_diet83_vs50","Control diet 83; Infected diet 50; Infection response diet 50",2.56705881254207,0.00610468983023285,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","ATP-binding cassette sub-family C member 4-like",2.7819943370548,"1055","Higher than gene mean",2057
"LOC126350798",1,"infected_diet83_vs50","Infected diet 50",3.22763522109958,0.049225686300909,"Not evaluated in this chromosome-only figure",1,"Diet in infected","Diet in infected","uncharacterized LOC126350798",2.2594884663403,"1055","Higher than gene mean",2058
"LOC126272558",1,"infection_diet50","Infected diet 50",1.27719417760788,0.0207407539815355,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","trehalase-like",3.01597569032171,"1055","Higher than gene mean",2059
"LOC126272019",1,"infection_diet50","Infected diet 50",1.23616448799809,0.0277827353297945,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","trehalase-like",3.14420176387618,"1055","Higher than gene mean",2060
"LOC126354273",1,"infected_diet83_vs50","Infected diet 50",2.29738792382491,0.0180358206366094,"Not evaluated in this chromosome-only figure",1,"Diet in infected","Diet in infected","solute carrier family 22 member 7-like",2.12161777549997,"1055","Higher than gene mean",2061
"LOC126267355",3,"control_diet83_vs33; infected_diet83_vs33; infected_diet83_vs50","Control diet 33; Infected diet 33; Infected diet 50",4.13305215831068,3.14628174189984e-10,"Not evaluated in this chromosome-only figure",2,"Diet in controls","Infection + diet","neuroparsin-A",2.11484782712497,"1005","Lower than gene mean",2062
"LOC126279019",2,"control_diet83_vs33; infected_diet83_vs33","Control diet 33; Infected diet 33",2.33395972924581,0.0157674232517604,"Not evaluated in this chromosome-only figure",2,"Diet in controls","Infection + diet","uncharacterized LOC126279019",3.07192810475422,"1002","Lower than gene mean",2063
"LOC126272465",6,"control_diet33_vs50; control_diet83_vs33; infected_diet33_vs50; infected_diet83_vs33; infection_average_all_diets; infection_diet33","Average infected; Control diet 33; Infected diet 33",5.63360903728793,6.48853952377806e-12,"Not evaluated in this chromosome-only figure",3,"Infection within diet","Infection + diet","vesicular glutamate transporter 1-like",3.2134788846415,"1021","Higher than gene mean",2064
"LOC126356047",4,"control_diet83_vs33; infected_diet33_vs50; infected_diet83_vs33; infection_diet50","Control diet 33; Control diet 50; Infected diet 33",8.46872729577702,3.30137450431241e-09,"Not evaluated in this chromosome-only figure",3,"Infection within diet","Infection + diet","allantoicase-like",2.31439518968575,"1021","Higher than gene mean",2065
"LOC126353857",1,"control_diet83_vs33","Control diet 33",1.77726846110199,0.0348409957829228,"Not evaluated in this chromosome-only figure",1,"Diet in controls","Diet in controls","uncharacterized LOC126353857",2.05589398613276,"1041","Lower than gene mean",2066
"LOC126333408",7,"control_diet33_vs50; control_diet83_vs33; infected_diet33_vs50; infected_diet83_vs33; infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Control diet 33; Infected diet 33; Infected diet 50; Infected diet 83",4.08053120298486,5.95426203385339e-08,"Not evaluated in this chromosome-only figure",3,"Infection within diet","Infection + diet","uncharacterized LOC126333408",2.3442521826752,"1021","Higher than gene mean",2067
"LOC126354934",6,"control_diet33_vs50; control_diet83_vs33; infected_diet33_vs50; infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Control diet 33; Infected diet 33; Infected diet 50; Infected diet 83",3.87900574859221,5.32791648520349e-07,"Not evaluated in this chromosome-only figure",3,"Infection within diet","Infection + diet","uncharacterized LOC126354934",2.30074550889767,"1042","Higher than gene mean",2068
"LOC126355286",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",3.3636204206918,0.00140291562542007,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126355286",3.76113474065581,"1039","Higher than gene mean",2069
"LOC126356130",1,"infection_diet33","Control diet 33",2.2052046769466,0.0144329873279739,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","testis-expressed protein 47-like",3.29073496180151,"1039","Higher than gene mean",2070
"LOC126298550",1,"infection_diet33","Control diet 33",1.00092178641979,0.0480117303441729,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126298550",2.54478281858566,"1014","Lower than gene mean",2071
"LOC126335800",1,"infection_diet83","Infected diet 83",4.673771123161,0.038320338381433,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126335800",2.67467138000213,"1029","Higher than gene mean",2072
"LOC126354542",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",3.5067698010095,0.00402041782037178,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","testis-expressed protein 47-like",2.68308363246971,"1030","Higher than gene mean",2073
"LOC126350630",1,"infection_diet50","Control diet 50",1.98425832998453,0.02335509397859,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126350630",4.47220356347908,"1040","Higher than gene mean",2074
"LOC126267772",1,"infection_diet50","Control diet 50",1.71108070535236,0.0227712464570752,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","laminin subunit gamma-1-like",4.32820635882842,"1040","Higher than gene mean",2075
"LOC126354103",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.66144073074072,0.00023345985280674,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","alpha-tocopherol transfer protein-like",4.6651277403791,"1040","Higher than gene mean",2076
"LOC126334997",3,"control_diet33_vs50; control_diet83_vs50; infection_diet50","Control diet 50",2.61214810115489,0.0207407539815355,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","sodium-independent sulfate anion transporter-like",4.37854800959668,"1040","Higher than gene mean",2077
"LOC126328409",1,"infection_diet50","Control diet 50",1.6429558383304,0.00905508656280654,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","GATA-binding factor A-like",3.87235030784621,"1040","Higher than gene mean",2078
"LOC126272397",2,"control_diet83_vs50; infection_diet50","Control diet 50",2.39702861134638,0.0034010218719082,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","uncharacterized LOC126272397",4.96679081919144,"1040","Higher than gene mean",2079
"LOC126299096",2,"control_diet83_vs50; infection_diet50","Control diet 50",2.46998730938644,0.000660244892386956,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","O-acyltransferase like protein-like",4.72022346595823,"1040","Higher than gene mean",2080
"LOC126335941",2,"infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.60849285879825,0.0184806371677076,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cuticle protein-like",2.75636371157262,"1046","Higher than gene mean",2081
"LOC126298544",2,"infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.07103252317417,0.0410514305700262,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126298544",2.59669936544553,"1015","Higher than gene mean",2082
"LOC126362843",1,"infection_diet50","Infected diet 50",1.3066857916262,0.0297309493404362,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cuticle protein 21-like",3.05121831115832,"1024","Higher than gene mean",2083
"LOC126299240",1,"infection_diet50","Infected diet 50",3.89318985958083,0.0459894339873777,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","larval cuticle protein A1A-like",2.67708880553403,"1024","Higher than gene mean",2084
"LOC126336678",1,"infection_diet50","Infected diet 50",3.48552043102616,0.0338143703010213,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126336678",2.30984621459945,"1024","Higher than gene mean",2085
"LOC126271434",2,"infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",4.57726166008695,0.000822095335892432,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","23 kDa integral membrane protein-like",1.9697248395368,"1028","Higher than gene mean",2086
"LOC126272891",1,"infection_average_all_diets","Average infected",1.83893088618523,0.00362231162266183,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","putative beta-carotene-binding protein",3.11984624969503,"1023","Higher than gene mean",2087
"LOC126284312",1,"infection_diet33","Control diet 33",1.68834557852084,0.048242207530547,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126284312",2.67994772725531,"1003","Higher than gene mean",2088
"LOC126267276",1,"infection_average_all_diets","Average control",1.44829637146907,0.0494024338777413,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126267276",2.39112692382824,"1040","Higher than gene mean",2089
"LOC126267583",1,"infection_diet33","Infected diet 33",3.80513517082358,0.0471819169121128,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126267583",3.00589572261281,"1024","Higher than gene mean",2090
"LOC126354617",1,"infection_diet83","Infected diet 83",1.19615516711566,0.0486869853224297,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126354617",3.45925277897085,"1002","Lower than gene mean",2091
"LOC126267557",1,"infection_diet83","Infected diet 83",1.61077503653346,0.0113617379677379,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126267557",3.18052359486652,"1002","Lower than gene mean",2092
"LOC126355301",1,"infection_diet83","Infected diet 83",1.62182840162909,0.0136437940229028,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","arginine/serine-rich coiled-coil protein 2-like",2.907431457467,"1002","Lower than gene mean",2093
"LOC126304244",1,"infection_diet83","Infected diet 83",2.45440242784277,0.038421641884304,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126304244",1.7718461009226,"1035","Lower than gene mean",2094
"LOC126295292",2,"infection_diet50; infection_diet83","Infected diet 50; Infected diet 83",1.53490181217663,0.016332860649313,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126295292",2.08630340184335,"1050","Higher than gene mean",2095
"LOC126356287",3,"infection_diet83; interaction_diet83_vs33; interaction_diet83_vs50","Infected diet 83; Infection response diet 83",2.78116538717533,0.00677030071234928,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","facilitated trehalose transporter Tret1-like",2.2071293040206,"1050","Higher than gene mean",2096
"LOC126355989",1,"infection_diet83","Infected diet 83",1.36677577642652,0.0281173240235982,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126355989",3.47104334344123,"1002","Lower than gene mean",2097
"LOC126343123",1,"infection_diet83","Infected diet 83",1.20921293206143,0.0123686932889888,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","serine proteinase stubble",2.84363179451534,"1052","Higher than gene mean",2098
"LOC126281178",2,"infection_average_all_diets; infection_diet83","Average infected; Infected diet 83",1.66021149102591,7.79635549403659e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","tumor necrosis factor alpha-induced protein 8-like protein",2.9714391893916,"1023","Higher than gene mean",2099
"LOC126284570",4,"infected_diet83_vs33; infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",2.36176961763416,2.24570794886948e-06,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","heparan-alpha-glucosaminide N-acetyltransferase-like",3.58696404387721,"1023","Higher than gene mean",2100
"LOC126266597",4,"infected_diet83_vs50; infection_average_all_diets; infection_diet83; interaction_diet83_vs50","Average infected; Infected diet 83; Infection response diet 83",3.30368415075205,2.68820633552855e-05,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","uncharacterized LOC126266597",4.27896629251971,"1050","Higher than gene mean",2101
"LOC126353934",4,"infected_diet83_vs33; infected_diet83_vs50; infection_diet83; interaction_diet83_vs50","Infected diet 83; Infection response diet 83",2.88533230959686,0.000155214133580025,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","uncharacterized LOC126353934",4.66865889464717,"1050","Higher than gene mean",2102
"LOC126273368",1,"infection_diet83","Infected diet 83",1.97275473118353,0.00574720933564059,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126273368",4.54107011499869,"1050","Higher than gene mean",2103
"LOC126291459",2,"infected_diet83_vs50; infection_diet83","Infected diet 83",1.69591718165163,0.00211886775486468,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","uncharacterized LOC126291459",4.88467789237435,"1050","Higher than gene mean",2104
"LOC126365945",3,"infected_diet83_vs33; infected_diet83_vs50; infection_diet83","Infected diet 83",2.53196614742382,0.000228031236280712,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","cholesterol 7-desaturase nvd",5.12589353797757,"1050","Higher than gene mean",2105
"LOC126272283",2,"infected_diet83_vs33; infection_diet83","Infected diet 83",1.53397017759439,0.00424987670632074,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","uncharacterized LOC126272283",4.68986246005876,"1050","Higher than gene mean",2106
"LOC126291766",4,"infected_diet83_vs33; infected_diet83_vs50; infection_average_all_diets; infection_diet83","Average infected; Infected diet 83",3.85373895009458,0.00197256690893919,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","uncharacterized LOC126291766",4.56652620879811,"1050","Higher than gene mean",2107
"LOC126336893",1,"infection_diet33","Control diet 33",1.23460821401746,0.0142255198199606,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","protein spaetzle 4",2.83155317560779,"1006","Higher than gene mean",2108
"LOC126284636",1,"infection_diet83","Infected diet 83",1.21215109246819,0.0481599106064599,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","serine protease filzig-like",2.89754794540991,"1020","Lower than gene mean",2109
"LOC126298440",1,"infection_diet83","Infected diet 83",1.2756881085511,0.0349377727808816,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","proteoglycan 4-like",4.15097375468876,"1050","Higher than gene mean",2110
"LOC126343426",2,"infection_diet33; interaction_diet83_vs33","Control diet 33; Infection response diet 83",3.11034728095937,0.00279776467677638,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","tachykinins",2.67274966460805,"1050","Higher than gene mean",2111
"LOC126298123",2,"infected_diet83_vs33; infection_diet83","Infected diet 83",2.05103644678323,0.0325882212880807,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","beta-galactosidase-like",3.86952394827168,"1050","Higher than gene mean",2112
